II,V,PLETH,ABP
1376,1015,-50,5416
1464,1099,-67,5831
1286,990,-77,5212
1354,1040,-94,5513
1358,1037,-108,5554
1336,1011,-123,5480
1314,988,-136,5412
1319,991,-149,5463
1322,998,-158,5531
1301,990,-166,5533
1280,975,-170,5537
1274,962,-174,5586
1274,949,-174,5638
1270,934,-174,5642
1272,927,-168,5640
1282,932,-156,5652
1294,940,-136,5656
1302,946,-109,5639
1310,949,-71,5615
1319,954,-26,5593
1326,959,29,5553
1334,967,90,5505
1347,980,161,5464
1365,994,236,5423
1389,1013,319,5399
1413,1030,403,5376
1439,1046,494,5367
1458,1055,583,5349
1476,1058,680,5344
1486,1050,773,5328
1495,1041,873,5336
1497,1030,965,5341
1499,1029,1061,5376
1496,1031,1145,5396
1499,1043,1231,5439
1501,1052,1302,5457
1515,1063,1376,5499
1523,1063,1435,5517
1535,1062,1502,5565
1533,1048,1558,5585
1530,1037,1629,5630
1510,1019,1693,5632
1495,1009,1775,5658
1469,997,1853,5645
1455,992,1948,5662
1436,982,2040,5644
1432,977,2149,5658
1427,967,2255,5645
1436,967,2377,5660
1440,966,2498,5646
1451,977,2632,5653
1454,988,2766,5634
1460,1007,2906,5629
1462,1025,3044,5600
1471,1046,3180,5584
1482,1066,3305,5552
1502,1089,3420,5531
1524,1112,3519,5492
1554,1138,3604,5461
1586,1161,3670,5421
1623,1185,3717,5400
1659,1204,3744,5386
1696,1222,3746,5403
1726,1237,3720,5434
1756,1255,3669,5489
1779,1274,3594,5539
1802,1298,3493,5592
1818,1319,3357,5621
1834,1337,3189,5648
1845,1346,2990,5659
1857,1352,2783,5685
1865,1353,2581,5705
1874,1359,2416,5750
1872,1361,2277,5786
1867,1363,2163,5845
1843,1351,2031,5882
1817,1333,1879,5939
1777,1299,1679,5964
1744,1270,1470,6003
1704,1236,1241,5997
1680,1216,1043,6006
1649,1192,852,5973
1637,1179,711,5975
1615,1159,584,5950
1612,1152,520,5976
1602,1143,484,5984
1611,1152,521,6040
1613,1161,591,6068
1633,1182,721,6127
1648,1198,864,6151
1680,1227,1044,6194
1712,1257,1223,6199
1767,1309,1421,6219
1829,1370,1606,6212
1916,1449,1800,6222
2008,1525,1988,6211
2113,1602,2188,6218
2212,1664,2383,6211
2308,1721,2584,6218
2389,1769,2766,6211
2463,1820,2923,6216
2525,1868,3031,6210
2584,1917,3098,6216
2633,1955,3127,6211
2680,1982,3135,6213
2713,1992,3123,6199
2739,1991,3104,6183
2751,1983,3080,6150
2761,1983,3055,6124
2766,1990,3025,6093
2779,2014,3002,6089
2793,2046,2980,6092
2820,2087,2964,6130
2845,2124,2938,6161
2880,2161,2916,6218
2908,2185,2887,6257
2944,2210,2866,6318
2969,2223,2841,6351
3004,2247,2828,6411
3025,2266,2809,6444
3059,2302,2802,6510
3077,2334,2783,6538
3107,2377,2779,6599
3115,2403,2763,6619
3134,2429,2765,6672
3133,2432,2752,6678
3141,2440,2756,6725
3135,2433,2742,6738
3140,2438,2740,6795
3134,2435,2719,6820
3141,2442,2706,6883
3137,2441,2674,6916
3141,2446,2649,6976
3137,2446,2607,6999
3143,2454,2571,7038
3143,2459,2524,7046
3147,2473,2485,7070
3142,2480,2436,7071
3141,2482,2393,7094
3143,2463,2341,7106
3160,2422,2293,7132
3164,2353,2238,7140
3118,2268,2191,7153
2956,2175,2144,7153
2652,2085,2105,7160
2226,1989,2068,7153
1764,1875,2038,7152
1361,1715,2007,7139
1083,1501,1980,7131
918,1235,1952,7105
810,949,1927,7090
691,680,1902,7070
539,464,1883,7070
373,313,1865,7058
238,224,1854,7062
155,176,1843,7046
124,150,1841,7040
110,126,1834,6998
97,104,1834,6975
72,78,1825,6928
53,57,1819,6916
40,36,1803,6879
45,26,1791,6885
50,18,1767,6865
60,21,1749,6890
54,22,1718,6878
47,29,1697,6913
25,24,1663,6912
3,20,1638,6957
-21,3,1604,6959
-34,-8,1581,7006
-37,-19,1551,7021
-23,-19,1534,7078
-6,-14,1515,7104
12,-5,1505,7163
22,4,1487,7187
23,11,1472,7227
17,14,1447,7224
10,13,1424,7224
2,10,1395,7188
-3,5,1372,7158
-5,0,1350,7105
-3,-2,1336,7067
3,0,1328,7021
13,6,1328,7001
21,13,1335,6987
27,20,1347,7002
28,23,1360,7023
27,22,1368,7059
24,18,1370,7080
21,13,1358,7096
17,9,1335,7081
13,4,1299,7062
7,-3,1257,7024
0,-10,1198,7001
-8,-16,1119,6963
-16,-19,997,6944
-22,-19,835,6903
-24,-16,617,6880
-24,-13,368,6834
-22,-14,89,6820
-19,-17,-183,6785
-18,-22,-456,6791
-20,-26,-707,6771
-27,-27,-966,6793
-36,-27,-1218,6784
-44,-28,-1487,6823
-49,-31,-1739,6831
-50,-35,-1982,6889
-46,-35,-2178,6900
-40,-32,-2342,6948
-31,-24,-2461,6947
-23,-15,-2580,6985
-16,-6,-2709,6987
-9,2,-2875,7034
-3,10,-3059,7056
3,17,-3263,7110
10,24,-3463,7126
16,28,-3655,7161
21,29,-3828,7165
21,27,-3995,7192
18,25,-4155,7200
10,24,-4312,7226
2,23,-4458,7233
-2,22,-4599,7248
-2,19,-4732,7246
3,13,-4862,7256
9,8,-4985,7258
12,4,-5105,7277
12,4,-5216,7292
10,5,-5319,7319
8,7,-5408,7327
6,6,-5491,7341
2,1,-5558,7340
-5,-5,-5619,7349
-16,-13,-5665,7339
-29,-18,-5706,7346
-39,-20,-5732,7340
-42,-19,-5757,7353
-35,-15,-5765,7339
-21,-9,-5773,7349
-5,-2,-5758,7338
6,4,-5742,7362
9,7,-5700,7362
3,5,-5656,7411
-10,-2,-5584,7443
-23,-12,-5513,7526
-32,-20,-5412,7571
-36,-25,-5314,7663
-35,-26,-5183,7713
-31,-24,-5058,7807
-28,-23,-4902,7843
-26,-21,-4756,7917
-24,-20,-4583,7938
-21,-15,-4423,7988
-17,-6,-4237,7985
-13,6,-4064,8015
-9,17,-3871,8011
-7,22,-3689,8043
-8,19,-3489,8047
-12,9,-3300,8078
-16,-3,-3097,8081
-20,-13,-2903,8102
-20,-16,-2696,8095
-15,-13,-2498,8101
-8,-7,-2294,8082
0,-3,-2096,8068
6,-2,-1885,8034
9,-6,-1672,8006
8,-12,-1453,7964
4,-19,-1246,7939
-2,-22,-1056,7916
-9,-23,-903,7915
-16,-20,-783,7904
-20,-14,-682,7905
-20,-6,-575,7892
-17,3,-440,7887
-13,10,-271,7857
-10,12,-69,7842
-12,11,145,7810
-18,7,361,7800
-26,0,563,7762
-32,-7,765,7754
-32,-11,966,7727
-28,-12,1188,7738
-21,-10,1420,7713
-13,-4,1666,7728
-10,1,1896,7711
-9,4,2106,7743
-12,3,2271,7737
-14,-1,2407,7792
-16,-4,2512,7817
-15,-4,2611,7902
-14,1,2692,7935
-14,7,2779,8014
-15,11,2861,8043
-18,9,2952,8113
-21,3,3044,8138
-23,-5,3148,8204
-22,-9,3257,8234
-20,-7,3368,8295
-13,0,3463,8317
-2,10,3546,8359
19,18,3613,8364
49,20,3666,8384
93,10,3698,8377
145,-15,3713,8385
200,-55,3712,8376
247,-108,3698,8382
273,-163,3675,8375
268,-208,3652,8382
229,-233,3629,8377
158,-238,3602,8379
67,-229,3557,8363
-30,-218,3489,8349
-118,-212,3393,8316
-187,-213,3269,8289
-234,-218,3120,8247
-259,-222,2952,8221
-269,-220,2771,8186
-273,-213,2579,8172
-274,-206,2374,8139
-277,-202,2158,8130
-280,-200,1933,8106
-285,-201,1701,8113
-288,-203,1465,8092
-290,-204,1232,8103
-291,-204,1004,8079
-290,-204,788,8084
-289,-207,581,8044
-288,-212,388,8044
-288,-219,202,8008
-288,-226,28,8023
-289,-228,-138,7993
-287,-226,-288,8020
-282,-220,-428,8008
-275,-214,-549,8049
-267,-210,-661,8045
-262,-211,-758,8077
-259,-214,-854,8055
-258,-217,-943,8050
-256,-219,-1034,7987
-251,-220,-1123,7945
-241,-220,-1217,7871
-228,-220,-1311,7828
-211,-218,-1410,7763
-195,-214,-1511,7724
-180,-208,-1618,7668
-168,-202,-1726,7633
-158,-195,-1838,7587
-150,-189,-1951,7564
-144,-182,-2066,7539
-138,-174,-2181,7535
-132,-166,-2295,7526
-126,-159,-2408,7535
-118,-154,-2516,7540
-110,-151,-2622,7562
-102,-148,-2719,7576
-95,-145,-2812,7599
-89,-142,-2894,7598
-85,-142,-2972,7595
-82,-144,-3035,7563
-80,-147,-3094,7540
-78,-149,-3138,7494
-76,-148,-3181,7473
-74,-145,-3209,7434
-74,-143,-3239,7420
-75,-144,-3252,7373
-79,-150,-3269,7353
-83,-162,-3267,7304
-88,-177,-3272,7294
-92,-193,-3260,7255
-93,-208,-3262,7264
-94,-217,-3249,7241
-94,-222,-3251,7268
-95,-221,-3237,7254
-96,-216,-3239,7292
-98,-207,-3224,7289
-97,-196,-3226,7331
-96,-187,-3214,7325
-93,-184,-3217,7353
-91,-185,-3206,7339
-89,-189,-3206,7356
-87,-191,-3189,7339
-83,-187,-3180,7353
-75,-174,-3155,7341
-63,-155,-3138,7349
-47,-132,-3111,7327
-30,-112,-3094,7320
-12,-94,-3071,7292
6,-79,-3058,7285
24,-63,-3039,7270
42,-48,-3028,7281
61,-32,-3013,7291
79,-21,-3004,7319
95,-14,-2993,7339
108,-12,-2989,7371
118,-11,-2984,7388
125,-9,-2985,7409
132,-4,-2985,7409
137,3,-2992,7410
141,7,-2997,7386
142,5,-3010,7375
138,-7,-3018,7351
127,-27,-3031,7356
107,-52,-3036,7349
83,-79,-3041,7379
58,-101,-3035,7397
37,-116,-3032,7455
22,-123,-3018,7490
12,-125,-3013,7571
3,-124,-3000,7632
-6,-126,-2993,7740
-15,-131,-2970,7808
-23,-142,-2947,7918
-27,-151,-2900,7983
-26,-157,-2850,8089
-23,-157,-2776,8138
-20,-152,-2705,8231
-20,-145,-2616,8279
-22,-139,-2533,8370
-26,-137,-2432,8410
-29,-138,-2337,8481
-30,-138,-2227,8505
-29,-138,-2123,8551
-26,-138,-2006,8553
-20,-141,-1896,8577
-14,-149,-1778,8567
-8,-161,-1668,8572
-3,-176,-1553,8542
-1,-190,-1447,8514
-1,-201,-1341,8447
-1,-207,-1246,8377
-2,-208,-1154,8281
-1,-206,-1074,8199
0,-202,-1002,8116
2,-196,-943,8065
4,-190,-889,8023
5,-183,-844,8003
7,-174,-799,7972
8,-165,-758,7947
10,-159,-717,7903
12,-155,-681,7874
14,-154,-649,7835
17,-152,-625,7820
20,-148,-602,7795
24,-143,-583,7794
26,-138,-562,7775
27,-138,-541,7785
26,-143,-516,7775
26,-154,-493,7799
26,-165,-469,7794
28,-172,-450,7827
29,-172,-430,7832
32,-168,-412,7891
33,-161,-390,7925
35,-156,-369,8022
39,-150,-343,8088
44,-145,-321,8209
51,-139,-297,8279
56,-136,-279,8391
58,-132,-261,8443
56,-130,-250,8524
55,-126,-239,8540
59,-120,-235,8575
74,-111,-230,8554
104,-106,-230,8549
149,-111,-228,8493
206,-132,-231,8453
270,-165,-233,8377
333,-208,-240,8322
