II,V,PLETH
8009,9157,2929
8729,10332,3333
7809,9157,2980
8142,8689,2820
9611,9505,3057
10065,9916,3202
9210,9389,3109
8572,8958,3067
8810,9157,3186
9167,9409,3263
9210,9389,3237
9129,9334,3229
9010,9389,3289
8860,9401,3330
9010,9389,3340
9394,9409,3357
9411,9389,3391
8917,9251,3406
8610,9157,3417
8605,9163,3439
8209,9157,3468
7459,9056,3481
7609,9041,3494
8846,9119,3504
9611,9157,3520
8889,9050,3518
8009,9041,3520
8332,9212,3523
9210,9389,3546
9315,9345,3559
9010,9273,3571
9289,9341,3575
10011,9505,3597
10335,9596,3621
10412,9737,3648
10769,9951,3658
11213,10085,3674
11138,9970,3692
10812,9853,3725
10851,9921,3749
11213,10085,3777
11127,10041,3798
10412,9853,3828
9746,9716,3849
9811,9737,3880
10182,9724,3904
10011,9621,3931
9282,9492,3941
9010,9505,3957
9534,9586,3967
10011,9621,3982
9711,9514,3988
9210,9389,4008
9100,9272,4031
9010,9157,4059
8437,8992,4070
8009,8926,4085
8349,8999,4096
9010,9157,4111
9125,9237,4108
8810,9273,4111
8503,9246,4109
8209,9157,4111
7852,9017,4095
8009,9041,4085
8855,9229,4072
9611,9389,4059
9503,9311,4022
9010,9157,3982
8858,9103,3940
9010,9157,3905
8949,9169,3855
8810,9157,3802
8812,9158,3746
8810,9157,3700
8618,9081,3647
8610,9041,3597
8828,9082,3541
8810,9157,3494
8481,9114,3441
8610,9041,3391
9251,9039,3336
9411,9157,3289
8630,9200,3237
8009,9041,3186
8326,8558,3123
9010,7766,3057
9603,6630,2983
11012,5216,2903
13510,3592,2806
15417,2086,2698
14948,1128,2573
12814,1159,2441
11082,2145,2291
10612,3709,2132
10503,5306,1971
10011,6723,1824
9344,7916,1677
9010,8926,1516
8874,9584,1326
8610,9853,1130
8255,9871,936
8209,9969,745
8335,10134,552
8209,10201,385
7969,10121,260
8409,10201,180
9359,10441,120
9611,10548,77
8729,10345,45
8009,10201,26
8250,10312,9
8610,10432,0
8246,10299,-4
8009,10201,0
8516,10365,0
8810,10548,0
7998,10407,-2
7208,10201,0
7733,10267,0
9010,10548,0
9566,10671,-1
9411,10664,0
9445,10689,0
9811,10780,0
9806,10745,0
9411,10664,0
9245,10659,0
