II,V,ABP
61,0,-6096
56,0,-6563
36,0,-5865
31,0,-6205
24,0,-6252
17,0,-6168
12,0,-6088
10,0,-6136
8,0,-6190
4,0,-6160
-1,0,-6125
-3,0,-6142
-2,0,-6168
3,0,-6151
14,0,-6137
30,0,-6147
46,0,-6155
60,0,-6147
73,0,-6141
86,0,-6149
101,0,-6147
117,0,-6143
133,0,-6146
143,0,-6143
143,0,-6147
133,0,-6143
113,0,-6148
89,0,-6143
65,0,-6150
42,0,-6143
23,0,-6152
4,0,-6143
-16,0,-6154
-41,0,-6142
-66,0,-6155
-94,0,-6142
-119,0,-6156
-140,0,-6141
-156,0,-6157
-164,0,-6140
-168,0,-6158
-170,0,-6140
-176,0,-6159
-189,0,-6140
-207,0,-6158
-226,0,-6140
-235,0,-6157
-221,0,-6141
-166,0,-6156
-57,0,-6142
110,0,-6154
320,0,-6143
535,0,-6153
699,0,-6143
763,0,-6151
700,0,-6143
528,0,-6149
302,0,-6143
88,0,-6148
-64,0,-6142
-140,0,-6147
-158,0,-6142
-149,0,-6147
-142,0,-6142
-147,0,-6147
-162,0,-6142
-179,0,-6148
-190,0,-6142
-194,0,-6149
-190,0,-6143
-181,0,-6150
-171,0,-6143
-161,0,-6152
-152,0,-6143
-145,0,-6154
-140,0,-6142
-133,0,-6155
-127,0,-6141
-120,0,-6156
-113,0,-6141
-107,0,-6157
-100,0,-6140
-91,0,-6158
-80,0,-6140
-67,0,-6159
-54,0,-6140
-43,0,-6158
-34,0,-6140
-25,0,-6157
-18,0,-6141
-11,0,-6155
-3,0,-6142
5,0,-6154
13,0,-6143
22,0,-6153
34,0,-6143
47,0,-6151
62,0,-6143
77,0,-6149
92,0,-6142
106,0,-6148
119,0,-6142
132,0,-6147
144,0,-6142
154,0,-6147
160,0,-6142
162,0,-6147
159,0,-6142
151,0,-6148
139,0,-6142
126,0,-6149
112,0,-6143
98,0,-6150
86,0,-6143
77,0,-6152
71,0,-6143
66,0,-6154
63,0,-6142
58,0,-6155
51,0,-6141
42,0,-6156
29,0,-6141
16,0,-6158
0,0,-6140
-17,0,-6158
-35,0,-6140
-52,0,-6158
-67,0,-6140
-79,0,-6158
-88,0,-6141
-95,0,-6156
-101,0,-6141
-105,0,-6155
-107,0,-6142
-107,0,-6154
-102,0,-6143
-92,0,-6152
-78,0,-6143
-61,0,-6150
-44,0,-6143
-29,0,-6149
-15,0,-6142
-1,0,-6148
11,0,-6142
21,0,-6147
27,0,-6142
