II,V,PLETH
3980,9366,4364
4564,10679,4942
4130,9484,4364
3930,8799,4062
4205,9366,4364
4294,9713,4544
4055,9366,4364
3965,9212,4246
4205,9603,4364
4430,9872,4435
4431,9722,4364
4314,9477,4318
4205,9366,4364
4081,9243,4377
3980,9129,4337
3989,9162,4314
4130,9366,4337
4288,9545,4347
4356,9603,4337
4295,9543,4317
4205,9484,4309
4207,9490,4302
4356,9603,4309
4535,9724,4305
4656,9840,4309
4695,9878,4305
4731,9840,4309
4769,9701,4303
4806,9603,4309
4861,9635,4307
5032,9840,4309
5286,10027,4299
5482,10077,4309
5464,9953,4321
5332,9840,4337
5302,9809,4331
5482,9840,4337
5655,9771,4347
5557,9603,4364
5152,9382,4359
4731,9247,4364
4538,9199,4373
4581,9247,4391
4656,9277,4388
4656,9247,4391
4560,9115,4398
4431,9010,4419
4306,8964,4419
4281,9010,4419
4320,9065,4412
4356,9129,4419
4268,9122,4415
4130,9010,4419
3974,8805,4416
3830,8655,4419
3660,8581,4403
3530,8536,4391
3524,8477,4380
3680,8536,4391
3870,8681,4394
3980,8773,4391
3995,8714,4370
4055,8773,4364
4232,9158,4361
4581,9840,4364
5220,10475,4346
6308,10789,4337
7705,10447,4331
9162,9247,4337
10650,7237,4322
12241,4979,4309
13302,3046,4290
12616,1778,4282
9644,1178,4261
5557,1304,4254
2338,2109,4249
1126,3438,4254
1526,4916,4239
2478,6283,4227
3205,7338,4208
3530,8062,4199
3549,8479,4179
3455,8773,4172
3407,9017,4166
3530,9247,4172
3733,9385,4159
3830,9484,4144
3728,9546,4123
3605,9603,4117
3598,9569,4102
3680,9484,4090
3688,9380,4067
3680,9366,4062
3739,9448,4059
3905,9603,4062
4043,9710,4047
4130,9722,4035
4186,9649,4016
4205,9603,4007
4089,9562,3988
3830,9484,3980
3574,9331,3973
3530,9247,3980
3652,9272,3969
3755,9366,3952
3758,9382,3927
3830,9366,3925
3995,9349,3925
4055,9366,3925
3869,9318,3905
3680,9247,3897
3732,9193,3894
3980,9247,3897
4180,9358,3879
4281,9484,3870
4293,9493,3865
4205,9366,3870
4034,9142,3854
3980,9010,3843
4093,8985,3834
4205,9010,3843
4176,8987,3840
4205,9010,3843
4458,9077,3840
4806,9129,3843
4953,9042,3826
4881,8892,3815
4761,8708,3806
4731,8536,3815
4771,8390,3814
4881,8417,3815
5019,8535,3808
5107,8536,3815
5038,8256,3815
4881,7943,3815
4789,7833,3797
4881,7943,3788
5062,8003,3780
5182,7943,3788
5162,7828,3786
5107,7825,3788
5091,7909,3781
5107,8062,3788
5044,8190,3788
4881,8299,3788
4623,8348,3770
4356,8417,3760
4197,8537,3751
4281,8773,3760
4512,9030,3761
4656,9247,3760
4553,9368,3742
4356,9484,3733
4237,9576,3725
4205,9603,3733
4114,9490,3733
3980,9366,3733
3910,9312,3716
3980,9366,3705
4103,9420,3696
4205,9484,3705
4230,9541,3707
4205,9603,3705
4160,9580,3686
4130,9484,3678
4032,9304,3672
3830,9129,3678
3635,8998,3674
3680,9010,3678
3935,9115,3676
4130,9247,3678
4063,9276,3662
3905,9247,3650
3876,9210,3641
3980,9247,3650
4044,9268,3652
4055,9247,3650
4080,9195,3632
4130,9247,3623
4097,9340,3615
3980,9366,3623
3840,9235,3623
3755,9129,3623
3720,9140,3606
3755,9247,3596
3824,9274,3587
3905,9247,3596
3969,9217,3597
4055,9247,3596
4126,9250,3577
4130,9247,3568
4044,9231,3562
3980,9247,3568
3992,9241,3565
4055,9247,3568
4089,9239,3564
4130,9247,3568
4198,9234,3563
4281,9247,3568
4319,9246,3566
4356,9247,3568
4420,9222,3560
4506,9247,3568
4551,9298,3579
4581,9366,3596
4631,9371,3593
4731,9366,3596
4844,9354,3601
4956,9366,3623
5022,9318,3635
5032,9247,3650
5005,9194,3660
5032,9247,3678
5096,9300,3687
5107,9247,3705
4944,9013,3717
4656,8773,3733
4369,8672,3731
4205,8773,3733
4144,8886,3736
4130,8892,3760
4078,8728,3777
3980,8536,3788
3825,8370,3781
3680,8299,3788
3561,8274,3798
3530,8299,3815
3526,8346,3812
3530,8417,3815
3504,8442,3822
3530,8417,3843
3631,8411,3845
3755,8536,3843
3780,8641,3832
3680,8536,3843
3475,8250,3854
3304,8180,3870
3369,8476,3869
3830,9010,3870
4500,9636,3865
5107,10433,3870
5751,11037,3867
6909,10670,3870
8635,8852,3865
10364,6165,3870
11500,3509,3867
11866,1423,3870
11159,37,3866
8937,-356,3870
5511,314,3867
2403,1660,3870
1003,3034,3865
1277,4268,3870
2121,5455,3867
2779,6639,3870
3182,7606,3865
3455,8299,3870
3560,8737,3869
3530,9010,3870
3428,9104,3853
3304,9129,3843
3210,9151,3834
3304,9247,3843
3562,9325,3843
3755,9366,3843
3672,9319,3825
3455,9247,3815
3300,9165,3806
3304,9129,3815
3381,9150,3817
3530,9247,3815
