II,V,PLETH,ABP
888,-591,4649,31067
1141,-779,6297,32767
1100,-759,6450,32767
953,-656,5942,32767
861,-610,5722,32767
828,-628,5870,32767
811,-640,5975,32767
783,-599,5839,32767
745,-544,5678,32767
701,-520,5670,32767
680,-541,5736,32767
665,-552,5697,32767
621,-512,5590,32767
558,-451,5546,32767
536,-430,5583,32767
563,-460,5573,32767
569,-485,5502,32767
513,-483,5450,32767
447,-478,5456,32767
439,-478,5447,32767
481,-466,5403,32767
534,-476,5351,32767
612,-592,5337,32767
783,-830,5318,32767
1075,-1135,5296,32767
1431,-1533,5258,32767
1821,-2169,5245,32767
2301,-3040,5233,32767
2826,-3765,5220,32767
3049,-3794,5179,32767
2567,-2926,5152,32767
1454,-1565,5131,32767
317,-374,5114,32767
-325,298,5068,32767
-525,588,5039,32767
-621,760,5021,32767
-726,869,5005,32767
-732,842,4950,32767
-641,705,4908,32767
-574,564,4881,32767
-570,455,4861,32767
-560,352,4805,32767
-533,277,4760,32767
-522,265,4735,32767
-514,280,4715,32767
-474,267,4645,32767
-429,243,4562,32767
-425,254,4488,32767
-453,279,4439,32767
-488,280,4378,32767
-535,255,4332,32767
-601,247,4301,32767
-654,254,4290,32767
-692,269,4256,32767
-760,302,4224,32767
-869,363,4193,32767
-963,427,4178,32767
-990,451,4145,32767
-991,438,4114,32767
-1020,424,4082,32767
-1070,441,4066,32767
-1097,472,4035,32767
-1103,492,3998,32767
-1111,500,3952,32767
-1126,521,3923,32767
-1136,569,3890,32767
-1150,627,3855,32767
-1171,664,3806,32767
-1174,677,3773,32767
-1140,683,3742,32767
-1088,697,3712,32767
-1046,709,3661,32767
-1008,703,3622,32767
-948,679,3592,32767
-865,648,3570,32767
-781,619,3528,32767
-713,589,3498,32767
-655,557,3476,32767
-596,530,3459,32767
-533,503,3419,32767
-469,465,3387,32767
-409,424,3364,32767
-354,400,3350,32767
-299,384,3315,32767
-237,343,3292,32767
-168,277,3280,32767
-98,232,3272,32767
-33,221,3241,32767
27,193,3218,32767
100,109,3207,32767
193,11,3199,32767
289,-47,3163,32767
355,-73,3131,32767
391,-114,3110,32767
431,-176,3096,32767
486,-221,3052,32767
525,-233,3006,32767
540,-239,2970,32767
561,-260,2951,32767
597,-278,2907,32767
608,-271,2850,32767
580,-256,2795,32767
563,-270,2768,32767
586,-310,2733,32767
601,-332,2686,32767
574,-318,2625,32767
552,-310,2596,32767
574,-338,2588,32767
598,-372,2589,32767
584,-363,2571,32767
576,-326,2575,32767
617,-320,2605,32767
663,-366,2669,32767
657,-415,2716,32767
627,-419,2763,32767
630,-388,2829,32767
660,-376,2961,32767
672,-412,3106,32767
671,-471,3231,32767
676,-498,3336,32767
681,-472,3505,32767
664,-428,3712,32767
647,-418,3893,32767
653,-450,4015,32767
667,-493,4185,32767
651,-513,4416,32767
612,-513,4631,32767
587,-507,4757,32767
603,-510,4903,32767
639,-522,5119,32767
667,-542,5341,32767
664,-553,5460,32767
637,-533,5563,32767
602,-485,5717,32767
578,-450,5889,32767
571,-454,5974,32767
570,-478,6029,32767
546,-482,6113,32767
491,-463,6220,32767
434,-437,6263,32767
420,-419,6284,32767
445,-401,6323,32767
460,-387,6386,32767
440,-391,6407,32767
423,-422,6418,32767
435,-462,6430,32767
452,-484,6453,32767
443,-475,6438,32767
435,-454,6433,32767
458,-448,6456,32767
495,-466,6522,32767
508,-483,6569,32767
506,-478,6616,32767
517,-468,6656,32767
537,-488,6716,32767
540,-534,6750,32767
527,-561,6784,32767
510,-533,6807,32767
487,-482,6857,32767
456,-464,6897,32767
439,-488,6938,32767
440,-513,6954,32767
436,-502,6979,32767
412,-465,6992,32767
387,-433,7013,32767
372,-413,7007,32767
350,-383,7001,32767
306,-326,6979,32767
261,-258,6976,32767
228,-213,6954,32767
187,-208,6922,32767
123,-224,6863,32767
67,-242,6827,32767
58,-269,6789,32767
84,-323,6747,32767
101,-388,6670,32767
95,-416,6617,32767
85,-373,6574,32767
80,-285,6533,32767
55,-211,6452,32767
-22,-176,6392,32767
-154,-137,6350,32767
-302,-50,6315,32767
-410,62,6234,32767
-434,123,6168,32767
-373,106,6124,32767
-259,58,6094,32767
-144,23,6017,32767
-63,-17,5947,32767
-17,-84,5898,32767
19,-146,5872,32767
45,-145,5810,32767
58,-99,5757,32767
60,-68,5721,32767
86,-97,5709,32767
131,-147,5665,32767
162,-175,5629,32767
148,-170,5602,32767
135,-164,5593,32767
203,-197,5551,32767
378,-281,5508,32767
577,-386,5466,32767
689,-464,5445,32767
707,-508,5409,32767
719,-546,5383,32767
788,-594,5360,32767
905,-659,5355,32767
1081,-806,5329,32767
1363,-1122,5304,32767
1741,-1603,5271,32767
2126,-2179,5253,32767
2483,-2845,5223,32767
2860,-3584,5196,32767
3197,-4128,5160,32767
3208,-4002,5141,32767
2623,-3009,5113,32767
1541,-1553,5088,32767
436,-304,5050,32767
-253,390,5028,32767
-483,664,5003,32767
-528,786,4980,32767
-600,844,4939,32767
-674,790,4917,32767
-645,632,4894,32767
-549,478,4868,32767
-505,407,4815,32767
-538,392,4779,32767
-567,369,4752,32767
-547,336,4723,32767
-522,333,4659,32767
-539,355,4609,32767
-581,358,4575,32767
-604,326,4545,32767
-608,307,4478,32767
-613,328,4422,32767
-627,371,4387,32767
-627,386,4362,32767
-617,369,4304,32767
-631,342,4255,32767
-679,336,4225,32767
-732,363,4209,32767
-758,401,4162,32767
-786,433,4126,32767
-833,455,4108,32767
-880,484,4096,32767
-894,515,4040,32767
-902,543,3977,32767
-937,559,3925,32767
-997,576,3890,32767
-1049,600,3832,32767
-1093,636,3780,32767
-1138,669,3742,32767
-1190,700,3723,32767
-1241,735,3681,32767
-1310,784,3636,32767
-1385,829,3595,32767
-1438,852,3572,32767
-1445,853,3534,32767
-1445,863,3492,32767
-1471,890,3447,32767
-1519,923,3420,32767
-1549,941,3386,32767
-1562,958,3349,32767
-1576,987,3301,32767
-1613,1029,3267,32767
-1676,1064,3237,32767
-1783,1104,3216,32767
-1927,1173,3186,32767
-2085,1287,3169,32767
-2228,1416,3154,32767
-2355,1528,3146,32767
-2457,1608,3126,32767
-2527,1677,3119,32767
-2566,1755,3112,32767
-2606,1841,3101,32767
-2640,1903,3067,32767
-2630,1922,3041,32767
-2543,1906,3019,32767
-2416,1885,2995,32767
-2303,1864,2946,32767
-2217,1828,2905,32767
-2112,1767,2874,32767
-1972,1702,2850,32767
-1830,1643,2795,32767
-1735,1580,2738,32767
-1673,1503,2691,32767
-1597,1431,2670,32767
-1488,1381,2629,32767
-1388,1348,2573,32767
-1326,1303,2517,32767
-1284,1255,2510,32767
-1231,1219,2513,32767
-1170,1200,2498,32767
-1100,1176,2460,32767
-1009,1133,2478,32767
-891,1067,2538,32767
-810,1002,2591,32767
-810,958,2596,32767
-829,942,2647,32767
-693,911,2769,32767
-329,809,2911,32767
113,628,2996,32767
368,443,3098,32767
332,325,3264,32767
153,299,3473,32767
47,329,3628,32767
63,383,3768,32767
108,421,3942,32767
116,415,4165,32767
128,364,4356,32767
182,313,4513,32767
220,296,4668,32767
166,307,4874,32767
44,319,5077,32767
-32,333,5249,32767
-9,355,5377,32767
53,371,5524,32767
80,356,5679,32767
106,310,5817,32767
209,251,5898,32767
399,182,5977,32767
589,100,6068,32767
718,6,6160,32767
794,-87,6201,32767
867,-174,6235,32767
955,-250,6276,32767
1051,-311,6330,32767
1134,-350,6343,32767
1209,-383,6353,32767
1280,-440,6366,32767
1359,-535,6392,32767
1434,-638,6390,32767
1499,-703,6399,32767
1544,-716,6415,32767
1577,-722,6445,32767
1602,-761,6448,32767
1643,-831,6468,32767
1693,-886,6497,32767
1742,-906,6539,32767
1792,-916,6550,32767
1872,-960,6575,32767
1962,-1037,6614,32767
2016,-1113,6677,32767
2022,-1155,6712,32767
2041,-1176,6749,32767
2098,-1196,6793,32767
2160,-1234,6873,32767
2195,-1285,6934,32767
2246,-1345,6979,32767
2331,-1397,6986,32767
2423,-1433,7002,32767
2534,-1468,7002,32767
2776,-1558,6997,32767
3167,-1738,6961,32767
3526,-1977,6933,32767
3612,-2165,6899,32767
3372,-2214,6875,32767
2940,-2121,6824,32767
2516,-1982,6779,32767
2246,-1888,6729,32767
2190,-1867,6699,32767
2259,-1863,6647,32767
2273,-1824,6586,32767
2125,-1739,6508,32767
1899,-1642,6455,32767
1745,-1555,6397,32767
1705,-1477,6343,32767
1695,-1404,6268,32767
