II,V,ABP,RESP
3350,1081,6711,2497
3750,1227,7670,2833
3257,1081,6873,2497
2983,988,6479,2309
3164,1037,6981,2465
3242,1070,7287,2563
3070,1037,7035,2465
2983,1023,6863,2401
3070,1037,7035,2465
3101,1017,7123,2503
2977,951,6981,2465
2884,910,6879,2443
2977,951,6927,2465
3060,997,6927,2462
2884,951,6819,2433
2677,894,6707,2420
2884,994,6657,2433
3217,1120,6611,2435
2977,994,6548,2433
2525,791,6467,2434
2884,951,6386,2433
3505,1233,6299,2413
2884,994,6224,2400
1862,586,6133,2395
2884,1037,6061,2400
4741,1829,5983,2397
2884,1037,5899,2400
-2862,-1403,5781,2402
-5955,-2723,5682,2400
-2221,-1158,5597,2380
3722,1340,5520,2368
5309,2008,5407,2366
3070,1081,5304,2368
1863,599,5214,2350
2884,1037,5141,2335
3500,1276,5033,2331
2791,951,4925,2335
2346,757,4826,2321
2791,951,4762,2303
3072,1071,4683,2292
2791,951,4600,2303
2606,876,4507,2307
2791,951,4438,2303
2933,991,4359,2284
2884,951,4275,2270
2842,942,4177,2263
2884,994,4113,2270
2897,1032,4073,2274
2884,1037,4059,2270
2886,1037,4029,2251
2884,1037,4005,2238
2820,1010,3973,2232
2791,994,3951,2238
2810,996,3914,2237
2698,951,3897,2238
2551,909,3888,2236
2791,1037,3897,2238
3131,1181,3892,2234
2791,994,3897,2238
2238,714,3895,2240
2791,951,3897,2238
3651,1338,3884,2220
2791,951,3897,2206
1471,343,3921,2199
2884,951,3951,2206
5072,1935,3948,2205
2884,994,3951,2206
-1047,-738,3967,2202
2698,951,4005,2206
13667,6023,4014,2204
17772,8298,4005,2206
7554,4231,3988,2204
-5024,-1297,4005,2206
-5851,-2113,4031,2202
1768,692,4059,2206
5441,2062,4059,2206
2977,1037,4059,2206
1435,457,4054,2189
3257,1210,4059,2173
4452,1601,4054,2163
3536,1081,4059,2173
3120,791,4057,2180
4187,1081,4059,2173
4985,1161,4051,2150
4838,778,4059,2141
4722,394,4063,2142
4931,130,4059,2141
4828,-272,4026,2120
4373,-778,4005,2108
4113,-1157,3998,2107
4280,-1383,4005,2108
4634,-1559,3981,2089
4931,-1642,3951,2076
4944,-1621,3931,2074
4652,-1556,3951,2076
4224,-1492,3963,2057
3815,-1383,3951,2043
3437,-1210,3910,2041
3070,-1037,3897,2043
2711,-928,3898,2025
2419,-821,3897,2011
2224,-650,3862,2009
2140,-432,3842,2011
2118,-237,3841,1993
2140,-43,3842,1979
2195,207,3810,1976
2326,519,3788,1979
2507,823,3785,1962
2698,1081,3788,1946
2823,1290,3757,1942
2884,1469,3734,1946
2890,1616,3730,1931
2884,1729,3734,1914
2874,1809,3703,1906
2884,1858,3680,1914
2888,1884,3676,1906
2884,1902,3680,1881
2868,1922,3649,1853
2884,1945,3626,1849
2929,1954,3622,1853
2977,1945,3626,1849
2983,1934,3596,1827
2977,1945,3572,1816
2999,1971,3566,1817
3070,1988,3572,1816
3137,1984,3545,1797
3164,1988,3518,1784
3152,2009,3508,1783
3164,2031,3518,1784
3205,2031,3496,1766
3257,2031,3464,1751
3267,2047,3444,1750
3257,2075,3464,1751
3244,2080,3475,1734
3257,2075,3464,1719
3261,2080,3426,1716
3257,2118,3409,1719
3244,2151,3407,1702
3257,2161,3409,1687
3264,2149,3383,1683
3257,2161,3355,1687
3235,2199,3340,1672
3257,2247,3355,1654
3308,2271,3362,1646
3350,2291,3355,1654
3343,2322,3324,1656
3350,2377,3301,1654
3390,2425,3289,1650
3443,2464,3301,1654
3446,2497,3306,1654
3443,2550,3301,1654
3469,2612,3270,1651
3536,2680,3247,1654
3587,2728,3235,1653
3629,2766,3247,1654
3664,2800,3249,1652
3722,2853,3247,1654
3795,2905,3235,1653
3908,2939,3247,1654
4022,2940,3267,1651
4094,2939,3301,1654
4092,2942,3322,1654
4094,2939,3355,1654
4158,2903,3395,1649
4280,2853,3464,1654
4362,2804,3535,1667
4373,2766,3626,1687
4349,2712,3721,1692
4373,2636,3842,1687
4429,2546,3967,1677
4466,2464,4113,1687
4430,2380,4262,1705
4373,2291,4438,1719
4348,2182,4604,1716
4373,2075,4762,1719
4363,1978,4891,1732
4280,1902,5033,1751
4158,1822,5184,1754
4094,1729,5358,1751
4066,1617,5517,1758
4001,1513,5682,1784
3854,1419,5840,1806
3722,1340,6007,1816
3657,1265,6148,1812
3629,1210,6278,1816
3548,1166,6383,1830
3443,1124,6494,1849
3368,1072,6596,1853
3350,1037,6711,1849
3318,1015,6802,1841
3257,994,6873,1849
3186,961,6900,1863
3164,951,6927,1881
3163,970,6949,1885
3164,994,6981,1881
3149,981,6986,1874
3164,951,6981,1881
3199,944,6954,1896
3164,951,6927,1914
3054,940,6873,1916
3070,951,6819,1914
3168,976,6755,1909
3070,951,6711,1914
2848,913,6656,1915
2977,994,6602,1914
3280,1085,6521,1907
3070,951,6440,1914
2625,769,6349,1928
2977,951,6278,1946
3627,1237,6195,1948
3070,994,6115,1946
2081,576,6023,1942
3070,994,5953,1946
4870,1757,5875,1946
2977,994,5791,1946
-2799,-1388,5674,1943
-5955,-2723,5574,1946
-2298,-1263,5486,1946
3629,1167,5412,1946
5295,1886,5304,1942
3164,1037,5195,1946
1994,553,5095,1947
2977,951,5033,1946
3562,1209,4959,1939
2884,951,4871,1946
2474,783,4753,1961
2884,951,4654,1979
3088,1054,4564,1980
2791,951,4492,1979
2666,888,4404,1976
2884,951,4329,1979
2975,980,4262,1974
2884,951,4221,1979
2908,954,4169,1991
3070,994,4113,2011
3135,1004,4045,2015
3070,994,4005,2011
2974,996,3972,2005
2884,994,3951,2011
2780,957,3915,2013
2791,951,3897,2011
2887,986,3887,2003
2791,951,3897,2011
2582,869,3893,2026
2791,951,3897,2043
3184,1098,3892,2044
2884,951,3897,2043
2286,692,3890,2041
2791,908,3897,2043
3687,1264,3897,2040
2884,864,3897,2043
1541,259,3883,2045
2884,864,3897,2043
5049,1830,3923,2025
2884,864,3951,2011
-1037,-868,3947,2005
2698,864,3951,2011
13661,5997,3970,2010
17772,8298,4005,2011
7601,4209,4010,2009
-4838,-1340,4005,2011
-5475,-2129,3995,2007
2233,735,4005,2011
5809,2123,4004,2013
3164,1037,4005,2011
1521,366,3998,1992
3350,1081,4005,1979
4561,1496,4003,1973
3629,994,4005,1979
3257,673,3998,1977
4466,908,4005,1979
5320,933,4004,1979
4931,475,4005,1979
4389,2,3996,1961
4373,-303,4005,1946
4406,-669,4010,1939
4187,-1124,4005,1946
3981,-1486,3971,1947
4094,-1686,3951,1946
4475,-1779,3944,1942
4838,-1772,3951,1946
4797,-1714,3927,1946
4373,-1642,3897,1946
3896,-1545,3877,1942
3536,-1383,3897,1946
3182,-1192,3909,1946
2791,-1037,3897,1946
2443,-939,3856,1941
2233,-821,3842,1946
2140,-642,3844,1949
2140,-432,3842,1946
2176,-233,3808,1927
2233,0,3788,1914
2322,293,3786,1909
2512,605,3788,1914
2740,876,3756,1911
2884,1124,3734,1914
2888,1364,3730,1915
2884,1556,3734,1914
2959,1663,3704,1896
3070,1729,3680,1881
3099,1801,3674,1876
3070,1858,3680,1881
3049,1866,3653,1880
3070,1858,3626,1881
3078,1889,3616,1882
3070,1945,3626,1881
3061,1966,3605,1864
3070,1945,3572,1849
3071,1926,3552,1841
3070,1945,3572,1849
3066,1976,3584,1851
3070,1988,3572,1849
3064,1981,3533,1844
3070,1988,3518,1849
3099,2012,3518,1852
3164,2031,3518,1849
3223,2027,3487,1831
3257,2031,3464,1816
3254,2051,3457,1809
3257,2075,3464,1816
3259,2073,3441,1820
