II,V,PLETH,ABP
807,-673,1615,32767
872,-713,1740,32767
765,-606,1556,32767
829,-647,1651,32767
855,-659,1668,32767
855,-655,1651,32767
847,-652,1632,32767
856,-670,1646,32767
864,-689,1657,32767
856,-692,1642,32767
843,-687,1621,32767
830,-677,1611,32767
806,-655,1599,32767
765,-614,1574,32767
726,-574,1548,32767
704,-547,1527,32767
695,-534,1506,32767
694,-530,1480,32767
699,-536,1455,32767
706,-547,1435,32767
710,-555,1410,32767
706,-553,1382,32767
694,-539,1353,32767
670,-510,1318,32767
644,-478,1283,32767
627,-453,1247,32767
636,-453,1215,32767
673,-480,1185,32767
738,-535,1160,32767
813,-602,1134,32767
889,-670,1109,32767
950,-725,1079,32767
998,-765,1050,32767
1029,-788,1020,32767
1053,-800,997,32767
1072,-807,975,32767
1099,-821,961,32767
1135,-847,944,32767
1185,-891,929,32767
1236,-938,904,32767
1283,-981,879,32767
1306,-1002,847,32767
1309,-999,818,32767
1284,-969,785,32767
1249,-928,760,32767
1204,-881,731,32767
1165,-843,708,32767
1129,-812,681,32767
1103,-789,659,32767
1074,-763,633,32767
1040,-732,612,32767
990,-687,587,32767
928,-635,565,32767
855,-578,540,32767
781,-527,519,32767
707,-482,496,32767
638,-445,477,32767
570,-413,457,32767
508,-388,440,32767
457,-373,423,32767
430,-376,407,32767
429,-399,391,32767
454,-438,376,32767
491,-483,360,32767
528,-525,345,32767
553,-555,329,32767
567,-576,313,32767
569,-587,297,32767
568,-594,282,32767
563,-596,266,32767
556,-594,251,32767
540,-583,235,32767
511,-561,219,32767
460,-522,204,32767
394,-469,189,32767
319,-407,175,32767
259,-354,163,32767
229,-322,152,32767
242,-326,142,32767
289,-360,133,32767
352,-412,126,32767
404,-457,117,32767
433,-485,110,32767
434,-489,102,32767
426,-484,94,32767
419,-479,86,32767
430,-490,78,32767
449,-512,70,32767
477,-543,63,32767
494,-566,55,32767
502,-580,47,32767
497,-579,37,32767
491,-573,26,32767
486,-567,14,32767
490,-569,0,32767
494,-574,-13,32767
492,-579,-25,32767
478,-574,-33,32767
457,-560,-39,32767
436,-543,-43,32767
426,-530,-47,32767
432,-526,-53,32767
451,-534,-61,32767
477,-552,-73,32767
507,-578,-87,32767
540,-611,-101,32767
577,-648,-117,32767
612,-684,-133,32767
635,-710,-150,32767
637,-715,-168,32767
617,-700,-190,32767
581,-670,-213,32767
544,-640,-237,32767
515,-617,-259,32767
504,-610,-281,32767
508,-616,-300,32767
528,-634,-320,32767
553,-654,-339,32767
579,-675,-360,32767
592,-684,-380,32767
591,-684,-403,32767
573,-670,-424,32767
547,-650,-450,32767
516,-622,-477,32767
492,-596,-509,32767
469,-566,-540,32767
451,-542,-571,32767
431,-519,-597,32767
418,-509,-623,32767
409,-506,-642,32767
414,-517,-663,32767
430,-535,-680,32767
461,-565,-698,32767
494,-596,-712,32767
525,-627,-725,32767
541,-643,-734,32767
541,-643,-742,32767
523,-626,-749,32767
499,-601,-758,32767
478,-579,-768,32767
468,-572,-783,32767
470,-578,-797,32767
485,-600,-814,32767
511,-630,-830,32767
549,-667,-846,32767
591,-702,-861,32767
624,-726,-877,32767
628,-720,-894,32767
591,-678,-914,32767
516,-606,-933,32767
429,-528,-956,32767
362,-471,-976,32767
335,-454,-998,32767
348,-473,-1015,32767
383,-510,-1034,32767
418,-540,-1049,32767
440,-553,-1066,32767
448,-548,-1080,32767
450,-538,-1098,32767
