II,V,PLETH,RESP
1491,948,2382,-1197
1841,1443,3236,-1657
1120,1230,3332,-1704
-108,430,3091,-1537
-654,-143,2993,-1444
-185,-21,3079,-1484
369,351,3139,-1515
124,347,3074,-1452
-552,71,2998,-1372
-681,42,3001,-1360
0,425,3040,-1378
880,963,3019,-1342
1379,1441,2960,-1271
1411,1718,2929,-1237
1107,1587,2940,-1244
570,981,2927,-1219
-40,222,2886,-1150
-498,-281,2856,-1115
-642,-398,2859,-1142
-452,-216,2855,-1099
-32,202,2829,-836
398,749,2793,-416
657,1201,2775,-119
779,1406,2758,-150
977,1492,2745,-432
1306,1656,2725,-719
1566,1883,2717,-864
1552,1971,2710,-871
1314,1851,2712,-805
1086,1717,2706,-727
1005,1744,2707,-698
993,1797,2707,-705
941,1625,2710,-682
900,1291,2704,-610
1022,1199,2707,-564
1325,1542,2709,-572
1681,2015,2710,-559
1962,2179,2696,-480
2122,1983,2690,-415
2087,1687,2688,-417
1779,1466,2683,-414
1344,1311,2658,-342
1137,1261,2635,-270
1270,1390,2619,-264
1388,1581,2604,-266
1012,1446,2565,-209
231,797,2521,-143
-388,-29,2482,-134
-348,-343,2460,-136
261,181,2423,-78
908,1133,2374,1
1132,1730,2322,29
975,1623,2299,30
889,1168,2281,67
1202,936,2257,124
1654,1022,2216,152
1663,1110,2205,158
1004,1042,2219,189
142,1071,2245,248
-223,1420,2248,290
303,1991,2268,306
1727,2626,2320,323
3931,3448,2416,360
6592,4518,2502,399
8880,5414,2581,419
9580,5446,2674,431
7985,4337,2826,464
4726,2460,2990,511
1527,609,3129,540
-137,-425,3244,545
-98,-298,3422,565
701,591,3641,610
1315,1419,3832,643
1503,1704,3956,645
1508,1621,4127,659
1465,1477,4366,707
1300,1286,4591,747
1010,975,4721,747
810,755,4864,751
849,888,5076,791
989,1225,5291,828
960,1264,5404,826
740,828,5502,831
565,377,5656,877
644,494,5831,925
919,1084,5918,926
1268,1545,5976,923
1588,1560,6074,956
1860,1454,6204,995
1947,1492,6271,996
1701,1426,6305,994
1117,959,6358,1027
545,434,6448,1069
525,505,6498,1075
1217,1229,6517,1072
1989,1842,6528,1096
2036,1716,6572,1134
1372,1152,6602,1143
888,974,6608,1141
1140,1376,6580,1157
1680,1757,6568,1185
1804,1667,6551,1194
1561,1451,6528,1195
1496,1552,6470,1209
1816,1830,6419,1237
2233,1918,6374,1252
2507,1895,6339,1257
2623,1998,6266,1262
2623,2126,6183,1278
2542,2079,6095,1290
2513,2032,6031,1296
2614,2198,5949,1299
2758,2404,5860,1313
2837,2365,5758,1327
2902,2178,5688,1338
3004,2082,5617,1337
3027,2057,5542,1338
2813,1977,5440,1343
2422,1969,5365,1350
2102,2222,5305,1350
2054,2624,5259,1354
2247,2824,5188,1361
2457,2673,5137,1370
2428,2329,5100,1369
2135,2086,5079,1373
1820,2104,5028,1383
1766,2324,4989,1395
1925,2471,4962,1395
1923,2282,4957,1392
1462,1767,4933,1389
733,1254,4921,1393
234,1037,4913,1392
292,1130,4917,1394
758,1309,4893,1398
1182,1359,4877,1408
1177,1154,4864,1410
729,735,4859,1407
151,340,4831,1399
-159,297,4815,1398
-51,679,4806,1398
375,1240,4800,1398
925,1661,4762,1394
1406,1837,4730,1397
1547,1758,4703,1400
1170,1427,4687,1399
487,956,4645,1388
92,687,4610,1381
355,896,4581,1378
987,1471,4565,1379
1305,1930,4526,1372
987,1922,4490,1369
357,1522,4458,1370
7,1127,4442,1371
182,1009,4406,1360
648,1154,4372,1353
1016,1384,4337,1351
1111,1579,4317,1351
989,1670,4286,1341
811,1630,4261,1332
723,1523,4233,1327
805,1511,4220,1328
988,1637,4193,1317
1072,1726,4165,1302
937,1609,4126,1290
707,1409,4103,1288
626,1398,4075,1279
823,1694,4048,1259
1213,2140,4006,1235
1626,2489,3979,1225
1897,2591,3954,1221
1940,2473,3933,1210
1771,2270,3899,1187
1515,2098,3879,1176
1292,1919,3861,1174
1142,1649,3840,1162
1042,1347,3796,1130
990,1227,3766,1110
995,1362,3744,1111
1025,1531,3720,1105
976,1402,3668,1073
771,972,3627,1052
407,591,3598,1054
55,628,3573,1050
-107,1012,3515,1014
19,1332,3460,989
302,1259,3420,994
565,925,3394,989
780,730,3335,945
1018,891,3264,912
1185,1203,3202,918
1019,1296,3180,916
440,991,3144,870
-215,521,3086,836
-523,312,3016,844
-414,630,3006,841
-172,1314,3036,786
34,1956,3070,739
466,2293,3073,742
1638,2451,3120,742
3801,2741,3215,692
6504,3296,3324,653
8621,3896,3387,667
8991,4156,3466,669
7253,3795,3595,600
4201,2841,3763,534
1274,1635,3892,553
-381,673,4009,573
-561,293,4147,413
98,497,4324,46
730,959,4474,-329
897,1297,4601,-466
753,1317,4717,-300
691,1119,4866,13
840,932,5007,254
943,871,5128,325
691,813,5216,272
137,624,5318,199
-296,426,5423,162
-231,509,5521,157
239,870,5576,144
629,1123,5634,99
567,925,5696,44
221,484,5764,20
