II,V,PLETH,ABP
-1432,-966,700,32767
-1508,-1037,728,32767
-1310,-917,614,32767
-1410,-967,627,32767
-1450,-972,602,32767
-1446,-959,563,32767
-1407,-952,524,32767
-1360,-969,503,32767
-1294,-989,482,32767
-1223,-993,453,32767
-1190,-990,422,32767
-1213,-988,398,32767
-1267,-981,375,32767
-1313,-963,347,32767
-1343,-948,319,32767
-1355,-944,295,32767
-1357,-947,269,32767
-1361,-954,243,32767
-1377,-965,216,32767
-1403,-979,192,32767
-1423,-989,165,32767
-1426,-997,136,32767
-1410,-1004,103,32767
-1371,-1006,68,32767
-1321,-1007,31,32767
-1269,-1004,-4,32767
-1234,-1000,-37,32767
-1221,-991,-65,32767
-1246,-982,-91,32767
-1294,-972,-116,32767
-1356,-964,-141,32767
-1400,-956,-166,32767
-1416,-955,-193,32767
-1393,-955,-218,32767
-1354,-962,-244,32767
-1311,-965,-267,32767
-1295,-971,-290,32767
-1299,-971,-312,32767
-1329,-975,-334,32767
-1356,-972,-354,32767
-1378,-973,-376,32767
-1369,-967,-396,32767
-1348,-967,-419,32767
-1306,-960,-441,32767
-1276,-960,-466,32767
-1259,-958,-489,32767
-1281,-966,-515,32767
-1330,-974,-537,32767
-1403,-998,-561,32767
-1463,-1026,-582,32767
-1499,-1065,-605,32767
-1488,-1099,-625,32767
-1443,-1130,-646,32767
-1371,-1146,-666,32767
-1303,-1150,-688,32767
-1247,-1140,-708,32767
-1218,-1126,-730,32767
-1204,-1108,-750,32767
-1204,-1095,-773,32767
-1208,-1082,-795,32767
-1217,-1074,-820,32767
-1227,-1065,-844,32767
-1244,-1058,-870,32767
-1263,-1050,-895,32767
-1282,-1043,-922,32767
-1294,-1038,-947,32767
-1303,-1040,-974,32767
-1310,-1044,-1000,32767
-1322,-1053,-1027,32767
-1335,-1060,-1052,32767
-1346,-1066,-1078,32767
-1347,-1063,-1098,32767
-1340,-1059,-1117,32767
-1327,-1049,-1128,32767
-1319,-1044,-1140,32767
-1311,-1040,-1148,32767
-1303,-1047,-1164,32767
-1280,-1054,-1177,32767
-1244,-1069,-1199,32767
-1190,-1078,-1217,32767
-1141,-1090,-1242,32767
-1097,-1092,-1259,32767
-1071,-1099,-1284,32767
-1046,-1097,-1301,32767
-1029,-1101,-1326,32767
-1001,-1094,-1343,32767
-973,-1085,-1367,32767
-922,-1060,-1384,32767
-866,-1032,-1409,32767
-792,-996,-1426,32767
-715,-971,-1450,32767
-628,-953,-1468,32767
-553,-957,-1492,32767
-488,-973,-1510,32767
-450,-1004,-1533,32767
-439,-1040,-1552,32767
-469,-1082,-1575,32767
-532,-1119,-1596,32767
-617,-1152,-1621,32767
-687,-1172,-1643,32767
-730,-1183,-1669,32767
-739,-1181,-1692,32767
-745,-1174,-1717,32767
-784,-1164,-1738,32767
-877,-1156,-1761,32767
-1031,-1148,-1781,32767
-1188,-1145,-1803,32767
-1332,-1137,-1822,32767
-1394,-1136,-1844,32767
-1420,-1128,-1861,32767
-1394,-1129,-1881,32767
-1375,-1127,-1897,32767
-1365,-1136,-1916,32767
-1361,-1143,-1929,32767
-1376,-1159,-1948,32767
-1381,-1168,-1961,32767
-1419,-1175,-1981,32767
