II,V,PLETH,RESP
-598,-922,508,889
-579,-852,522,964
-433,-566,434,870
-368,-492,440,932
-260,-371,423,956
-149,-247,399,961
-61,-139,381,967
-19,-70,382,991
-4,-6,387,1015
4,70,386,1024
15,152,382,1031
34,224,377,1045
64,287,364,1060
101,344,339,1067
131,383,311,1075
143,400,287,1086
140,405,270,1096
130,403,259,1102
118,392,254,1107
109,370,251,1114
106,341,241,1121
108,306,225,1127
109,268,203,1136
105,233,179,1143
93,203,157,1152
77,180,141,1159
56,160,131,1169
35,144,126,1177
17,128,126,1190
3,113,126,1201
-9,92,128,1217
-22,67,128,1229
-46,38,128,1244
-86,12,126,1251
-151,-8,126,1261
-238,-22,127,1265
-338,-33,136,1276
-433,-45,150,1283
-508,-68,174,1299
-552,-105,200,1309
-566,-154,227,1325
-556,-206,245,1331
-537,-257,257,1341
-517,-300,259,1341
-506,-332,260,1347
-503,-353,257,1345
-509,-368,260,1351
-520,-379,266,1351
-532,-391,279,1358
-539,-405,296,1359
-537,-422,320,1366
-527,-439,349,1368
-511,-456,383,1373
-493,-468,418,1373
-481,-475,453,1376
-477,-472,480,1376
-480,-465,499,1377
-481,-458,509,1375
-475,-453,513,1376
-459,-449,517,1375
-438,-448,527,1377
-418,-450,543,1376
-408,-450,565,1375
-409,-450,589,1371
-418,-450,611,1367
-429,-454,627,1358
-437,-460,637,1348
-441,-469,641,1336
-445,-480,643,1324
-459,-498,641,1309
-492,-522,641,1297
-547,-559,640,1284
-623,-610,641,1275
-709,-680,638,1263
-789,-762,638,1256
-847,-849,639,1243
-876,-928,648,1233
-879,-989,662,1217
-866,-1017,686,1207
-846,-1008,712,1191
-824,-957,740,1181
-792,-865,757,1165
-740,-737,769,1154
-662,-582,771,1137
-558,-413,773,1127
-439,-244,769,1113
-325,-90,769,1107
-229,41,767,1095
-161,148,769,1090
-118,239,768,1079
-92,318,769,1074
-71,392,768,1063
-46,461,769,1057
-15,522,768,1045
17,569,769,1037
43,599,768,1025
55,607,768,1018
57,599,768,1009
50,571,768,1004
44,530,768,995
45,478,768,987
58,425,768,975
77,373,768,965
100,331,767,954
116,299,768,945
127,278,769,935
128,261,771,927
123,244,771,919
112,220,768,914
97,188,757,907
75,148,739,905
53,106,713,903
35,62,686,904
31,19,662,901
43,-24,648,902
68,-65,640,902
94,-105,641,908
