II,V,PLETH,RESP
248,54,3761,302
311,83,5117,415
160,138,5312,428
-9,215,5008,388
110,268,4933,363
440,312,5125,367
551,450,5270,373
274,783,5234,368
-10,1257,5189,362
107,1661,5254,366
516,1744,5361,372
911,1318,5380,367
1510,295,5355,355
2965,-1274,5378,351
5281,-3109,5452,354
7188,-4700,5480,351
7204,-5497,5466,337
5341,-5243,5472,322
3155,-4160,5520,317
1933,-2794,5542,318
1459,-1649,5536,320
927,-923,5533,319
319,-535,5564,320
189,-341,5573,319
553,-245,5564,311
791,-182,5538,295
559,-89,5535,286
165,36,5526,285
19,124,5503,284
122,127,5452,273
204,100,5425,261
97,112,5405,260
-116,157,5374,264
-253,173,5304,264
-225,149,5253,262
-124,133,5220,263
-54,140,5181,264
-52,147,5091,261
-47,118,5012,262
-30,98,4961,267
-4,125,4920,264
2,209,4832,247
-13,289,4755,233
-33,314,4708,232
-14,290,4676,232
70,273,4598,223
215,289,4521,216
376,302,4468,218
518,261,4435,218
642,174,4363,204
778,94,4288,189
935,40,4229,186
1089,-18,4192,186
1234,-95,4129,174
1400,-149,4066,160
1585,-145,4012,155
1732,-123,3980,154
1804,-152,3924,142
1831,-241,3858,123
1845,-331,3788,108
1829,-373,3742,102
1758,-389,3689,99
1667,-431,3639,95
1600,-507,3583,93
1539,-573,3549,92
1415,-590,3512,83
1216,-572,3473,63
1018,-554,3416,41
898,-543,3375,31
817,-518,3341,28
681,-473,3316,16
489,-429,3276,-5
353,-408,3248,-17
304,-404,3226,-18
249,-387,3214,-30
122,-340,3185,-61
3,-276,3164,-84
-36,-220,3149,-84
-48,-188,3146,-83
-110,-172,3129,-99
-157,-153,3115,-114
-100,-119,3104,-112
28,-79,3108,-115
111,-56,3104,-138
136,-60,3103,-161
172,-62,3098,-161
261,-20,3104,-161
366,73,3097,-182
452,168,3086,-207
500,216,3069,-211
519,210,3071,-207
532,190,3072,-218
567,178,3071,-237
594,161,3057,-242
566,113,3064,-239
510,44,3081,-242
538,-13,3098,-247
692,-36,3094,-245
866,-36,3113,-245
917,-52,3153,-257
829,-96,3202,-273
703,-133,3225,-278
621,-132,3260,-278
573,-108,3316,-287
550,-126,3389,-306
520,-154,3436,-319
485,-125,3484,-322
462,-33,3547,-320
477,27,3638,-318
486,22,3713,-317
438,30,3779,-318
384,94,3843,-321
397,138,3934,-331
388,130,4019,-340
214,213,4095,-345
-46,558,4149,-344
-110,1106,4219,-342
95,1556,4291,-341
314,1615,4362,-343
428,1171,4401,-343
924,211,4440,-344
2470,-1288,4477,-342
4875,-3188,4518,-341
6741,-4948,4532,-341
6666,-5823,4542,-351
4782,-5465,4551,-366
2654,-4246,4575,-377
1518,-2879,4581,-377
1183,-1809,4579,-374
879,-1065,4567,-374
516,-549,4568,-375
517,-226,4561,-373
884,-68,4551,-376
1128,15,4526,-384
990,110,4514,-391
676,218,4500,-390
457,291,4489,-391
402,309,4461,-399
467,296,4444,-407
565,260,4429,-406
579,186,4422,-406
471,85,4400,-413
356,21,4391,-422
343,35,4383,-422
405,71,4383,-422
413,72,4361,-428
357,31,4345,-437
307,3,4328,-437
347,-20,4321,-437
426,-53,4296,-446
447,-86,4278,-462
391,-87,4259,-472
358,-67,4252,-473
408,-56,4230,-468
486,-61,4212,-460
494,-76,4190,-452
447,-106,4182,-451
443,-162,4163,-459
526,-230,4146,-474
614,-294,4121,-485
616,-350,4111,-489
550,-397,4095,-487
537,-424,4087,-486
658,-419,4069,-485
882,-391,4065,-485
1120,-367,4056,-487
1315,-363,4054,-493
1434,-367,4037,-499
1456,-358,4030,-503
1398,-335,4020,-503
