II,V,ABP
9293,3642,4748
10365,4020,5524
8957,3464,5075
8172,3238,4862
8621,3553,5256
8745,3716,5539
8173,3553,5473
7869,3481,5468
8061,3642,5691
8042,3750,5851
7725,3730,5872
7601,3741,5932
7725,3819,6089
7722,3841,6198
7613,3819,6234
7626,3819,6272
7725,3819,6343
7725,3768,6390
7725,3730,6416
7836,3738,6431
7949,3730,6452
7906,3663,6453
7837,3642,6452
7858,3714,6431
7949,3819,6416
7960,3840,6380
7949,3819,6343
7982,3838,6284
8061,3908,6234
8068,3935,6165
8061,3908,6089
8087,3876,5977
8173,3908,5872
8239,3962,5768
8285,3997,5691
8294,3960,5597
8285,3908,5509
8199,3898,5424
8061,3997,5401
7862,4136,5425
7613,4263,5509
7248,4323,5614
6830,4352,5763
6521,4304,5922
6494,4086,6089
6623,3591,6220
6830,2931,6343
7296,2394,6440
8285,2309,6524
9299,2741,6574
9293,3553,6633
7733,4547,6699
5598,5596,6778
4499,6445,6823
5150,6839,6851
6586,6787,6853
7390,6750,6851
7021,7142,6809
6046,7905,6742
4961,8496,6639
3919,8438,6524
3242,7604,6373
3695,6306,6198
5319,5043,5994
7054,4263,5799
7793,4003,5598
7725,3997,5401
7676,3986,5189
7949,3997,5002
8130,4084,4829
8061,4174,4676
7936,4149,4506
7949,4086,4350
7971,4092,4207
7949,4174,4096
7888,4203,3970
7837,4174,3842
7761,4144,3711
7725,4174,3625
7717,4191,3560
7725,4174,3516
7676,4140,3456
7613,4174,3407
7545,4235,3361
7501,4263,3335
7465,4216,3295
7501,4174,3262
7588,4169,3229
7725,4174,3226
7862,4129,3231
8061,4086,3262
8317,4078,3302
8621,4086,3371
8871,4022,3440
9069,3908,3516
9192,3794,3571
9293,3730,3625
9378,3682,3651
9517,3642,3661
9655,3591,3638
9741,3553,3625
9704,3530,3625
9629,3553,3661
9527,3573,3704
9405,3553,3770
9222,3484,3844
9069,3464,3951
8951,3504,4067
8845,3553,4205
8671,3548,4342
8509,3553,4495
8379,3594,4639
8285,3642,4785
8156,3637,4901
8061,3642,5002
7998,3682,5074
7949,3730,5147
7830,3726,5213
7725,3730,5292
7682,3771,5362
7725,3819,5437
7738,3815,5494
7725,3819,5546
7695,3862,5578
7725,3908,5618
7771,3877,5653
7837,3819,5691
7881,3794,5708
7949,3819,5727
8006,3827,5730
8061,3819,5727
8063,3809,5691
8061,3819,5654
8048,3819,5612
8061,3819,5582
8056,3814,5530
8061,3819,5473
8053,3813,5396
8061,3819,5328
8053,3846,5248
8061,3908,5183
8058,3938,5115
8061,3908,5075
8047,3838,5048
8061,3819,5075
8063,3858,5137
8061,3908,5256
8036,3908,5389
8061,3908,5546
8089,3941,5690
8061,3997,5836
7962,3978,5949
7949,3908,6053
8028,3881,6125
8061,3997,6198
7865,4136,6260
7501,4174,6343
7053,4122,6417
6606,4174,6488
6250,4304,6527
