II,V,ABP,RESP
1905,1216,3508,686
2138,1381,3962,789
1876,1216,3484,709
1752,1112,3237,664
1876,1167,3484,709
1906,1196,3633,737
1759,1143,3484,709
1666,1120,3377,688
1729,1167,3460,709
1812,1200,3506,731
1847,1192,3436,732
1875,1192,3385,728
1905,1216,3412,732
1896,1225,3420,734
1876,1216,3388,732
1894,1218,3363,730
1934,1240,3364,732
1938,1260,3355,732
1905,1265,3340,732
1877,1253,3325,732
1876,1240,3316,732
1880,1241,3299,731
1876,1265,3292,732
1856,1286,3279,732
1847,1289,3268,732
1845,1278,3248,730
1847,1289,3244,732
1831,1319,3242,732
1817,1338,3244,732
1818,1325,3228,729
1847,1313,3220,732
1879,1323,3215,734
1905,1338,3220,732
1919,1329,3207,719
1934,1313,3196,709
1925,1310,3186,707
1876,1313,3196,709
1800,1302,3198,702
1759,1289,3196,686
1766,1286,3179,670
1788,1289,3172,663
1771,1277,3166,663
1729,1265,3172,663
1698,1254,3169,655
1700,1240,3172,640
1711,1217,3169,624
1729,1216,3172,617
1761,1241,3167,619
1817,1265,3172,617
1855,1249,3171,606
1847,1216,3172,595
1802,1200,3157,591
1788,1216,3148,595
1815,1241,3141,589
1847,1265,3148,572
1829,1273,3146,553
1788,1289,3148,549
1759,1303,3143,552
1729,1265,3148,549
1682,1218,3145,535
1700,1289,3148,526
1760,1395,3144,527
1729,1313,3148,526
1640,1156,3144,513
1729,1289,3148,503
1904,1536,3145,503
1817,1362,3148,503
1622,1026,3143,491
1847,1313,3148,480
2174,1809,3147,479
1788,1289,3148,480
1181,372,3133,469
1729,1289,3124,457
2800,3879,3115,455
1964,4670,3124,457
-760,1860,3132,449
-1847,-1532,3148,435
589,-1880,3150,422
3605,146,3148,412
3785,1451,3131,398
2081,1240,3124,389
1458,989,3118,388
2140,1265,3124,389
2231,1231,3122,380
1466,632,3124,366
1250,56,3119,353
1934,-316,3124,343
2385,-806,3121,331
1993,-1338,3124,320
1303,-1559,3119,309
909,-1484,3124,297
795,-1399,3121,283
762,-1338,3124,274
698,-1174,3119,274
586,-900,3124,274
498,-560,3123,266
586,-73,3124,252
868,555,3109,239
1202,1143,3100,229
1448,1504,3093,217
1583,1654,3100,206
1636,1721,3099,195
1671,1775,3100,183
1696,1789,3094,169
1700,1775,3100,160
1670,1774,3100,159
1641,1800,3100,160
1632,1820,3084,153
1641,1824,3076,137
