II,V,PLETH
80,1796,1756
103,2030,2011
129,1776,1822
171,1632,1755
225,1737,1954
272,1796,2130
321,1698,2186
372,1619,2271
418,1640,2451
460,1652,2617
530,1601,2749
621,1544,2909
723,1503,3114
893,1410,3293
1254,1210,3445
1802,900,3600
2362,508,3776
2723,79,3936
2861,-293,4075
2882,-500,4191
2861,-469,4306
2741,-226,4409
2491,117,4505
2192,430,4584
2009,664,4671
2012,819,4755
2137,917,4836
2266,967,4889
2362,996,4936
2454,1019,4980
2571,1035,5035
2688,1020,5072
2780,976,5101
2834,911,5114
2861,839,5135
2863,766,5148
2861,703,5168
2856,650,5171
2861,605,5168
2859,562,5146
2861,527,5135
2857,505,5117
2861,488,5101
2858,468,5065
2861,449,5035
2858,430,5000
2861,410,4969
2858,380,4917
2861,351,4870
2858,328,4817
2861,312,4770
2858,299,4703
2861,293,4638
2858,291,4567
2861,293,4505
2858,296,4425
2861,312,4340
2858,341,4238
2861,371,4141
2858,390,4036
2861,410,3942
2858,442,3841
2861,488,3743
2858,532,3635
2861,566,3545
2858,588,3458
2861,605,3379
2858,622,3287
2861,644,3213
2858,668,3154
2861,683,3114
2858,680,3063
2861,664,3015
2858,648,2960
2861,644,2915
2858,650,2861
2861,664,2816
2858,681,2775
2861,703,2749
2858,720,2716
2861,722,2683
2858,701,2645
2861,664,2617
2858,627,2584
2861,605,2551
2858,594,2510
2861,586,2484
2858,579,2465
2861,586,2451
2858,599,2421
2861,605,2385
2858,594,2345
2861,586,2319
2858,590,2296
2861,605,2286
2858,615,2271
2861,625,2253
2859,640,2218
2861,664,2186
2858,683,2161
2861,703,2153
2861,721,2141
2861,742,2120
2839,758,2083
2796,781,2054
2732,814,2031
2668,859,2021
2605,899,2003
2539,937,1988
2452,973,1968
2346,1015,1954
2226,1054,1935
2105,1093,1921
1983,1133,1912
1864,1191,1921
1749,1263,1943
1639,1347,1988
1532,1422,2047
1430,1484,2120
1332,1521,2180
1237,1542,2219
1138,1553,2235
1029,1581,2253
905,1625,2270
771,1679,2286
616,1719,2285
434,1757,2286
234,1803,2286
48,1874,2286
-111,1953,2268
-257,2030,2253
-413,2091,2244
-579,2147,2253
-757,2201,2252
-948,2264,2253
-1127,2326,2247
-1237,2382,2253
-1260,2423,2259
-1237,2460,2286
-1228,2494,2324
-1237,2538,2385
-1242,2583,2445
-1237,2635,2518
-1236,2683,2590
-1237,2733,2683
-1235,2767,2786
-1237,2792,2915
-1243,2805,3054
-1237,2831,3213
-1227,2856,3372
-1237,2870,3545
-1254,2826,3718
-1237,2713,3909
-1210,2505,4092
-1237,2206,4273
-1277,1825,4435
-1205,1445,4605
-1023,1174,4769
-932,1132,4936
-1049,1321,5074
-1237,1679,5201
-1294,2105,5312
-1237,2557,5433
-1205,2969,5538
-1237,3280,5631
-1256,3432,5696
-1237,3475,5764
-1224,3470,5828
-1237,3475,5896
-1244,3474,5936
-1237,3475,5963
-1231,3469,5973
-1237,3475,5996
-1239,3473,6011
-1237,3475,6029
-1235,3471,6028
-1237,3475,6029
-1237,3473,6013
-1237,3475,5996
-1236,3472,5968
-1237,3475,5963
-1236,3472,5951
-1237,3475,5930
-1236,3472,5874
-1237,3475,5830
-1236,3471,5794
-1237,3475,5764
-1236,3471,5699
-1237,3475,5631
-1236,3471,5561
-1237,3475,5499
-1236,3471,5412
-1237,3475,5333
-1236,3471,5260
-1237,3475,5201
-1236,3471,5118
-1237,3475,5035
-1236,3471,4947
-1237,3475,4870
-1236,3471,4779
-1237,3475,4704
-1236,3471,4624
-1237,3475,4538
-1236,3471,4427
-1237,3475,4340
-1236,3471,4269
-1237,3475,4207
-1236,3471,4116
-1237,3475,4041
-1236,3471,3986
-1237,3475,3942
-1236,3471,3869
-1237,3475,3810
-1236,3471,3769
-1237,3475,3743
-1236,3471,3688
-1237,3475,3644
-1236,3471,3619
-1237,3475,3611
-1236,3471,3576
-1237,3475,3545
-1236,3471,3523
-1237,3475,3511
-1236,3471,3475
-1237,3475,3445
-1236,3471,3424
-1237,3475,3412
-1236,3471,3376
-1237,3475,3346
-1236,3471,3325
-1237,3475,3313
-1236,3471,3277
-1237,3475,3246
-1236,3471,3224
-1237,3475,3213
-1236,3471,3181
-1237,3475,3147
-1236,3471,3120
-1237,3475,3114
-1236,3471,3098
-1237,3475,3081
-1236,3471,3058
-1237,3475,3048
-1236,3471,3030
-1237,3475,3015
-1236,3471,2993
-1237,3475,2981
-1236,3471,2964
-1237,3475,2948
-1236,3471,2924
-1237,3475,2915
-1236,3471,2912
-1237,3475,2915
-1236,3471,2900
-1237,3475,2882
-1236,3471,2860
-1237,3475,2849
-1236,3471,2830
-1237,3475,2816
-1236,3471,2796
-1237,3475,2783
-1236,3471,2763
-1237,3475,2749
-1236,3471,2731
-1237,3475,2716
-1236,3471,2694
-1237,3475,2683
-1236,3471,2667
-1237,3475,2650
-1236,3471,2623
-1237,3475,2617
-1236,3471,2617
-1237,3475,2617
-1236,3472,2593
-1237,3475,2584
-1236,3472,2591
-1237,3475,2617
-1236,3472,2626
-1237,3475,2650
-1236,3473,2697
-1237,3475,2783
-1236,3470,2873
-1237,3475,2981
-1236,3474,3100
-1237,3475,3246
-1236,3457,3391
-1237,3436,3545
-1236,3397,3698
-1237,3358,3876
-1236,3309,4055
-1237,3260,4240
-1236,3156,4405
-1237,2948,4571
-1236,2604,4722
-1237,2186,4870
-1236,1747,4988
-1237,1366,5101
-1236,1138,5207
-1237,1191,5333
-1236,1520,5453
-1237,1991,5565
-1236,2408,5647
-1237,2713,5731
-1236,2925,5809
-1237,3084,5896
-1236,3181,5964
-1237,3241,6029
-1236,3274,6077
-1237,3299,6128
-1236,3294,6161
-1237,3280,6195
-1236,3267,6210
-1237,3280,6228
-1236,3286,6225
-1237,3280,6228
-1236,3248,6220
-1237,3221,6228
-1236,3198,6225
-1237,3182,6228
-1236,3164,6210
-1237,3162,6195
-1236,3171,6160
-1237,3182,6128
-1236,3165,6086
-1237,3143,6062
-1236,3128,6030
-1237,3143,5996
-1236,3161,5939
-1237,3182,5896
-1236,3185,5849
-1237,3182,5797
-1236,3160,5710
-1237,3143,5631
-1236,3131,5558
-1237,3143,5499
-1236,3160,5415
-1237,3182,5333
-1236,3191,5247
-1237,3201,5168
-1236,3207,5064
-1237,3221,4969
-1236,3227,4877
-1237,3241,4803
-1236,3254,4715
-1237,3280,4638
-1236,3295,4563
-1237,3299,4505
-1236,3280,4433
-1237,3260,4373
-1236,3237,4314
-1237,3221,4273
-1236,3193,4221
-1237,3162,4174
-1236,3127,4119
-1237,3104,4075
-1236,3076,4019
-1237,3045,3975
-1236,2996,3933
-1237,2948,3909
-1236,2901,3876
-1237,2870,3843
-1236,2833,3800
-1237,2792,3776
-1237,2732,3757
-1237,2674,3743
-1236,2618,3709
-1237,2577,3677
-1237,2531,3649
-1237,2479,3644
-1235,2407,3631
-1237,2343,3611
-1239,2290,3572
-1237,2264,3545
-1233,2249,3523
-1237,2245,3511
-1244,2235,3481
-1237,2225,3445
-1202,2204,3402
-1157,2186,3379
-1118,2165,3360
-1093,2147,3346
-1068,2122,3313
-1045,2108,3280
-1019,2108,3241
-996,2128,3213
-975,2143,3178
-964,2147,3147
-960,2134,3109
-948,2128,3081
-913,2132,3046
-868,2147,3015
-827,2147,2975
-804,2128,2948
-791,2087,2925
-787,2050,2915
-778,2026,2898
-755,2030,2882
-715,2041,2851
-675,2050,2816
-641,2041,2774
-611,2030,2749
-571,2019,2731
-530,2011,2716
-494,1992,2682
-466,1972,2650
-440,1954,2615
-418,1952,2584
-400,1952,2543
-386,1952,2518
-373,1942,2499
-370,1933,2484
-380,1916,2449
-402,1894,2418
-422,1860,2393
-434,1835,2385
-438,1820,2374
-434,1815,2385
-422,1812,2410
-402,1815,2451
-380,1819,2478
-370,1815,2518
-369,1800,2579
-370,1796,2683
-362,1804,2794
-354,1815,2915
-359,1806,3034
-386,1796,3180
-414,1798,3337
-418,1815,3511
-375,1815,3675
-273,1776,3843
-81,1662,4001
241,1445,4174
707,1111,4339
1237,722,4505
1669,368,4653
1816,156,4803
1587,145,4939
1045,351,5068
390,702,5170
-161,1093,5267
-497,1421,5349
-643,1659,5433
-678,1818,5499
-659,1933,5565
-612,2006,5616
-562,2050,5665
-532,2064,5695
-514,2069,5731
-485,2067,5761
-434,2069,5797
-374,2063,5814
-321,2050,5830
-280,2027,5829
-241,2011,5830
-198,2004,5812
-145,2011,5797
-89,2015,5774
-32,2011,5764
18,1989,5745
64,1952,5731
110,1902,5697
161,1855,5665
217,1815,5613
273,1796,5565
325,1789,5508
370,1796,5466
411,1798,5416
450,1796,5366
484,1784,5296
514,1776,5234
544,1772,5165
579,1776,5101
615,1776,5016
643,1776,4936
656,1774,4849
659,1776,4770
658,1775,4670
659,1776,4571
659,1780,4465
659,1796,4373
654,1811,4269
643,1815,4174
625,1798,4078
611,1776,4008
600,1760,3940
595,1757,3876
586,1750,3791
579,1737,3710
574,1717,3631
579,1698,3578
593,1677,3525
627,1659,3478
673,1639,3421
723,1620,3379
764,1588,3340
804,1542,3313
846,1486,3276
900,1445,3246
963,1420,3211
1045,1406,3180
1139,1379,3131
1237,1347,3081
1322,1315,3033
1398,1288,3015
1470,1252,3000
1543,1210,2981
1608,1171,2943
1671,1152,2915
1725,1147,2895
1768,1152,2882
1798,1146,2848
1832,1132,2816
1873,1110,2790
1912,1093,2783
1934,1079,2767
1945,1074,2749
1946,1070,2727
1945,1074,2716
1931,1075,2700
1912,1074,2683
1889,1067,2660
1864,1074,2650
1831,1096,2636
1800,1132,2617
1773,1164,2580
1752,1191,2551
1723,1210,2529
1687,1230,2518
1645,1252,2498
1607,1288,2484
1571,1330,2468
1543,1366,2451
1516,1381,2417
1495,1386,2385
1469,1385,2361
1446,1386,2352
1425,1382,2336
1414,1386,2319
1412,1395,2297
1414,1406,2286
1401,1405,2269
1366,1406,2253
1314,1410,2229
1270,1425,2219
1241,1436,2216
1221,1445,2219
1190,1451,2206
1141,1464,2186
1078,1480,2161
1012,1503,2153
942,1524,2149
868,1542,2153
786,1552,2149
707,1562,2153
626,1565,2160
546,1562,2186
462,1560,2213
386,1581,2253
319,1626,2299
257,1679,2385
187,1718,2492
112,1757,2617
44,1796,2736
-16,1835,2882
-72,1850,3052
-129,1855,3246
-183,1854,3418
-225,1855,3578
-225,1819,3719
-145,1718,3876
44,1514,4042
354,1210,4240
781,827,4442
1254,449,4638
1582,177,4802
1543,117,4969
1087,288,5134
402,644,5300
-247,1071,5435
-723,1484,5565
-1025,1823,5683
-1189,2089,5797
-1242,2279,5880
-1237,2421,5963
-1230,2519,6042
-1237,2596,6128
-1241,2650,6184
-1237,2694,6228
-1234,2722,6256
-1237,2752,6294
-1238,2780,6322
-1237,2811,6360
-1236,2832,6382
-1237,2850,6393
-1238,2859,6373
-1237,2870,6360
-1238,2882,6352
-1237,2909,6360
-1237,2944,6346
-1237,2987,6327
-1236,3018,6290
-1237,3045,6261
-1236,3067,6220
-1237,3104,6195
-1236,3141,6161
-1237,3182,6128
-1236,3205,6064
-1237,3221,5996
-1236,3226,5919
-1237,3241,5863
-1236,3254,5797
-1237,3280,5731
-1236,3303,5643
-1237,3338,5565
-1236,3367,5478
-1237,3397,5400
-1236,3413,5308
-1237,3436,5234
-1236,3455,5161
-1237,3475,5101
-1236,3475,5019
-1237,3475,4936
-1236,3470,4842
-1237,3475,4770
-1236,3473,4698
-1237,3475,4638
-1236,3471,4566
-1237,3475,4505
-1236,3472,4434
-1237,3475,4373
-1236,3472,4300
-1237,3475,4240
-1236,3471,4180
-1237,3475,4141
-1236,3473,4101
-1237,3475,4075
-1236,3463,4038
-1237,3455,4008
-1236,3437,3970
-1237,3416,3942
