II,V,PLETH,ABP
-2298,3100,-2467,7219
-2434,3160,-2682,7770
-2118,2576,-2431,6948
-2141,2499,-2581,7345
-1995,2213,-2602,7405
-1771,1849,-2567,7296
-1505,1477,-2524,7200
-1271,1194,-2528,7244
-1021,923,-2525,7307
-748,630,-2485,7265
-475,342,-2432,7230
-240,104,-2392,7259
-23,-106,-2346,7318
185,-298,-2278,7338
379,-456,-2200,7396
555,-568,-2126,7527
734,-663,-2037,7728
921,-753,-1931,7997
1118,-840,-1810,8366
1316,-918,-1685,8842
1525,-1006,-1542,9373
1730,-1096,-1391,9932
1926,-1190,-1235,10497
2106,-1292,-1076,11022
2263,-1395,-915,11513
2391,-1502,-754,11939
2488,-1604,-593,12317
2551,-1702,-432,12604
2582,-1793,-273,12818
2581,-1874,-117,12912
2553,-1945,34,12929
2500,-2004,178,12836
2429,-2050,315,12707
2343,-2078,446,12512
2249,-2090,568,12323
2151,-2083,681,12084
2055,-2064,781,11867
1963,-2028,872,11603
1881,-1984,946,11374
1805,-1928,1011,11105
1743,-1867,1059,10896
1684,-1794,1098,10659
1639,-1719,1123,10494
1593,-1635,1140,10292
1560,-1554,1145,10154
1523,-1468,1144,9961
1493,-1388,1134,9813
1452,-1305,1119,9603
1413,-1227,1098,9434
1357,-1144,1073,9212
1295,-1065,1044,9044
1212,-981,1013,8848
1122,-904,979,8712
1014,-828,945,8555
906,-762,905,8446
794,-700,857,8311
697,-648,802,8204
611,-601,742,8067
545,-562,683,7954
491,-524,629,7829
451,-492,586,7734
416,-462,552,7637
384,-436,522,7571
346,-410,487,7506
304,-388,442,7467
257,-365,388,7421
210,-344,325,7394
163,-323,256,7360
125,-306,181,7342
95,-292,104,7308
78,-285,21,7292
70,-281,-64,7261
79,-284,-151,7254
100,-286,-232,7226
140,-292,-311,7228
188,-293,-381,7208
242,-293,-450,7223
289,-287,-514,7207
321,-280,-579,7230
331,-268,-638,7219
315,-255,-696,7249
290,-241,-743,7237
252,-226,-790,7267
230,-217,-834,7254
215,-206,-890,7284
224,-201,-952,7262
243,-196,-1026,7280
278,-200,-1100,7255
320,-212,-1172,7269
374,-246,-1231,7247
431,-303,-1286,7265
491,-384,-1335,7256
542,-480,-1389,7279
584,-577,-1440,7270
606,-656,-1493,7284
599,-702,-1540,7275
528,-694,-1584,7288
349,-617,-1619,7284
17,-450,-1653,7302
-479,-190,-1684,7310
-1096,152,-1718,7331
-1729,532,-1749,7335
-2254,894,-1781,7347
-2564,1176,-1812,7345
-2620,1349,-1847,7351
-2450,1414,-1883,7345
-2148,1408,-1926,7348
-1817,1376,-1973,7340
-1545,1359,-2028,7340
-1368,1377,-2081,7323
-1292,1429,-2136,7316
-1287,1504,-2182,7293
-1319,1592,-2227,7284
-1360,1690,-2267,7258
-1391,1796,-2314,7252
-1410,1912,-2360,7223
-1413,2036,-2415,7217
-1411,2172,-2468,7183
-1409,2310,-2525,7175
-1428,2454,-2571,7134
-1485,2592,-2615,7126
-1603,2723,-2644,7085
-1785,2832,-2664,7085
-2008,2906,-2661,7050
-2244,2927,-2649,7060
-2433,2874,-2622,7032
-2546,2742,-2594,7050
-2545,2525,-2557,7023
-2437,2242,-2520,7037
-2232,1918,-2472,7006
-1960,1586,-2413,7011
-1651,1271,-2330,6976
-1332,986,-2229,6977
-1022,728,-2106,6947
-735,493,-1967,6950
-476,272,-1806,6926
-249,69,-1632,6926
-52,-111,-1443,6898
118,-259,-1243,6890
265,-376,-1031,6859
394,-463,-814,6850
513,-535,-592,6829
626,-595,-370,6829
737,-656,-146,6823
854,-719,74,6838
983,-792,294,6857
1125,-873,509,6910
1280,-966,718,6988
1433,-1064,919,7121
1572,-1169,1109,7290
1678,-1271,1286,7514
1749,-1371,1447,7755
1783,-1463,1593,8030
1792,-1548,1722,8302
1783,-1624,1837,8597
1766,-1691,1935,8870
1741,-1748,2019,9150
1708,-1792,2086,9378
1669,-1826,2140,9581
