II,V,PLETH
-1357,-261,961
-1537,-311,1164
-1357,-320,1141
-1263,-371,1158
-1357,-465,1291
-1413,-529,1407
-1357,-523,1471
-1320,-462,1553
-1357,-378,1682
-1379,-314,1796
-1357,-320,1892
-1342,-379,1999
-1357,-407,2132
-1365,-342,2254
-1357,-232,2372
-1351,-175,2498
-1357,-203,2643
-1358,-284,2779
-1357,-378,2913
-1355,-464,3042
-1357,-523,3183
-1355,-540,3319
-1357,-523,3453
-1355,-478,3572
-1357,-407,3694
-1355,-325,3804
-1357,-261,3904
-1355,-220,3978
-1357,-174,4054
-1355,-121,4127
-1357,-87,4204
-1355,-83,4262
-1357,-58,4324
-1355,28,4382
-1357,145,4444
-1358,212,4488
-1357,203,4534
-1354,180,4577
-1357,203,4624
-1361,247,4652
-1357,232,4684
-1348,174,4720
-1357,174,4775
-1368,299,4811
-1357,465,4835
-1337,548,4840
-1357,523,4865
-1385,465,4892
-1357,465,4925
-1307,556,4935
-1357,755,4955
-1458,1042,4977
-1357,1365,5015
-901,1621,5033
-276,1714,5045
221,1571,5039
509,1162,5045
702,481,5050
848,-378,5075
849,-1219,5099
636,-1801,5135
283,-2013,5151
-85,-1859,5165
-421,-1370,5160
-721,-552,5165
-901,453,5161
-827,1365,5165
-494,1956,5158
-85,2266,5165
215,2479,5163
403,2702,5165
580,2877,5147
784,2963,5135
977,3012,5115
1145,3109,5105
1302,3209,5084
1442,3225,5075
1539,3142,5059
1611,3080,5045
1658,3081,5010
1654,3080,4985
1573,3027,4961
1484,3022,4955
1465,3141,4929
1548,3312,4895
1686,3405,4843
1844,3428,4805
1998,3449,4760
2141,3486,4715
2263,3496,4650
2374,3515,4594
2478,3566,4533
2586,3632,4474
2702,3659,4395
2841,3690,4324
2981,3745,4257
3095,3806,4204
3154,3824,4132
3180,3835,4054
3191,3852,3968
3201,3864,3904
3188,3848,3840
3159,3864,3784
3125,3924,3716
3116,3980,3664
3112,3957,3613
3095,3893,3573
3057,3835,3522
3032,3806,3483
3020,3769,3446
3010,3748,3423
2976,3748,3390
2947,3748,3363
2938,3657,3329
2947,3486,3303
2927,3336,3276
2883,3341,3273
2841,3455,3274
2841,3544,3273
2856,3515,3250
2862,3457,3243
2843,3451,3252
2841,3486,3273
2860,3473,3271
2883,3428,3273
2865,3397,3282
2820,3399,3303
2779,3369,3304
2777,3312,3303
2786,3276,3307
2777,3312,3333
2731,3354,3350
2671,3341,3363
2607,3274,3359
2544,3254,3363
2469,3312,3368
2396,3399,3393
2332,3422,3411
2290,3399,3423
2250,3374,3416
2205,3370,3423
2138,3347,3434
2056,3312,3453
1966,3275,3461
1887,3254,3483
1814,3217,3502
1738,3167,3513
1638,3096,3496
1526,3022,3513
1418,2948,3618
1336,2905,3844
1256,2868,4113
1166,2818,4354
1061,2762,4503
975,2760,4594
896,2770,4653
784,2702,4715
592,2520,4753
360,2353,4775
166,2288,4771
85,2295,4775
101,2279,4772
170,2266,4775
238,2307,4768
318,2411,4775
439,2520,4776
636,2644,4775
891,2786,4753
1166,2934,4745
1394,3028,4740
1548,3080,4745
1632,3112,4727
1696,3138,4715
1749,3120,4704
1781,3080,4715
1779,3053,4712
1781,3080,4715
1800,3119,4708
1823,3138,4715
1825,3117,4710
1823,3109,4715
1821,3131,4709
1802,3167,4715
1765,3156,4709
1760,3138,4715
1796,3227,4710
1823,3486,4715
1797,3721,4707
1760,3661,4715
1750,3263,4713
1760,2847,4715
1753,2702,4702
1760,2818,4715
1792,2943,4737
1823,2963,4775
1814,2942,4788
1802,2992,4805
1823,3098,4822
1866,3196,4865
1884,3218,4904
1887,3167,4955
1883,3062,4995
1866,2963,5045
1818,2888,5083
1781,2847,5135
1778,2818,5178
1802,2818,5225
1814,2839,5250
1823,2876,5285
1835,2880,5321
1844,2847,5375
1825,2787,5409
1802,2760,5435
1799,2791,5441
1823,2876,5465
1842,2952,5490
1844,2992,5525
1825,3008,5539
1802,3051,5555
1776,3087,5563
1760,3080,5585
1740,3038,5596
1717,3051,5615
1683,3107,5625
1654,3109,5645
1629,3016,5654
1611,2963,5675
1594,3075,5687
1590,3283,5705
1601,3391,5704
1611,3312,5705
1594,3121,5696
1548,2963,5705
1494,2889,5713
1484,2905,5735
1558,2998,5738
1717,3167,5735
1890,3311,5712
2014,3312,5705
2084,3107,5700
2162,2731,5705
2242,2124,5688
2226,1220,5675
1995,132,5654
1569,-784,5645
1075,-1316,5624
636,-1511,5615
248,-1448,5598
-127,-988,5585
-451,-99,5552
-594,930,5525
-518,1699,5490
-318,2150,5465
-122,2446,5427
64,2702,5405
281,2870,5384
530,2963,5375
757,3047,5344
954,3167,5315
1133,3262,5277
1293,3312,5255
1400,3331,5222
1463,3370,5195
1493,3404,5157
1505,3399,5135
1500,3357,5103
1505,3341,5075
1521,3372,5034
1526,3399,5015
1498,3370,4996
1463,3312,4985
1451,3263,4950
1463,3225,4925
1471,3178,4901
1463,3167,4895
1441,3193,4875
