II,V,PLETH
10565,10755,6484
11928,12178,7303
10505,10755,6420
9794,10013,5977
10565,10755,6420
11033,11213,6649
10626,10830,6356
10375,10625,6203
10686,10979,6420
10844,11165,6532
10626,10979,6420
10472,10867,6387
10565,10979,6549
10595,10978,6683
10505,10830,6741
10456,10732,6812
10505,10755,6934
10518,10759,7029
10505,10755,7127
10511,10779,7247
10565,10830,7383
10600,10830,7478
10626,10830,7576
10592,10812,7664
10565,10830,7769
10537,10823,7850
10565,10830,7961
10590,10815,8081
10626,10830,8218
10621,10821,8313
10626,10830,8411
10596,10815,8499
10565,10830,8603
10509,10825,8668
10505,10830,8732
10506,10787,8783
10505,10755,8860
10436,10722,8918
10384,10755,8988
10357,10789,9043
10384,10830,9117
10382,10821,9172
10384,10830,9245
10369,10824,9303
10384,10830,9374
10375,10785,9407
10384,10755,9438
10374,10729,9449
10384,10755,9502
10370,10756,9559
10384,10755,9630
10381,10708,9660
10384,10680,9695
10342,10651,9715
10324,10680,9759
10326,10711,9781
10384,10755,9823
10403,10751,9849
10384,10755,9887
10304,10741,9885
10264,10755,9887
10244,10744,9873
10264,10755,9887
10252,10746,9882
10264,10755,9887
10277,10739,9873
10324,10755,9887
10327,10754,9885
10324,10755,9887
10303,10706,9850
10324,10680,9823
10310,10660,9781
10264,10680,9759
10168,10672,9716
10143,10680,9695
10178,10669,9658
10264,10680,9630
10296,10666,9562
10324,10680,9502
10342,10678,9427
10384,10680,9374
10366,10633,9298
10324,10605,9245
10263,10584,9193
10264,10605,9181
10265,10600,9150
10264,10605,9117
10200,10590,9043
10143,10605,8988
10086,10597,8936
10082,10605,8924
10071,10592,8894
10082,10605,8860
10087,10597,8786
10143,10605,8732
10198,10589,8680
10264,10605,8667
10288,10623,8634
10324,10680,8603
10328,10715,8551
10324,10755,8539
10276,10751,8531
10264,10755,8539
10256,10737,8506
10264,10755,8475
10238,10772,8430
10264,10830,8411
10302,10887,8372
10324,10979,8346
10240,11030,8304
10143,11054,8282
10058,11028,8242
10022,11054,8218
9968,11094,8177
9962,11128,8154
9980,11066,8113
10022,10979,8090
10011,10865,8050
10022,10755,8025
10045,10589,7983
10082,10456,7961
10050,10375,7923
10022,10381,7897
10003,10359,7853
10022,10307,7833
