II,V,PLETH,ABP
399,-550,3872,3605
539,-729,5253,4883
541,-739,5410,5017
484,-682,5031,4650
462,-646,4886,4513
479,-625,5030,4655
471,-580,5136,4765
408,-494,5053,4691
332,-374,4959,4604
280,-251,4985,4632
243,-163,5066,4727
199,-127,5058,4754
159,-118,4998,4759
136,-99,4988,4832
109,-63,5038,4997
58,-23,5048,5161
4,8,5021,5333
-19,39,5015,5561
-13,89,5053,5861
-4,172,5073,6156
2,278,5071,6432
13,361,5069,6689
25,372,5092,6939
24,304,5101,7124
14,206,5117,7266
3,152,5133,7356
-11,166,5163,7420
-23,196,5176,7432
-6,169,5200,7426
44,87,5221,7396
111,10,5254,7374
127,3,5265,7336
87,33,5284,7305
10,53,5297,7264
-46,22,5319,7238
-63,-20,5323,7206
-56,-32,5334,7186
-48,-7,5340,7153
-47,31,5361,7119
-47,82,5369,7059
-39,141,5379,7000
-37,167,5378,6926
-64,127,5389,6861
-110,73,5386,6774
-125,80,5389,6688
-32,98,5379,6584
330,-85,5387,6497
1249,-694,5387,6406
2890,-1761,5392,6332
4900,-3100,5375,6249
6457,-4470,5369,6187
6859,-5670,5358,6122
5996,-6372,5355,6073
4233,-6061,5331,6007
2125,-4537,5313,5947
349,-2513,5289,5875
-489,-1204,5277,5817
-342,-1082,5249,5744
172,-1409,5227,5673
403,-1267,5199,5582
280,-648,5187,5504
124,-154,5162,5414
88,-49,5141,5334
62,-82,5111,5238
-25,-47,5097,5157
-101,-6,5074,5073
-113,-27,5056,5007
-106,-53,5024,4935
-119,-40,5007,4886
-139,-10,4987,4842
-138,14,4971,4822
-141,42,4937,4793
-152,52,4918,4779
-188,52,4898,4761
-207,55,4885,4762
-198,90,4850,4758
-160,116,4828,4765
-133,125,4809,4760
-133,130,4802,4761
-135,154,4776,4747
-101,173,4763,4742
-33,150,4753,4727
36,73,4753,4723
77,-12,4732,4707
101,-62,4720,4705
140,-91,4709,4699
216,-150,4708,4706
318,-259,4688,4702
426,-397,4677,4705
525,-550,4666,4694
611,-735,4664,4688
685,-940,4638,4670
750,-1094,4615,4668
810,-1131,4592,4663
864,-1079,4583,4668
912,-1035,4559,4656
951,-1057,4545,4651
970,-1105,4531,4642
954,-1103,4530,4647
908,-1037,4513,4643
854,-957,4502,4648
807,-903,4488,4643
754,-845,4485,4649
679,-716,4469,4640
583,-505,4459,4635
482,-291,4444,4621
388,-166,4440,4625
303,-135,4424,4625
235,-123,4416,4631
189,-80,4400,4619
166,-34,4397,4616
155,-32,4379,4605
142,-66,4364,4607
104,-70,4336,4600
35,-16,4321,4608
-36,59,4298,4613
-61,89,4280,4633
-40,59,4248,4644
-19,11,4231,4678
-36,12,4210,4716
-46,58,4195,4774
-26,110,4163,4824
24,92,4140,4891
58,20,4117,4964
87,-62,4113,5055
127,-102,4094,5132
175,-108,4076,5206
198,-98,4055,5265
177,-66,4069,5336
124,-5,4080,5395
79,49,4084,5452
70,58,4071,5481
87,49,4107,5509
86,85,4168,5521
45,173,4222,5536
53,205,4239,5529
389,-19,4302,5523
1435,-735,4407,5507
3275,-2005,4510,5504
5340,-3544,4555,5491
6667,-4879,4631,5479
6668,-5728,4760,5447
5511,-5989,4902,5414
3744,-5430,4975,5365
1837,-3878,5058,5323
230,-1882,5188,5271
-610,-576,5339,5224
-561,-494,5423,5158
-97,-939,5502,5095
165,-936,5619,5022
64,-407,5770,4964
-146,52,5868,4897
-263,145,5952,4832
-304,86,6049,4745
-329,85,6175,4666
-350,125,6261,4581
-375,168,6332,4509
-414,233,6401,4429
-430,287,6498,4362
-405,276,6570,4292
-371,226,6631,4242
-372,204,6674,4190
-367,183,6737,4159
-335,128,6786,4128
-276,42,6835,4113
-238,-1,6862,4089
-216,-1,6906,4076
-183,2,6943,4059
-137,-30,6986,4061
-106,-61,7004,4059
-109,-51,7032,4066
-118,-32,7054,4060
-89,-92,7088,4059
-24,-221,7099,4045
38,-298,7117,4039
83,-261,7125,4024
132,-199,7150,4024
192,-213,7154,4021
237,-279,7165,4027
259,-332,7167,4021
308,-378,7192,4023
421,-443,7202,4024
550,-490,7208,4037
616,-499,7189,4041
602,-541,7189,4046
564,-676,7180,4041
552,-832,7173,4051
576,-884,7136,4060
616,-805,7122,4077
647,-680,7107,4078
641,-594,7094,4082
582,-571,7035,4080
475,-598,6979,4092
356,-646,6924,4096
273,-651,6892,4104
268,-526,6840,4099
329,-285,6809,4108
379,-101,6784,4114
336,-151,6780,4125
203,-383,6748,4120
63,-531,6724,4121
-9,-408,6696,4117
-29,-129,6689,4124
-74,32,6663,4119
-183,-15,6650,4120
-282,-78,6633,4119
-284,28,6634,4136
-230,214,6612,4151
-222,248,6596,4174
-257,138,6568,4189
-226,93,6557,4220
-194,177,6530,4255
-310,171,6511,4309
-522,11,6479,4359
-514,-37,6467,4420
-185,253,6443,4472
116,648,6426,4533
16,734,6392,4584
-388,434,6377,4639
-676,49,6355,4676
-647,-163,6341,4710
-490,-188,6305,4725
-420,-107,6288,4743
-393,45,6268,4750
-258,191,6255,4757
-20,134,6218,4747
331,-319,6199,4742
1136,-1170,6180,4729
2763,-2220,6168,4721
4866,-3253,6131,4695
6325,-4170,6110,4669
6283,-4866,6092,4635
4951,-5060,6081,4613
3181,-4430,6036,4580
1560,-3045,6001,4546
265,-1547,5971,4493
-558,-712,5955,4449
-765,-742,5907,4399
-516,-1105,5869,4359
-236,-1159,5835,4305
-197,-785,5822,4256
-307,-330,5784,4196
-365,-85,5755,4142
-355,-13,5728,4075
-410,86,5725,4015
-536,314,5699,3950
-607,544,5672,3897
-613,525,5635,3839
-675,182,5630,3792
-741,-181,5624,3744
-575,-162,5630,3712
-221,221,5625,3677
-85,466,5644,3656
-397,259,5662,3631
-744,-110,5689,3622
-630,-81,5695,3612
-160,371,5718,3615
76,689,5744,3613
-187,447,5788,3618
-568,-58,5810,3612
-605,-190,5840,3615
-371,183,5871,3613
-296,488,5931,3619
-495,184,5981,3612
-599,-525,6035,3607
-338,-901,6077,3595
26,-586,6143,3595
85,-39,6202,3593
-127,88,6261,3599
-221,-227,6297,3593
-7,-482,6357,3596
333,-476,6419,3599
546,-540,6487,3613
572,-863,6521,3616
485,-1088,6566,3619
369,-894,6609,3610
299,-561,6660,3615
334,-578,6678,3619
459,-874,6701,3631
589,-914,6724,3630
612,-517,6763,3639
464,-164,6775,3648
203,-302,6790,3666
-4,-691,6799,3673
