II,III,PLETH
1811,1385,7832
1959,1602,8796
1610,1469,7647
1408,1409,7004
1459,1511,7462
1421,1560,7701
1208,1511,7277
1045,1497,6963
1006,1553,7092
942,1577,7157
805,1553,6968
708,1541,6822
704,1553,6845
720,1550,6827
704,1553,6722
686,1591,6633
704,1637,6598
741,1644,6539
755,1637,6475
732,1650,6433
704,1679,6413
698,1687,6375
704,1679,6352
700,1672,6315
704,1679,6290
728,1681,6246
755,1679,6228
756,1664,6217
755,1637,6228
774,1592,6221
805,1553,6228
814,1526,6224
805,1511,6228
798,1488,6213
805,1469,6228
823,1460,6253
855,1469,6290
890,1474,6288
906,1469,6290
887,1447,6302
855,1427,6352
828,1417,6384
805,1427,6413
776,1435,6429
755,1427,6475
750,1400,6511
755,1385,6537
753,1395,6526
755,1427,6537
773,1451,6559
805,1469,6598
820,1484,6601
805,1511,6598
773,1535,6586
755,1553,6598
752,1555,6595
755,1553,6598
751,1549,6589
755,1553,6598
775,1553,6593
805,1553,6598
816,1550,6589
805,1553,6598
791,1556,6593
805,1553,6598
833,1531,6586
855,1511,6598
851,1497,6612
855,1511,6660
874,1516,6708
906,1511,6783
915,1482,6843
906,1469,6907
882,1469,6951
855,1469,7030
827,1435,7115
805,1385,7215
783,1329,7291
755,1259,7400
738,1125,7518
805,923,7647
1033,727,7732
1459,713,7832
2068,1091,7942
2818,1973,8078
3626,3239,8174
4378,4617,8263
4938,5853,8342
5183,6799,8448
5005,7274,8538
4378,7093,8633
3413,6266,8698
2365,5120,8757
1487,4037,8781
906,3190,8818
591,2541,8846
453,2056,8880
406,1727,8877
403,1511,8880
406,1332,8873
403,1175,8880
396,1065,8850
403,1007,8818
411,964,8772
403,923,8757
372,891,8726
352,881,8695
348,877,8628
352,881,8572
343,877,8502
352,881,8448
377,878,8377
403,881,8325
400,865,8259
403,839,8202
425,808,8124
453,797,8078
456,798,8039
453,797,8017
468,789,7955
503,797,7893
529,833,7819
554,881,7770
591,911,7703
654,923,7647
725,935,7574
805,965,7523
897,996,7456
1006,1007,7400
1114,991,7327
1208,965,7277
1283,940,7212
1359,923,7153
1449,913,7075
1560,923,7030
1670,946,6990
1761,965,6968
1835,965,6924
1912,965,6907
1993,978,6898
2063,1007,6907
2115,1041,6876
2164,1091,6845
2206,1154,6819
2214,1217,6845
2158,1261,6873
2063,1301,6907
1973,1342,6905
1912,1385,6907
1850,1422,6895
1761,1469,6907
1653,1518,6905
1560,1553,6907
1484,1567,6890
1409,1595,6907
1323,1641,6931
1258,1679,6968
1226,1681,6969
1208,1679,6968
1165,1695,6956
1107,1721,6968
1065,1724,6965
1057,1721,6968
1046,1733,6957
1006,1763,6968
944,1774,6966
906,1763,6968
899,1749,6954
906,1763,6968
903,1787,6973
906,1805,6968
912,1803,6925
906,1805,6907
874,1808,6901
855,1805,6907
872,1781,6870
906,1763,6845
913,1759,6833
906,1763,6845
916,1747,6819
956,1721,6783
991,1695,6739
1006,1679,6722
1003,1657,6688
1006,1637,6660
1023,1614,6620
1057,1595,6598
1089,1570,6562
1107,1553,6537
1106,1545,6499
1107,1553,6475
1123,1567,6436
1157,1595,6413
1189,1621,6377
1208,1637,6352
1209,1634,6310
1208,1637,6290
1205,1653,6258
1208,1679,6228
1205,1685,6179
1208,1679,6167
1206,1666,6163
1208,1679,6167
1202,1695,6128
1208,1721,6105
1209,1735,6092
1208,1763,6105
1201,1788,6094
1208,1805,6105
1218,1790,6122
1208,1763,6167
1161,1727,6204
1107,1679,6290
1094,1571,6401
1157,1385,6537
1302,1151,6644
1560,1007,6783
2001,1152,6934
2667,1763,7092
3473,2848,7201
4277,4239,7338
5006,5645,7508
5636,6799,7708
5995,7488,7860
5787,7596,8017
4898,7108,8186
3623,6169,8387
2422,5037,8547
1560,3987,8695
1019,3160,8817
704,2560,8942
549,2109,9029
503,1763,9127
499,1495,9216
503,1301,9312
504,1164,9368
503,1091,9435
497,1075,9495
503,1091,9558
524,1100,9564
554,1091,9558
561,1067,9541
554,1049,9558
539,1036,9558
554,1049,9558
578,1066,9523
604,1091,9497
616,1104,9453
654,1133,9435
724,1172,9401
805,1217,9373
863,1244,9308
906,1259,9250
951,1262,9175
1006,1259,9127
1057,1241,9076
1107,1217,9065
1158,1194,9057
1208,1175,9065
1238,1141,9019
1258,1091,8942
1291,1036,8829
1359,1007,8757
1440,1004,8692
1510,1007,8633
1557,991,8531
1610,965,8448
1681,939,8376
1761,923,8325
1834,914,8233
1912,923,8140
1994,943,8036
2063,965,7955
2097,980,7854
2113,1007,7770
2136,1047,7675
2164,1091,7585
2159,1125,7455
2113,1175,7338
2052,1250,7228
2013,1343,7153
1978,1427,7059
1912,1511,6968
1806,1597,6862
1711,1679,6783
1653,1731,6705
1610,1763,6660
1540,1794,6617
1459,1847,6598
1396,1898,6562
1359,1931,6537
1315,1934,6495
1258,1931,6475
1186,1929,6455
1107,1931,6475
1022,1928,6497
956,1931,6537
919,1933,6558
906,1931,6598
898,1921,6628
906,1931,6660
928,1956,6657
956,1973,6660
964,1954,6654
956,1931,6660
948,1923,6648
956,1931,6660
963,1918,6681
956,1889,6722
930,1859,6726
906,1847,6722
883,1831,6706
855,1805,6722
822,1761,6725
805,1721,6722
806,1689,6683
805,1679,6660
781,1687,6644
755,1721,6660
746,1762,6660
755,1805,6660
756,1830,6646
755,1847,6660
767,1850,6663
805,1847,6660
841,1827,6620
855,1805,6598
851,1781,6587
855,1763,6598
864,1739,6574
855,1721,6537
823,1710,6485
805,1721,6475
821,1739,6472
855,1763,6475
881,1781,6442
906,1805,6413
935,1827,6374
956,1847,6352
954,1849,6310
956,1847,6290
979,1842,6273
1006,1847,6290
1010,1848,6306
1006,1847,6352
1008,1829,6383
1006,1805,6413
983,1775,6420
956,1763,6475
935,1761,6556
906,1763,6660
852,1743,6734
805,1721,6845
791,1720,6985
805,1763,7153
811,1817,7275
805,1847,7400
799,1841,7534
805,1847,7708
804,1880,7859
805,1931,8017
814,1942,8161
855,1931,8325
893,1913,8468
906,1931,8633
879,1942,8789
855,1931,8942
865,1885,9038
906,1847,9127
941,1821,9205
956,1805,9312
965,1762,9400
1006,1679,9497
1110,1545,9562
1308,1385,9620
1633,1242,9641
2113,1259,9682
2755,1650,9713
3522,2560,9743
4323,3852,9733
5032,5204,9743
5509,6356,9747
5636,7219,9743
5324,7650,9677
4579,7428,9620
3539,6519,9575
2466,5288,9558
1601,4189,9499
1057,3399,9435
779,2813,9360
654,2350,9312
589,2015,9243
554,1805,9188
542,1646,9121
554,1511,9065
562,1417,8971
554,1385,8880
538,1383,8776
554,1385,8695
586,1369,8595
604,1343,8510
578,1312,8410
554,1301,8325
545,1295,8205
554,1301,8078
545,1296,7934
554,1301,7832
593,1300,7736
654,1301,7647
689,1296,7516
704,1301,7400
734,1305,7291
805,1301,7215
888,1278,7118
956,1259,7030
1001,1253,6928
1057,1259,6845
1131,1249,6759
1208,1217,6722
1248,1171,6692
1258,1133,6660
1266,1105,6585
1308,1091,6537
1378,1084,6502
1459,1091,6475
1532,1096,6402
1610,1091,6352
1701,1079,6334
1811,1091,6352
1918,1129,6325
2013,1175,6290
2105,1200,6265
2214,1217,6290
2313,1234,6297
2365,1259,6290
2364,1289,6266
2365,1343,6290
2391,1411,6323
2415,1469,6352
2398,1502,6339
2365,1553,6352
2354,1646,6378
2365,1763,6413
2342,1845,6406
2264,1889,6413
2156,1921,6435
2063,1973,6475
1988,2024,6473
1912,2056,6475
1814,2059,6491
1711,2056,6537
1621,2055,6545
1560,2056,6537
1509,2041,6519
1459,2014,6537
1404,1985,6542
1359,1973,6537
1312,1970,6497
1258,1973,6475
1197,1970,6461
1157,1973,6475
1133,1973,6475
1107,1973,6475
1068,1964,6445
1057,1973,6413
1078,2004,6368
1107,2056,6352
1109,2093,6344
1107,2098,6352
1109,2074,6325
1107,2056,6290
1091,2052,6245
1107,2056,6228
1161,2042,6201
1208,2014,6167
1206,1984,6098
1208,1973,6043
1263,1970,5997
1359,1973,5982
1426,1969,5951
1459,1973,5920
1492,1987,5877
1560,2014,5858
1638,2025,5829
1711,2014,5797
1749,1981,5747
1761,1973,5735
1738,1971,5735
1711,1973,5735
1680,1946,5695
1661,1931,5673
1637,1925,5666
1610,1931,5673
1593,1937,5639
1610,1973,5612
1632,2010,5596
1610,1973,5612
1555,1777,5607
1560,1469,5612
1676,1197,5607
1912,1175,5612
2326,1580,5593
3019,2518,5612
3911,3921,5657
4780,5540,5735
5523,6997,5787
6189,7974,5858
6593,8306,5954
6290,8016,6105
5130,7214,6252
3623,6085,6413
2422,4868,6575
1711,3819,6783
1265,3063,6995
956,2560,7215
813,2186,7398
805,1889,7585
797,1662,7758
755,1511,7955
733,1406,8135
755,1343,8325
766,1313,8498
755,1301,8695
743,1279,8878
755,1259,9065
773,1249,9218
805,1259,9373
843,1257,9499
906,1259,9620
973,1263,9706
1057,1301,9805
1135,1345,9894
1208,1385,9990
1249,1393,10033
1258,1385,10052
1247,1364,10038
1258,1343,10052
1301,1317,10053
1359,1301,10052
1394,1297,10011
1409,1301,9990
1409,1289,9958
1409,1259,9928
1404,1215,9855
1409,1175,9805
1426,1134,9763
1459,1091,9743
1499,1044,9680
1560,1007,9620
1648,981,9548
1761,965,9497
1870,943,9422
1962,923,9373
2036,912,9313
2113,923,9250
2192,955,9142
2264,1007,9065
2318,1056,9001
2365,1091,8942
2399,1117,8817
2415,1175,8695
2413,1271,8586
2415,1385,8510
2409,1489,8392
2365,1595,8263
2267,1693,8122
2164,1763,8017
2085,1788,7909
2013,1805,7832
1899,1828,7741
1761,1847,7647
1653,1841,7512
1610,1847,7400
1594,1884,7298
1560,1931,7215
1500,1942,7090
1459,1931,6968
1452,1923,6852
1459,1931,6783
1442,1932,6713
1409,1931,6660
1376,1930,6592
1359,1931,6537
1335,1914,6463
1308,1889,6413
1279,1861,6368
1258,1847,6352
1232,1840,6317
1208,1847,6290
1194,1851,6247
1208,1847,6228
1221,1823,6213
1208,1805,6228
1170,1798,6229
1157,1805,6228
1179,1804,6210
1208,1805,6228
1208,1803,6256
1208,1805,6290
1227,1801,6284
1258,1805,6290
1265,1807,6308
1258,1805,6352
1256,1783,6359
1258,1763,6352
1239,1753,6334
1208,1763,6352
1190,1767,6359
1208,1763,6352
1238,1754,6309
1258,1763,6290
1258,1783,6283
1258,1805,6290
1258,1808,6258
1258,1805,6228
1252,1799,6207
1258,1805,6228
1266,1807,6235
1258,1805,6228
1228,1786,6187
1208,1763,6167
1209,1736,6154
1208,1721,6167
1166,1703,6162
1107,1679,6167
1078,1646,6158
1107,1637,6167
1161,1652,6161
1208,1679,6167
1234,1685,6157
1258,1679,6167
1270,1672,6177
1258,1679,6228
1224,1681,6283
1208,1679,6352
1213,1672,6399
1208,1679,6475
1162,1684,6558
1107,1679,6660
1073,1655,6740
1057,1637,6845
1031,1630,6959
1006,1637,7092
998,1637,7186
1006,1637,7277
1006,1635,7355
1006,1637,7462
1021,1632,7568
1057,1637,7708
1088,1652,7837
1107,1679,7955
1109,1687,8033
1107,1679,8140
1101,1666,8261
1107,1679,8387
1125,1705,8453
1157,1721,8510
1186,1703,8562
1208,1679,8633
1225,1679,8666
1258,1721,8695
1305,1771,8715
1359,1805,8757
1406,1819,8764
1459,1847,8757
1514,1890,8718
1560,1931,8695
1573,1940,8658
1560,1931,8633
1534,1910,8593
1510,1889,8572
1481,1861,8537
1459,1847,8510
1448,1845,8448
1459,1847,8387
1466,1824,8311
1459,1805,8263
1428,1794,8202
1409,1805,8140
1403,1802,8043
1409,1805,7955
1393,1801,7855
1359,1805,7770
1323,1813,7667
1308,1847,7585
1294,1871,7492
1258,1847,7400
1209,1768,7270
1208,1679,7153
1299,1551,7044
1510,1343,6968
1868,1148,6873
2415,1259,6783
3117,1899,6678
3875,3022,6598
4585,4362,6520
5183,5666,6475
5532,6714,6417
5434,7302,6352
4792,7275,6249
3774,6673,6167
2695,5709,6094
1811,4658,6043
1204,3716,5971
855,2980,5920
698,2443,5876
654,2056,5858
648,1764,5820
654,1553,5797
672,1404,5780
704,1301,5797
734,1223,5796
755,1175,5797
758,1150,5784
755,1133,5797
747,1106,5797
755,1091,5797
772,1097,5779
805,1133,5797
830,1158,5825
855,1175,5858
874,1183,5853
906,1217,5858
937,1249,5876
956,1259,5920
943,1235,5929
906,1217,5920
854,1215,5900
805,1217,5920
768,1197,5948
755,1175,5982
753,1169,5982
755,1175,5982
761,1173,5972
805,1175,5982
880,1192,5979
956,1217,5982
1005,1223,5972
1057,1217,5982
1127,1212,5983
1208,1217,5982
1276,1217,5948
1359,1217,5920
1472,1215,5901
1610,1217,5920
1740,1215,5928
1862,1217,5920
1972,1217,5878
2063,1217,5858
2134,1211,5852
2214,1217,5858
2303,1234,5829
2365,1259,5797
2373,1276,5757
2365,1301,5735
2370,1349,5698
2365,1427,5673
2307,1501,5640
2214,1553,5612
2127,1586,5550
2063,1637,5488
1995,1703,5418
1912,1763,5365
1814,1790,5297
1711,1805,5242
1605,1823,5189
1510,1847,5180
1414,1853,5208
1308,1847,5303
1193,1840,5407
1107,1847,5488
1053,1850,5515
1006,1847,5550
945,1839,5588
906,1847,5612
901,1865,5578
906,1889,5550
882,1907,5543
855,1931,5550
848,1942,5516
855,1931,5488
852,1886,5478
855,1847,5488
876,1833,5461
906,1847,5427
924,1851,5390
956,1847,5365
1007,1851,5305
1057,1889,5242
1080,1927,5191
1107,1931,5180
1157,1887,5156
1208,1847,5118
1219,1835,5066
1208,1847,5057
1202,1848,5059
1208,1847,5057
1194,1846,5016
1157,1847,4995
1107,1827,4991
1057,1805,4995
1004,1794,4959
956,1805,4933
906,1810,4924
855,1805,4933
812,1795,4904
805,1805,4872
829,1825,4852
855,1847,4872
857,1850,4875
855,1847,4872
873,1842,4855
906,1847,4872
918,1847,4894
906,1847,4933
892,1842,4956
906,1847,4995
934,1848,5021
956,1847,5057
957,1839,5090
956,1847,5180
971,1854,5295
1006,1847,5427
1040,1818,5531
1057,1805,5673
1056,1807,5844
1057,1805,6043
1060,1778,6213
1057,1763,6413
1036,1765,6642
1006,1763,6907
964,1722,7144
906,1679,7400
841,1665,7666
805,1679,7955
803,1681,8202
805,1679,8448
781,1689,8686
755,1721,8942
745,1743,9160
755,1763,9373
752,1776,9560
