II,V,ABP,RESP
2650,3051,3099,1319
3139,3303,3482,1459
2981,2690,3054,1243
2960,2310,2842,1125
3288,2395,3054,1192
3585,2398,3159,1212
3738,2132,3009,1116
3969,1892,2924,1051
4377,1772,3009,1066
4828,1552,3041,1064
5275,1181,2964,1015
5717,792,2925,977
6033,426,2964,964
6103,17,2967,935
6033,-361,2919,888
5998,-581,2894,854
6033,-623,2919,837
6049,-576,2935,815
6033,-459,2919,787
6022,-266,2888,760
6033,0,2874,736
6040,294,2872,709
6033,623,2874,685
5946,973,2852,660
5701,1345,2829,634
5264,1706,2817,604
4731,2067,2829,584
4195,2415,2835,571
3690,2756,2829,558
3198,3064,2803,534
2768,3346,2784,507
2438,3575,2775,489
2224,3740,2784,482
2067,3834,2788,472
1964,3904,2784,457
1898,3969,2760,441
1869,4035,2739,431
1820,4084,2728,421
1751,4134,2739,406
1670,4185,2746,389
1632,4232,2739,381
1624,4260,2712,381
1632,4298,2695,381
1626,4347,2689,369
1632,4396,2695,355
1648,4414,2691,349
1680,4429,2695,355
1706,4454,2696,360
1751,4495,2695,355
1802,4523,2670,340
1845,4560,2650,330
1863,4594,2640,327
1893,4626,2650,330
1936,4634,2650,330
1964,4659,2650,330
1938,4692,2644,330
1893,4724,2650,330
1861,4721,2647,327
1845,4724,2650,330
1806,4739,2646,341
1751,4757,2650,355
1700,4740,2644,359
1680,4724,2650,355
1667,4720,2648,351
1656,4724,2650,355
1646,4686,2641,367
1656,4626,2650,381
1671,4564,2664,386
1680,4527,2695,381
1672,4482,2723,374
1680,4429,2784,381
1706,4359,2876,396
1751,4298,3009,406
1791,4230,3163,404
1845,4167,3368,406
1911,4085,3617,419
1987,4003,3907,431
2047,3921,4185,432
2105,3871,4446,431
2169,3826,4675,441
2247,3773,4895,457
2319,3696,5085,461
2389,3642,5254,457
2456,3605,5379,454
2531,3576,5479,457
2595,3520,5547,458
2650,3478,5614,457
2692,3454,5676,456
2744,3445,5748,457
2789,3409,5801,456
2815,3379,5838,457
2813,3367,5854,457
2815,3379,5883,457
2826,3378,5911,455
2839,3379,5928,457
2828,3377,5908,460
2815,3379,5883,457
2808,3360,5857,443
2815,3346,5838,431
2813,3340,5794,428
2815,3346,5748,431
2820,3332,5698,425
2839,3314,5659,406
2856,3291,5596,387
2886,3281,5524,381
2914,3262,5431,383
2933,3248,5344,381
2916,3227,5248,367
2886,3215,5165,355
2866,3195,5073,353
2886,3182,4985,355
2920,3164,4873,348
2957,3150,4760,330
2978,3127,4640,311
3004,3117,4536,304
3029,3111,4422,305
3052,3117,4311,304
3053,3114,4189,294
3052,3117,4087,279
3055,3113,3990,264
3075,3117,3907,254
3090,3112,3810,250
3099,3117,3728,254
3095,3116,3661,257
3099,3117,3638,254
3099,3109,3630,241
3099,3117,3638,228
3085,3131,3634,224
3075,3150,3638,228
3068,3148,3633,231
3075,3150,3638,228
3071,3157,3635,226
3052,3182,3638,228
3005,3200,3621,231
2957,3215,3593,228
2912,3214,3542,223
2886,3215,3503,228
2866,3210,3471,242
2862,3215,3458,254
2858,3216,3435,254
2862,3215,3413,254
2866,3197,3384,264
2886,3182,3368,279
2909,3164,3358,285
2933,3150,3368,279
2936,3126,3374,274
2933,3117,3368,279
2927,3113,3339,292
2933,3117,3323,304
2940,3100,3320,308
2957,3084,3323,304
2976,3073,3302,300
3004,3084,3278,304
3026,3087,3252,317
3052,3084,3233,330
3065,3073,3204,334
3075,3084,3189,330
3072,3101,3184,326
3075,3117,3189,330
3072,3114,3170,334
3075,3117,3144,330
3077,3119,3113,315
3099,3117,3099,304
3091,3108,3089,303
3004,3150,3099,304
2774,3281,3105,296
2460,3478,3099,279
2173,3637,3068,264
2058,3674,3054,254
2133,3577,3053,242
2342,3412,3054,228
2562,3246,3027,214
2744,3117,3009,203
2853,3003,3006,192
2933,2887,3009,178
3030,2746,2985,163
3217,2592,2964,152
3471,2419,2958,142
3761,2231,2964,127
4102,1997,2944,102
4589,1706,2919,76
5183,1328,2905,58
5701,886,2919,51
5969,408,2925,43
6033,-33,2919,25
6026,-403,2893,-1
6033,-656,2874,-25
6032,-783,2863,-41
6033,-755,2874,-51
6035,-612,2881,-62
6033,-394,2874,-76
6017,-152,2845,-90
6033,131,2829,-101
6069,454,2826,-113
6033,820,2829,-127
5799,1190,2808,-141
5370,1575,2784,-152
4830,1966,2772,-163
4282,2362,2784,-178
3765,2715,2790,-194
3312,3018,2784,-203
2927,3273,2759,-202
2626,3510,2739,-203
2389,3714,2729,-214
2224,3871,2739,-228
2099,3967,2745,-233
2011,4035,2739,-228
1923,4097,2712,-225
1845,4167,2695,-228
1752,4222,2688,-231
1656,4265,2695,-228
1553,4295,2691,-225
1490,4331,2695,-228
1468,4362,2696,-233
1490,4396,2695,-228
1519,4426,2670,-214
1561,4462,2650,-203
1603,4484,2640,-202
1656,4495,2650,-203
1701,4487,2650,-195
1751,4495,2650,-178
1797,4508,2645,-162
1845,4527,2650,-152
1881,4526,2648,-142
1916,4527,2650,-127
1950,4524,2645,-110
1987,4527,2650,-101
2007,4520,2647,-102
2011,4527,2650,-101
1997,4540,2645,-92
1987,4560,2650,-76
1977,4559,2647,-61
1964,4560,2650,-51
1937,4558,2644,-40
1916,4560,2650,-25
1900,4533,2648,-10
1893,4495,2650,0
1878,4450,2639,9
1869,4429,2650,25
1863,4410,2678,51
1869,4396,2739,76
1874,4364,2811,92
1893,4331,2919,101
1922,4280,3067,112
1964,4232,3278,127
1991,4177,3516,140
2011,4134,3772,152
2033,4084,4028,164
2082,4035,4311,178
2135,3967,4592,191
2176,3904,4850,203
