II,V,PLETH,ABP
1551,-1279,2208,8251
2201,-1681,2986,11242
2507,-1651,3081,11655
2708,-1430,2887,10930
2920,-1240,2826,10701
2916,-1063,2917,11091
2526,-828,2996,11396
2049,-610,2985,11288
2024,-579,2975,11142
2559,-766,3020,11245
3182,-1027,3096,11453
3437,-1215,3141,11463
3330,-1324,3178,11355
3036,-1385,3234,11350
2535,-1373,3315,11470
1818,-1258,3382,11499
1171,-1128,3454,11430
868,-1086,3535,11391
811,-1132,3615,11436
751,-1187,3687,11435
683,-1232,3823,11376
711,-1286,4034,11314
770,-1341,4256,11307
742,-1360,4406,11267
702,-1364,4535,11226
746,-1377,4666,11164
805,-1398,4781,11130
769,-1398,4830,11067
717,-1387,4886,11019
759,-1390,4981,10951
843,-1409,5090,10908
825,-1415,5140,10842
724,-1403,5183,10796
672,-1386,5253,10729
732,-1392,5346,10688
789,-1404,5391,10629
745,-1404,5421,10598
660,-1387,5461,10544
671,-1390,5524,10511
765,-1409,5554,10452
793,-1417,5569,10420
716,-1399,5583,10375
678,-1396,5622,10362
743,-1417,5642,10330
776,-1432,5649,10319
700,-1412,5643,10285
656,-1400,5661,10281
724,-1419,5670,10264
752,-1439,5669,10278
648,-1426,5639,10272
588,-1415,5624,10299
680,-1432,5611,10314
729,-1450,5595,10365
588,-1431,5545,10400
447,-1413,5504,10461
490,-1426,5471,10501
561,-1446,5448,10568
475,-1431,5386,10618
358,-1411,5313,10706
364,-1414,5239,10785
376,-1427,5184,10899
267,-1412,5107,10999
183,-1396,5019,11133
244,-1401,4923,11253
281,-1411,4856,11400
145,-1393,4783,11521
21,-1375,4695,11667
86,-1378,4583,11793
192,-1391,4498,11945
146,-1380,4426,12063
63,-1368,4350,12186
110,-1370,4239,12266
195,-1379,4149,12360
175,-1367,4084,12426
154,-1358,4030,12515
266,-1367,3939,12574
410,-1388,3857,12649
425,-1388,3801,12692
390,-1379,3772,12756
459,-1379,3711,12798
597,-1392,3649,12868
660,-1396,3605,12915
657,-1398,3602,12978
702,-1403,3591,13005
810,-1418,3575,13051
876,-1422,3559,13073
856,-1414,3582,13118
834,-1405,3607,13127
900,-1419,3628,13141
1001,-1439,3630,13116
1033,-1445,3663,13114
1008,-1433,3714,13086
1058,-1442,3772,13069
1196,-1472,3801,13009
1289,-1498,3844,12968
1294,-1500,3904,12910
1358,-1511,3979,12880
1514,-1540,4024,12816
1580,-1559,4070,12766
1477,-1544,4123,12687
1417,-1535,4195,12632
1529,-1552,4243,12548
1624,-1565,4281,12483
1540,-1543,4315,12392
1454,-1523,4366,12327
1521,-1529,4404,12239
1574,-1534,4433,12169
1441,-1499,4448,12070
1292,-1465,4477,11992
1316,-1468,4501,11888
1384,-1491,4522,11803
1314,-1486,4519,11689
1222,-1470,4514,11601
1257,-1466,4503,11491
1301,-1472,4499,11403
1191,-1457,4474,11281
1046,-1443,4437,11183
1027,-1442,4392,11066
1047,-1448,4368,10981
957,-1431,4330,10871
840,-1413,4256,10789
819,-1409,4133,10693
834,-1413,4024,10636
782,-1403,3939,10567
751,-1399,3867,10529
809,-1404,3776,10476
851,-1406,3706,10460
775,-1390,3662,10433
710,-1393,3632,10440
765,-1414,3569,10427
838,-1406,3514,10439
790,-1368,3480,10431
709,-1388,3462,10456
704,-1447,3410,10465
732,-1402,3352,10500
703,-1297,3308,10512
699,-1361,3296,10556
797,-1542,3270,10588
948,-1541,3237,10648
1092,-1416,3206,10681
1297,-1574,3213,10734
