II,V,ABP,RESP
1667,2983,3924,1992
1896,3409,4451,2283
1667,3045,3924,2058
1538,2848,3623,1954
1667,3045,3862,2123
1772,3163,4014,2241
1719,3045,3862,2204
1663,2969,3765,2194
1719,3045,3862,2286
1788,3090,3898,2351
1771,3045,3801,2351
1698,3019,3745,2367
1667,3045,3801,2433
1704,3053,3838,2486
1771,3045,3801,2515
1797,3051,3749,2546
1771,3045,3740,2596
1743,3002,3745,2640
1771,2983,3740,2678
1833,3016,3708,2713
1875,3045,3678,2760
1876,3016,3664,2807
1875,2983,3678,2858
1905,2959,3678,2896
1927,2983,3678,2939
1907,3009,3672,2983
1980,2921,3678,3037
2106,2798,3673,3084
2084,2921,3678,3135
2003,3101,3676,3181
2240,2859,3678,3233
2590,2500,3665,3273
2448,2859,3678,3315
2129,3370,3718,3351
2553,2735,3801,3397
3178,1821,3886,3435
2605,2735,3985,3478
1661,4157,4089,3514
2605,2735,4230,3560
4244,266,4377,3600
2500,2859,4537,3641
-2205,9876,4682,3670
-3282,11871,4843,3707
2715,4368,4997,3743
10002,-3978,5150,3788
11144,-3676,5271,3820
6720,2424,5395,3854
2700,5418,5529,3881
1667,3853,5702,3919
1550,2817,5864,3949
886,4102,6008,3984
483,4908,6121,4013
781,4164,6253,4050
998,3659,6385,4074
833,4102,6498,4099
777,4345,6560,4110
990,4040,6621,4131
1138,3903,6684,4147
1146,4102,6744,4164
1174,4152,6751,4163
1250,4040,6744,4164
1285,4051,6736,4159
1302,4164,6744,4164
1309,4144,6718,4161
1250,4040,6682,4164
1127,3953,6640,4159
1042,3915,6621,4164
1014,3900,6592,4160
1042,3915,6560,4164
1081,3945,6500,4160
1146,3978,6437,4164
1245,3990,6363,4160
1354,4040,6315,4164
1437,4116,6259,4160
1511,4164,6192,4164
1579,4115,6089,4160
1615,4040,6008,4164
1593,4006,5941,4160
1563,4040,5885,4164
1573,4075,5792,4160
1615,4102,5702,4164
1631,4106,5623,4160
1615,4102,5579,4164
1599,4068,5519,4160
1615,4040,5456,4164
1644,4026,5381,4160
1667,4040,5334,4164
1670,4042,5291,4160
1667,4040,5272,4164
1662,4031,5243,4160
1667,4040,5211,4164
1669,4041,5147,4160
1667,4040,5088,4164
1661,4029,5038,4160
1667,4040,5027,4164
1672,4046,5022,4160
1667,4040,5027,4164
1654,4000,5017,4160
1667,3978,5027,4164
1699,3991,5047,4160
1719,4040,5088,4164
1697,4059,5101,4160
1667,4040,5088,4164
1656,3993,5045,4160
1667,3978,5027,4164
1668,3978,5022,4160
1667,3978,5027,4164
1680,3944,4998,4160
1719,3915,4966,4164
1754,3902,4945,4160
1771,3915,4966,4164
1770,3915,4977,4160
1771,3915,4966,4164
1770,3908,4922,4160
1771,3915,4905,4164
1764,3912,4903,4160
1771,3915,4905,4164
1773,3911,4871,4160
