II,V,ABP,RESP
1189,9988,8361,4492
1358,11176,9489,5087
1274,9807,8442,4492
1343,9266,7953,4181
1614,10170,8605,4492
1843,10653,8995,4678
1953,10170,8686,4492
2044,9842,8484,4369
2123,10170,8686,4492
2090,10444,8740,4567
1953,10351,8524,4492
1809,10256,8415,4441
1698,10351,8524,4492
1601,10386,8549,4518
1529,10351,8442,4492
1490,10444,8381,4474
1444,10715,8442,4492
1356,10911,8503,4497
1274,10896,8524,4492
1252,10747,8518,4487
1274,10715,8524,4492
1284,10863,8518,4487
1274,11078,8524,4492
1265,11124,8488,4487
1274,11078,8442,4492
1279,11040,8382,4487
1274,11078,8361,4492
1266,11077,8328,4487
1274,11078,8280,4492
1280,11066,8185,4487
1274,11078,8118,4492
1261,11054,8068,4487
1274,11078,8037,4492
1289,11095,7955,4487
1274,11078,7874,4492
1215,11013,7807,4487
1189,11078,7793,4492
1216,11219,7761,4487
1274,11259,7712,4492
1294,11111,7620,4487
1274,11078,7549,4492
1253,11260,7490,4487
1274,11441,7468,4492
1297,11359,7429,4487
1274,11259,7387,4492
1246,11346,7326,4487
1274,11623,7306,4492
1242,12029,7300,4487
1019,12712,7306,4492
811,13312,7267,4487
1019,13257,7225,4492
1625,12599,7170,4487
2293,12167,7144,4492
3138,11916,7123,4487
4671,10896,7144,4492
6571,8956,7153,4487
7473,7627,7144,4492
6571,7812,7088,4487
4756,8535,7062,4492
3396,8566,7058,4487
2718,8535,7062,4492
2060,9508,7016,4487
1189,11078,6981,4492
418,11801,6967,4487
-85,11441,6981,4492
-418,10909,6946,4487
-510,10896,6900,4492
-235,11068,6869,4487
255,11078,6900,4492
659,10973,6917,4487
934,11078,6900,4492
1195,11352,6840,4488
1444,11623,6819,4492
1576,11676,6817,4487
1614,11623,6819,4492
1640,11575,6771,4488
1698,11623,6738,4492
1743,11637,6726,4487
1783,11623,6738,4492
1797,11597,6702,4489
1783,11623,6657,4492
1753,11620,6627,4486
1783,11623,6657,4492
1875,11610,6671,4491
1953,11623,6657,4492
1959,11605,6600,4472
1953,11623,6575,4457
1989,11625,6569,4436
2038,11623,6575,4421
2046,11586,6536,4388
2038,11623,6494,4351
2040,11657,6466,4302
2038,11623,6494,4263
2016,11479,6507,4217
2038,11441,6494,4175
2122,11527,6436,4119
2208,11623,6413,4069
2217,11544,6407,4016
2208,11441,6413,3981
2259,11405,6369,3944
2378,11441,6332,3911
2482,11423,6308,3863
2548,11441,6332,3823
2586,11469,6333,3782
2633,11441,6332,3752
2697,11294,6332,3709
2803,11259,6413,3664
2910,11364,6545,3612
2972,11441,6738,3576
2991,11276,6946,3539
3057,11078,7225,3505
3189,11014,7558,3457
3312,11078,7955,3417
3360,11070,8313,3377
3397,11078,8605,3347
