II,V,ABP,RESP
4292,6840,4781,4102
4861,7679,5415,4646
4292,6733,4781,4102
3995,6299,4452,3818
4292,6840,4781,4102
4469,7146,4961,4272
4292,6840,4724,4102
4174,6640,4553,3990
4292,6840,4667,4102
4363,6966,4753,4171
4292,6840,4667,4102
4243,6753,4584,4056
4292,6840,4610,4102
4317,6893,4635,4126
4292,6840,4610,4102
4275,6798,4573,4086
4292,6840,4553,4102
4296,6872,4525,4107
4292,6840,4496,4102
4287,6794,4467,4098
4292,6840,4440,4102
4287,6913,4403,4098
4292,6840,4383,4102
4287,6474,4353,4098
4292,5985,4326,4102
4287,5585,4289,4098
4292,5379,4269,4102
4287,5279,4241,4098
4292,5273,4212,4102
4287,5347,4170,4098
4292,5486,4155,4102
4288,5577,4153,4098
4292,5593,4155,4102
4287,5529,4126,4098
4292,5451,4098,4102
4290,5394,4067,4098
4292,5451,4041,4102
4288,5639,4000,4098
4292,5949,3984,4102
4293,6287,3983,4098
4292,6591,3984,4102
4286,6775,3950,4098
4292,6805,3927,4102
4297,6670,3921,4098
4292,6448,3927,4102
4279,6207,3897,4098
4292,5985,3870,4102
4313,5758,3857,4098
4292,5522,3870,4102
4188,5297,3867,4098
4045,5130,3870,4102
3900,5021,3867,4098
3730,4916,3870,4102
3426,4701,3855,4098
2921,4311,3870,4102
2233,3777,3913,4098
1438,3206,3984,4102
576,2645,4032,4098
-292,2066,4098,4102
-1025,1431,4203,4098
-1438,784,4383,4102
-1516,164,4578,4098
-1438,-428,4781,4102
-1406,-1033,4966,4098
-1438,-1603,5179,4102
-1459,-2035,5415,4098
-1438,-2244,5692,4102
-1427,-2278,5956,4098
-1438,-2244,6204,4102
-1448,-2234,6422,4098
-1438,-2244,6659,4102
-1434,-2253,6894,4098
-1438,-2244,7115,4102
-1443,-2242,7287,4099
-1438,-2244,7456,4102
-1437,-2248,7610,4098
-1438,-2244,7741,4102
-1439,-2243,7807,4100
-1438,-2244,7855,4102
-1437,-2246,7889,4097
-1438,-2244,7912,4102
-1437,-2243,7871,4101
-1438,-2244,7798,4102
-1437,-2243,7706,4094
-1438,-2244,7627,4102
-1437,-2242,7522,4108
-1438,-2244,7399,4102
-1437,-2242,7253,4057
-1438,-2244,7115,4006
-1437,-2242,6951,3953
-1438,-2244,6773,3909
-1437,-2242,6581,3845
-1438,-2244,6432,3781
-1437,-2242,6294,3716
-1438,-2244,6147,3668
-1437,-2242,5960,3611
-1438,-2244,5806,3555
-1437,-2242,5684,3492
-1438,-2244,5578,3443
-1437,-2242,5428,3391
-1438,-2244,5293,3346
-1437,-2242,5192,3294
-1438,-2244,5123,3250
-1437,-2242,5012,3199
-1438,-2244,4895,3153
-1437,-2242,4788,3101
-1438,-2244,4724,3057
-1437,-2242,4658,3007
-1438,-2244,4610,2960
-1437,-2242,4570,2906
-1438,-2244,4553,2864
-1437,-2242,4522,2822
-1438,-2244,4496,2783
-1437,-2242,4463,2731
-1438,-2244,4440,2687
-1437,-2242,4402,2643
-1438,-2244,4383,2606
-1437,-2242,4372,2561
-1438,-2244,4383,2526
-1437,-2242,4380,2492
-1438,-2244,4383,2461
-1437,-2242,4377,2417
-1438,-2244,4383,2381
-1437,-2242,4378,2352
-1438,-2244,4383,2333
-1437,-2242,4379,2300
-1438,-2244,4383,2268
-1437,-2242,4376,2239
-1438,-2244,4383,2220
