II,V,PLETH,RESP
-100,119,512,206
-107,127,551,214
-98,110,492,181
-102,117,521,184
-101,117,526,177
-98,116,522,166
-95,114,520,155
-96,114,531,149
-96,115,543,144
-96,114,547,135
-95,113,549,126
-95,112,554,119
-97,110,557,112
-96,107,556,105
-96,105,555,97
-96,102,556,91
-96,100,556,85
-97,99,556,79
-96,98,555,72
-94,98,556,67
-91,99,556,61
-93,98,556,55
-100,96,556,50
-103,95,555,44
-82,100,556,38
-24,116,556,32
62,140,557,27
142,163,557,21
167,169,556,17
106,151,552,12
-28,112,547,7
-181,67,538,3
-289,36,531,-1
-314,29,523,-6
-266,44,519,-11
-186,69,515,-16
-119,91,516,-22
-87,102,515,-27
-85,104,517,-33
-94,103,516,-37
-100,102,517,-42
-99,102,515,-46
-95,104,517,-50
-94,103,515,-53
-95,102,517,-56
-97,100,516,-59
-99,99,517,-61
-99,99,516,-63
-100,99,517,-65
-102,99,516,-67
-101,100,517,-68
-101,100,516,-70
-99,101,517,-71
-96,101,516,-72
-97,101,516,-73
-97,102,516,-75
-98,102,516,-77
-99,102,516,-79
-101,102,516,-80
-102,102,516,-81
-103,101,516,-81
-103,101,516,-82
-103,100,516,-82
-103,98,516,-83
-103,96,516,-84
-103,95,516,-85
-103,94,516,-85
-103,93,516,-86
-104,93,516,-87
-104,93,514,-87
-104,93,511,-88
-104,93,506,-88
-104,92,500,-89
-104,92,492,-90
-105,92,486,-92
-105,92,480,-94
-105,92,478,-96
-104,92,476,-97
-104,92,476,-99
-103,92,476,-100
-102,93,477,-101
-100,93,476,-102
-98,92,477,-104
-96,91,476,-106
-99,90,477,-107
-107,92,475,-108
-125,96,476,-110
-145,102,475,-111
-160,105,477,-113
-160,103,479,-115
-145,93,487,-117
-119,78,494,-120
-97,62,504,-122
-87,48,508,-124
-97,37,510,-126
-117,26,506,-127
-141,13,499,-128
-161,-4,490,-129
-178,-25,483,-130
-191,-48,478,-132
-208,-73,476,-134
-230,-97,476,-136
-261,-124,476,-138
-300,-150,476,-139
-348,-178,476,-140
-401,-203,476,-140
-459,-232,479,-140
-514,-259,483,-140
-569,-291,491,-140
-619,-321,499,-140
-673,-355,507,-140
-729,-387,513,-139
-798,-429,516,-139
-870,-480,517,-138
-954,-552,518,-137
-1035,-635,516,-136
-1123,-736,517,-135
-1202,-834,516,-135
-1290,-938,517,-136
-1374,-1036,516,-136
-1473,-1147,517,-137
-1573,-1265,516,-136
-1692,-1407,517,-137
-1816,-1557,516,-136
-1957,-1721,517,-137
-2096,-1877,516,-136
-2240,-2029,517,-137
-2370,-2157,516,-136
-2493,-2266,517,-137
-2596,-2347,516,-137
-2686,-2407,517,-139
-2759,-2446,516,-140
-2824,-2474,517,-141
-2877,-2496,516,-142
-2924,-2518,517,-143
-2960,-2537,516,-143
-2982,-2552,517,-144
-2979,-2552,516,-143
-2943,-2530,516,-144
-2864,-2477,516,-145
-2745,-2391,516,-146
-2589,-2272,516,-146
-2409,-2127,516,-147
-2214,-1967,516,-148
-2015,-1798,516,-149
-1812,-1627,516,-149
-1606,-1455,516,-149
-1399,-1284,516,-149
-1196,-1115,516,-150
-1003,-949,516,-150
-829,-789,516,-151
-676,-637,516,-151
-545,-494,516,-152
-431,-360,516,-152
-328,-235,516,-153
-231,-117,516,-153
-138,-8,518,-154
-47,94,517,-154
39,187,517,-156
120,272,512,-156
194,347,508,-158
264,414,499,-160
325,469,491,-162
382,517,483,-163
431,552,480,-165
476,580,476,-166
513,598,477,-167
545,613,475,-168
571,623,477,-170
595,633,476,-172
616,640,477,-175
636,649,476,-177
657,658,477,-181
678,668,476,-184
701,680,477,-187
725,691,476,-189
751,703,477,-192
777,715,476,-194
803,728,477,-197
829,741,476,-200
855,755,477,-204
880,769,476,-207
906,783,477,-209
931,795,476,-211
959,807,476,-213
987,818,476,-214
1018,831,476,-216
1050,844,476,-217
1085,860,476,-219
1119,875,476,-220
1157,891,476,-221
1193,906,476,-221
1234,922,477,-220
1272,936,476,-219
1317,953,477,-219
1361,969,476,-218
1412,986,477,-218
1464,1002,476,-218
1524,1020,477,-218
1580,1035,476,-218
1642,1054,477,-218
1698,1069,476,-217
1754,1088,477,-217
1803,1104,476,-216
1852,1124,477,-216
1892,1141,476,-215
1934,1160,477,-215
1965,1173,476,-215
1993,1187,477,-216
2007,1193,476,-216
2021,1200,477,-217
2021,1200,475,-217
2014,1200,477,-218
1985,1190,475,-218
1951,1178,478,-218
1917,1162,480,-218
1910,1154,486,-219
1926,1148,492,-220
1951,1146,500,-222
1932,1126,506,-223
1837,1082,512,-225
1650,1006,514,-225
1417,914,516,-226
1195,824,516,-227
1043,755,516,-228
969,709,516,-229
948,682,516,-230
932,657,516,-231
892,626,516,-232
821,584,516,-232
736,540,516,-233
653,495,516,-234
583,457,516,-235
520,421,516,-236
463,389,516,-237
406,359,516,-237
354,333,516,-237
307,310,516,-237
266,292,516,-238
227,276,516,-238
194,264,517,-239
160,252,516,-239
134,243,517,-240
108,235,516,-240
89,230,518,-241
71,225,516,-241
56,222,515,-241
