II,V,PLETH,ABP
-494,57,1394,3445
-541,126,1413,3721
-494,180,1141,3349
-526,224,1137,3564
-531,253,1061,3642
-524,259,960,3659
-514,254,861,3716
-512,249,802,3874
-503,247,747,4081
-481,252,679,4271
-452,269,614,4491
-423,302,569,4755
-390,343,531,5037
-347,380,488,5294
-298,402,449,5556
-245,399,421,5836
-186,364,396,6125
-127,301,371,6408
-75,229,348,6689
-36,166,332,6959
-7,127,314,7189
16,115,297,7369
34,123,282,7504
51,139,266,7584
65,149,250,7628
73,146,232,7627
72,131,212,7601
61,111,189,7539
41,88,163,7460
20,60,136,7350
2,25,106,7239
-12,-26,77,7111
-20,-91,45,7000
-23,-164,16,6877
-28,-231,-16,6779
-38,-281,-45,6666
-53,-309,-77,6578
-70,-317,-107,6463
-83,-312,-141,6375
-90,-299,-174,6261
-87,-283,-211,6183
-75,-267,-248,6081
-60,-261,-289,6022
-46,-265,-328,5935
-33,-282,-372,5886
-15,-296,-417,5801
15,-287,-472,5742
57,-235,-533,5643
113,-139,-606,5565
175,-17,-685,5452
235,95,-766,5361
287,160,-840,5243
329,160,-908,5150
362,103,-967,5036
383,17,-1023,4941
392,-66,-1074,4824
385,-128,-1127,4717
364,-171,-1180,4593
330,-209,-1234,4479
288,-257,-1285,4358
243,-317,-1335,4257
199,-381,-1383,4162
165,-429,-1432,4093
140,-446,-1477,4032
138,-437,-1524,3996
142,-402,-1568,3966
161,-370,-1615,3957
162,-342,-1659,3952
152,-336,-1707,3971
104,-331,-1751,3994
34,-325,-1800,4041
-55,-304,-1848,4087
-148,-275,-1902,4152
-227,-247,-1955,4205
-294,-232,-2015,4272
-336,-235,-2072,4318
-368,-232,-2135,4379
-384,-201,-2194,4416
-382,-116,-2257,4472
-324,4,-2312,4504
-166,114,-2370,4557
162,129,-2417,4582
696,-23,-2463,4625
1447,-378,-2495,4635
2353,-906,-2523,4662
3308,-1515,-2534,4655
4161,-2095,-2536,4666
4772,-2539,-2516,4648
5021,-2785,-2484,4645
4856,-2817,-2430,4617
4297,-2652,-2363,4602
3444,-2330,-2279,4566
2445,-1894,-2180,4544
1463,-1391,-2056,4506
627,-875,-1917,4481
3,-397,-1770,4445
-416,2,-1633,4421
-681,302,-1511,4388
-855,502,-1412,4364
-977,619,-1325,4329
-1070,664,-1230,4300
-1128,647,-1101,4262
-1158,576,-939,4231
-1157,466,-748,4196
-1151,358,-540,4169
-1138,285,-327,4139
-1132,286,-119,4117
-1123,350,78,4090
-1110,443,267,4070
-1092,512,448,4041
-1064,510,617,4018
-1040,433,772,3986
-1013,306,913,3963
-994,190,1043,3930
-975,127,1160,3910
-956,140,1263,3881
-938,207,1353,3867
-915,283,1429,3839
-893,324,1494,3828
-867,305,1547,3799
-845,245,1591,3790
-820,172,1625,3760
-803,133,1648,3752
-783,138,1660,3721
-770,188,1661,3718
-756,253,1654,3690
-750,309,1640,3691
-740,336,1620,3668
-737,334,1596,3675
-727,301,1567,3656
-716,252,1533,3665
-694,190,1494,3648
-670,135,1452,3656
-639,92,1404,3643
-614,73,1353,3652
-594,80,1295,3646
-587,109,1234,3665
-586,159,1166,3679
-592,227,1097,3724
-597,308,1024,3780
-600,397,951,3878
-598,481,874,3998
-592,548,797,4160
-581,596,718,4340
-567,633,639,4550
-550,679,556,4770
-532,755,470,5016
-508,866,379,5275
-476,996,285,5569
-433,1113,191,5881
-379,1176,107,6221
-317,1155,39,6557
-253,1045,-12,6889
-190,861,-49,7176
-131,640,-76,7431
-77,423,-97,7621
-27,243,-116,7778
20,115,-135,7873
62,42,-151,7946
100,11,-164,7963
129,7,-173,7964
151,15,-179,7908
158,25,-182,7846
153,33,-183,7737
135,39,-183,7643
113,40,-183,7518
91,35,-185,7426
74,20,-188,7305
61,-2,-194,7217
53,-32,-203,7095
43,-59,-215,7003
32,-85,-228,6883
19,-97,-243,6797
9,-100,-258,6695
4,-85,-276,6631
3,-61,-296,6552
6,-32,-321,6504
8,-16,-350,6435
8,-21,-384,6386
7,-51,-419,6312
6,-100,-457,6250
10,-150,-495,6165
25,-188,-534,6091
53,-205,-574,6001
95,-196,-616,5923
147,-163,-658,5832
204,-107,-703,5750
261,-34,-749,5650
313,43,-799,5550
355,111,-848,5427
387,159,-900,5301
409,183,-951,5157
418,188,-1005,5020
416,184,-1058,4877
401,178,-1114,4755
375,169,-1162,4633
337,150,-1208,4538
288,114,-1242,4439
233,61,-1272,4366
177,3,-1291,4286
