II,V,ABP
-593,6650,3636
-603,7411,4082
-396,6399,3545
-230,5868,3243
-198,6273,3454
-161,6441,3565
0,6023,3363
200,5746,3200
297,5897,3227
285,5974,3216
297,5772,3090
390,5603,2998
495,5646,2999
545,5669,2983
593,5521,2909
693,5323,2827
791,5270,2772
808,5343,2724
791,5395,2681
847,5338,2638
989,5270,2590
1120,5267,2534
1187,5270,2500
1225,5153,2474
1286,5019,2454
1352,4980,2409
1385,5019,2363
1380,4987,2324
1385,4893,2318
1427,4806,2317
1484,4768,2318
1502,4711,2306
1484,4642,2318
1466,4570,2348
1484,4517,2409
1501,4451,2481
1484,4391,2590
1427,4292,2730
1385,4140,2909
1377,3963,3087
1385,3890,3272
1354,3901,3449
1286,3890,3636
1211,3761,3802
1187,3639,3954
1216,3605,4083
1286,3639,4226
1345,3633,4366
1385,3639,4499
1411,3687,4606
1484,3764,4726
1639,3805,4858
1879,3890,4999
2112,4052,5113
2275,4266,5226
2392,4444,5336
2571,4642,5453
2796,4884,5546
2967,5144,5635
3047,5340,5720
3165,5521,5817
3369,5712,5891
3560,5897,5953
3628,5987,5996
3659,6023,6044
3748,6060,6072
3857,6148,6090
3879,6225,6083
3857,6273,6090
3878,6276,6090
3956,6273,6090
4015,6263,6063
4055,6273,6044
4100,6275,6021
4154,6273,5999
4166,6258,5948
4154,6273,5908
4143,6287,5877
4154,6273,5862
4154,6202,5820
4154,6148,5772
4148,6130,5716
4154,6148,5681
4151,6144,5634
4154,6148,5590
4150,6150,5535
4154,6148,5499
4149,6088,5453
4154,6023,5408
4151,5989,5337
4154,6023,5272
4148,6043,5197
4154,6023,5135
4158,5947,5061
4154,5897,4999
4083,5878,4926
3956,5897,4863
3844,5897,4786
3857,5897,4726
3936,5887,4656
3956,5897,4590
3877,5893,4507
3857,5897,4454
3953,5889,4416
4055,5897,4408
4027,5892,4393
3956,5897,4408
3936,5890,4450
3956,5897,4545
3941,5891,4659
3956,5897,4817
4021,5891,4989
4055,5897,5181
3961,5891,5356
3857,5897,5544
3862,5892,5725
3956,5897,5908
3990,5890,6052
3956,5897,6181
3926,5893,6277
3956,5897,6362
3977,5888,6423
3956,5897,6499
3896,5896,6570
3857,5897,6635
3844,5882,6659
3857,5897,6680
3857,5909,6700
3857,5897,6726
3850,5827,6715
3857,5772,6680
3852,5753,6615
3857,5772,6544
3854,5769,6451
