II,V,PLETH,ABP
27,-1279,2184,10019
-33,-1717,2936,13639
-7,-1765,3016,14113
120,-1659,2824,13194
192,-1627,2770,12866
130,-1671,2861,13284
77,-1697,2936,13593
150,-1677,2952,13395
249,-1660,3015,13139
249,-1674,3162,13184
231,-1704,3325,13360
332,-1721,3425,13307
504,-1732,3495,13115
591,-1745,3583,13046
570,-1759,3684,13124
557,-1761,3740,13095
612,-1767,3772,12950
668,-1782,3819,12846
660,-1792,3883,12842
621,-1779,3917,12787
612,-1764,3932,12672
619,-1762,3959,12559
579,-1762,4006,12509
506,-1739,4026,12413
481,-1720,4020,12317
494,-1714,4002,12208
441,-1710,4002,12136
330,-1696,3994,12027
315,-1701,3967,11932
408,-1721,3921,11817
399,-1718,3895,11733
212,-1675,3877,11622
65,-1648,3845,11531
104,-1664,3781,11418
150,-1686,3731,11331
38,-1666,3698,11217
-86,-1642,3662,11131
-68,-1644,3585,11026
-48,-1655,3517,10952
-171,-1632,3472,10860
-285,-1607,3438,10802
-235,-1607,3371,10736
-165,-1621,3307,10710
-250,-1608,3265,10673
-354,-1594,3239,10674
-304,-1602,3181,10660
-199,-1621,3117,10674
-217,-1616,3066,10660
-296,-1600,3040,10671
-300,-1598,2993,10666
-268,-1609,2938,10694
-310,-1607,2884,10704
-357,-1599,2862,10744
-310,-1596,2839,10770
-227,-1614,2819,10827
-212,-1646,2792,10862
-186,-1709,2791,10917
20,-1800,2796,10949
380,-1895,2805,11008
671,-1926,2795,11050
775,-1870,2801,11119
869,-1766,2821,11165
1182,-1678,2870,11231
1618,-1577,2908,11273
1774,-1379,2948,11342
1421,-1070,2992,11389
839,-788,3071,11455
567,-682,3147,11490
851,-785,3211,11538
1466,-998,3264,11559
1995,-1236,3368,11603
2174,-1435,3497,11621
1962,-1556,3612,11649
1466,-1561,3687,11640
833,-1477,3806,11642
193,-1361,3968,11621
-344,-1275,4115,11622
-667,-1249,4198,11595
-740,-1294,4310,11580
-687,-1369,4477,11534
-698,-1429,4641,11509
-778,-1456,4725,11466
-768,-1491,4821,11446
-655,-1537,4978,11397
-629,-1559,5145,11362
-750,-1538,5231,11296
-814,-1526,5308,11249
-718,-1545,5434,11179
-654,-1564,5582,11139
-747,-1549,5658,11083
-812,-1539,5714,11047
-712,-1558,5801,10983
-637,-1576,5921,10940
-744,-1554,5989,10879
-842,-1536,6029,10845
-761,-1553,6076,10791
-679,-1577,6154,10767
-774,-1562,6199,10722
-874,-1541,6221,10694
-793,-1550,6234,10636
-697,-1572,6275,10606
-779,-1565,6303,10567
-894,-1552,6315,10559
-835,-1560,6299,10524
-729,-1581,6305,10516
-774,-1576,6314,10496
-892,-1562,6316,10510
-895,-1563,6270,10499
-839,-1580,6205,10510
-871,-1579,6128,10508
-958,-1569,6064,10546
-964,-1565,5980,10570
-923,-1579,5891,10615
-952,-1587,5798,10634
-1044,-1583,5734,10688
-1085,-1573,5659,10734
-1062,-1578,5567,10814
-1064,-1585,5449,10868
-1145,-1583,5363,10944
-1242,-1566,5283,11007
-1284,-1559,5188,11114
-1281,-1561,5050,11211
-1303,-1563,4942,11336
-1351,-1550,4863,11441
-1373,-1547,4777,11582
-1363,-1552,4635,11706
-1394,-1549,4514,11849
-1460,-1525,4434,11954
-1461,-1514,4364,12076
-1384,-1525,4234,12176
-1362,-1535,4111,12294
-1429,-1517,4029,12371
-1433,-1507,3979,12456
-1309,-1517,3884,12516
-1229,-1526,3788,12610
-1273,-1510,3723,12681
-1259,-1509,3704,12766
-1081,-1534,3662,12817
-935,-1554,3613,12890
-948,-1537,3575,12942
-935,-1531,3581,13020
-754,-1559,3582,13068
-609,-1586,3577,13136
-658,-1568,3563,13178
-709,-1550,3587,13240
-584,-1564,3622,13266
-473,-1585,3663,13303
-553,-1570,3682,13304
-644,-1554,3721,13322
-539,-1567,3776,13305
-400,-1590,3846,13300
-435,-1582,3891,13257
-513,-1574,3939,13235
-421,-1594,3993,13190
-259,-1629,4067,13171
-223,-1636,4123,13121
-258,-1633,4172,13086
-203,-1646,4215,13018
-110,-1671,4273,12970
-98,-1677,4317,12890
-118,-1677,4356,12825
-53,-1685,4381,12731
29,-1703,4418,12665
1,-1701,4450,12579
-98,-1686,4482,12513
-114,-1676,4491,12411
-26,-1684,4494,12325
33,-1685,4488,12211
-41,-1665,4490,12123
-184,-1630,4480,12010
-267,-1617,4461,11923
-249,-1626,4430,11813
-215,-1640,4418,11724
-230,-1634,4400,11603
-278,-1623,4361,11503
-330,-1613,4289,11384
-402,-1604,4236,11300
-464,-1591,4196,11201
-443,-1595,4148,11127
-391,-1609,4065,11025
-468,-1608,4004,10944
-656,-1579,3967,10844
-722,-1565,3924,10785
-606,-1576,3830,10719
-562,-1584,3744,10687
-724,-1556,3689,10633
-855,-1537,3642,10610
-774,-1547,3550,10575
-673,-1563,3465,10579
-739,-1550,3412,10566
-801,-1542,3378,10580
-699,-1558,3299,10568
-618,-1573,3210,10579
-708,-1556,3144,10567
-757,-1548,3113,10587
-623,-1568,3057,10594
-551,-1583,2985,10631
-725,-1554,2919,10643
-869,-1535,2898,10674
-722,-1573,2875,10685
-465,-1656,2841,10724
-306,-1742,2795,10747
-94,-1834,2793,10793
284,-1904,2812,10816
569,-1895,2825,10859
627,-1791,2801,10881
794,-1680,2807,10927
1292,-1596,2875,10951
1694,-1465,3008,10990
1491,-1205,3139,11003
871,-906,3268,11036
517,-734,3397,11046
760,-778,3552,11070
1347,-969,3685,11057
1869,-1210,3795,11058
2129,-1424,3891,11035
2074,-1574,4030,11033
1671,-1610,4180,11006
961,-1530,4312,10994
176,-1390,4406,10958
-389,-1294,4535,10941
-628,-1282,4693,10898
-695,-1325,4841,10872
-740,-1371,4930,10826
-752,-1423,5038,10806
