II,V,PLETH,RESP
2806,2975,6216,3702
2729,3504,7173,4168
1988,3240,6530,3637
1847,3066,6254,3340
2338,3240,6806,3557
2608,3352,7183,3671
2455,3240,7042,3476
2383,3129,6950,3335
2572,3134,7160,3396
2655,3112,7299,3419
2455,3028,7239,3315
2224,2985,7201,3233
2222,3028,7278,3235
2428,3084,7301,3219
2689,3134,7239,3155
2847,3174,7180,3092
2806,3187,7160,3058
2581,3155,7113,3020
2338,3134,7042,2977
2276,3151,6963,2936
2455,3187,6884,2897
2708,3206,6784,2853
2806,3240,6688,2817
2691,3291,6581,2775
2572,3346,6491,2736
2628,3370,6391,2686
2806,3399,6294,2639
2890,3448,6175,2588
2806,3506,6058,2543
2628,3518,5921,2493
2455,3506,5783,2446
2277,3506,5632,2391
2105,3559,5508,2334
2014,3623,5387,2272
2105,3665,5272,2221
2309,3651,5127,2173
2455,3612,4996,2124
2430,3570,4881,2066
2338,3559,4799,2012
2328,3558,4703,1958
2455,3559,4603,1899
2637,3535,4490,1825
2806,3506,4406,1754
2904,3471,4335,1689
2923,3453,4288,1626
2894,3427,4229,1547
2923,3399,4170,1465
3034,3363,4100,1382
3157,3346,4052,1304
3186,3326,4008,1215
3157,3293,3973,1127
3168,3247,3925,1042
3274,3240,3895,966
3375,3267,3870,881
3391,3293,3855,789
3354,3270,3818,694
3391,3240,3777,612
3487,3231,3728,533
3508,3240,3698,451
3361,3206,3670,364
3157,3134,3659,290
3006,3056,3641,221
2923,3028,3619,145
2875,3026,3576,59
2923,3028,3541,0
3059,3001,3512,-14
3157,2975,3501,0
3082,2945,3480,6
2923,2921,3462,0
2847,2886,3437,-5
2923,2868,3423,0
3046,2863,3399,2
3157,2868,3383,0
3227,2863,3371,-2
3274,2868,3383,0
3242,2873,3389,1
3157,2868,3383,0
3096,2851,3356,-1
3157,2868,3344,0
3297,2923,3342,0
3391,2975,3344,0
3321,2964,3322,0
3157,2921,3305,0
3069,2911,3297,0
3157,2975,3305,0
3280,3058,3290,0
3274,3134,3265,0
3203,3230,3236,0
3391,3399,3226,0
4025,3532,3209,0
5028,3453,3187,0
6179,3100,3156,0
7249,2656,3147,0
7803,2288,3147,0
7366,2018,3147,0
5928,1762,3126,0
4209,1540,3108,0
3017,1396,3087,0
2572,1328,3069,0
2506,1273,3039,0
2455,1275,3029,0
2305,1408,3029,0
2105,1700,3029,0
1891,2051,2992,0
1754,2390,2950,0
1751,2689,2918,0
1871,2975,2911,0
2003,3206,2891,0
2105,3346,2872,0
2198,3383,2856,0
2338,3399,2872,0
2459,3441,2888,0
2455,3506,2911,0
2285,3525,2930,0
2105,3506,2990,0
2038,3486,3085,0
2105,3506,3226,0
2179,3523,3372,0
2222,3506,3541,0
2254,3446,3719,0
2338,3399,3934,0
2490,3387,4160,0
2689,3399,4406,0
2821,3386,4641,0
2806,3346,4878,0
2699,3299,5093,0
2689,3293,5311,0
2819,3315,5519,0
2923,3346,5744,0
2815,3349,5959,0
2572,3346,6176,0
2413,3354,6374,0
2455,3399,6570,0
2590,3454,6738,0
2689,3506,6884,0
2730,3532,6988,0
2806,3559,7081,0
2933,3583,7159,0
3040,3612,7239,0
3026,3616,7286,0
2923,3612,7317,0
2850,3601,7319,0
2923,3612,7317,0
3106,3635,7296,-1
3274,3665,7278,0
3291,3658,7240,0
3157,3612,7199,0
2953,3541,7136,-2
2806,3506,7081,0
2764,3503,7018,2
2806,3506,6963,0
2829,3461,6885,-4
2806,3399,6806,0
2801,3351,6706,5
2923,3346,6609,0
3101,3348,6489,-12
3157,3346,6373,0
3004,3336,6246,51
2806,3346,6137,129
2733,3354,6018,203
2806,3346,5901,274
2918,3296,5759,354
3040,3240,5626,451
3138,3196,5492,544
3157,3187,5390,628
3048,3184,5286,704
2923,3187,5193,789
2878,3182,5086,878
2923,3187,4996,966
2969,3185,4907,1044
3040,3187,4839,1127
3146,3198,4768,1210
3274,3240,4721,1288
3357,3283,4674,1351
3391,3293,4642,1416
3328,3245,4596,1488
3157,3187,4563,1561
2961,3165,4532,1619
2923,3187,4524,1674
3043,3186,4505,1729
3157,3134,4485,1786
3173,3066,4452,1834
3274,3081,4445,1883
3633,3194,4444,1933
4209,3346,4445,1980
4845,3411,4420,2011
5612,3346,4406,2044
6664,3166,4399,2083
7834,2921,4406,2124
8453,2587,4388,2150
7951,2178,4367,2173
6507,1782,4339,2199
5028,1540,4327,2237
4239,1419,4305,2265
4092,1275,4288,2285
4031,1045,4263,2297
3741,903,4249,2318
3306,992,4224,2339
2923,1275,4209,2366
2641,1591,4187,2382
2455,1912,4170,2398
2320,2257,4143,2409
2222,2603,4131,2430
2203,2857,4113,2452
2338,3028,4091,2479
2491,3147,4045,2493
2455,3240,4013,2511
2285,3291,3988,2528
2338,3346,3973,2559
2677,3408,3934,2590
2923,3453,3895,2623
2733,3448,3850,2646
2338,3453,3816,2672
2106,3483,3769,2697
2105,3506,3737,2736
2149,3476,3709,2775
2222,3453,3698,2817
2352,3470,3672,2847
2455,3506,3659,2881
2408,3505,3647,2910
2338,3506,3659,2945
2405,3545,3666,2973
2572,3612,3698,3010
2673,3632,3743,3045
2689,3612,3816,3090
2656,3591,3885,3128
2572,3612,3973,3171
2458,3640,4072,3207
2455,3665,4209,3251
2578,3681,4357,3288
2689,3718,4524,3332
2720,3768,4688,3368
2806,3824,4878,3412
2933,3841,5081,3449
2923,3824,5311,3492
2799,3801,5518,3529
2923,3824,5704,3573
3377,3852,5866,3609
3741,3824,6058,3653
3660,3716,6255,3691
3391,3612,6412,3734
