II,V,PLETH,RESP
-308,-434,359,-182
-329,-456,386,-194
-276,-408,345,-169
-301,-400,365,-173
-311,-387,368,-164
-334,-338,363,-151
-372,-278,358,-136
-417,-188,361,-127
-414,-72,364,-119
-287,34,362,-111
45,22,360,-105
655,-267,361,-102
1595,-984,363,-100
2874,-2225,362,-96
4424,-3963,361,-89
6106,-6049,362,-81
7712,-8235,362,-72
8989,-10250,362,-61
9691,-11851,361,-50
9667,-12861,362,-42
8909,-13172,362,-33
7571,-12764,361,-25
5909,-11691,362,-16
4211,-10099,361,-6
2705,-8204,362,4
1519,-6249,361,16
662,-4429,362,30
79,-2869,361,43
-319,-1602,362,60
-600,-616,361,79
-819,140,362,102
-993,697,361,124
-1133,1088,362,149
-1232,1332,361,175
-1301,1471,362,201
-1353,1545,361,225
-1394,1583,362,249
-1446,1622,361,270
-1485,1642,362,291
-1545,1684,361,306
-1567,1681,362,321
-1604,1701,361,335
-1599,1668,362,351
-1604,1675,361,366
-1586,1648,362,383
-1576,1663,361,398
-1563,1663,362,412
-1555,1686,361,423
-1550,1692,362,433
-1540,1690,361,442
-1523,1663,362,450
-1490,1621,361,456
-1447,1564,362,461
-1393,1501,361,464
-1342,1445,362,466
-1297,1401,361,467
-1267,1376,362,466
-1248,1361,361,464
-1239,1358,362,461
-1233,1357,361,456
-1227,1358,362,450
-1219,1357,361,441
-1214,1358,362,433
-1216,1358,361,425
-1225,1357,362,417
-1236,1347,361,410
-1238,1328,362,404
-1224,1297,361,399
-1187,1257,362,396
-1135,1211,361,391
-1069,1165,362,387
-1005,1122,361,383
-942,1085,362,379
-887,1050,361,374
-827,1022,362,372
-767,1003,361,368
-694,994,362,367
-618,992,361,364
-529,992,362,362
-439,986,361,357
-333,965,362,356
-221,921,361,353
-87,859,362,357
61,783,361,360
232,705,362,367
414,630,361,372
610,569,362,379
813,516,361,383
1018,466,362,389
1221,397,361,393
1418,309,362,401
1608,195,361,407
1785,74,362,417
1953,-48,361,427
2111,-150,362,438
2265,-233,361,449
2406,-297,362,462
2531,-354,361,474
2627,-401,362,488
2695,-439,361,502
2726,-464,362,516
2721,-480,361,528
2680,-481,362,540
2610,-473,361,549
2502,-454,362,560
2360,-429,361,570
2182,-392,362,584
1979,-347,361,597
1750,-293,362,611
1503,-231,361,624
1239,-159,362,639
966,-77,361,651
687,16,362,667
415,110,361,682
164,201,362,701
-56,279,361,716
-239,340,362,733
-387,384,361,747
-505,419,362,763
-608,451,361,774
-699,485,362,789
-789,521,361,801
-872,555,362,819
-947,582,361,832
-998,595,362,850
-1028,592,361,863
-1027,573,362,880
-1016,543,361,890
-995,508,362,906
-985,478,361,919
-982,456,362,940
-994,443,361,959
-1005,438,362,984
-1013,438,361,1007
-1008,438,362,1034
-992,438,361,1057
-967,439,362,1083
-939,443,361,1107
-918,453,362,1134
-910,466,361,1159
-918,482,362,1187
