II,V,PLETH,ABP
-1,-26,-1820,5123
-113,-9,-1868,5508
-197,25,-1540,4905
-242,54,-1546,5195
-244,93,-1451,5241
-140,102,-1320,5176
60,77,-1188,5112
367,-11,-1098,5157
769,-149,-1002,5207
1253,-317,-875,5185
1759,-461,-732,5163
2207,-513,-600,5190
2511,-411,-473,5225
2585,-114,-349,5218
2364,376,-245,5211
1839,1015,-169,5222
1068,1725,-108,5232
147,2416,-54,5230
-831,3015,-4,5234
-1786,3478,38,5252
-2651,3788,81,5261
-3373,3956,117,5260
-3894,3996,148,5259
-4161,3924,176,5247
-4143,3738,200,5240
-3851,3432,222,5226
-3337,2995,241,5225
-2682,2435,257,5217
-1983,1787,268,5226
-1325,1116,278,5225
-772,502,282,5244
-360,17,285,5254
-92,-311,284,5286
50,-488,282,5302
110,-562,275,5341
118,-578,267,5358
107,-580,253,5399
82,-587,239,5421
51,-596,220,5476
17,-613,200,5512
-22,-621,175,5587
-44,-635,148,5638
-64,-638,117,5722
-52,-650,83,5772
-42,-648,46,5846
-13,-655,7,5879
-11,-651,-34,5925
-19,-657,-73,5928
-66,-656,-113,5939
-122,-665,-152,5908
-186,-670,-191,5883
-228,-680,-229,5825
-248,-691,-269,5772
-249,-704,-309,5691
-244,-721,-349,5616
-251,-742,-388,5521
-279,-768,-425,5435
-322,-799,-459,5338
-372,-835,-491,5257
-415,-873,-521,5177
-437,-912,-548,5115
-430,-948,-574,5049
-392,-979,-597,4994
-318,-1004,-619,4936
-208,-1019,-637,4889
-69,-1024,-653,4839
86,-1017,-666,4808
245,-997,-675,4782
387,-965,-682,4778
502,-916,-684,4768
588,-854,-685,4774
653,-779,-683,4769
703,-695,-680,4778
747,-602,-675,4769
781,-508,-670,4778
791,-416,-664,4768
766,-333,-659,4780
704,-258,-651,4768
612,-199,-645,4780
513,-155,-636,4767
425,-127,-628,4783
362,-107,-616,4774
319,-98,-608,4801
287,-91,-597,4801
251,-90,-591,4840
204,-85,-583,4850
140,-83,-580,4896
71,-80,-575,4915
0,-80,-573,4966
-62,-76,-567,4993
-100,-75,-563,5044
-108,-70,-557,5070
-85,-66,-553,5114
-45,-58,-549,5135
-4,-53,-549,5171
12,-49,-549,5190
-5,-50,-553,5226
-51,-51,-555,5254
-106,-53,-559,5299
-160,-55,-560,5339
-198,-58,-561,5391
-226,-60,-560,5436
-254,-63,-558,5485
-289,-64,-554,5521
-335,-63,-549,5558
-388,-57,-544,5585
-435,-47,-539,5616
-461,-30,-532,5641
-455,-4,-526,5672
-413,33,-518,5690
-339,80,-511,5709
-249,135,-503,5711
-162,194,-497,5714
-88,250,-493,5698
-26,293,-491,5691
37,308,-491,5670
108,283,-495,5662
194,207,-500,5633
277,84,-506,5619
335,-72,-514,5577
346,-234,-523,5549
311,-375,-533,5485
236,-477,-542,5435
155,-535,-551,5350
87,-559,-557,5289
53,-560,-561,5196
46,-549,-561,5137
69,-531,-557,5055
101,-506,-547,5008
137,-474,-531,4935
158,-434,-509,4893
154,-387,-480,4831
99,-333,-443,4801
-5,-274,-399,4755
-149,-214,-344,4739
-307,-158,-280,4712
-443,-112,-206,4707
-533,-79,-124,4684
-571,-60,-35,4679
-582,-55,60,4664
-580,-56,161,4665
-591,-61,265,4656
-619,-60,375,4660
-650,-60,489,4656
-671,-51,606,4663
-665,-43,725,4664
-644,-30,844,4678
-607,-19,960,4692
-586,2,1073,4719
-567,30,1180,4741
-541,65,1285,4773
-464,89,1383,4799
-305,84,1479,4831
-36,26,1568,4848
343,-91,1655,4868
805,-246,1732,4868
1310,-401,1808,4874
1796,-481,1873,4855
2188,-425,1937,4849
2401,-178,1992,4826
2365,266,2047,4821
2041,878,2090,4790
1444,1581,2134,4776
639,2287,2165,4733
-285,2912,2196,4710
-1238,3404,2213,4656
-2142,3737,2234,4629
-2923,3921,2242,4578
-3525,3970,2255,4561
-3891,3907,2258,4521
-3990,3736,2267,4519
-3819,3454,2265,4501
-3429,3050,2269,4518
-2882,2525,2263,4515
-2264,1904,2261,4536
-1643,1245,2248,4537
-1084,622,2239,4554
-621,109,2221,4552
-275,-256,2206,4570
-55,-468,2184,4580
59,-572,2164,4609
85,-608,2137,4629
67,-628,2113,4660
27,-641,2086,4678
10,-658,2065,4701
10,-670,2044,4714
38,-676,2029,4734
68,-678,2012,4750
82,-678,1992,4774
60,-682,1964,4791
7,-686,1930,4811
-56,-693,1890,4819
-112,-697,1849,4829
-133,-704,1806,4827
-119,-711,1767,4831
-85,-722,1727,4827
-57,-733,1690,4833
-57,-742,1651,4826
-100,-751,1616,4833
-187,-759,1577,4827
-290,-773,1543,4837
-387,-789,1504,4827
-451,-813,1470,4832
-470,-840,1430,4811
-441,-870,1397,4803
-379,-899,1359,4762
-296,-931,1329,4739
-203,-963,1292,4684
-104,-998,1262,4654
-3,-1030,1218,4591
105,-1058,1177,4557
214,-1072,1122,4494
324,-1072,1074,4460
432,-1051,1022,4402
534,-1015,984,4374
622,-961,946,4325
694,-896,921,4306
750,-818,893,4277
782,-733,872,4278
783,-640,847,4269
755,-544,827,4287
697,-448,805,4305
618,-358,788,4348
538,-275,770,4389
475,-203,756,4454
442,-141,741,4522
434,-92,729,4607
444,-57,715,4684
450,-36,703,4770
438,-27,690,4846
405,-27,677,4926
352,-27,663,4993
284,-26,648,5071
213,-20,631,5149
147,-13,610,5246
92,-9,584,5338
52,-9,553,5447
29,-13,517,5542
19,-19,475,5642
12,-24,429,5712
9,-26,377,5785
8,-25,322,5830
14,-21,262,5889
32,-18,200,5922
69,-16,135,5976
107,-15,70,6005
147,-17,2,6056
170,-20,-66,6074
178,-26,-137,6113
161,-29,-207,6116
136,-34,-279,6147
103,-35,-348,6145
74,-36,-416,6172
51,-31,-480,6166
46,-22,-541,6182
57,-3,-597,6167
87,28,-648,6169
128,76,-696,6139
172,140,-740,6126
212,217,-781,6091
252,294,-818,6073
307,353,-851,6035
387,375,-880,6011
503,343,-905,5972
647,252,-926,5938
794,113,-944,5873
910,-52,-959,5799
973,-214,-971,5696
969,-349,-979,5584
906,-443,-986,5452
804,-496,-990,5328
689,-516,-991,5205
577,-515,-988,5098
482,-504,-981,4985
405,-487,-970,4882
339,-464,-956,4775
272,-435,-937,4682
203,-397,-915,4585
120,-352,-890,4512
22,-301,-861,4444
-85,-249,-827,4405
-197,-198,-787,4361
-301,-154,-743,4345
-390,-116,-699,4324
-438,-91,-660,4335
-458,-77,-627,4331
-437,-76,-600,4365
-414,-85,-572,4388
-391,-94,-538,4448
-403,-106,-491,4485
-436,-101,-431,4554
-489,-98,-360,4591
-549,-80,-284,4653
-599,-73,-205,4676
-652,-54,-128,4724
-693,-39,-51,4740
-734,-4,23,4782
-732,29,98,4797
-679,58,171,4836
-537,47,245,4853
-298,-17,315,4891
50,-144,385,4911
490,-307,448,4947
1002,-458,507,4967
1534,-530,559,5000
1995,-455,606,5016
2276,-189,647,5038
2283,278,685,5044
1959,905,719,5054
1320,1621,750,5052
448,2333,777,5053
-548,2960,799,5043
-1564,3448,815,5037
-2513,3777,826,5023
-3325,3954,829,5016
-3944,3999,827,5002
-4323,3932,820,4997
-4423,3763,812,4987
-4242,3485,801,4983
-3811,3089,789,4967
-3193,2570,777,4958
-2477,1951,764,4939
-1759,1282,750,4932
-1118,641,734,4910
-615,100,716,4905
-278,-285,695,4889
-86,-515,672,4897
2,-614,645,4888
41,-641,614,4906
58,-637,581,4908
74,-633,546,4937
72,-640,509,4937
35,-647,473,4964
-35,-661,435,4965
-132,-665,397,4991
-216,-678,356,4979
-281,-680,314,4984
-282,-692,268,4952
-256,-690,223,4931
-189,-697,177,4875
-138,-691,135,4835
-100,-691,94,4777
-112,-682,55,4742
-146,-683,14,4694
-205,-684,-25,4665
-265,-696,-66,4623
-320,-715,-105,4590
-361,-742,-143,4538
-389,-774,-176,4493
-408,-808,-206,4441
-411,-845,-233,4401
-399,-883,-258,4356
-380,-923,-282,4322
-364,-963,-306,4284
-358,-1004,-329,4254
-366,-1046,-352,4215
-372,-1085,-373,4187
-346,-1112,-393,4158
-272,-1123,-414,4144
-148,-1111,-434,4122
4,-1074,-456,4115
143,-1017,-478,4102
240,-945,-502,4105
288,-862,-525,4094
305,-772,-551,4100
312,-677,-575,4094
329,-580,-602,4109
361,-483,-626,4108
395,-391,-656,4140
421,-305,-683,4163
438,-231,-716,4223
449,-166,-746,4261
452,-117,-782,4330
446,-79,-814,4372
419,-58,-854,4448
365,-45,-891,4499
288,-41,-937,4596
214,-36,-979,4676
164,-37,-1030,4797
155,-35,-1078,4892
186,-39,-1133,5011
239,-39,-1185,5098
284,-41,-1242,5204
303,-36,-1291,5290
290,-30,-1337,5399
247,-17,-1369,5493
186,-7,-1399,5602
122,0,-1423,5690
64,0,-1454,5782
18,-4,-1492,5853
-5,-12,-1541,5920
0,-18,-1594,5964
34,-24,-1649,6004
90,-23,-1702,6028
158,-20,-1754,6051
211,-13,-1800,6063
235,-8,-1846,6079
227,-2,-1889,6091
196,3,-1934,6105
162,8,-1975,6104
150,18,-2018,6101
168,36,-2056,6083
212,65,-2096,6069
270,108,-2130,6042
