II,V,PLETH,ABP
-1550,554,1370,4136
-2223,783,1821,5607
-2342,821,1863,5769
-2136,771,1750,5359
-2015,750,1724,5203
-2095,768,1776,5361
-2182,761,1838,5475
-2133,761,1883,5381
-2051,853,1953,5268
-2025,974,2043,5283
-2007,973,2151,5354
-1945,893,2267,5331
-1956,1000,2414,5252
-2136,1408,2568,5227
-2380,1918,2717,5268
-2463,2289,2860,5264
-2269,2394,3046,5213
-1709,1933,3251,5181
-441,338,3427,5197
1949,-2597,3576,5194
4996,-5960,3827,5163
6900,-8034,4196,5129
5896,-7721,4571,5126
2379,-5584,4822,5109
-1185,-3218,5015,5092
-2841,-1625,5207,5063
-3015,-535,5368,5048
-3235,648,5430,5024
-3936,1812,5479,5010
-4329,2372,5577,4985
-3917,2170,5694,4970
-3058,1613,5738,4941
-2282,1091,5765,4921
-1738,660,5829,4890
-1404,299,5922,4873
-1253,93,5961,4849
-1216,91,5984,4835
-1178,169,6028,4809
-1121,169,6097,4795
-1079,68,6126,4775
-1062,-15,6144,4770
-1058,3,6173,4756
-1056,54,6229,4752
-1056,53,6256,4736
-1024,-18,6273,4732
-969,-55,6289,4714
-925,-34,6333,4705
-917,-12,6361,4683
-952,-39,6376,4675
-980,-70,6371,4656
-955,-48,6387,4654
-863,-12,6399,4638
-765,-45,6402,4634
-694,-151,6369,4619
-652,-238,6341,4628
-619,-261,6311,4638
-599,-295,6288,4683
-580,-376,6234,4740
-528,-447,6180,4850
-428,-467,6127,4994
-326,-515,6092,5207
-273,-607,6032,5464
-261,-655,5960,5794
-237,-632,5874,6156
-179,-695,5815,6555
-113,-889,5746,6932
-68,-1054,5667,7295
-44,-1045,5564,7599
-19,-1015,5489,7862
29,-1125,5423,8045
104,-1334,5353,8183
191,-1473,5249,8261
281,-1563,5172,8328
399,-1670,5115,8372
559,-1788,5061,8434
724,-1853,4966,8497
816,-1977,4890,8594
823,-2283,4838,8694
820,-2765,4797,8813
874,-3271,4716,8911
951,-3734,4650,9009
996,-4160,4612,9074
994,-4593,4584,9134
967,-5038,4509,9155
913,-5517,4442,9168
839,-6000,4400,9146
769,-6429,4375,9130
696,-6751,4309,9095
566,-6986,4251,9075
385,-7153,4214,9038
231,-7247,4192,9020
146,-7254,4132,8993
54,-7214,4074,8983
-100,-7158,4034,8953
-253,-7078,4012,8933
-319,-6924,3961,8892
-327,-6683,3918,8864
-363,-6378,3891,8813
-451,-6037,3879,8767
-558,-5653,3836,8695
-665,-5225,3792,8636
-771,-4773,3756,8564
-852,-4349,3734,8511
-896,-3969,3692,8443
-928,-3612,3653,8389
-991,-3212,3623,8319
-1064,-2763,3606,8263
-1098,-2307,3568,8186
-1071,-1951,3523,8115
-1022,-1726,3476,8018
-990,-1606,3443,7929
-972,-1476,3397,7819
-935,-1280,3348,7714
-881,-1020,3296,7583
-831,-787,3260,7459
-771,-633,3219,7316
-635,-561,3172,7184
-407,-478,3117,7033
-158,-321,3081,6897
41,-80,3043,6753
188,158,2982,6633
307,304,2883,6506
386,293,2797,6406
442,144,2734,6305
539,-94,2681,6235
693,-344,2615,6163
797,-550,2571,6115
761,-662,2549,6060
631,-675,2521,6025
551,-622,2452,5981
584,-543,2389,5958
688,-421,2350,5922
768,-216,2316,5899
759,56,2241,5858
628,316,2164,5831
411,543,2113,5795
171,786,2080,5773
-60,1045,2011,5738
-298,1208,1927,5719
-522,1189,1862,5694
-676,1056,1837,5686
-748,938,1801,5666
-807,869,1746,5658
-909,795,1690,5640
-1010,686,1688,5638
-1069,611,1705,5624
-1080,581,1705,5619
-1113,572,1678,5600
-1179,535,1701,5593
-1212,498,1778,5572
-1188,503,1861,5560
-1199,558,1899,5535
-1323,593,1966,5523
-1415,527,2094,5503
-1303,407,2254,5495
-1092,427,2370,5474
-1086,747,2482,5465
-1331,1291,2636,5446
-1518,1837,2836,5436
-1396,2194,3006,5411
-1026,2165,3150,5397
-384,1347,3303,5376
976,-705,3502,5370
3404,-3878,3695,5349
6103,-7048,3856,5334
7148,-8616,3989,5307
5187,-7804,4156,5291
1170,-5453,4340,5266
-2338,-3183,4501,5249
-3725,-1792,4606,5221
-3648,-807,4719,5204
-3535,362,4852,5178
-3679,1449,4974,5163
-3427,1846,5038,5135
-2591,1557,5104,5114
-1719,1110,5196,5081
-1233,815,5293,5059
