II,V,PLETH,RESP
137,332,4513,1600
239,376,6159,2197
347,179,6413,2263
445,-183,6055,2068
505,-530,5960,1968
534,-739,6184,2019
582,-817,6348,2062
688,-838,6283,2005
806,-845,6198,1937
848,-840,6244,1940
763,-820,6345,1967
590,-795,6341,1934
408,-772,6281,1860
277,-746,6282,1821
191,-704,6352,1824
90,-639,6370,1810
-80,-544,6335,1763
-301,-417,6319,1728
-498,-272,6353,1727
-622,-140,6364,1713
-694,-50,6345,1656
-750,-8,6327,1600
-791,5,6347,1594
-803,10,6349,1584
-802,24,6342,1516
-816,47,6318,1466
-848,83,6321,1538
-877,118,6316,1554
-889,134,6304,1136
-895,127,6263,216
-894,111,6244,-669
-897,117,6226,-866
-883,115,6200,-272
-898,132,6133,596
-918,151,6087,1183
-937,188,6055,1320
-908,200,6024,1204
-847,203,5951,1084
-794,209,5898,1070
-776,208,5869,1095
-792,178,5840,1070
-858,214,5741,995
-1023,491,5622,952
-1282,1043,5517,957
-1474,1643,5455,949
-1324,1990,5384,886
-662,1941,5330,827
460,1451,5292,811
1931,321,5288,810
3839,-1817,5265,779
6353,-5088,5247,747
9257,-8934,5225,745
11650,-12155,5229,742
12381,-13549,5222,700
10925,-12667,5224,637
7889,-10088,5215,602
4582,-6958,5221,596
2095,-4246,5219,576
718,-2329,5230,538
131,-1132,5232,506
-88,-444,5247,495
-172,-87,5251,483
-221,96,5266,460
-285,213,5271,435
-372,305,5286,422
-452,366,5288,411
-506,413,5298,387
-519,457,5295,352
-490,489,5301,333
-441,488,5296,327
-420,475,5300,308
-450,487,5294,270
-475,514,5302,245
-466,539,5298,243
-409,532,5297,227
-371,536,5279,179
-344,534,5276,143
-328,533,5267,143
-297,508,5260,142
-266,484,5232,110
-246,484,5218,84
-234,509,5202,88
-218,527,5191,78
-193,512,5158,22
-163,480,5141,-27
-134,459,5126,-29
-106,461,5117,-26
-88,471,5080,-62
-84,482,5051,-99
-91,492,5025,-98
-86,500,5011,-98
-51,500,4975,-141
8,495,4953,-192
60,494,4936,-201
90,507,4931,-196
106,525,4901,-221
141,535,4880,-254
206,529,4861,-258
291,510,4855,-257
372,490,4827,-284
443,479,4806,-321
517,469,4787,-331
612,450,4781,-332
718,425,4752,-354
816,406,4725,-389
898,389,4694,-404
981,351,4676,-408
1074,292,4645,-425
1169,234,4622,-456
1254,188,4598,-476
1335,136,4589,-484
1417,64,4567,-496
1488,-13,4544,-522
1538,-74,4509,-548
1572,-135,4488,-562
1604,-223,4460,-567
1630,-328,4440,-580
1634,-413,4411,-597
1612,-452,4397,-607
1571,-463,4380,-613
1519,-482,4367,-641
1459,-524,4338,-685
1387,-575,4322,-715
1296,-621,4305,-714
1184,-655,4294,-718
1055,-659,4264,-741
922,-614,4245,-761
790,-538,4229,-759
651,-476,4223,-769
497,-443,4202,-806
343,-402,4191,-836
208,-334,4181,-833
103,-275,4182,-838
20,-258,4165,-874
-50,-256,4155,-909
-110,-226,4144,-908
-151,-180,4143,-908
-178,-163,4121,-938
-202,-183,4101,-969
-237,-205,4079,-966
-277,-200,4073,-968
-308,-168,4049,-1010
-313,-128,4016,-1061
-297,-100,3973,-1072
-275,-99,3962,-1068
-264,-117,3960,-1083
-263,-130,3962,-1112
-267,-120,3948,-1118
-264,-98,3966,-1116
-261,-86,3998,-1129
-261,-92,4031,-1149
-259,-100,4031,-1151
-241,-96,4057,-1151
-217,-81,4111,-1171
-207,-74,4184,-1208
-221,-86,4224,-1227
-233,-112,4278,-1231
-228,-128,4359,-1238
-214,-124,4476,-1264
-211,-105,4565,-1288
-214,-92,4650,-1300
-208,-88,4748,-1294
-189,-83,4893,-1289
-168,-63,5030,-1288
-143,-31,5152,-1293
-89,8,5254,-1294
20,55,5392,-1297
176,123,5534,-1300
339,202,5662,-1305
457,266,5748,-1305
517,281,5858,-1313
560,236,5985,-1322
641,128,6107,-1331
763,-66,6177,-1331
866,-363,6255,-1334
906,-717,6351,-1344
908,-1017,6455,-1358
933,-1164,6504,-1359
1010,-1165,6551,-1348
1114,-1103,6612,-1334
1184,-1053,6690,-1329
1167,-1027,6721,-1328
1042,-1012,6745,-1330
865,-1012,6770,-1328
728,-1048,6814,-1329
675,-1103,6824,-1328
645,-1121,6832,-1329
546,-1043,6839,-1328
345,-876,6867,-1329
104,-682,6872,-1328
-93,-530,6878,-1329
-206,-441,6878,-1328
-255,-395,6901,-1330
-281,-362,6909,-1328
-311,-326,6918,-1329
-352,-288,6912,-1329
-391,-253,6925,-1330
-419,-227,6925,-1328
-432,-206,6929,-1329
-438,-196,6911,-1329
-441,-203,6909,-1330
-451,-207,6900,-1327
-452,-189,6899,-1328
-453,-141,6873,-1332
-435,-127,6860,-1345
-434,-137,6842,-1355
-422,-173,6836,-1359
-416,-180,6802,-1349
-401,-183,6770,-1338
-389,-172,6727,-1329
-378,-152,6703,-1328
-376,-127,6660,-1328
-390,-119,6618,-1330
-428,-74,6559,-1328
-511,147,6523,-1330
-677,641,6481,-1328
-882,1299,6445,-1329
-909,1826,6389,-1328
-501,1936,6357,-1331
417,1459,6324,-1328
1744,239,6299,-1322
3463,-1962,6244,-1308
5729,-5241,6204,-1301
8486,-9143,6170,-1301
11031,-12560,6161,-1312
12206,-14253,6134,-1322
11256,-13657,6122,-1332
8559,-11253,6109,-1332
5383,-8149,6118,-1324
2901,-5314,6109,-1310
1464,-3165,6111,-1304
770,-1713,6105,-1303
441,-846,6114,-1304
291,-402,6107,-1297
217,-161,6111,-1292
133,34,6106,-1290
30,185,6114,-1293
-35,241,6109,-1291
-49,251,6126,-1292
-50,292,6136,-1292
-63,360,6147,-1293
-72,385,6127,-1285
-63,367,6116,-1280
-54,360,6100,-1279
-37,370,6091,-1280
-30,379,6058,-1277
-10,357,6040,-1279
3,353,6025,-1282
44,345,6018,-1283
81,343,5983,-1266
105,328,5956,-1243
105,325,5930,-1225
110,338,5916,-1225
138,357,5873,-1234
181,369,5834,-1248
207,380,5793,-1255
206,410,5770,-1258
195,455,5728,-1250
202,488,5688,-1240
232,480,5643,-1229
278,441,5617,-1227
316,406,5579,-1230
335,402,5543,-1242
336,421,5494,-1253
342,443,5465,-1260
364,464,5431,-1253
408,489,5398,-1239
458,514,5346,-1221
510,525,5313,-1214
557,528,5281,-1215
600,540,5258,-1223
639,563,5215,-1228
687,573,5190,-1231
751,555,5166,-1229
842,531,5144,-1227
951,520,5090,-1220
1073,511,5051,-1217
1187,481,5020,-1215
1284,435,5000,-1218
1359,389,4955,-1218
1432,341,4924,-1217
1515,278,4902,-1214
1616,203,4888,-1219
1719,124,4843,-1225
1809,36,4812,-1230
1864,-59,4792,-1227
1883,-148,4776,-1231
1886,-218,4725,-1241
1898,-277,4681,-1254
1925,-341,4648,-1257
1946,-412,4630,-1254
1934,-482,4585,-1244
1892,-550,4551,-1233
1833,-616,4528,-1223
1763,-670,4515,-1228
1676,-699,4470,-1246
1567,-704,4425,-1272
1438,-700,4388,-1283
1296,-693,4368,-1283
1141,-678,4327,-1272
982,-646,4293,-1261
827,-607,4264,-1251
683,-580,4249,-1252
552,-564,4215,-1259
439,-540,4183,-1273
337,-498,4152,-1279
246,-454,4136,-1281
172,-427,4104,-1279
133,-416,4074,-1279
111,-407,4040,-1278
84,-396,4022,-1280
43,-388,3992,-1279
19,-381,3964,-1280
19,-364,3929,-1278
24,-343,3908,-1278
11,-330,3881,-1279
-1,-335,3856,-1290
5,-341,3818,-1300
22,-328,3794,-1308
23,-290,3768,-1305
20,-249,3747,-1300
28,-225,3709,-1292
45,-219,3680,-1291
42,-216,3652,-1291
18,-208,3639,-1295
-13,-195,3612,-1300
-31,-190,3586,-1306
-31,-199,3560,-1306
-12,-224,3568,-1302
10,-246,3575,-1294
23,-252,3576,-1292
22,-238,3564,-1292
21,-227,3595,-1293
25,-224,3641,-1289
34,-217,3675,-1292
54,-192,3678,-1295
113,-155,3727,-1292
226,-104,3811,-1281
377,-27,3883,-1280
522,74,3899,-1284
634,166,3966,-1280
714,212,4129,-1255
788,199,4346,-1234
875,125,4509,-1229
973,-33,4648,-1231
1058,-305,4793,-1216
1106,-668,4937,-1199
1115,-1011,5014,-1191
1123,-1212,5065,-1193
1185,-1244,5131,-1187
1313,-1191,5224,-1182
1433,-1142,5282,-1182
1432,-1117,5322,-1183
1278,-1092,5355,-1170
1058,-1077,5409,-1154
896,-1101,5442,-1144
825,-1160,5466,-1143
784,-1191,5475,-1137
692,-1140,5492,-1129
512,-1003,5493,-1120
272,-825,5496,-1118
45,-654,5488,-1114
-97,-517,5492,-1111
-149,-428,5489,-1108
-169,-389,5496,-1108
-212,-387,5489,-1102
-270,-389,5487,-1089
-306,-361,5470,-1074
-313,-307,5466,-1068
-319,-268,5455,-1065
-333,-272,5457,-1057
-349,-301,5449,-1039
-350,-311,5456,-1029
-350,-282,5452,-1028
-343,-257,5453,-1027
-355,-242,5435,-1014
-353,-258,5430,-1005
-351,-245,5419,-1004
-323,-230,5419,-1003
-305,-217,5409,-990
-313,-233,5416,-980
-342,-243,5416,-980
-338,-238,5415,-980
-292,-231,5388,-967
-271,-213,5374,-956
-357,-70,5360,-955
-555,330,5349,-956
-767,961,5311,-943
-818,1570,5283,-932
-508,1848,5258,-931
269,1590,5244,-932
1463,649,5203,-920
3014,-1207,5172,-908
5034,-4170,5144,-907
7590,-7987,5132,-908
10201,-11702,5095,-897
11789,-14013,5062,-885
11426,-14089,5030,-882
9181,-12115,5017,-884
6122,-9089,4988,-873
3469,-6096,4964,-862
1801,-3740,4936,-858
972,-2114,4929,-859
588,-1083,4916,-850
403,-498,4914,-839
328,-213,4906,-834
293,-69,4913,-834
225,37,4909,-826
133,127,4914,-816
76,192,4907,-810
68,256,4912,-810
73,323,4908,-801
70,355,4919,-783
68,322,4922,-762
79,276,4937,-753
78,287,4940,-754
82,326,4951,-756
88,353,4947,-748
123,328,4952,-743
148,315,4947,-742
178,310,4955,-747
197,320,4958,-746
212,322,4974,-745
222,323,4979,-744
236,319,4988,-743
252,313,4984,-736
266,314,4992,-732
277,328,4990,-731
297,349,4989,-733
318,365,4971,-732
330,378,4968,-734
333,390,4960,-734
351,402,4953,-730
390,411,4925,-717
431,423,4910,-708
449,443,4896,-707
459,473,4885,-707
475,501,4851,-696
503,524,4834,-684
527,544,4823,-680
559,569,4812,-683
613,595,4763,-680
697,607,4713,-672
782,604,4668,-667
851,595,4640,-670
913,586,4598,-672
1001,568,4570,-672
1115,537,4550,-668
1232,501,4546,-670
1325,470,4519,-675
1410,433,4497,-681
1507,372,4476,-682
1617,287,4470,-684
1708,201,4445,-683
1762,135,4424,-684
1795,90,4402,-681
1837,49,4394,-682
1895,-4,4371,-686
1950,-77,4352,-697
1982,-170,4327,-707
1992,-275,4318,-712
1988,-369,4296,-707
1972,-434,4279,-696
1932,-483,4253,-683
1867,-541,4241,-679
1785,-602,4222,-683
1697,-631,4207,-696
1593,-621,4179,-704
1465,-613,4166,-708
1320,-637,4148,-708
1183,-658,4135,-716
1055,-630,4106,-727
919,-556,4090,-735
764,-475,4074,-734
616,-404,4062,-735
499,-334,4032,-740
413,-268,4014,-747
332,-226,3999,-746
254,-218,3989,-745
193,-234,3959,-744
161,-257,3939,-746
144,-270,3923,-744
131,-264,3915,-747
111,-242,3886,-753
90,-226,3864,-758
72,-225,3846,-756
67,-230,3840,-759
70,-217,3813,-769
79,-179,3790,-782
86,-136,3769,-785
95,-116,3765,-783
96,-125,3743,-781
82,-142,3718,-783
52,-141,3689,-781
25,-118,3686,-782
17,-89,3681,-789
28,-70,3677,-803
42,-70,3661,-811
48,-83,3670,-810
46,-85,3682,-804
43,-61,3692,-806
43,-28,3679,-810
51,-29,3691,-811
60,-63,3725,-801
69,-87,3774,-790
70,-67,3799,-783
69,-36,3838,-782
78,-33,3897,-781
118,-49,3983,-782
194,-30,4047,-784
307,38,4109,-785
449,116,4179,-779
603,159,4285,-769
732,178,4382,-760
809,197,4470,-758
851,192,4542,-755
912,78,4645,-748
1012,-196,4753,-736
1108,-566,4852,-730
1145,-893,4919,-730
1134,-1079,5001,-734
1143,-1137,5093,-734
1220,-1143,5184,-734
1331,-1148,5235,-733
1386,-1149,5288,-727
1319,-1125,5349,-714
1142,-1084,5418,-707
941,-1061,5449,-706
800,-1073,5475,-709
736,-1096,5502,-707
686,-1080,5541,-709
565,-995,5550,-711
352,-849,5558,-704
114,-677,5567,-685
-59,-518,5592,-671
-137,-405,5597,-669
-172,-355,5602,-670
-228,-351,5600,-659
-308,-349,5612,-647
-372,-321,5608,-643
-393,-271,5609,-647
-388,-233,5602,-645
-387,-216,5610,-645
-402,-208,5607,-649
-412,-192,5610,-647
-417,-169,5605,-636
-416,-156,5620,-634
-431,-140,5630,-644
-430,-143,5643,-638
-431,-118,5634,-615
-412,-95,5633,-601
-407,-72,5623,-604
-406,-89,5621,-601
-404,-109,5599,-584
-378,-112,5585,-587
-340,-112,5565,-610
-328,-132,5556,-612
-391,-72,5529,-580
-549,244,5511,-572
-768,855,5488,-613
-913,1537,5481,-635
-758,1955,5455,-576
-142,1891,5426,-518
902,1226,5378,-580
2276,-257,5348,-686
4072,-2838,5314,-512
6453,-6469,5289,162
9144,-10400,5248,1095
11198,-13351,5224,1670
11543,-14243,5198,1452
9883,-12888,5183,613
6998,-10068,5150,-231
4132,-6928,5132,-618
2117,-4295,5114,-582
1030,-2426,5111,-459
534,-1234,5090,-460
322,-556,5079,-525
246,-220,5066,-526
205,-48,5072,-473
129,85,5065,-450
30,187,5067,-471
-23,228,5061,-476
-21,236,5069,-448
-13,256,5064,-424
-28,290,5068,-427
-44,300,5061,-430
-35,291,5068,-419
-19,300,5068,-408
-1,321,5082,-412
2,350,5087,-420
13,352,5101,-410
14,367,5099,-387
32,364,5107,-365
53,362,5104,-356
84,350,5108,-359
112,340,5100,-361
132,321,5106,-360
133,300,5105,-360
124,297,5110,-361
123,317,5097,-356
147,339,5091,-350
180,343,5080,-348
200,343,5078,-348
203,362,5061,-345
216,403,5055,-340
251,450,5042,-335
290,494,5041,-335
307,536,5022,-335
311,569,5009,-335
325,579,4986,-336
360,569,4976,-337
402,560,4953,-333
447,574,4937,-324
498,605,4911,-312
565,623,4899,-307
636,614,4879,-309
708,592,4864,-313
775,582,4836,-311
849,583,4823,-307
934,573,4805,-309
1033,537,4792,-320
1132,494,4763,-331
1227,462,4748,-336
1317,437,4731,-335
1413,394,4719,-338
1519,321,4689,-344
1623,239,4672,-349
1703,169,4656,-348
1749,106,4646,-348
1771,30,4615,-348
1790,-61,4597,-347
1806,-142,4582,-345
1809,-189,4573,-352
1793,-219,4540,-370
1774,-269,4521,-386
1754,-353,4508,-388
1714,-440,4499,-385
1640,-494,4461,-384
1549,-510,4431,-386
1457,-512,4408,-383
1358,-517,4393,-385
1233,-525,4347,-396
1090,-527,4303,-408
943,-515,4265,-411
801,-488,4246,-410
662,-454,4210,-414
537,-417,4184,-421
432,-369,4163,-422
344,-297,4157,-422
254,-208,4137,-425
161,-137,4123,-432
83,-119,4111,-435
42,-148,4111,-435
28,-185,4094,-435
14,-195,4076,-436
-20,-177,4054,-433
-56,-165,4045,-433
-76,-177,4023,-438
-73,-205,4004,-450
-66,-220,3978,-459
-65,-205,3967,-462
-73,-158,3949,-460
-85,-97,3933,-459
-97,-56,3904,-459
-97,-65,3888,-460
-86,-102,3873,-460
-74,-116,3874,-460
-85,-79,3865,-459
-116,-22,3863,-459
-151,7,3860,-460
-169,-2,3880,-466
-171,-26,3894,-478
-167,-55,3907,-491
-160,-84,3912,-489
-139,-109,3959,-470
-111,-117,4021,-445
-92,-116,4078,-433
-94,-111,4108,-433
-98,-110,4169,-434
-85,-113,4251,-426
-55,-125,4326,-422
-20,-127,4359,-423
28,-84,4424,-422
102,19,4531,-413
207,143,4647,-409
324,232,4710,-412
438,262,4781,-410
553,238,4886,-394
679,150,5005,-385
814,-38,5068,-388
933,-343,5123,-386
1001,-709,5201,-362
1011,-1022,5302,-339
1011,-1183,5359,-334
1061,-1185,5400,-336
1168,-1120,5447,-326
1261,-1083,5515,-314
1262,-1086,5551,-312
1157,-1077,5576,-313
994,-1039,5592,-299
834,-1023,5622,-281
722,-1065,5631,-274
658,-1119,5638,-274
591,-1098,5637,-268
445,-978,5650,-263
213,-804,5647,-265
-26,-638,5649,-265
-182,-510,5642,-251
-246,-431,5649,-230
-275,-403,5644,-215
-310,-415,5648,-211
-351,-426,5642,-205
-381,-396,5648,-193
-398,-337,5643,-179
-412,-292,5648,-173
-428,-283,5643,-170
-435,-282,5648,-160
-432,-253,5643,-144
-417,-211,5649,-133
-417,-180,5644,-133
-423,-192,5648,-134
-452,-189,5642,-129
-461,-182,5650,-125
-465,-165,5647,-123
-458,-184,5645,-115
-457,-197,5626,-97
-451,-183,5625,-85
-438,-166,5617,-85
-427,-201,5607,-84
-440,-227,5570,-71
-520,-56,5547,-61
-700,437,5524,-62
-913,1126,5505,-59
-959,1703,5460,-41
-617,1913,5432,-24
183,1631,5411,-23
1360,700,5394,-25
2886,-1173,5343,-13
4889,-4196,5300,0
7403,-8065,5267,1
9922,-11772,5248,-1
11388,-13998,5194,6
10904,-13933,5139,13
8585,-11836,5087,9
5560,-8786,5064,10
3044,-5856,5032,34
1502,-3552,5011,65
716,-1924,4992,79
355,-912,4996,77
236,-408,4990,74
216,-194,4991,74
158,-44,4983,73
41,100,4989,73
-49,182,4988,78
-68,207,5000,84
-58,243,5003,85
-69,313,5017,85
-92,367,5021,92
-97,381,5036,103
-80,378,5041,109
-46,374,5056,111
-28,381,5057,116
-16,378,5066,130
-24,392,5063,146
-12,390,5069,154
0,393,5063,151
26,379,5066,147
56,363,5062,147
87,346,5071,150
106,344,5065,150
110,362,5058,149
104,385,5033,148
106,391,5020,149
116,371,5002,149
132,350,4993,152
146,352,4971,158
161,373,4965,162
184,386,4957,163
222,381,4951,161
257,382,4924,161
281,416,4908,161
296,472,4891,161
327,510,4881,164
369,505,4850,175
410,486,4831,186
439,495,4815,191
480,531,4808,186
546,553,4777,182
630,534,4757,186
710,492,4740,191
792,465,4733,187
888,467,4704,173
997,473,4683,163
1094,448,4664,163
1173,389,4659,162
1243,327,4635,155
1327,287,4623,150
1425,263,4614,152
1523,220,4614,152
1605,143,4592,137
1669,53,4575,120
1719,-23,4556,112
1758,-81,4548,112
1782,-135,4520,106
1794,-193,4494,95
1798,-261,4462,87
1794,-342,4444,85
1776,-440,4413,85
1744,-539,4391,86
1698,-617,4366,89
1636,-659,4356,90
1552,-672,4335,83
1442,-669,4318,68
1312,-656,4292,53
1173,-634,4280,47
1033,-611,4261,47
900,-595,4245,45
768,-578,4218,40
637,-543,4204,37
508,-485,4187,36
396,-428,4173,30
305,-399,4145,18
239,-400,4128,10
187,-409,4112,10
145,-408,4101,14
103,-395,4071,14
62,-374,4052,12
24,-352,4035,12
4,-334,4029,11
-2,-320,4009,4
0,-302,3998,-1
-5,-275,3987,-1
-12,-243,3986,0
-22,-220,3965,-1
-30,-217,3943,0
-38,-225,3919,4
-39,-228,3915,-3
-41,-215,3896,-25
-48,-195,3870,-48
-63,-180,3836,-54
-66,-170,3837,-50
-52,-151,3849,-51
-32,-126,3862,-60
-25,-110,3856,-67
-25,-123,3883,-63
-18,-150,3931,-56
3,-168,3984,-51
16,-161,4004,-50
10,-151,4045,-50
-8,-163,4113,-51
-10,-201,4195,-58
11,-234,4239,-66
45,-235,4291,-66
90,-201,4370,-53
173,-150,4481,-36
312,-74,4567,-25
483,27,4646,-23
627,126,4726,-24
715,165,4827,-25
767,140,4904,-26
830,82,4970,-27
926,-26,5028,-22
1035,-262,5109,-12
1113,-632,5183,-2
1139,-1004,5251,2
1140,-1225,5295,1
1174,-1286,5354,0
1268,-1293,5409,-1
1390,-1312,5466,-2
1457,-1308,5495,0
1402,-1236,5527,12
1233,-1135,5551,29
1034,-1094,5583,42
897,-1148,5591,41
843,-1233,5601,30
800,-1240,5602,18
678,-1121,5614,10
457,-922,5608,9
210,-727,5608,17
31,-586,5603,30
-51,-496,5612,38
-82,-439,5607,37
-121,-402,5609,38
-180,-375,5603,45
-229,-344,5610,50
-241,-309,5605,48
-229,-280,5610,50
-228,-264,5607,63
-250,-247,5624,74
-283,-218,5632,74
-292,-189,5643,74
-289,-168,5638,81
-277,-179,5647,87
-293,-169,5649,84
-298,-157,5652,85
-306,-134,5630,98
-307,-148,5616,110
-315,-162,5599,109
-303,-154,5590,109
-272,-120,5560,124
-246,-106,5542,142
-258,-91,5523,147
-334,51,5516,148
-497,456,5486,158
-699,1086,5460,175
-770,1686,5429,184
-488,1967,5412,187
239,1771,5379,191
1338,990,5351,195
2763,-622,5315,194
4646,-3355,5297,195
7075,-7086,5268,205
9634,-10923,5243,225
11322,-13508,5203,242
11178,-13868,5181,250
9143,-12087,5156,253
6192,-9144,5144,259
3552,-6139,5122,267
1839,-3687,5115,271
960,-1938,5105,275
568,-853,5106,294
414,-313,5088,322
351,-86,5078,339
288,60,5065,339
203,204,5073,343
131,301,5075,360
83,342,5087,375
46,382,5089,375
18,455,5105,378
11,513,5111,396
26,513,5126,412
40,481,5128,411
53,472,5141,413
59,516,5146,430
83,551,5163,449
103,563,5168,448
134,534,5179,448
148,528,5175,465
168,530,5184,484
191,534,5183,486
217,528,5185,483
230,526,5169,491
229,529,5165,498
225,528,5156,491
234,525,5153,494
250,528,5130,520
261,539,5114,551
261,549,5094,560
262,561,5085,559
272,566,5062,567
294,556,5052,579
319,526,5041,581
346,499,5040,581
376,493,5020,595
411,510,5005,619
447,533,4984,631
489,555,4974,635
536,572,4950,639
594,585,4932,648
660,594,4908,654
738,605,4898,658
826,621,4876,663
923,635,4859,677
1013,632,4833,690
1093,601,4822,698
1164,554,4802,699
1242,511,4787,705
1330,481,4759,714
1425,446,4746,722
1513,384,4728,723
1592,296,4715,725
1660,205,4686,729
1721,132,4670,732
1772,77,4653,732
1812,28,4642,743
1843,-27,4612,760
1867,-88,4595,771
1877,-158,4579,769
1868,-234,4569,778
1846,-302,4538,802
1818,-342,4519,823
1772,-359,4505,822
1688,-381,4495,821
1567,-427,4458,833
1438,-473,4427,846
1317,-492,4402,843
1189,-478,4388,846
1034,-452,4354,863
872,-423,4330,882
731,-390,4312,881
616,-348,4308,881
505,-303,4286,898
386,-257,4273,917
268,-220,4263,918
171,-199,4264,918
97,-188,4243,932
39,-168,4224,952
-11,-131,4203,955
-49,-86,4196,955
-68,-50,4175,967
-65,-27,4162,986
-62,-9,4150,992
-72,9,4150,993
-98,26,4132,1000
-119,43,4116,1013
-125,60,4092,1014
-124,72,4083,1016
-133,83,4063,1027
-151,98,4044,1049
-173,123,4016,1064
-189,150,4004,1070
-198,171,3989,1072
-194,181,3981,1081
-176,181,3959,1087
-150,172,3950,1093
-128,161,3943,1096
-120,159,3955,1109
-127,170,3956,1122
-138,178,3962,1133
-147,163,3966,1133
-143,122,4002,1135
-133,86,4038,1138
-119,81,4072,1140
-108,90,4092,1141
-96,72,4150,1162
-88,26,4224,1197
-79,-4,4292,1221
-58,11,4330,1220
1,48,4401,1224
114,82,4503,1247
269,128,4603,1271
422,209,4655,1271
531,298,4725,1267
595,341,4828,1272
648,312,4941,1281
719,215,5000,1276
806,42,5057,1282
886,-229,5139,1309
942,-568,5237,1340
975,-859,5288,1345
1007,-985,5329,1342
1075,-949,5389,1349
1190,-876,5479,1365
1291,-866,5534,1368
1275,-896,5568,1366
1103,-889,5586,1367
855,-833,5614,1369
672,-788,5615,1360
608,-783,5610,1362
587,-766,5597,1384
491,-671,5597,1415
284,-510,5584,1429
36,-347,5578,1431
-161,-220,5566,1429
-277,-114,5572,1430
-335,-26,5568,1424
-361,14,5573,1425
-374,1,5563,1435
-388,-10,5561,1453
-414,32,5545,1461
-443,109,5541,1465
-459,159,5529,1470
-460,170,5532,1486
-470,175,5527,1496
-493,196,5534,1503
-525,217,5527,1506
-526,207,5524,1519
-518,216,5509,1532
-495,247,5508,1542
-504,311,5496,1542
-525,330,5482,1553
-559,302,5446,1568
-579,253,5426,1580
-569,232,5400,1578
-517,231,5374,1587
-466,253,5321,1603
-516,379,5285,1617
-738,714,5254,1614
-1053,1247,5230,1621
-1224,1798,5176,1639
-1004,2144,5134,1653
-291,2136,5101,1648
841,1656,5083,1661
2315,470,5040,1701
4210,-1742,5006,1741
6663,-5065,4979,1744
9417,-8913,4968,1738
11536,-12023,4936,1743
11873,-13138,4910,1753
10066,-11920,4889,1746
6955,-9158,4888,1751
3912,-6088,4868,1778
1819,-3559,4854,1810
743,-1817,4838,1813
319,-773,4841,1813
188,-242,4834,1829
129,8,4836,1857
50,172,4829,1863
-38,320,4836,1863
-92,423,4832,1870
-116,477,4836,1884
-134,512,4830,1884
-153,554,4836,1886
-162,588,4832,1899
-167,616,4844,1924
-181,630,4850,1934
-185,620,4866,1939
-179,604,4864,1943
-150,597,4864,1960
-135,636,4849,1970
-113,665,4845,1978
-109,678,4833,1978
-105,662,4836,1982
-103,660,4831,1982
-87,677,4838,1985
-59,696,4831,1990
-34,697,4829,2009
-26,688,4813,2028
-25,693,4810,2040
-17,714,4799,2039
4,737,4789,2049
20,746,4763,2064
29,753,4748,2079
41,768,4731,2076
73,790,4722,2077
116,802,4701,2081
150,800,4694,2088
164,789,4686,2084
181,775,4681,2094
218,753,4653,2111
277,732,4637,2126
338,731,4620,2121
397,760,4611,2130
460,793,4580,2159
536,791,4560,2188
622,751,4544,2188
720,708,4538,2186
832,689,4513,2192
956,678,4503,2200
1064,645,4496,2191
1137,591,4495,2199
1182,537,4466,2234
1244,482,4438,2279
1341,410,4411,2290
1453,318,4396,2287
1544,224,4362,2284
1606,150,4338,2288
1650,91,4319,2279
1680,38,4313,2282
1692,-16,4287,2305
1694,-68,4266,2344
1697,-123,4244,2361
1696,-185,4237,2365
1673,-244,4214,2359
1620,-268,4194,2361
1546,-262,4169,2356
1467,-258,4159,2358
1380,-278,4141,2365
1272,-295,4130,2384
1139,-275,4113,2393
993,-225,4110,2398
848,-178,4099,2400
705,-143,4093,2416
563,-110,4077,2429
431,-68,4072,2439
308,-13,4061,2436
189,59,4057,2438
77,131,4040,2442
-7,169,4034,2450
-64,165,4024,2448
-120,159,4021,2448
-199,184,4004,2444
-276,227,3997,2447
-322,245,3986,2445
-334,227,3984,2454
-338,202,3968,2463
-337,198,3959,2474
-331,215,3947,2471
-321,237,3947,2476
-324,260,3933,2485
-343,289,3922,2499
-375,314,3907,2499
-409,319,3909,2497
-433,307,3900,2493
-432,301,3886,2498
-408,317,3862,2496
-385,336,3870,2498
-382,332,3887,2499
-391,312,3904,2509
-395,301,3899,2511
-384,305,3926,2510
-362,300,3970,2500
-338,272,4014,2498
-325,245,4024,2496
-330,254,4060,2498
-341,289,4128,2496
-332,299,4207,2507
-303,258,4246,2514
-283,198,4299,2514
-296,170,4384,2494
-321,176,4492,2480
-327,184,4560,2472
-309,175,4625,2473
-294,167,4708,2466
-284,185,4819,2470
-238,239,4901,2477
-121,319,4970,2480
42,403,5037,2459
177,468,5125,2438
242,505,5196,2427
265,513,5257,2427
308,466,5303,2411
388,320,5366,2388
484,56,5419,2367
568,-270,5471,2363
636,-558,5499,2352
702,-734,5532,2333
784,-799,5556,2308
888,-804,5585,2301
985,-796,5593,2293
1005,-789,5603,2265
897,-776,5603,2218
682,-755,5614,2196
466,-728,5609,2194
337,-695,5605,2182
284,-650,5588,2143
203,-585,5586,2124
23,-485,5576,2126
-221,-342,5572,2103
-428,-185,5553,2030
-548,-65,5547,1982
-611,-8,5536,1985
-670,16,5536,1983
-730,46,5526,1930
-763,85,5531,1898
-762,115,5529,1915
-764,143,5534,1900
-791,178,5523,1812
-830,219,5530,1750
-857,251,5534,1762
-867,269,5536,1761
-884,274,5506,1683
