II,V,PLETH
1790,6361,4465
2382,7425,5096
2629,6946,4555
2912,6898,4283
3356,7700,4615
3749,8351,4825
3972,8537,4675
4081,8780,4587
4140,9206,4735
4126,9412,4826
4084,9374,4765
4067,9334,4727
4084,9206,4795
4098,8685,4839
4140,7867,4824
4220,7095,4808
4307,6528,4824
4348,6086,4831
4363,5775,4824
4368,5633,4809
4363,5607,4795
4346,5551,4773
4363,5440,4765
4401,5316,4747
4419,5273,4735
4382,5269,4705
4363,5273,4675
4386,5248,4626
4419,5273,4585
4393,5344,4545
4363,5440,4525
4372,5461,4496
4419,5440,4465
4430,5412,4415
4419,5440,4375
4407,5456,4337
4419,5440,4315
4419,5381,4283
4419,5356,4255
4414,5355,4219
4419,5356,4195
4411,5311,4162
4419,5273,4135
4439,5257,4099
4475,5273,4075
4484,5268,4043
4475,5273,4015
4444,5274,3977
4419,5273,3955
4387,5229,3936
4363,5189,3926
4332,5147,3896
4307,5105,3866
4260,5041,3829
4195,5022,3806
4120,5029,3774
4084,5022,3746
4062,4938,3708
4028,4854,3686
3958,4800,3666
3916,4770,3656
3893,4710,3628
3860,4687,3596
3800,4736,3556
3804,4854,3536
3870,4946,3518
3916,5022,3506
3860,5089,3475
3804,5189,3446
3829,5297,3420
3916,5440,3416
3942,5579,3405
3916,5691,3386
3892,5733,3349
3916,5775,3326
3927,5842,3310
3916,5942,3296
3897,6001,3263
3916,6026,3236
3929,6019,3216
3916,6026,3206
3886,6022,3177
3916,6026,3146
3986,6018,3120
4028,6026,3116
3980,6023,3105
3916,6026,3086
3893,6017,3051
3916,6026,3027
3918,6024,3006
3916,6026,2997
3914,6013,2980
3916,6026,2967
3883,6032,2948
3860,6026,2937
3872,5975,2919
3916,5942,2907
3912,5931,2888
3860,5942,2877
3799,5910,2859
3804,5858,2847
3840,5796,2829
3860,5775,2817
3827,5765,2799
3804,5775,2787
3816,5771,2769
3860,5775,2757
3886,5764,2738
3916,5775,2727
3948,5798,2710
3972,5858,2697
3947,5908,2678
3916,5942,2667
3902,5936,2651
3916,5942,2637
3915,5942,2615
3916,5942,2607
3913,5922,2603
3916,5942,2607
3906,5986,2602
3916,6026,2607
3923,5995,2616
3916,5942,2637
3890,5888,2648
3916,5858,2667
3968,5809,2688
3972,5775,2727
3880,5757,2765
3804,5775,2817
3811,5776,2870
3860,5775,2937
3850,5763,3003
3804,5775,3086
3782,5775,3172
3804,5775,3266
3829,5760,3350
3860,5775,3446
3894,5805,3545
3916,5858,3656
3904,5896,3749
3916,5942,3836
3997,5977,3907
4140,6026,3985
4254,6064,4057
4307,6110,4135
4291,6097,4205
4195,6026,4285
3903,5926,4358
3356,5942,4435
2632,6066,4494
1958,6193,4555
1421,6147,4608
951,5942,4675
443,5619,4733
0,5273,4795
-224,4945,4839
-168,4770,4884
59,4796,4913
392,5022,4944
815,5353,4967
1343,5775,5004
1866,6215,5034
2294,6612,5064
2602,6905,5075
2909,7198,5094
3264,7566,5107
3636,8034,5124
3915,8489,5122
4084,8871,5124
4144,9132,5121
4140,9290,5124
4095,9313,5108
4084,9206,5094
4113,8918,5073
4140,8453,5064
4111,7810,5046
4084,7114,5034
4127,6503,5006
4251,6110,4974
4366,5895,4923
4419,5775,4884
4417,5663,4847
4419,5607,4824
4423,5599,4782
4419,5607,4735
4401,5562,4669
4419,5524,4615
4456,5511,4560
4475,5524,4525
4440,5485,4489
4419,5440,4465
4438,5414,4422
4475,5440,4375
4458,5447,4318
4419,5440,4285
4398,5397,4255
4419,5356,4225
4427,5300,4174
4419,5273,4135
4405,5261,4102
4419,5273,4075
4426,5268,4027
4419,5273,3985
4400,5272,3949
4419,5273,3926
4454,5234,3880
4475,5189,3836
4447,5159,3795
4419,5189,3776
4395,5213,3748
4363,5189,3716
4297,5093,3667
4251,5022,3626
4227,5002,3585
4195,5022,3566
4107,4993,3549
