II,V,PLETH
1113,5113,2841
1258,5782,3225
1113,5113,2872
1039,4771,2715
1113,5113,2965
1153,5301,3140
1113,5113,3088
1092,5040,3081
1113,5221,3243
1113,5295,3388
1113,5221,3459
1152,5260,3552
1187,5439,3706
1158,5509,3831
1113,5439,3922
1107,5386,4018
1113,5439,4138
1078,5507,4246
1039,5548,4355
1032,5580,4472
1039,5656,4602
1028,5760,4713
1039,5874,4818
1084,5938,4907
1113,5983,5003
1078,6022,5084
1039,6092,5158
1055,6150,5213
1113,6200,5281
1153,6239,5344
1187,6309,5405
1248,6374,5436
1335,6418,5466
1412,6414,5492
1484,6418,5528
1563,6424,5545
1632,6418,5559
1634,6333,5558
1558,6200,5559
1440,6062,5541
1335,5983,5528
1256,5926,5508
1187,5874,5497
1112,5805,5475
1039,5765,5466
966,5723,5451
890,5656,5436
808,5534,5398
742,5439,5374
700,5406,5353
668,5439,5343
627,5452,5311
593,5439,5281
583,5385,5244
593,5330,5219
597,5260,5182
593,5221,5158
588,5204,5126
593,5221,5096
591,5219,5043
593,5221,5003
587,5210,4967
593,5221,4941
591,5216,4893
593,5221,4849
589,5214,4807
593,5221,4787
594,5216,4747
593,5221,4694
589,5217,4622
593,5221,4571
599,5216,4522
593,5221,4478
590,5205,4412
668,5221,4355
968,5388,4300
1632,5874,4262
2704,6614,4212
4080,7397,4169
5510,8022,4119
6676,8485,4077
7299,8715,4023
7270,8594,3984
6706,8097,3947
5860,7506,3922
4917,7028,3885
3932,6636,3861
2929,6155,3838
2003,5656,3830
1245,5290,3810
668,5113,3799
248,4994,3783
0,4895,3768
-83,4842,3733
-74,4895,3706
-47,4998,3683
0,5113,3675
78,5182,3656
148,5221,3644
159,5216,3627
148,5221,3613
164,5246,3580
223,5330,3552
268,5402,3527
297,5439,3521
300,5420,3505
297,5439,3490
284,5491,3466
297,5548,3459
334,5544,3454
371,5548,3459
376,5587,3447
371,5656,3428
392,5672,3402
445,5656,3397
498,5638,3397
519,5656,3397
495,5661,3377
445,5656,3366
413,5640,3362
445,5656,3366
526,5663,3351
593,5656,3335
607,5631,3316
593,5656,3305
586,5712,3284
593,5765,3274
612,5761,3268
668,5765,3274
751,5800,3261
816,5874,3243
