II,V,PLETH,RESP
-948,1463,2753,1430
-1059,2020,3738,1929
-468,1886,3845,1991
1164,1322,3561,1878
3912,750,3443,1855
6944,6,3537,1922
8745,-1366,3603,1967
8516,-3008,3526,1950
6970,-3670,3433,1936
5339,-2680,3431,1958
3963,-941,3470,1991
2359,81,3445,1998
375,-5,3382,2000
-1336,-427,3357,2020
-2053,-496,3381,2049
-1771,-316,3378,2055
-1103,-285,3339,2052
-604,-441,3309,2062
-387,-496,3313,2083
-315,-284,3311,2088
-320,33,3291,2092
-412,192,3269,2108
-524,141,3269,2130
-552,46,3266,2130
-531,70,3261,2129
-577,199,3245,2136
-676,337,3241,2152
-703,421,3236,2151
-580,421,3230,2152
-423,321,3209,2159
-347,140,3197,2175
-381,1,3185,2175
-439,12,3176,2172
-452,156,3147,2171
-416,295,3125,2181
-370,308,3106,2182
-331,195,3093,2180
-286,36,3064,2175
-233,-101,3038,2180
-184,-166,3017,2181
-137,-113,3006,2181
-90,60,2983,2172
-64,233,2964,2173
-87,247,2946,2173
-133,67,2942,2174
-139,-154,2933,2167
-70,-269,2931,2171
31,-322,2927,2176
82,-472,2932,2176
40,-686,2931,2160
-23,-733,2939,2152
27,-504,2945,2152
254,-230,2956,2153
559,-190,2955,2136
772,-389,2959,2120
819,-610,2961,2112
788,-756,2966,2112
799,-901,2955,2100
882,-1131,2944,2089
970,-1409,2929,2082
1031,-1651,2923,2082
1117,-1770,2904,2069
1260,-1758,2879,2049
1368,-1731,2843,2029
1336,-1855,2820,2024
1250,-2146,2794,2016
1330,-2449,2769,2004
1628,-2640,2730,1984
1926,-2769,2698,1977
2016,-2914,2673,1972
1950,-3050,2668,1957
1900,-3124,2652,1927
1903,-3190,2635,1912
1884,-3312,2619,1910
1839,-3428,2645,1904
1829,-3390,2678,1879
1827,-3140,2694,1867
1714,-2784,2694,1867
1452,-2465,2758,1856
1167,-2218,2863,1813
1021,-1980,2946,1787
1018,-1720,2983,1791
1022,-1495,3080,1786
921,-1337,3245,1744
745,-1209,3389,1715
565,-1085,3452,1721
399,-977,3577,1722
232,-816,3849,1686
100,-518,4191,1668
60,-197,4444,1683
102,-117,4631,1679
147,-268,4813,1625
140,-309,4986,1599
80,-55,5066,1620
-7,224,5102,1616
-113,268,5157,1547
-216,214,5249,1527
-270,319,5301,1601
-247,483,5319,1589
-206,452,5327,1247
-230,235,5356,642
-303,65,5365,149
-320,45,5361,121
-246,105,5338,546
-178,192,5321,1101
-192,308,5291,1443
-231,408,5267,1495
-233,437,5237,1406
-241,430,5217,1355
-308,456,5188,1371
-371,490,5172,1389
-331,458,5149,1361
-227,350,5137,1322
-203,230,5111,1307
-311,155,5101,1314
-423,126,5088,1302
-387,117,5090,1271
-211,105,5081,1241
-50,116,5083,1235
-11,219,5079,1233
-61,422,5093,1219
-127,573,5100,1196
-184,510,5120,1188
-207,311,5128,1189
-141,234,5143,1173
-13,344,5146,1140
40,398,5163,1123
-61,208,5167,1124
-201,-60,5171,1115
-204,-133,5157,1078
-59,-9,5158,1052
92,96,5155,1053
143,79,5147,1050
121,27,5114,1013
86,45,5100,983
50,129,5088,983
-3,213,5069,984
-62,219,5017,951
-99,95,4981,922
-119,-130,4959,923
-169,-326,4935,924
-261,-366,4869,889
-327,-242,4812,855
-270,-65,4773,854
-99,69,4742,856
50,155,4670,823
49,225,4601,789
-75,226,4549,786
-178,83,4515,787
-185,-135,4447,753
-163,-218,4375,713
-204,-67,4314,699
-287,144,4279,699
-330,173,4224,676
-309,14,4169,645
-282,-107,4115,632
-285,-19,4087,630
-290,197,4050,606
-248,324,4013,567
-167,273,3970,540
-100,137,3949,532
-90,29,3927,518
-127,-39,3917,491
-145,-56,3898,465
-79,50,3892,454
90,319,3886,443
307,636,3895,417
484,843,3895,383
574,873,3905,366
626,752,3908,360
706,557,3921,335
792,425,3925,289
780,464,3935,260
642,570,3937,259
507,478,3951,249
533,124,3961,211
699,-234,3982,184
816,-369,3992,185
735,-413,4003,174
513,-656,4002,127
