II,V,ABP,RESP
4230,9134,4894,2807
5131,11431,5549,3198
5337,11625,4894,2853
6184,11811,4530,2684
7855,12248,4838,2899
9615,11582,5028,3037
11179,9549,4838,2945
12565,7127,4716,2891
13193,4878,4838,2991
12186,2631,4887,3061
9567,623,4781,3037
6340,-556,4722,3027
3525,-727,4781,3083
1508,-209,4809,3124
302,830,4781,3129
-114,2298,4767,3137
201,3944,4781,3175
956,5422,4760,3214
1712,6643,4724,3244
2179,7586,4709,3264
2417,8200,4724,3290
2587,8441,4726,3320
2719,8511,4724,3359
2737,8571,4712,3383
2719,8719,4724,3406
2749,8836,4729,3423
2820,8927,4724,3452
2823,8970,4689,3472
2820,9030,4667,3498
2854,9070,4656,3516
2921,9134,4667,3544
2897,9216,4664,3563
2820,9342,4667,3590
2743,9485,4663,3609
2719,9653,4667,3636
2738,9786,4659,3655
2820,9861,4667,3682
2936,9883,4670,3701
3021,9964,4667,3728
3031,10083,4632,3747
3021,10172,4610,3774
3023,10134,4600,3793
3021,10068,4610,3820
2993,10006,4605,3839
3021,9964,4610,3866
3147,9886,4611,3885
3323,9861,4610,3912
3421,9869,4577,3931
3424,9861,4553,3958
3396,9747,4542,3976
3424,9653,4553,4004
3481,9628,4549,4023
3525,9653,4553,4050
3524,9603,4553,4068
3525,9549,4553,4096
3527,9527,4521,4115
3525,9549,4496,4142
3508,9507,4482,4160
3525,9445,4496,4188
3546,9378,4495,4209
3525,9342,4496,4234
3470,9275,4488,4243
3525,9238,4496,4257
3716,9222,4492,4270
3928,9238,4496,4303
4014,9195,4490,4328
4028,9134,4496,4349
4031,9061,4490,4353
4028,9030,4496,4372
3994,8980,4506,4392
4028,8927,4553,4418
4142,8854,4605,4424
4230,8823,4667,4441
4184,8780,4712,4459
4129,8719,4781,4487
4183,8602,4857,4495
4330,8511,4951,4510
4445,8442,5028,4526
4532,8408,5122,4556
4602,8344,5223,4568
4633,8304,5350,4579
4575,8255,5461,4582
4532,8200,5577,4602
4588,8085,5682,4612
4733,7992,5805,4625
4855,7924,5914,4628
4935,7889,6033,4648
4960,7821,6138,4666
4935,7785,6260,4694
4861,7771,6369,4704
4834,7785,6488,4717
4877,7766,6593,4722
4935,7785,6716,4740
4908,7827,6826,4749
4834,7889,6943,4763
4765,7916,7045,4766
4733,7992,7171,4786
4714,8100,7286,4804
4733,8200,7399,4832
4756,8203,7475,4842
4733,8200,7569,4855
4627,8231,7673,4859
4532,8304,7797,4878
4478,8313,7885,4888
4431,8304,7968,4901
4326,8317,8039,4897
4230,8408,8138,4901
4173,8481,8222,4903
4129,8511,8309,4924
4028,8464,8365,4935
3928,8408,8423,4947
3862,8338,8466,4941
3827,8304,8537,4947
3764,8281,8596,4952
3726,8304,8651,4970
3747,8312,8668,4971
3827,8304,8708,4970
3883,8242,8739,4959
3928,8200,8765,4970
3998,8179,8749,4980
4129,8200,8765,4993
4225,8197,8793,4986
4230,8200,8821,4993
4185,8189,8788,5001
4230,8200,8765,5016
4321,8190,8755,5010
4330,8200,8765,5016
4235,8195,8729,5022
4230,8200,8708,5039
4353,8183,8699,5035
4431,8200,8708,5039
4330,8204,8655,5044
4230,8200,8594,5062
4263,8166,8541,5060
4330,8200,8537,5062
4276,8263,8512,5064
4230,8304,8480,5085
4315,8241,8417,5094
4431,8200,8366,5108
4376,8250,8299,5112
4230,8408,8252,5131
4168,8534,8193,5139
4230,8615,8138,5154
4262,8649,8049,5158
4230,8719,7968,5177
4167,8802,7874,5187
4129,8927,7797,5200
4100,9037,7702,5194
4129,9134,7626,5200
4214,9152,7537,5205
4330,9134,7456,5223
4423,9101,7354,5229
4532,9134,7285,5246
4647,9186,7222,5255
4733,9238,7171,5269
4742,9235,7081,5264
4733,9238,7000,5269
4728,9207,6925,5273
4733,9134,6886,5292
4743,8997,6829,5298
4834,8927,6773,5315
4969,8922,6703,5324
5035,8927,6659,5338
4946,8829,6601,5332
4834,8719,6545,5338
4830,8639,6471,5343
4935,8615,6431,5361
4986,8583,6398,5358
4935,8615,6374,5361
4843,8678,6313,5362
4834,8719,6260,5384
4888,8654,6215,5395
4935,8615,6203,5407
4901,8645,6176,5402
4834,8719,6147,5407
4766,8717,6103,5409
4733,8719,6090,5430
4717,8756,6082,5442
4733,8823,6090,5453
4716,8819,6065,5445
4633,8823,6033,5453
4521,8858,5986,5460
4532,8927,5976,5476
4651,8930,5973,5472
4733,8927,5976,5476
4678,8921,5944,5480
4633,8927,5919,5499
4680,8898,5902,5499
4733,8927,5919,5499
4650,8986,5922,5489
4532,9030,5919,5499
4494,9001,5885,5505
4532,9030,5862,5522
4534,9106,5844,5522
4532,9134,5862,5522
4544,9016,5870,5504
4532,8927,5862,5499
4426,8951,5820,5491
4330,9030,5805,5499
4310,8995,5804,5496
4330,8927,5805,5499
4283,8899,5768,5486
4230,8927,5748,5476
4265,8909,5743,5454
4431,8927,5748,5453
4634,9010,5715,5451
4834,9134,5691,5453
5004,9158,5682,5428
5136,9134,5691,5407
5144,9114,5663,5385
5035,9134,5634,5384
4915,9072,5619,5372
4935,8927,5634,5361
5026,8730,5617,5334
5035,8615,5577,5315
4932,8579,5528,5287
4935,8615,5521,5269
5125,8626,5522,5242
5337,8615,5521,5223
5351,8558,5485,5188
5237,8511,5464,5154
5151,8450,5454,5110
5136,8408,5464,5085
5093,8344,5441,5059
5035,8304,5407,5039
4990,8275,5362,5000
4935,8304,5350,4970
4795,8318,5344,4940
4633,8304,5350,4924
4509,8227,5328,4891
4431,8200,5293,4855
4297,8227,5245,4810
4129,8304,5236,4786
3975,8292,5238,4761
3928,8200,5236,4740
3916,8062,5197,4694
3928,7992,5179,4648
3936,7977,5176,4601
4028,7992,5179,4579
4154,7990,5144,4555
4230,7992,5122,4533
4220,7990,5116,4493
4230,7992,5122,4464
4263,7969,5091,4435
4230,7992,5065,4418
4143,8134,5055,4384
4230,8511,5065,4349
4543,9111,5039,4305
4935,9964,5008,4280
5393,11027,4989,4253
6244,12144,5008,4234
7612,12767,5015,4198
9265,12352,5008,4165
10993,10755,4974,4124
12790,8511,4951,4096
14142,6190,4936,4059
13998,4048,4951,4027
11823,2018,4957,3985
8459,311,4951,3958
5257,-656,4915,3931
2921,-519,4894,3912
1440,567,4885,3876
806,2180,4894,3843
980,3823,4889,3802
1611,5294,4894,3774
2175,6501,4894,3744
2518,7473,4894,3728
2769,8134,4863,3704
3021,8511,4838,3682
3202,8649,4823,3643
3323,8719,4838,3613
3426,8759,4839,3583
3525,8823,4838,3567
3547,8857,4826,3541
3525,8927,4838,3521
3469,9011,4841,3493
3424,9134,4838,3475
3355,9209,4804,3448
3323,9238,4781,3429
3310,9249,4768,3402
3323,9342,4781,3382
3321,9497,4781,3356
3323,9653,4781,3336
3324,9752,4770,3310
3323,9861,4781,3290
3340,9972,4784,3264
3424,10068,4781,3244
3518,10105,4748,3219
3525,10172,4724,3198
3434,10220,4709,3171
3424,10172,4724,3152
3584,9985,4729,3128
3827,9861,4724,3106
3979,9851,4690,3077
4028,9861,4667,3060
4001,9745,4652,3046
3928,9653,4667,3037
3832,9674,4672,3015
3827,9757,4667,2991
3901,9725,4632,2963
3928,9653,4610,2945
3819,9595,4598,2921
3726,9549,4610,2899
3779,9423,4609,2872
3928,9342,4610,2853
3981,9361,4600,2829
3928,9445,4610,2807
3878,9448,4611,2778
3928,9445,4610,2761
3997,9478,4579,2747
4028,9549,4553,2738
4042,9553,4533,2716
4129,9549,4553,2692
4229,9519,4579,2664
4230,9445,4610,2646
4107,9300,4610,2622
4028,9238,4610,2600
4065,9253,4615,2572
4129,9238,4667,2554
4088,9072,4724,2539
4028,8927,4781,2531
4073,8895,4817,2511
4230,8927,4894,2485
4359,8843,4999,2454
4431,8719,5122,2439
4476,8635,5206,2428
4532,8615,5293,2416
4550,8526,5390,2389
4532,8408,5521,2370
4478,8314,5634,2356
4431,8304,5748,2347
4402,8271,5851,2323
4431,8200,5976,2301
4484,8079,6086,2284
4532,7992,6203,2278
4557,7920,6308,2259
4633,7889,6431,2232
4747,7865,6541,2200
4834,7889,6659,2186
4806,7898,6761,2175
4733,7889,6886,2163
4722,7851,7016,2137
4834,7889,7171,2117
4971,7958,7295,2102
5035,7992,7399,2094
4968,7924,7468,2072
4834,7889,7569,2048
4701,7923,7679,2028
4633,7992,7797,2025
4589,7990,7876,2018
4532,7992,7968,2002
4427,8006,8068,1973
4330,7992,8195,1956
4261,7872,8287,1944
4230,7785,8366,1933
4212,7803,8416,1907
4230,7889,8480,1887
4243,7871,8528,1873
4230,7785,8594,1864
4197,7725,8646,1840
4230,7785,8708,1818
4277,7859,8735,1801
4230,7889,8765,1795
4057,7833,8779,1783
3928,7785,8821,1772
3913,7759,8849,1759
3928,7785,8878,1749
3864,7792,8874,1726
3827,7785,8878,1703
3878,7730,8869,1683
3928,7681,8878,1680
3843,7646,8870,1673
3726,7681,8878,1657
3718,7707,8873,1628
3827,7681,8878,1611
3907,7590,8850,1600
3928,7577,8821,1588
3925,7635,8778,1562
3928,7681,8765,1542
3860,7621,8737,1529
3726,7577,8708,1519
3610,7579,8641,1495
3625,7577,8594,1473
3704,7495,8552,1458
3726,7473,8537,1450
3654,7532,8487,1427
3625,7577,8423,1404
3677,7501,8327,1386
3726,7473,8252,1381
3703,7568,8180,1370
3726,7681,8138,1358
3838,7641,8081,1343
3928,7577,8025,1335
3881,7603,7934,1322
3827,7681,7854,1312
3865,7644,7761,1299
3928,7577,7683,1289
3885,7582,7588,1275
3827,7681,7512,1266
3853,7743,7423,1255
3928,7785,7342,1243
3933,7796,7241,1226
3928,7785,7171,1220
3973,7737,7107,1219
4028,7785,7057,1220
3992,7910,6970,1208
3928,7992,6886,1197
3905,7902,6807,1192
3928,7785,6773,1197
3952,7748,6739,1190
4028,7785,6716,1174
4119,7776,6661,1155
4129,7785,6602,1151
4039,7833,6527,1152
4028,7889,6488,1151
4146,7844,6455,1137
4230,7785,6431,1127
4112,7762,6371,1125
3928,7785,6317,1127
3863,7770,6271,1119
3928,7785,6260,1104
3957,7835,6234,1089
3928,7889,6203,1081
3902,7846,6157,1077
3928,7785,6147,1081
3938,7755,6144,1085
3928,7785,6147,1081
3913,7786,6114,1067
3928,7785,6090,1058
3933,7777,6058,1057
3928,7785,6033,1058
3913,7738,5989,1047
3928,7681,5976,1035
3938,7642,5974,1030
3928,7681,5976,1035
3899,7706,5939,1036
3928,7681,5919,1035
3992,7596,5913,1033
4028,7577,5919,1035
3982,7617,5885,1035
