II,V,PLETH,ABP
96,716,-2533,-32768
138,786,-2754,-32768
167,719,-2493,-32768
176,756,-2656,-32768
169,747,-2689,-32768
153,713,-2666,-32768
142,675,-2630,-32768
149,658,-2638,-32768
182,651,-2627,-32768
241,650,-2562,-32768
318,660,-2464,-32768
396,679,-2365,-32768
456,686,-2249,-32768
479,658,-2110,-32768
457,596,-1970,-32768
394,510,-1841,-32768
310,414,-1708,-32768
230,330,-1567,-32768
177,277,-1417,-32768
158,261,-1266,-32768
170,267,-1104,-32768
195,282,-941,-32768
214,289,-779,-32768
214,287,-618,-32768
200,275,-459,-32768
181,266,-304,-32768
173,268,-152,-32768
186,288,-6,-32768
224,329,136,-32768
279,392,270,-32768
343,476,396,-32768
402,576,512,-32768
456,686,619,-32768
503,800,718,-32768
542,904,811,-32768
569,983,897,-32768
579,1017,976,-32768
568,985,1048,-32768
537,878,1111,-32768
496,697,1165,-32768
458,462,1211,-32768
434,202,1251,-32768
427,-43,1286,-32768
434,-246,1314,-32768
452,-383,1337,-32768
482,-455,1354,-32768
522,-462,1367,-32768
566,-428,1375,-32768
603,-376,1381,-32768
610,-333,1383,-32768
583,-314,1384,-32768
513,-311,1383,-32768
429,-321,1379,-32768
339,-309,1371,-32768
270,-271,1361,-32768
219,-193,1346,-32768
179,-92,1329,-32768
141,14,1307,-32768
93,116,1284,-32768
45,193,1256,-32768
2,254,1225,-32768
-23,295,1190,-32768
-22,325,1152,-32768
16,339,1111,-32768
106,326,1068,-32768
274,253,1023,-32768
556,84,977,-32768
978,-239,929,-32768
1550,-761,881,-32768
2229,-1521,832,-32768
2928,-2498,785,-32768
3507,-3608,737,-32768
3823,-4674,691,-32768
3770,-5478,646,-32768
3315,-5817,604,-32768
2525,-5596,562,-32768
1540,-4869,524,-32768
536,-3848,484,-32768
-330,-2799,449,-32768
-959,-1963,414,-32768
-1327,-1441,384,-32768
-1465,-1204,355,-32768
-1438,-1115,332,-32768
-1301,-1029,307,-32768
-1097,-837,288,-32768
-846,-518,266,-32768
-574,-104,247,-32768
-313,320,228,-32768
-116,686,213,-32768
-24,929,198,-32768
-50,1042,187,-32768
-171,1042,176,-32768
-319,981,167,-32768
-444,923,155,-32768
-484,894,144,-32768
-462,929,131,-32768
-382,979,118,-32768
-311,1045,104,-32768
-268,1064,90,-32768
-280,1052,75,-32768
-335,994,59,-32768
-414,920,42,-32768
-495,846,23,-32768
-554,790,2,-32768
-589,751,-21,-32768
-600,727,-44,-32768
-606,699,-69,-32768
-616,663,-95,-32768
-646,608,-125,-32768
-695,542,-160,-32768
-757,473,-201,-32768
-817,407,-246,-32768
-868,347,-295,-32768
-901,289,-339,-32768
-920,234,-380,-32768
-923,177,-413,-32768
-920,124,-444,-32768
-911,70,-470,-32768
-900,25,-499,-32768
-882,-13,-525,-32768
-861,-32,-554,-32768
-829,-38,-580,-32768
-795,-22,-609,-32768
-753,1,-635,-32768
-722,28,-665,-32768
-700,40,-690,-32768
-701,45,-720,-32768
-714,41,-746,-32768
-738,47,-776,-32768
-757,62,-803,-32768
-768,95,-835,-32768
-762,138,-865,-32768
-747,188,-900,-32768
-715,238,-933,-32768
-679,293,-968,-32768
-640,350,-1002,-32768
-613,410,-1038,-32768
-605,460,-1073,-32768
-633,495,-1111,-32768
-696,508,-1149,-32768
-791,501,-1189,-32768
-891,482,-1228,-32768
-971,470,-1268,-32768
-999,485,-1305,-32768
-965,531,-1342,-32768
-878,599,-1374,-32768
-777,667,-1402,-32768
-706,708,-1424,-32768
-700,708,-1442,-32768
-759,670,-1454,-32768
-859,619,-1469,-32768
-953,586,-1486,-32768
-1013,585,-1512,-32768
-1030,607,-1539,-32768
-1031,633,-1574,-32768
-1036,641,-1606,-32768
-1066,623,-1644,-32768
-1106,588,-1676,-32768
-1143,557,-1713,-32768
-1151,542,-1746,-32768
-1136,548,-1786,-32768
-1101,563,-1821,-32768
-1066,581,-1863,-32768
-1030,597,-1900,-32768
-1001,616,-1943,-32768
-965,633,-1977,-32768
-934,653,-2017,-32768
-905,662,-2046,-32768
-897,657,-2081,-32768
-903,628,-2105,-32768
-926,589,-2133,-32768
-951,542,-2150,-32768
-975,501,-2164,-32768
-984,463,-2165,-32768
-990,435,-2159,-32768
-987,410,-2141,-32768
-984,394,-2117,-32768
-973,377,-2081,-32768
-959,364,-2038,-32768
-939,347,-1983,-32768
-919,329,-1919,-32768
-898,311,-1841,-32768
-889,301,-1755,-32768
-891,304,-1657,-32768
-905,320,-1550,-32768
-920,345,-1433,-32768
-932,372,-1306,-32768
-928,394,-1171,-32768
-910,413,-1027,-32768
-880,435,-878,-32768
-851,470,-725,-32768
-831,527,-570,-32768
-822,609,-413,-32768
-812,710,-259,-32768
-791,816,-104,-32768
-744,906,46,-32768
-673,952,196,-32768
-585,934,340,-32768
-509,840,482,-32768
-462,673,618,-32768
-465,453,750,-32768
-509,206,872,-32768
-585,-32,990,-32768
-656,-236,1100,-32768
-706,-384,1206,-32768
-713,-473,1301,-32768
-687,-502,1391,-32768
-633,-489,1475,-32768
-571,-449,1560,-32768
-512,-401,1643,-32768
-464,-361,1732,-32768
-440,-332,1820,-32768
-441,-330,1903,-32768
-490,-330,1971,-32768
-575,-346,2025,-32768
-698,-343,2062,-32768
-831,-324,2088,-32768
-947,-270,2104,-32768
-1029,-182,2116,-32768
-1059,-75,2123,-32768
-1054,44,2126,-32768
-1025,150,2121,-32768
-991,238,2112,-32768
-952,301,2094,-32768
-891,334,2071,-32768
-770,324,2040,-32768
-551,235,2005,-32768
-199,14,1964,-32768
292,-397,1919,-32768
895,-1040,1870,-32768
1540,-1907,1817,-32768
2124,-2922,1759,-32768
2519,-3928,1699,-32768
2607,-4723,1635,-32768
2315,-5111,1571,-32768
1656,-4982,1503,-32768
731,-4357,1437,-32768
-284,-3394,1368,-32768
-1202,-2342,1300,-32768
-1872,-1444,1230,-32768
-2247,-849,1164,-32768
-2350,-578,1097,-32768
-2282,-541,1035,-32768
-2130,-600,971,-32768
-1970,-625,913,-32768
-1817,-547,856,-32768
-1676,-353,811,-32768
-1526,-81,769,-32768
-1376,227,740,-32768
-1225,519,712,-32768
-1098,757,687,-32768
-1006,919,650,-32768
-952,992,613,-32768
-943,1001,565,-32768
-958,949,523,-32768
-1006,890,478,-32768
-1057,807,443,-32768
-1117,750,407,-32768
-1166,684,378,-32768
-1205,636,346,-32768
-1230,586,319,-32768
-1233,547,289,-32768
-1225,513,263,-32768
-1196,490,235,-32768
-1163,468,210,-32768
-1128,445,185,-32768
-1109,411,164,-32768
-1099,373,144,-32768
-1094,333,128,-32768
-1073,306,114,-32768
-1030,296,104,-32768
-965,301,95,-32768
-901,303,90,-32768
-855,282,86,-32768
-835,233,84,-32768
-824,163,83,-32768
-797,92,83,-32768
-739,33,83,-32768
-658,-13,83,-32768
-589,-63,82,-32768
-569,-130,79,-32768
-613,-215,76,-32768
-706,-298,71,-32768
-800,-357,65,-32768
-855,-372,56,-32768
-837,-352,46,-32768
-758,-314,33,-32768
-638,-287,20,-32768
-525,-281,3,-32768
-440,-295,-13,-32768
-405,-310,-33,-32768
-407,-313,-54,-32768
-434,-292,-81,-32768
-457,-252,-111,-32768
-468,-199,-147,-32768
-455,-145,-184,-32768
-425,-92,-224,-32768
-382,-43,-261,-32768
-334,7,-300,-32768
-282,61,-336,-32768
-235,121,-373,-32768
-203,177,-411,-32768
-202,221,-451,-32768
-238,241,-490,-32768
-306,235,-530,-32768
-378,209,-567,-32768
-428,177,-602,-32768
-429,159,-634,-32768
-383,162,-667,-32768
-303,186,-699,-32768
-216,224,-735,-32768
-143,267,-772,-32768
-87,308,-811,-32768
-42,348,-847,-32768
7,388,-881,-32768
60,429,-911,-32768
112,468,-941,-32768
149,498,-970,-32768
162,510,-1001,-32768
155,506,-1032,-32768
143,489,-1067,-32768
142,468,-1101,-32768
157,454,-1139,-32768
181,452,-1176,-32768
198,459,-1216,-32768
191,464,-1253,-32768
159,462,-1290,-32768
111,445,-1323,-32768
70,421,-1355,-32768
57,393,-1379,-32768
88,377,-1400,-32768
161,375,-1412,-32768
260,388,-1419,-32768
356,396,-1417,-32768
423,395,-1409,-32768
445,367,-1390,-32768
429,323,-1362,-32768
392,262,-1323,-32768
359,205,-1273,-32768
337,157,-1211,-32768
327,123,-1140,-32768
318,105,-1060,-32768
311,107,-969,-32768
317,134,-864,-32768
355,191,-751,-32768
430,276,-636,-32768
530,378,-530,-32768
623,484,-438,-32768
682,580,-365,-32768
687,662,-303,-32768
649,735,-235,-32768
597,809,-147,-32768
562,887,-37,-32768
561,961,91,-32768
597,1006,230,-32768
651,988,372,-32768
694,882,515,-32768
701,679,651,-32768
663,401,788,-32768
585,85,921,-32768
490,-217,1054,-32768
407,-463,1175,-32768
361,-633,1294,-32768
362,-725,1404,-32768
408,-754,1513,-32768
473,-738,1611,-32768
547,-701,1708,-32768
602,-649,1795,-32768
647,-605,1883,-32768
660,-556,1960,-32768
676,-532,2038,-32768
665,-498,2106,-32768
662,-490,2176,-32768
633,-461,2235,-32768
599,-438,2295,-32768
544,-389,2344,-32768
481,-328,2395,-32768
414,-258,2433,-32768
350,-181,2472,-32768
297,-107,2497,-32768
263,-34,2524,-32768
261,40,2537,-32768
307,104,2552,-32768
423,138,2556,-32768
634,88,2561,-32768
965,-103,2556,-32768
1430,-498,2549,-32768
2019,-1132,2533,-32768
2689,-1995,2515,-32768
3347,-3006,2489,-32768
3860,-4015,2461,-32768
4085,-4829,2426,-32768
3915,-5261,2388,-32768
3329,-5194,2342,-32768
2412,-4637,2293,-32768
1337,-3731,2237,-32768
314,-2708,2181,-32768
-485,-1802,2121,-32768
-972,-1172,2062,-32768
-1163,-857,2000,-32768
-1139,-786,1939,-32768
-1000,-827,1876,-32768
-823,-858,1815,-32768
-645,-801,1750,-32768
-472,-635,1686,-32768
-306,-383,1620,-32768
-159,-88,1557,-32768
-55,198,1490,-32768
-10,441,1423,-32768
-28,617,1348,-32768
-88,718,1270,-32768
-168,765,1182,-32768
-230,764,1099,-32768
-277,759,1018,-32768
-288,733,953,-32768
-293,721,891,-32768
-283,692,844,-32768
-268,672,793,-32768
-250,644,749,-32768
-223,622,698,-32768
-203,601,653,-32768
-179,584,604,-32768
-156,570,564,-32768
-116,570,521,-32768
-57,577,487,-32768
21,595,450,-32768
86,601,421,-32768
105,578,388,-32768
47,506,362,-32768
-85,388,333,-32768
-251,249,309,-32768
-389,123,285,-32768
-445,43,265,-32768
-405,14,244,-32768
-298,19,227,-32768
-179,25,210,-32768
-98,3,195,-32768
-72,-58,178,-32768
-80,-140,162,-32768
-81,-216,143,-32768
-45,-264,124,-32768
34,-280,105,-32768
135,-278,84,-32768
224,-280,62,-32768
284,-299,38,-32768
319,-336,15,-32768
351,-373,-7,-32768
401,-391,-26,-32768
478,-382,-43,-32768
562,-354,-56,-32768
635,-318,-73,-32768
677,-285,-94,-32768
695,-259,-123,-32768
701,-236,-153,-32768
711,-207,-190,-32768
724,-175,-227,-32768
729,-146,-269,-32768
707,-133,-308,-32768
658,-136,-353,-32768
592,-148,-397,-32768
540,-154,-444,-32768
520,-144,-487,-32768
545,-112,-531,-32768
598,-64,-573,-32768
663,-15,-616,-32768
717,22,-656,-32768
757,45,-698,-32768
779,56,-738,-32768
791,63,-778,-32768
795,71,-815,-32768
797,87,-852,-32768
798,113,-886,-32768
805,148,-920,-32768
818,190,-950,-32768
841,234,-980,-32768
867,279,-1008,-32768
895,321,-1037,-32768
917,356,-1064,-32768
935,388,-1092,-32768
947,416,-1119,-32768
956,445,-1147,-32768
960,471,-1174,-32768
963,499,-1203,-32768
962,522,-1232,-32768
963,543,-1265,-32768
968,555,-1299,-32768
982,560,-1337,-32768
1001,558,-1375,-32768
1026,549,-1415,-32768
1050,540,-1452,-32768
1078,530,-1490,-32768
1105,528,-1524,-32768
1139,533,-1556,-32768
1175,549,-1582,-32768
1216,572,-1606,-32768
1249,603,-1624,-32768
1275,639,-1640,-32768
1281,681,-1650,-32768
1280,737,-1655,-32768
1267,815,-1652,-32768
1261,920,-1641,-32768
1256,1045,-1620,-32768
1261,1170,-1589,-32768
1258,1262,-1545,-32768
1253,1288,-1493,-32768
1229,1218,-1433,-32768
1195,1050,-1366,-32768
1147,797,-1284,-32768
1098,500,-1185,-32768
1046,200,-1062,-32768
1002,-59,-912,-32768
962,-258,-736,-32768
932,-385,-552,-32768
905,-454,-374,-32768
886,-474,-214,-32768
869,-460,-69,-32768
858,-426,58,-32768
848,-380,176,-32768
849,-334,289,-32768
849,-283,400,-32768
865,-242,508,-32768
880,-190,609,-32768
903,-142,705,-32768
916,-73,796,-32768
917,2,881,-32768
905,83,959,-32768
874,169,1031,-32768
849,241,1098,-32768
830,311,1159,-32768
839,367,1213,-32768
868,419,1262,-32768
913,460,1303,-32768
960,475,1340,-32768
1008,437,1369,-32768
1081,309,1397,-32768
1216,44,1417,-32768
1475,-398,1436,-32768
1889,-1054,1449,-32768
2461,-1920,1462,-32768
3115,-2959,1469,-32768
3727,-4048,1478,-32768
4126,-5017,1479,-32768
4172,-5653,1481,-32768
3789,-5791,1472,-32768
3024,-5371,1463,-32768
2022,-4490,1446,-32768
990,-3365,1432,-32768
113,-2271,1416,-32768
-489,-1421,1405,-32768
-800,-914,1392,-32768
-871,-695,1381,-32768
-785,-625,1360,-32768
-611,-547,1336,-32768
-395,-365,1301,-32768
-163,-56,1264,-32768
57,325,1220,-32768
231,707,1175,-32768
328,1010,1125,-32768
332,1213,1075,-32768
259,1303,1020,-32768
137,1321,965,-32768
3,1292,905,-32768
-114,1257,845,-32768
-205,1238,783,-32768
-255,1232,721,-32768
-281,1248,659,-32768
-276,1258,598,-32768
-262,1271,539,-32768
-246,1268,484,-32768
