II,V,ABP,RESP
1740,1399,7174,1317
1984,1562,8205,1492
1763,1347,7394,1317
1642,1230,7051,1225
1763,1321,7686,1317
1833,1380,8097,1372
1763,1321,7906,1317
1714,1281,7815,1279
1740,1321,8126,1317
1753,1346,8360,1342
1763,1321,8345,1317
1783,1302,8345,1297
1740,1321,8492,1317
1675,1342,8599,1340
1763,1347,8638,1342
1891,1344,8691,1328
1763,1347,8784,1317
1554,1355,8832,1313
1740,1373,8858,1317
2052,1383,8885,1319
1740,1373,8931,1317
1168,1356,8958,1313
1740,1373,9004,1317
3482,1410,9038,1318
4395,1425,9077,1317
3214,1381,9077,1313
1396,1321,9077,1317
945,1295,9065,1319
1671,1321,9077,1317
2046,1363,9072,1303
1717,1399,9077,1292
1500,1404,9067,1287
1694,1373,9077,1292
1806,1305,9053,1294
1671,1243,9004,1292
1605,1220,8913,1281
1717,1243,8858,1267
1774,1289,8816,1250
1717,1347,8784,1242
1682,1396,8706,1241
1717,1425,8638,1242
1732,1425,8565,1231
1717,1425,8492,1218
1714,1427,8370,1210
1740,1425,8272,1218
1751,1411,8191,1223
1763,1399,8126,1218
1764,1397,8009,1201
1717,1450,7906,1193
1646,1503,7818,1193
1671,1450,7760,1193
1738,1363,7672,1180
1671,1450,7613,1168
1550,1581,7570,1164
1671,1425,7540,1168
1861,1184,7460,1167
1671,1399,7394,1168
1368,1744,7345,1168
1671,1399,7320,1168
2145,839,7247,1155
1671,1373,7174,1143
849,2329,7115,1138
1717,1399,7101,1143
3968,-1137,7065,1144
4395,-1658,7028,1143
1646,1396,6977,1140
-1122,4533,6954,1143
-739,4168,6916,1143
1534,1684,6881,1143
2477,628,6832,1140
1763,1373,6808,1143
1359,1738,6771,1144
1900,1088,6735,1143
2280,655,6679,1131
2106,855,6662,1118
2089,867,6658,1110
2541,414,6662,1118
2995,29,6623,1131
3251,-104,6588,1143
3544,-319,6548,1144
3960,-699,6515,1143
4278,-1025,6461,1141
4395,-1217,6442,1143
4399,-1354,6440,1142
4395,-1399,6442,1143
4395,-1307,6397,1142
4395,-1166,6369,1143
4389,-1097,6361,1142
4395,-1088,6369,1143
4390,-1070,6329,1142
4304,-984,6296,1143
4139,-863,6282,1141
4029,-751,6296,1143
4046,-671,6267,1143
4098,-570,6222,1143
4045,-392,6169,1140
3892,-104,6149,1143
3699,246,6134,1145
3457,596,6149,1143
3085,918,6155,1130
2610,1243,6149,1118
2135,1571,6103,1113
1763,1865,6076,1118
1486,2086,6067,1119
1282,2253,6076,1118
1126,2388,6042,1115
1030,2486,6003,1118
973,2535,5977,1120
939,2564,6003,1118
899,2601,6015,1106
870,2642,6003,1093
851,2660,5952,1087
847,2668,5930,1093
834,2686,5923,1098
824,2720,5930,1093
818,2741,5895,1077
824,2745,5856,1068
824,2739,5831,1067
824,2745,5856,1068
822,2764,5870,1057
824,2797,5856,1044
816,2826,5804,1037
801,2849,5783,1044
784,2859,5781,1047
778,2875,5783,1044
772,2894,5741,1030
755,2927,5710,1019
727,2952,5696,1013
710,2979,5710,1019
709,2999,5704,1022
710,3030,5710,1019
685,3050,5712,1004
641,3056,5710,994
598,3046,5666,991
572,3056,5637,994
558,3082,5627,993
549,3108,5637,994
533,3108,5604,994
504,3108,5564,994
464,3110,5538,989
435,3108,5564,994
420,3081,5576,1006
412,3056,5564,1019
397,3040,5514,1020
389,3030,5490,1019
394,3003,5481,1018
412,2979,5490,1019
430,2956,5481,1015
458,2927,5490,1019
497,2865,5494,1030
549,2797,5490,1044
602,2740,5446,1045
664,2694,5417,1044
736,2623,5405,1049
824,2538,5417,1068
914,2452,5406,1085
1007,2383,5417,1093
1104,2309,5442,1091
1213,2227,5490,1093
1321,2133,5515,1101
1419,2046,5564,1118
1507,1964,5626,1132
1603,1891,5710,1143
1700,1811,5770,1151
1786,1735,5856,1168
1845,1663,5957,1183
1900,1606,6076,1193
1959,1551,6169,1190
2015,1502,6296,1193
2044,1455,6439,1202
2060,1425,6588,1218
2078,1398,6689,1228
2106,1373,6808,1242
2124,1340,6947,1257
2129,1321,7101,1267
2119,1314,7206,1264
2106,1321,7320,1267
2085,1321,7454,1279
2083,1321,7613,1292
2093,1318,7726,1291
2083,1321,7833,1292
