II,V,ABP
3053,8090,3090
3504,9116,3502
3170,7995,3090
3023,7398,2873
3287,7900,3090
3467,8166,3224
3405,7805,3090
3386,7604,2987
3522,7805,3057
3588,7847,3109
3522,7614,3057
3501,7481,3007
3640,7519,3024
3807,7467,3038
3875,7329,3024
3853,7264,3002
3875,7234,2991
3979,7101,2971
4109,6948,2959
4180,6883,2952
4227,6853,2959
4316,6730,2955
4462,6567,2959
4588,6412,2951
4696,6282,2959
4804,6096,2972
4931,5901,3024
5046,5705,3100
5166,5520,3222
5288,5303,3366
5401,5140,3550
5470,5032,3757
5518,4949,4011
5538,4799,4289
5518,4664,4602
5455,4604,4912
5401,4664,5227
5326,4773,5522
5166,4949,5819
4914,5164,6090
4696,5425,6345
4537,5686,6554
4344,5996,6739
4047,6329,6883
3757,6663,7002
3522,6918,7069
3287,7139,7101
3036,7332,7088
2935,7519,7068
3010,7634,7024
3053,7710,6969
2860,7777,6884
2583,7900,6805
2447,8014,6727
2466,8090,6673
2443,8116,6606
2348,8185,6542
2287,8287,6473
2348,8376,6443
2434,8382,6422
2466,8376,6410
2445,8376,6380
2466,8376,6377
2527,8317,6386
2583,8281,6410
2582,8300,6406
2583,8376,6410
2627,8397,6417
2700,8376,6443
2723,8320,6443
2700,8281,6443
2676,8221,6434
2700,8185,6443
2751,8164,6431
2818,8185,6410
2877,8189,6369
2935,8185,6345
2988,8139,6312
3053,8090,6279
3085,8023,6223
3053,7995,6180
2969,7979,6132
2935,7995,6082
2981,7990,5997
3053,7995,5917
3068,7985,5832
3053,7995,5753
3043,7988,5639
3053,7995,5523
3049,7986,5399
3053,7995,5293
3057,7987,5172
3053,7995,5063
3030,7986,4953
3053,7995,4865
3120,7987,4772
3170,7995,4701
3128,7987,4637
3053,7995,4602
3019,7987,4572
3053,7995,4569
3073,7986,4565
3053,7995,4569
3024,7988,4559
3053,7995,4569
3086,7985,4583
3053,7995,4602
2959,7990,4596
2935,7995,4602
2998,7983,4613
3053,7995,4635
3040,7993,4633
3053,7995,4635
3089,7976,4632
3053,7995,4635
2963,8009,4616
3053,7995,4602
3342,7897,4585
3522,7805,4569
3350,7760,4531
3053,7805,4504
2953,7855,4482
3053,7900,4471
3101,7900,4435
3053,7900,4405
3019,7884,4381
3053,7900,4372
3067,7905,4342
3053,7900,4306
3042,7843,4264
3053,7805,4241
3048,7785,4217
3053,7805,4208
3060,7802,4192
3053,7805,4175
3025,7795,4137
3053,7805,4109
3129,7796,4085
3170,7805,4076
3112,7799,4057
3053,7805,4043
3075,7791,4023
3170,7805,4011
3243,7809,3989
3287,7805,3978
3303,7749,3959
3287,7710,3945
3221,7689,3919
3170,7710,3912
3164,7707,3909
3170,7710,3912
3120,7699,3893
3053,7710,3879
3021,7702,3871
3053,7710,3879
3104,7704,3867
3170,7710,3846
3234,7696,3817
3287,7710,3813
3296,7714,3813
3287,7710,3813
3277,7654,3793
3287,7614,3780
3287,7594,3773
3287,7614,3780
3281,7613,3769
3287,7614,3748
3285,7603,3718
3287,7614,3715
3281,7608,3716
3287,7614,3715
3288,7608,3691
3287,7614,3682
3273,7602,3680
3287,7614,3682
3359,7638,3660
3522,7710,3649
3747,7796,3646
3992,7900,3649
4187,7913,3629
4344,7805,3616
4527,7592,3612
4814,7424,3616
5118,7294,3597
5283,7139,3583
5250,6879,3577
5166,6663,3583
5148,6591,3567
5166,6663,3550
5098,6692,3541
4931,6663,3550
4674,6666,3540
4344,6853,3517
3990,7094,3487
3757,7234,3485
3642,7241,3487
3522,7329,3485
3242,7566,3461
2935,7805,3452
2749,7852,3450
2700,7805,3452
2645,7806,3431
2583,7900,3419
2560,7933,3416
2583,7900,3419
2616,7829,3399
2700,7805,3386
2759,7863,3381
2700,8185,3386
2635,8846,3368
2818,9708,3353
3164,10272,3346
3640,9994,3353
4943,8489,3339
7866,5996,3320
11450,3361,3307
13267,1713,3320
12175,1586,3327
9745,2760,3320
7951,4562,3295
6810,6472,3287
5285,8019,3287
3522,8852,3287
2579,8862,3267
2700,8471,3254
3050,8150,3250
3053,8090,3254
2874,8101,3238
2818,8090,3222
2835,8060,3211
2818,8090,3222
2784,8130,3223
2818,8185,3222
2889,8198,3214
2935,8185,3222
2921,8123,3224
2935,8090,3222
2989,8087,3201
3053,8090,3189
3042,8045,3181
3053,7995,3189
3112,7968,3188
3170,7995,3189
3156,8002,3184
3170,7995,3189
3246,7970,3187
3287,7995,3189
3212,8015,3183
3170,7995,3189
3294,7894,3189
3522,7805,3189
3647,7742,3170
3640,7710,3156
3603,7650,3146
3640,7614,3156
3701,7578,3159
3757,7519,3156
3800,7402,3135
3875,7329,3123
3944,7319,3116
3992,7329,3123
4021,7251,3111
4109,7139,3090
4237,7031,3059
4344,6948,3057
4389,6839,3058
4462,6758,3057
4582,6707,3030
4696,6663,3024
4741,6537,3033
4814,6377,3057
4972,6215,3062
5166,6092,3090
5296,5949,3149
5401,5806,3254
5521,5628,3368
5636,5425,3517
5691,5171,3702
5753,4949,3945
5865,4776,4208
5988,4664,4504
6021,4547,4807
5988,4473,5128
5935,4463,5438
5871,4569,5753
5728,4733,6043
5518,4949,6312
5280,5170,6533
5049,5425,6739
4777,5691,6917
4462,5996,7068
4133,6289,7153
3875,6567,7199
3685,6802,7205
3522,7043,7199
3302,7254,7156
3053,7424,7101
2861,7519,7027
2818,7614,6969
2840,7710,6901
2818,7805,6838
2727,7849,6760
2700,7900,6706
2762,7951,6661
2818,7995,6640
2764,7987,6614
2700,7995,6608
2724,8032,6599
2818,8090,6608
2849,8095,6600
2818,8090,6608
2786,8085,6613
2818,8090,6640
2871,8044,6653
2935,7995,6673
2994,7966,6681
3053,7995,6706
3069,8007,6710
3053,7995,6706
3029,7937,6678
3053,7900,6673
3107,7879,6671
3170,7900,6673
3219,7905,6640
3287,7900,6608
3359,7848,6568
3405,7805,6542
3399,7775,6492
3405,7805,6443
3452,7821,6386
3522,7805,6345
3541,7733,6283
3522,7710,6213
3504,7740,6114
3522,7805,6016
3533,7812,5907
