II,V,PLETH,RESP
173,-94,2673,-32768
213,-106,3671,-32768
199,-71,3917,-32768
179,-39,3882,-32768
182,-58,4047,-32768
183,-95,4385,-32768
158,-79,4654,-32768
125,-21,4756,-32768
126,-13,4814,-32768
160,-79,4906,-32768
187,-123,4997,-32768
195,-84,5016,-32768
215,-45,5011,-32768
260,-103,5040,-32768
294,-219,5101,-32768
297,-283,5121,-32768
306,-269,5112,-32768
345,-232,5118,-32768
378,-208,5155,-32768
366,-206,5169,-32768
341,-237,5157,-32768
338,-278,5142,-32768
340,-271,5153,-32768
328,-202,5150,-32768
332,-155,5136,-32768
377,-202,5107,-32768
419,-297,5101,-32768
407,-330,5091,-32768
365,-273,5068,-32768
341,-198,5018,-32768
340,-186,4989,-32768
342,-239,4968,-32768
352,-296,4936,-32768
376,-305,4863,-32768
387,-270,4809,-32768
363,-237,4774,-32768
327,-231,4735,-32768
309,-228,4646,-32768
297,-190,4564,-32768
266,-119,4508,-32768
231,-66,4465,-32768
229,-87,4378,-32768
260,-172,4294,-32768
278,-237,4235,-32768
249,-216,4201,-32768
207,-149,4135,-32768
208,-134,4069,-32768
251,-174,4019,-32768
276,-178,3996,-32768
248,-120,3954,-32768
204,-91,3911,-32768
184,-135,3873,-32768
176,-159,3860,-32768
158,-101,3836,-32768
156,-45,3817,-32768
190,-77,3796,-32768
234,-136,3793,-32768
252,-137,3784,-32768
259,-128,3784,-32768
280,-184,3777,-32768
302,-259,3782,-32768
299,-254,3779,-32768
284,-185,3782,-32768
288,-151,3779,-32768
311,-172,3783,-32768
328,-171,3779,-32768
333,-108,3782,-32768
339,-44,3779,-32768
351,-52,3785,-32768
356,-112,3781,-32768
356,-139,3776,-32768
356,-101,3760,-32768
361,-63,3753,-32768
360,-97,3742,-32768
351,-185,3733,-32768
338,-244,3712,-32768
329,-237,3705,-32768
332,-200,3697,-32768
341,-187,3686,-32768
337,-201,3653,-32768
306,-211,3631,-32768
260,-194,3613,-32768
230,-159,3598,-32768
218,-117,3561,-32768
205,-78,3536,-32768
193,-75,3520,-32768
208,-126,3505,-32768
240,-176,3464,-32768
236,-155,3431,-32768
186,-82,3410,-32768
154,-68,3393,-32768
177,-136,3350,-32768
205,-167,3315,-32768
184,-83,3292,-32768
147,13,3276,-32768
154,-22,3235,-32768
199,-156,3199,-32768
211,-214,3174,-32768
171,-122,3159,-32768
133,2,3120,-32768
147,12,3083,-32768
188,-73,3057,-32768
200,-136,3042,-32768
176,-175,3002,-32768
168,-347,2951,-32768
210,-732,2900,-32768
270,-1187,2866,-32768
302,-1495,2825,-32768
301,-1579,2791,-32768
287,-1496,2760,-32768
264,-1295,2744,-32768
239,-1000,2722,-32768
243,-690,2699,-32768
284,-465,2668,-32768
315,-339,2650,-32768
294,-252,2629,-32768
243,-163,2607,-32768
215,-90,2576,-32768
223,-66,2555,-32768
242,-96,2536,-32768
248,-150,2513,-32768
237,-172,2475,-32768
211,-127,2446,-32768
187,-58,2423,-32768
194,-43,2403,-32768
228,-92,2367,-32768
251,-135,2340,-32768
239,-115,2324,-32768
220,-69,2309,-32768
223,-52,2274,-32768
235,-75,2247,-32768
230,-101,2230,-32768
215,-121,2216,-32768
203,-122,2182,-32768
190,-82,2153,-32768
173,-12,2136,-32768
175,23,2123,-32768
201,-16,2090,-32768
218,-76,2060,-32768
199,-85,2043,-32768
171,-45,2030,-32768
178,-22,1997,-32768
218,-53,1967,-32768
242,-114,1950,-32768
223,-148,1937,-32768
182,-120,1902,-32768
161,-44,1867,-32768
180,8,1841,-32768
224,-30,1824,-32768
258,-136,1791,-32768
262,-208,1759,-32768
235,-162,1737,-32768
197,-38,1723,-32768
177,33,1696,-32768
189,-20,1667,-32768
208,-112,1645,-32768
202,-115,1629,-32768
179,-39,1602,-32768
186,-18,1570,-32768
228,-88,1539,-32768
255,-128,1518,-32768
240,-67,1489,-32768
227,-12,1456,-32768
