II,V,ABP,RESP
-1349,5299,1673,1109
-1651,5926,1896,1289
-1584,5184,1673,1190
-1469,4885,1555,1155
-1408,5375,1673,1270
-1297,5649,1747,1359
-1173,5375,1673,1366
-1177,5152,1610,1387
-1291,5299,1639,1463
-1346,5457,1662,1526
-1291,5413,1639,1559
-1223,5338,1622,1603
-1232,5375,1639,1672
-1297,5401,1648,1732
-1349,5337,1639,1784
-1310,5251,1633,1838
-1173,5261,1639,1897
-1059,5346,1641,1945
-1115,5413,1639,1993
-1298,5376,1637,2047
-1408,5299,1639,2106
-1346,5275,1638,2153
-1232,5337,1639,2202
-1170,5387,1636,2253
-1115,5413,1639,2315
-1020,5413,1641,2371
-997,5413,1639,2428
-1110,5385,1622,2478
-1232,5375,1605,2540
-1208,5384,1596,2602
-1115,5413,1605,2669
-1117,5414,1610,2724
-1232,5413,1605,2781
-1316,5397,1583,2833
-1291,5375,1571,2894
-1194,5334,1566,2949
-1115,5337,1571,3006
-1106,5371,1567,3052
-1173,5413,1571,3103
-1229,5407,1571,3153
-1173,5413,1571,3215
-1023,5457,1561,3271
-939,5527,1571,3328
-1018,5512,1598,3378
-1173,5413,1639,3440
-1219,5309,1667,3502
-1115,5337,1707,3569
-1010,5457,1772,3623
-1056,5566,1878,3681
-1188,5563,2001,3735
-1232,5527,2151,3794
-1143,5520,2313,3844
-1056,5566,2493,3907
-1038,5598,2671,3965
-997,5642,2868,4019
-879,5706,3072,4046
-821,5794,3278,4067
-937,5835,3455,4081
-1115,5832,3619,4099
-1153,5791,3772,4100
-1056,5756,3927,4099
-996,5721,4066,4094
-1056,5718,4200,4099
-1121,5730,4312,4097
-1056,5756,4405,4099
-856,5747,4470,4095
-645,5718,4541,4099
-547,5672,4612,4096
-587,5642,4678,4099
-660,5582,4714,4095
-645,5489,4746,4099
-514,5381,4777,4096
-352,5337,4815,4099
-249,5310,4831,4095
-235,5222,4849,4099
-282,5026,4862,4095
-352,4841,4883,4099
-391,4735,4883,4095
-352,4689,4883,4099
-231,4611,4876,4095
-117,4536,4883,4099
-131,4488,4880,4095
-293,4460,4883,4099
-442,4384,4879,4095
-411,4308,4883,4099
-242,4277,4868,4095
-176,4308,4849,4099
-337,4310,4821,4095
-587,4269,4815,4099
-703,4194,4801,4095
-645,4155,4780,4099
-518,4163,4737,4095
-411,4231,4712,4099
-343,4293,4695,4095
-352,4308,4678,4099
-471,4239,4626,4095
-645,4155,4576,4099
-729,4089,4534,4095
-645,4079,4507,4099
-483,4109,4458,4095
-411,4193,4405,4099
-477,4265,4348,4095
-587,4269,4302,4099
-640,4195,4236,4095
-645,4155,4166,4099
-634,4189,4090,4095
-587,4269,4029,4099
-502,4325,3960,4095
-469,4384,3893,4099
-559,4420,3818,4095
-704,4384,3756,4099
-765,4249,3686,4095
-704,4155,3619,4099
-596,4189,3545,4095
-528,4308,3483,4099
-530,4351,3416,4095
-587,4308,3346,4099
-645,4251,3257,4095
-645,4269,3176,4099
-578,4316,3100,4095
-528,4346,3039,4099
-576,4326,2969,4095
-704,4308,2902,4099
-798,4308,2831,4095
-763,4346,2766,4099
-594,4375,2692,4095
-411,4384,2629,4099
-371,4348,2571,4095
-528,4308,2527,4099
-713,4281,2475,4095
-704,4308,2424,4099
-503,4352,2368,4095
-352,4384,2322,4099
-397,4346,2279,4095
-528,4269,2254,4099
-598,4195,2232,4095
-645,4193,2219,4099
-729,4241,2200,4095
-763,4308,2185,4099
-658,4338,2166,4095
-528,4346,2151,4099
-533,4327,2129,4095
-645,4308,2117,4099
-716,4288,2111,4095
-704,4308,2117,4099
-670,4346,2117,4095
-645,4384,2117,4099
-615,4383,2112,4095
-587,4384,2117,4099
-562,4396,2119,4095
-528,4422,2117,4099
-529,4400,2099,4095
-645,4346,2083,4099
-822,4295,2074,4095
-880,4308,2083,4099
-764,4338,2087,4095
-645,4346,2083,4099
-673,4310,2062,4095
-763,4308,2049,4099
-746,4355,2043,4095
-645,4422,2049,4099
-630,4434,2048,4095
-763,4422,2049,4099
-881,4420,2046,4095
-821,4460,2049,4099
-638,4498,2047,4095
-528,4536,2049,4099
-536,4568,2046,4095
-528,4613,2049,4099
-445,4639,2046,4095
-411,4651,2049,4099
-466,4615,2047,4095
-469,4536,2049,4099
-369,4402,2045,4095
-352,4269,2049,4099
-496,4165,2049,4095
-587,4117,2049,4099
