II,V,ABP,RESP
2030,3100,2453,1701
2259,3498,2762,1928
1804,3044,2425,1701
1332,2736,2257,1582
1128,2818,2425,1701
1010,2853,2514,1774
902,2762,2398,1701
970,2856,2329,1646
1263,3157,2398,1685
1609,3344,2430,1712
1894,3326,2370,1685
2105,3298,2334,1665
2300,3382,2370,1685
2485,3489,2393,1696
2706,3551,2370,1685
2956,3563,2342,1670
3202,3551,2343,1668
3360,3529,2348,1668
3293,3551,2343,1668
2833,3613,2325,1666
1940,3664,2315,1668
802,3623,2314,1668
-226,3495,2315,1668
-883,3271,2299,1658
-1173,2987,2288,1651
-1305,2660,2285,1648
-1173,2367,2288,1651
-114,2158,2272,1649
2436,2086,2260,1651
5869,2178,2257,1652
8705,2480,2260,1651
10075,2952,2245,1641
10329,3495,2232,1635
9873,3985,2228,1632
8390,4397,2232,1635
5758,4730,2220,1626
2977,5017,2205,1618
1209,5275,2196,1612
541,5580,2205,1618
317,5957,2209,1620
316,6369,2205,1618
734,6678,2188,1607
1488,6764,2177,1601
2165,6543,2171,1597
2616,6031,2177,1601
2974,5286,2180,1602
3248,4453,2177,1601
3236,3684,2161,1592
2842,3100,2150,1585
2172,2682,2144,1580
1443,2367,2150,1585
861,2138,2150,1586
631,2086,2150,1585
775,2229,2146,1574
1173,2480,2150,1568
1551,2687,2149,1565
1759,2818,2150,1568
1775,2891,2145,1566
1759,2931,2150,1568
1881,2902,2152,1568
2210,2818,2150,1568
2645,2695,2133,1558
3022,2593,2122,1551
3222,2538,2118,1548
3248,2593,2122,1551
3143,2739,2120,1550
2977,2931,2122,1551
2790,3072,2122,1551
2661,3157,2122,1551
2631,3222,2107,1541
2706,3326,2095,1535
2823,3411,2088,1531
2932,3382,2095,1535
2998,3181,2095,1533
3022,2875,2095,1535
2996,2559,2090,1535
2932,2311,2095,1535
2845,2159,2094,1525
2797,2142,2095,1518
2833,2248,2090,1515
2977,2424,2095,1518
3169,2567,2096,1516
3338,2649,2095,1518
3423,2683,2078,1518
3428,2706,2067,1518
3341,2694,2060,1508
3157,2649,2067,1501
2884,2613,2066,1498
2616,2649,2067,1501
2458,2704,2070,1500
2481,2649,2095,1501
2624,2406,2122,1500
2797,2086,2150,1501
2924,1839,2168,1493
3022,1747,2205,1485
3099,1767,2260,1479
3157,1860,2343,1485
3174,1978,2430,1488
3157,2086,2536,1485
3073,2149,2651,1472
2887,2198,2784,1468
2600,2240,2917,1468
2300,2255,3059,1468
2029,2183,3198,1457
1804,2029,3335,1451
1667,1807,3449,1450
1759,1578,3555,1451
2099,1425,3651,1442
2526,1466,3748,1434
2799,1704,3826,1431
2842,2029,3886,1434
2706,2277,3918,1428
2481,2424,3941,1418
2216,2538,3954,1406
1985,2706,3969,1401
1829,2894,3972,1392
1759,3044,3969,1384
1753,3127,3945,1374
1849,3213,3914,1368
2078,3342,3870,1358
2436,3495,3831,1351
2833,3578,3789,1341
3202,3551,3748,1334
3464,3426,3694,1325
3563,3269,3638,1318
3435,3112,3577,1308
3067,2987,3528,1301
2514,2914,3472,1292
1940,2931,3418,1284
1538,3026,3355,1274
1443,3157,3307,1268
1603,3244,3263,1259
1849,3269,3225,1251
2003,3241,3169,1240
2030,3213,3114,1234
2002,3201,3055,1226
2030,3213,3004,1218
2166,3206,2944,1205
2436,3157,2894,1201
2823,3050,2846,1201
3248,2931,2811,1201
3499,2822,2769,1190
