II,V,PLETH
1163,3084,4216
1672,3493,4812
2210,3084,4307
3056,2871,4063
4129,3084,4398
5028,3212,4624
5524,3084,4520
5702,3000,4480
5699,3084,4671
5426,3136,4815
4652,3084,4823
3227,3050,4853
1279,3084,4975
-805,3102,5063
-2500,3084,5096
-3366,3072,5137
-3256,3084,5218
-2451,3088,5285
-1454,3084,5339
-632,3081,5382
0,3084,5430
555,3081,5468
1047,3084,5521
1379,3081,5564
1570,3084,5612
1707,3081,5641
1861,3084,5673
1992,3081,5686
2093,3084,5703
2156,3081,5701
2210,3084,5703
2239,3081,5696
2268,3084,5703
2303,3081,5692
2384,3084,5673
2530,3081,5631
2733,3084,5612
2927,3081,5596
3024,3084,5582
3015,3081,5533
3024,3084,5491
3196,3081,5452
3547,3084,5430
3868,3081,5384
3896,3084,5339
3548,3081,5286
3024,3084,5248
2588,3081,5197
2384,3084,5157
2362,3081,5110
2442,3084,5066
2535,3081,5000
2617,3084,4944
2691,3081,4892
2791,3084,4853
2869,3081,4793
2849,3084,4732
2737,3081,4672
2675,3084,4641
2724,3081,4601
2791,3084,4550
2713,3081,4477
2500,3084,4429
2287,3081,4394
2210,3084,4368
2294,3081,4318
2559,3084,4277
2998,3081,4241
3547,3084,4216
3972,3081,4169
4012,3084,4125
3553,3081,4085
2791,3084,4065
2070,3081,4031
1686,3084,4004
1698,3081,3979
1977,3084,3974
2272,3081,3958
2384,3084,3943
2247,3081,3919
1977,3084,3913
1702,3081,3908
1512,3084,3913
1420,3081,3908
1454,3084,3913
1594,3081,3911
1803,3084,3913
2036,3081,3904
2326,3084,3913
2648,3081,3926
2907,3084,3943
2944,3081,3940
2733,3084,3943
2385,3081,3951
2093,3084,3974
1958,3081,3985
1977,3084,4004
2101,3081,4018
2326,3084,4034
2652,3081,4031
3024,3084,4034
3275,3081,4043
3256,3084,4065
2954,3081,4068
2617,3084,4065
2608,3081,4055
3140,3084,4065
3986,3081,4067
4594,3084,4065
4487,3081,4044
3663,3084,4034
2525,3081,4029
1570,3084,4034
1047,3081,4021
930,3084,4004
991,3081,3982
1047,3084,3974
1062,3081,3958
1163,3084,3943
1426,3081,3921
1803,3084,3913
2150,3081,3900
2384,3084,3883
2475,3081,3847
2442,3084,3822
2307,3081,3802
2151,3084,3792
2063,3081,3761
2093,3084,3731
2206,3081,3705
2384,3084,3701
2640,3081,3689
3024,3084,3670
3450,3081,3634
3721,3084,3610
3615,3081,3588
3140,3084,3579
2529,3081,3561
2093,3084,3549
1936,3081,3530
1919,3084,3519
1841,3081,3497
1628,3084,3488
1350,3081,3481
1105,3084,3488
955,3081,3485
930,3084,3488
1005,3081,3492
1163,3084,3519
1452,3081,3545
1977,3084,3579
2717,3081,3603
3547,3084,3640
4361,3081,3677
5117,3084,3731
5562,3081,3783
5291,3084,3852
4103,3081,3922
2326,3084,4004
502,3081,4076
-989,3084,4156
-2009,3081,4229
-2442,3084,4307
-2232,3081,4368
-1512,3084,4429
-603,3081,4481
233,3084,4550
906,3081,4612
1454,3084,4671
1902,3081,4713
2268,3084,4762
2556,3081,4807
2791,3084,4853
2942,3081,4880
2966,3084,4914
2831,3081,4944
2617,3084,4975
2394,3081,4977
2210,3084,4975
2030,3081,4968
1861,3084,4975
1707,3081,4973
1570,3084,4975
1442,3081,4962
1337,3084,4944
1278,3082,4908
1279,3084,4884
1365,3081,4863
1570,3084,4853
1857,3083,4826
2151,3084,4793
2381,3080,4730
2559,3084,4641
2686,3086,4514
2733,3084,4398
2655,3077,4306
2500,3084,4247
2371,3091,4182
2326,3084,4125
2315,3068,4071
2268,3084,4034
2178,3116,3987
2093,3084,3943
2001,2914,3893
1861,2634,3852
1740,2327,3803
1861,2056,3761
2376,1820,3713
3140,1606,3670
3745,1391,3618
3838,1157,3579
3349,889,3543
2500,610,3519
1589,354,3485
814,145,3458
194,-33,3425
-291,-193,3397
-588,-345,3360
-581,-482,3337
-287,-621,3317
116,-771,3306
406,-919,3276
523,-1012,3246
533,-1033,3217
523,-1012,3215
518,-1004,3215
523,-1012,3215
528,-1018,3197
523,-1012,3185
493,-1009,3177
465,-1012,3185
468,-1014,3185
523,-1012,3185
588,-1010,3177
640,-1012,3185
708,-1012,3196
872,-1012,3215
1150,-1011,3218
1454,-1012,3215
1655,-1011,3205
1686,-1012,3215
1549,-1011,3230
1279,-1012,3246
943,-1011,3243
640,-1012,3246
451,-1011,3254
407,-1012,3276
488,-1011,3280
640,-1012,3276
747,-1011,3266
698,-1012,3276
483,-1011,3290
233,-1012,3306
68,-1011,3305
0,-1012,3306
-23,-1011,3303
0,-1012,3306
92,-1011,3301
233,-1012,3306
346,-1011,3316
407,-1012,3337
447,-1011,3340
523,-1012,3337
637,-1011,3326
756,-1012,3337
852,-1011,3351
930,-1012,3367
997,-1011,3365
1047,-1012,3367
1077,-1011,3365
1105,-1012,3367
1119,-1011,3359
1105,-1012,3367
1082,-1012,3381
1105,-1012,3397
1159,-1011,3385
1163,-1012,3367
1093,-1013,3354
1047,-1012,3367
1094,-1009,3372
1163,-1012,3367
1114,-1015,3344
930,-1012,3337
698,-1007,3334
523,-1012,3337
434,-1012,3319
465,-964,3306
611,-854,3297
814,-723,3306
939,-616,3306
872,-530,3306
630,-430,3298
349,-305,3306
196,-177,3315
233,-64,3337
408,39,3357
640,145,3397
883,245,3439
1163,321,3488
1554,368,3527
2151,402,3579
2978,446,3633
3954,514,3701
4896,604,3766
5524,707,3852
5453,807,3941
4419,884,4034
2561,927,4107
407,948,4186
-1535,960,4270
-2966,964,4368
-3647,961,4448
-3373,964,4520
-2343,987,4576
-1221,1028,4641
-561,1067,4698
-291,1092,4762
-5,1100,4811
465,1092,4853
956,1066,4878
1337,1028,4914
1613,985,4945
1803,948,4975
1858,911,4985
1803,867,5005
1715,812,5022
1686,755,5036
1693,702,5018
1686,659,5005
1588,615,4999
1396,578,5005
1179,547,4981
1047,530,4944
1055,518,4902
1163,514,4884
1290,511,4857
1396,514,4823
1509,521,4769
1686,546,4732
1908,586,4699
2093,643,4671
2168,706,4623
2151,787,4580
2106,888,4533
2093,1012,4489
2125,1141,4424
2210,1269,4368
2342,1392,4316
2500,1526,4277
2627,1665,4216
2675,1799,4156
2623,1907,4098
2500,1992,4065
2346,2056,4022
2210,2104,3974
2123,2134,3907
2093,2153,3852
2067,2163,3801
1977,2169,3761
1794,2164,3711
1570,2153,3670
1371,2133,3631
1221,2104,3610
1080,2061,3579
930,2008,3549
799,1946,3510
756,1879,3488
823,1807,3470
989,1735,3458
1212,1658,3427
1454,1574,3397
1605,1473,3369
1570,1365,3367
1352,1256,3367
1105,1157,3367
946,1061,3347
872,980,3337
808,907,3330
756,851,3337
741,807,3334
756,787,3337
755,785,3334
756,803,3337
806,832,3330
930,884,3337
1102,950,3348
1279,1028,3367
1399,1104,3368
1396,1189,3367
1249,1277,3361
1047,1365,3367
916,1440,3365
930,1510,3367
1032,1577,3363
1105,1639,3367
1062,1683,3364
930,1719,3367
800,1752,3363
756,1783,3367
798,1800,3364
872,1799,3367
920,1781,3364
930,1751,3367
909,1707,3364
872,1655,3367
816,1592,3364
756,1526,3367
711,1454,3364
698,1382,3367
684,1308,3364
640,1237,3367
563,1164,3364
523,1092,3367
584,1014,3363
756,932,3367
976,846,3364
1163,771,3367
1262,708,3362
1279,659,3367
1262,613,3366
1279,578,3367
1366,554,3360
1512,546,3367
1658,553,3370
1744,578,3367
1728,612,3345
1628,643,3337
1510,656,3335
1454,659,3337
1460,657,3318
1454,659,3306
1323,659,3302
1047,659,3306
677,652,3289
349,643,3276
176,628,3268
233,610,3276
456,589,3272
698,562,3276
842,530,3283
872,498,3306
816,467,3318
698,434,3337
598,399,3357
640,369,3397
840,345,3436
1105,321,3488
1404,291,3540
1861,257,3610
2531,221,3678
3314,177,3761
4112,117,3845
4884,48,3943
5390,-15,4032
5175,-64,4125
4033,-106,4210
2326,-145,4307
623,-176,4398
-756,-193,4489
-1720,-195,4563
-2151,-193,4641
-2013,-193,4713
-1512,-193,4793
-960,-182,4855
-465,-161,4914
29,-139,4958
523,-129,5005
891,-123,5035
1047,-112,5066
1005,-98,5088
872,-96,5127
752,-115,5159
756,-145,5187
904,-169,5187
1163,-193,5187
1436,-226,5183
1686,-273,5187
1900,-318,5172
2093,-353,5157
2218,-382,5134
2210,-418,5127
2061,-459,5110
1861,-498,5096
1717,-533,5064
1686,-578,5036
1777,-635,4998
1977,-691,4975
2221,-736,4943
2442,-787,4914
2637,-855,4866
2849,-932,4823
2998,-987,4772
2907,-1012,4732
2525,-1014,4682
2093,-1012,4641
1913,-1011,4592
2035,-1012,4550
2211,-1012,4490
2210,-1012,4429
2029,-1011,4359
1861,-1012,4307
1845,-1011,4258
1977,-1012,4216
2146,-1011,4156
2268,-1012,4095
2291,-1011,4026
2210,-1012,3974
2067,-1011,3922
1977,-1012,3883
2003,-1011,3835
2093,-1012,3792
2106,-1011,3739
1977,-1012,3701
1756,-1011,3663
1570,-1012,3640
1474,-1012,3608
1454,-1012,3579
1436,-1006,3542
1396,-996,3519
1349,-984,3496
1337,-980,3488
1334,-984,3472
1279,-996,3458
1126,-1006,3435
930,-1012,3428
784,-1012,3422
756,-1012,3428
809,-1011,3425
872,-1012,3428
898,-1012,3424
930,-1012,3428
1033,-1012,3423
1221,-1012,3428
1395,-1012,3434
1454,-1012,3458
1387,-1012,3475
1279,-1012,3488
1153,-1003,3485
989,-980,3488
850,-937,3495
930,-884,3519
1296,-827,3534
1744,-771,3549
1965,-703,3556
1861,-610,3579
1568,-493,3597
1279,-369,3610
1083,-248,3603
989,-129,3610
950,-8,3623
930,96,3640
933,170,3636
989,209,3640
1053,230,3650
1047,241,3670
964,242,3670
930,225,3670
1007,195,3667
1105,161,3670
1092,133,3654
989,112,3640
909,92,3631
930,64,3640
1027,31,3640
1163,0,3640
1311,-21,3633
1454,-32,3640
1560,-36,3641
1628,-32,3640
1664,-17,3622
1686,16,3610
1722,65,3601
1803,129,3610
1897,198,3611
1919,273,3610
1793,356,3591
1570,450,3579
1393,544,3570
1396,626,3579
1545,689,3581
1686,739,3579
1642,782,3559
1396,819,3549
1045,845,3542
756,867,3549
618,891,3546
640,916,3549
751,934,3543
872,948,3549
966,957,3553
1047,964,3579
1148,961,3606
1279,948,3640
1417,925,3662
1570,900,3701
1804,870,3742
2210,835,3792
2777,798,3828
3431,771,3883
4092,757,3950
4710,755,4034
5104,757,4096
5001,771,4156
4224,798,4217
2907,835,4307
1370,874,4397
-58,916,4489
-1123,954,4563
-1628,980,4641
-1555,979,4712
-1105,964,4793
-590,949,4856
-174,948,4914
163,959,4954
523,980,5005
912,992,5049
1279,980,5096
1568,940,5123
1803,900,5157
1997,867,5184
2151,835,5218
2230,796,5231
2268,771,5248
2289,767,5258
2326,771,5278
2356,758,5281
2384,739,5278
2390,731,5258
2384,739,5248
2411,742,5230
2559,739,5218
2847,734,5187
3198,739,5157
3504,746,5117
3721,755,5096
3825,761,5068
3780,771,5036
3563,778,4982
3256,787,4944
2970,798,4911
2791,819,4884
2717,845,4835
2733,867,4793
2798,872,4746
2907,867,4702
3060,861,4635
3256,867,4580
3388,881,4531
3314,900,4489
2983,919,4425
2559,948,4368
2261,984,4317
2210,1028,4277
2330,1073,4215
2500,1124,4156
2621,1179,4100
2675,1237,4065
2662,1292,4018
2617,1349,3974
2551,1407,3923
2500,1462,3883
2476,1501,3832
2500,1526,3792
2551,1533,3753
2617,1526,3731
2692,1499,3699
2791,1462,3670
2863,1417,3634
2849,1382,3610
2739,1356,3577
2617,1349,3549
2513,1347,3512
2384,1349,3488
2167,1350,3466
1919,1365,3458
1736,1390,3442
1686,1430,3428
1751,1476,3405
1919,1542,3397
2134,1623,3392
2326,1719,3397
2408,1803,3393
2384,1879,3397
2299,1950,3396
2210,2040,3397
2102,2135,3390
1977,2233,3397
1869,2337,3410
1861,2490,3428
1956,2688,3426
2093,2892,3428
2178,3027,3434
2210,3084,3458
2235,3088,3474
2326,3084,3488
2498,3081,3497
2733,3084,3519
2937,3082,3534
3024,3084,3549
2977,3082,3556
2907,3084,3579
2911,3082,3603
2966,3084,3610
2916,3082,3550
2675,3084,3428
2298,3082,3264
1977,3084,3124
1836,3081,3025
1861,3084,2973
1897,3081,2935
1861,3084,2912
1802,3081,2891
1861,3084,2882
2036,3081,2865
2210,3084,2851
2288,3081,2832
2326,3084,2821
2371,3081,2804
2384,3084,2791
2309,3081,2771
2210,3084,2760
2157,3081,2744
2151,3084,2730
2152,3081,2701
2210,3084,2669
2368,3081,2623
2617,3084,2578
2878,3081,2528
3140,3084,2487
3353,3081,2442
3431,3084,2396
3269,3081,2335
2907,3084,2275
2460,3081,2218
2035,3084,2184
1691,3081,2151
1454,3084,2123
1296,3081,2094
1163,3084,2093
1052,3081,2104
1047,3084,2123
1187,3082,2128
1454,3084,2154
1833,3080,2201
2384,3084,2275
3069,3083,2344
3780,3084,2427
4458,3079,2519
5117,3084,2639
5538,3086,2764
5291,3084,2912
4151,3075,3070
2442,3084,3246
707,3097,3411
-698,3084,3579
-1655,3018,3743
-2035,2940,3913
-1781,2886,4067
-1047,2875,4216
-150,2868,4352
698,2843,4489
1420,2788,4606
1977,2715,4702
2283,2631,4764
2326,2554,4823
2179,2488,4879
1977,2426,4944
1782,2343,4994
1628,2233,5036
1534,2106,5055
1570,1992,5066
1723,1889,5061
1919,1783,5066
2040,1682,5067
2093,1622,5066
2136,1589,5039
2210,1526,5005
2285,1400,4959
2326,1205,4914
2331,849,4852
2326,241,4793
2346,-494,4728
2442,-1012,4671
2633,-1126,4598
2907,-1012,4520
3184,-959,4426
3373,-1012,4338
3377,-1044,4242
3198,-1012,4156
2933,-992,4063
2733,-1012,3974
2645,-1026,3869
2617,-1012,3761
2569,-1004,3639
2500,-1012,3519
2408,-1017,3393
2268,-1012,3276
2060,-1009,3153
1861,-1012,3033
1750,-1014,2906
1744,-1012,2791
1776,-1011,2679
1803,-1012,2578
1803,-1011,2471
1803,-1012,2366
1843,-1011,2255
1977,-1012,2154
2144,-1011,2055
2210,-1012,1972
2074,-1011,1891
1803,-1012,1820
1508,-1011,1751
1279,-1012,1699
1151,-1011,1651
1163,-1012,1608
1266,-1011,1557
1337,-1012,1517
1283,-1011,1482
1163,-1012,1456
1089,-1011,1422
1105,-1012,1395
1147,-1011,1374
1163,-1012,1365
1127,-1011,1349
1047,-1012,1335
942,-1011,1324
872,-1012,1335
886,-1011,1351
989,-1012,1365
1115,-1011,1364
1221,-1012,1365
1304,-1011,1374
1396,-1012,1395
1467,-1011,1412
1454,-1012,1426
1326,-1011,1437
1163,-1012,1456
1076,-1011,1472
1105,-1012,1486
1166,-1011,1495
1163,-1012,1517
1068,-1011,1546
930,-1012,1577
783,-1011,1595
640,-1012,1608
529,-1011,1619
523,-1012,1638
639,-1011,1653
814,-1012,1668
957,-1011,1680
1047,-1012,1699
1081,-1011,1714
1047,-1012,1729
920,-1011,1740
756,-1012,1759
646,-1011,1778
640,-1012,1790
692,-1011,1787
756,-1012,1790
837,-1011,1802
989,-1012,1820
1218,-1011,1823
1454,-1012,1820
1585,-1011,1816
1570,-1012,1820
1456,-1011,1819
1337,-1012,1820
1268,-1011,1819
1279,-1012,1820
1401,-1011,1808
1628,-1012,1790
1825,-1011,1768
