II,V,PLETH
1550,3876,5923
1750,4392,6677
1550,3876,5832
1451,3603,5351
1550,3876,5695
1580,4059,5889
1485,3935,5604
1434,3866,5414
1485,3995,5558
1512,4066,5642
1485,3995,5513
1471,3946,5400
1485,3995,5422
1470,4027,5428
1421,3995,5376
1397,3950,5333
1421,3935,5331
1461,3934,5313
1485,3935,5285
1518,3918,5258
1614,3876,5239
1820,3822,5210
2131,3816,5194
2504,3874,5166
2906,3995,5148
3308,4093,5120
3681,4114,5103
3948,4056,5075
4004,3995,5057
3702,3904,5028
2971,3697,5012
1887,3298,4985
710,2802,4966
-293,2325,4936
-969,1968,4921
-1321,1781,4896
-1421,1848,4875
-1381,2121,4840
-1292,2445,4829
-1176,2658,4825
-969,2802,4829
-631,2974,4805
-194,3220,4784
266,3470,4770
710,3697,4784
1089,3872,4787
1356,3995,4784
1485,4055,4757
1550,4114,4738
1608,4179,4722
1679,4234,4738
1719,4234,4759
1744,4234,4784
1771,4255,4783
1808,4293,4784
1822,4299,4777
1808,4293,4784
1794,4288,4779
1808,4293,4784
1843,4284,4780
1873,4293,4784
1877,4318,4776
1873,4353,4784
1888,4353,4784
1937,4353,4784
1985,4366,4757
2002,4412,4738
1988,4444,4726
2002,4472,4738
2056,4490,4738
2131,4532,4738
2174,4562,4728
2196,4591,4738
2214,4604,4739
2260,4651,4738
2318,4723,4724
2389,4830,4738
2454,4920,4761
2519,5009,4784
2573,5085,4776
2648,5188,4784
2737,5294,4802
2841,5426,4829
2934,5561,4825
3035,5724,4829
3149,5893,4844
3293,6082,4875
3449,6259,4876
3616,6440,4875
3778,6609,4869
3939,6798,4875
4078,6980,4866
4198,7155,4875
4295,7285,4893
4391,7394,4921
4469,7482,4920
4520,7573,4921
4548,7625,4918
4585,7632,4921
4611,7580,4895
4585,7513,4875
4491,7430,4863
4391,7334,4875
4305,7179,4874
4198,6976,4875
4019,6734,4868
3810,6499,4875
3612,6260,4871
3423,6022,4875
3200,5754,4870
2971,5486,4875
2762,5224,4869
2583,5009,4875
2391,4801,4873
2196,4591,4875
2014,4362,4864
1873,4174,4875
1741,4032,4893
1614,3935,4921
1497,3818,4922
1421,3697,4921
1359,3581,4912
1292,3518,4921
1209,3478,4917
1162,3458,4921
1157,3423,4914
1162,3399,4921
1132,3382,4916
1098,3399,4921
1085,3408,4915
1098,3399,4921
1099,3358,4916
1098,3339,4921
1097,3336,4915
1098,3339,4921
1089,3325,4916
1098,3339,4921
1129,3373,4915
1162,3399,4921
1165,3370,4915
1162,3339,4921
1181,3329,4915
1227,3339,4921
1265,3331,4916
1292,3339,4921
1316,3367,4914
1356,3399,4921
1396,3394,4916
1421,3399,4921
1423,3426,4912
1421,3458,4921
1419,3454,4931
1421,3458,4966
1418,3485,5000
1421,3518,5057
1422,3515,5115
1421,3518,5194
1412,3543,5260
1421,3578,5331
1450,3576,5387
1485,3578,5467
1495,3601,5550
1485,3637,5650
1475,3638,5734
1485,3637,5832
1495,3656,5919
1485,3697,6014
1450,3707,6082
1421,3697,6151
1411,3684,6209
1421,3697,6287
1424,3701,6353
1421,3697,6424
1416,3683,6482
1421,3697,6561
1423,3724,6629
1421,3757,6697
1413,3760,6737
1421,3757,6789
1447,3748,6832
1485,3757,6880
1502,3757,6897
1485,3757,6925
1445,3748,6958
1421,3757,7016
1417,3758,7046
1421,3757,7062
1414,3743,7063
1421,3757,7107
1449,3784,7157
1485,3816,7199
1494,3817,7193
1485,3816,7199
1477,3812,7212
1485,3816,7244
1489,3807,7241
1485,3816,7244
1479,3840,7253
1485,3876,7290
1489,3881,7295
1485,3876,7290
1474,3867,7271
1485,3876,7290
1516,3875,7309
1550,3876,7335
1557,3869,7331
1550,3876,7335
1543,3874,7329
1550,3876,7335
1553,3869,7313
1550,3876,7290
1542,3876,7253
1550,3876,7244
1573,3864,7225
1614,3876,7199
1652,3900,7128
1679,3935,7062
1700,3958,6999
1744,3995,6971
1807,4028,6929
1873,4055,6880
1914,4068,6802
1937,4114,6743
1928,4167,6688
1873,4174,6652
1771,4090,6587
1679,3995,6515
1629,3942,6430
1614,3935,6379
1587,3908,6329
1550,3876,6287
1530,3858,6227
1550,3876,6196
1568,3881,6172
1550,3876,6151
1502,3863,6095
1485,3876,6060
1511,3897,6046
1550,3935,6060
1554,3967,6041
1550,3995,6014
1549,3996,5979
1550,3995,5968
1518,3988,5943
1485,3995,5923
1475,3993,5891
1485,3995,5877
1488,3989,5851
1485,3995,5832
1486,3997,5800
1485,3995,5786
1492,3952,5762
1550,3876,5741
1679,3788,5692
1873,3757,5650
2158,3790,5608
2583,3876,5604
3089,3963,5602
3552,4055,5604
3939,4127,5578
4327,4174,5558
4611,4165,5530
4456,4114,5513
3626,3972,5483
2325,3697,5467
991,3266,5442
-65,2802,5422
-795,2437,5386
-1227,2266,5376
-1409,2263,5373
-1421,2385,5376
-1375,2541,5349
-1292,2683,5331
-1129,2788,5320
-840,2922,5331
-448,3107,5313
0,3339,5285
442,3557,5248
840,3757,5239
1146,3905,5235
1356,3995,5239
1473,4020,5219
1550,4055,5194
1612,4112,5157
1679,4174,5148
1721,4181,5145
1744,4174,5148
1765,4184,5123
1808,4234,5103
1854,4271,5088
1873,4293,5103
1866,4293,5107
1873,4293,5103
1905,4284,5072
1937,4293,5057
1940,4313,5049
1937,4353,5057
1960,4380,5040
2002,4412,5012
2017,4436,4973
2002,4472,4966
1982,4497,4966
2002,4532,4966
2057,4556,4938
2131,4591,4921
2178,4613,4911
2196,4651,4921
2205,4693,4915
2260,4770,4921
2335,4851,4920
2389,4949,4921
2405,5031,4894
2454,5128,4875
2548,5229,4864
2648,5366,4875
2705,5508,4873
2777,5665,4875
2894,5806,4869
3035,5963,4875
3153,6125,4869
3293,6321,4875
3481,6521,4874
3681,6738,4875
3824,6943,4850
3939,7155,4829
4065,7343,4814
4198,7513,4829
4282,7639,4835
4327,7752,4829
4356,7843,4798
4391,7930,4784
4420,7978,4777
4456,7990,4784
4478,7947,4777
4456,7871,4784
4369,7741,4785
4262,7573,4784
4148,7363,4755
4004,7155,4738
3811,6929,4731
3616,6678,4738
3432,6378,4717
3229,6082,4693
2988,5800,4675
2777,5545,4693
2616,5273,4701
2454,5009,4693
2228,4751,4659
2002,4532,4647
1842,4329,4645
1744,4174,4647
1625,4041,4620
1485,3935,4602
1363,3828,4594
1292,3757,4602
1231,3694,4582
1162,3637,4556
1084,3559,4524
1033,3518,4511
1016,3510,4486
1033,3518,4465
1042,3487,4436
1033,3458,4419
1016,3446,4393
1033,3458,4374
1073,3454,4345
1098,3458,4328
1072,3461,4302
1033,3458,4283
1018,3422,4254
1033,3399,4237
1041,3395,4211
1033,3399,4192
1022,3367,4161
1033,3339,4146
1063,3329,4136
1098,3339,4146
1110,3333,4145
1098,3339,4146
1082,3346,4135
1098,3339,4146
1136,3296,4161
1162,3280,4192
1159,3302,4208
1162,3339,4237
1192,3338,4269
1227,3339,4328
1233,3363,4388
1227,3399,4465
1225,3399,4531
1227,3399,4602
1219,3419,4660
1227,3458,4738
1258,3464,4821
1292,3458,4921
1297,3468,5007
1292,3518,5103
1291,3560,5190
1292,3578,5285
1282,3568,5367
1292,3578,5467
1326,3603,5573
1356,3637,5695
1338,3643,5792
1292,3637,5877
1267,3626,5939
1292,3637,6014
1332,3658,6079
1356,3697,6151
1355,3729,6210
1356,3757,6287
1361,3757,6356
1356,3757,6424
1327,3751,6465
1292,3757,6515
1256,3753,6559
1227,3757,6606
1208,3754,6624
1227,3757,6652
1269,3750,6686
1292,3757,6743
1262,3757,6773
1227,3757,6789
1236,3744,6778
1292,3757,6789
1338,3783,6802
1356,3816,6834
1353,3818,6840
1356,3816,6834
1357,3811,6801
1356,3816,6789
1349,3808,6780
1356,3816,6789
1379,3839,6768
1421,3876,6743
1459,3884,6707
1485,3876,6697
1489,3861,6677
1485,3876,6652
1479,3900,6597
1485,3935,6561
1505,3959,6530
1550,3995,6515
1611,4041,6470
1679,4114,6424
1727,4166,6368
1744,4174,6333
1720,4117,6284
1679,4055,6242
1638,4009,6188
1614,3995,6151
1588,3969,6102
1550,3935,6060
1504,3894,5991
1485,3876,5923
1488,3867,5842
1485,3876,5786
1452,3876,5734
1421,3876,5695
1411,3866,5629
1421,3876,5558
1420,3896,5476
1421,3935,5422
1422,3965,5369
1421,3995,5331
1390,4003,5278
1356,3995,5239
1338,3960,5192
1356,3935,5148
1390,3925,5090
1421,3935,5057
1430,3937,5031
1421,3935,5012
1409,3928,4963
1421,3935,4921
1469,3939,4885
1550,3935,4875
1657,3904,4851
1808,3876,4829
2047,3873,4800
2389,3935,4784
2764,4030,4757
3100,4114,4738
3409,4118,4711
3745,4055,4693
3978,3945,4663
3810,3816,4647
3051,3594,4624
1873,3220,4602
651,2703,4553
-323,2206,4511
-982,1875,4473
-1356,1789,4465
-1504,1898,4460
-1485,2147,4465
-1384,2430,4446
-1227,2683,4419
-994,2864,4381
-646,3041,4374
-208,3256,4374
258,3518,4374
678,3752,4344
1033,3935,4328
1303,4047,4324
1485,4114,4328
1572,4141,4303
1614,4174,4283
1643,4205,4273
1679,4234,4283
1706,4230,4266
1744,4234,4237
1784,4254,4201
1808,4293,4192
1806,4305,4186
1808,4293,4192
1838,4275,4187
1873,4293,4192
1879,4324,4187
1873,4353,4192
1888,4349,4188
1937,4353,4192
1982,4369,4187
2002,4412,4192
1996,4442,4188
2002,4472,4192
2024,4492,4186
2066,4532,4192
2101,4561,4189
2131,4591,4192
2155,4607,4185
2196,4651,4192
2232,4701,4192
2260,4770,4192
2277,4839,4166
2325,4949,4146
2407,5068,4133
2519,5188,4146
2618,5268,4151
2712,5366,4146
2800,5495,4117
2906,5665,4100
3021,5814,4091
3164,5963,4100
3322,6118,4099
3487,6321,4100
3625,6530,4094
3745,6738,4100
3862,6917,4098
4004,7096,4100
4145,7253,4094
4262,7394,4100
4333,7490,4099
4391,7573,4100
4454,7637,4091
4520,7692,4100
4547,7688,4117
4520,7632,4146
4456,7536,4150
4391,7453,4146
4313,7357,4133
4198,7215,4146
4036,6989,4165
3875,6738,4192
3721,6490,4194
3552,6261,4192
3332,6001,4182
3100,5724,4192
2891,5439,4194
2712,5188,4192
2522,4941,4177
2325,4711,4192
2142,4482,4216
2002,4293,4237
1874,4127,4229
1744,3995,4237
1603,3863,4257
1485,3757,4283
1383,3655,4277
1292,3578,4283
1204,3503,4301
1162,3458,4328
1159,3421,4324
1162,3399,4328
1131,3361,4345
1098,3339,4374
1086,3327,4372
1098,3339,4374
1099,3338,4388
1098,3339,4419
1097,3332,4422
1098,3339,4419
1088,3337,4412
1098,3339,4419
1129,3332,4412
1162,3339,4419
1165,3339,4434
1162,3339,4465
1182,3329,4469
1227,3339,4465
1263,3363,4452
1292,3399,4465
1319,3407,4480
1356,3399,4511
1390,3384,4529
1421,3399,4556
1431,3425,4571
1421,3458,4602
1404,3481,4634
1421,3518,4693
1462,3552,4740
1485,3578,4784
1458,3573,4811
1421,3578,4875
1409,3599,4959
1421,3637,5057
1421,3646,5124
1421,3637,5194
1441,3622,5271
1485,3637,5376
1507,3664,5467
1485,3697,5558
1441,3703,5640
1421,3697,5741
1422,3683,5829
1421,3697,5923
1408,3724,6004
1421,3757,6105
1459,3761,6196
1485,3757,6287
1461,3747,6351
1421,3757,6424
1406,3759,6489
1421,3757,6561
1426,3743,6604
1421,3757,6652
1416,3784,6690
1421,3816,6743
1420,3818,6782
1421,3816,6834
1420,3811,6876
1421,3816,6925
1416,3810,6947
1421,3816,6971
