II,III,PLETH
-363,843,6404
-443,1011,7202
-454,973,6296
-488,964,5820
-545,1038,6241
-562,1072,6463
-545,1038,6133
-537,1016,5910
-545,1038,6078
-541,1051,6197
-545,1038,6078
-583,1030,5972
-635,1038,6024
-654,1041,6066
-635,1038,6024
-622,1037,5969
-635,1038,5970
-651,1034,5978
-635,1038,5970
-589,1046,5936
-545,1038,5916
-532,1004,5909
-545,973,5916
-553,964,5884
-545,973,5861
-536,976,5853
-545,973,5861
-559,970,5832
-545,973,5807
-474,972,5795
-363,973,5807
-253,974,5786
-182,973,5753
-138,968,5711
-91,973,5699
-11,979,5687
91,973,5699
189,959,5700
272,973,5699
360,1012,5664
454,1038,5644
509,1033,5632
454,1038,5644
286,1072,5639
91,1103,5644
-39,1100,5639
-91,1103,5644
-123,1136,5632
-182,1168,5644
-299,1147,5662
-454,1103,5699
-618,1065,5718
-726,1038,5753
-779,996,5778
-817,973,5807
-870,975,5815
-908,973,5861
-909,937,5933
-908,908,6024
-942,911,6077
-998,908,6133
-1029,854,6197
-998,778,6296
-828,726,6376
-363,714,6458
568,768,6529
1997,973,6621
3745,1380,6699
5445,1946,6784
6673,2587,6855
7079,3244,6947
6548,3820,7027
5264,4152,7110
3658,4103,7161
2178,3698,7218
1085,3078,7264
363,2400,7327
-136,1779,7376
-545,1297,7435
-893,979,7467
-1180,778,7490
-1392,632,7480
-1543,519,7490
-1645,442,7506
-1724,389,7544
-1783,329,7548
-1815,259,7544
-1819,207,7527
-1815,195,7544
-1819,201,7550
-1815,195,7544
-1813,160,7502
-1815,130,7490
-1829,121,7486
-1815,130,7490
-1769,112,7454
-1724,65,7435
-1716,15,7427
-1724,0,7435
-1698,8,7404
-1634,0,7381
-1569,-35,7368
-1543,-65,7381
-1544,-66,7358
-1543,-65,7327
-1509,-89,7285
-1452,-130,7272
-1395,-163,7244
-1361,-195,7218
-1327,-230,7178
-1271,-259,7164
-1204,-281,7138
-1180,-324,7110
-1192,-394,7047
-1180,-454,7001
-1100,-483,6960
-998,-519,6947
-933,-601,6915
-908,-714,6893
-874,-816,6858
-817,-908,6838
-760,-1007,6787
-726,-1103,6730
-693,-1175,6657
-635,-1233,6621
-547,-1297,6590
-454,-1362,6567
-362,-1410,6509
-272,-1427,6458
-203,-1412,6413
-182,-1362,6404
-166,-1295,6379
-91,-1233,6350
30,-1162,6304
91,-1038,6296
76,-850,6294
91,-649,6296
194,-482,6262
272,-324,6241
219,-121,6230
91,130,6241
18,361,6219
0,519,6187
-57,618,6143
-182,714,6133
-300,821,6126
-363,908,6133
-399,951,6110
-454,973,6078
-514,1005,6032
-545,1038,6024
-540,1048,6025
-545,1038,6024
-584,1032,5986
-635,1038,5970
-653,1042,5966
-635,1038,5970
-621,1035,5935
-635,1038,5916
-653,1040,5910
-635,1038,5916
-586,1035,5884
-545,1038,5861
-536,1039,5853
