II,V,PLETH
-121,625,-1571
-168,732,-1691
-200,737,-1511
-241,836,-1599
-277,913,-1610
-310,980,-1585
-340,1047,-1557
-370,1122,-1558
-394,1193,-1556
-412,1249,-1532
-424,1295,-1508
-432,1335,-1501
-437,1366,-1500
-438,1382,-1489
-433,1387,-1477
-421,1384,-1467
-398,1369,-1453
-363,1342,-1432
-318,1302,-1408
-267,1252,-1387
-213,1188,-1362
-160,1114,-1338
-111,1032,-1316
-66,943,-1292
-27,849,-1269
5,753,-1241
28,656,-1211
41,560,-1175
41,469,-1138
32,383,-1101
15,306,-1072
-4,237,-1047
-25,180,-1034
-44,130,-1022
-67,93,-1014
-90,61,-1000
-118,38,-987
-147,18,-964
-182,7,-945
-216,-2,-919
-253,-4,-899
-287,-6,-872
-321,-1,-852
-351,1,-825
-377,10,-806
-398,17,-783
-420,29,-770
-440,40,-756
-461,56,-751
-478,69,-745
-492,85,-746
-500,99,-744
-502,113,-746
-498,125,-744
-492,137,-746
-486,145,-744
-481,152,-746
-475,157,-744
-468,160,-745
-462,161,-745
-455,162,-745
-451,163,-744
-452,164,-746
-462,165,-747
-476,166,-753
-489,167,-762
-498,168,-776
-502,168,-791
-505,169,-808
-510,170,-821
-523,171,-831
-542,172,-836
-568,174,-839
-589,175,-839
-607,176,-839
-613,178,-836
-609,182,-831
-590,188,-821
-564,196,-808
-525,204,-789
-480,214,-769
-423,223,-745
-364,231,-723
-300,237,-695
-251,241,-669
-219,240,-640
-217,234,-615
-237,221,-591
-275,204,-574
-315,183,-556
-356,164,-538
-397,148,-512
-446,136,-481
-501,127,-444
-564,120,-408
-621,114,-372
-669,114,-343
-702,120,-315
-729,135,-291
-757,158,-267
-787,182,-245
-819,208,-225
-844,222,-210
-862,232,-198
-867,230,-190
-865,229,-183
-857,224,-175
-841,223,-162
-825,225,-147
-791,227,-131
-765,233,-116
-733,234,-105
-706,238,-98
-668,239,-94
-601,236,-93
-481,211,-93
-285,141,-93
2,-12,-89
365,-274,-81
793,-669,-69
1249,-1186,-55
1720,-1796,-38
2160,-2436,-23
2527,-3031,-11
2710,-3488,-5
2611,-3727,-1
2126,-3683,0
1288,-3354,0
227,-2785,0
-790,-2084,0
-1520,-1372,0
-1798,-758,0
-1661,-296,0
-1269,8,0
-864,194,0
