II,V,PLETH,ABP
1227,711,1385,6670
972,601,1505,7210
439,293,1362,6486
307,233,1450,6872
168,158,1467,6931
76,89,1449,6846
26,40,1424,6759
26,30,1425,6809
36,26,1424,6866
45,9,1405,6836
61,-13,1387,6801
90,-30,1384,6817
111,-55,1382,6837
106,-91,1370,6802
75,-120,1353,6754
24,-125,1337,6715
-41,-112,1315,6665
-109,-88,1285,6598
-171,-62,1252,6536
-215,-42,1219,6491
-242,-38,1180,6439
-244,-43,1139,6389
-224,-48,1097,6350
-189,-46,1053,6307
-150,-37,1009,6282
-116,-27,965,6260
-99,-26,921,6255
-100,-37,877,6235
-120,-62,834,6223
-156,-93,791,6188
-199,-127,751,6163
-242,-158,712,6118
-278,-185,678,6100
-303,-207,645,6069
-316,-223,615,6073
-318,-231,584,6056
-317,-234,557,6071
-324,-240,527,6055
-352,-262,503,6076
-413,-308,478,6068
-510,-381,459,6106
-628,-471,440,6115
-745,-558,425,6169
-829,-620,409,6184
-862,-641,396,6236
-836,-619,378,6245
-767,-565,361,6290
-674,-498,339,6307
-581,-433,318,6359
-500,-376,292,6377
-433,-328,269,6414
-378,-285,245,6413
-330,-244,225,6419
-288,-207,205,6391
-253,-176,186,6378
-223,-155,164,6355
-201,-145,142,6354
-183,-141,117,6342
-172,-142,93,6345
-165,-144,70,6342
-162,-142,49,6352
-159,-136,29,6355
-155,-126,10,6374
-148,-113,-11,6390
-137,-101,-34,6414
-125,-92,-58,6424
-115,-87,-83,6441
-107,-86,-105,6449
-105,-90,-128,6476
-108,-95,-147,6498
-124,-107,-167,6540
-156,-125,-183,6567
-209,-157,-199,6605
-279,-201,-211,6615
-363,-257,-225,6640
-443,-315,-238,6640
-511,-369,-260,6668
-556,-408,-285,6673
-578,-430,-321,6709
-581,-435,-359,6707
-574,-429,-403,6734
-561,-416,-442,6720
-547,-402,-488,6741
-527,-385,-532,6718
-504,-368,-588,6737
-476,-348,-647,6719
-455,-332,-715,6739
-441,-320,-780,6719
-447,-321,-846,6734
-466,-333,-900,6719
-497,-356,-952,6739
-524,-378,-997,6733
-538,-391,-1042,6761
-530,-387,-1081,6769
-502,-364,-1122,6800
-457,-329,-1159,6803
-406,-288,-1201,6822
-354,-248,-1246,6829
-307,-213,-1300,6858
-268,-185,-1360,6877
-247,-174,-1426,6911
-259,-188,-1491,6933
-319,-239,-1554,6954
-435,-329,-1612,6946
-597,-450,-1670,6939
-773,-577,-1728,6924
-928,-685,-1788,6922
