II,V,PLETH,RESP
-2169,884,102,141
-2348,955,129,161
-2110,862,140,156
-2223,917,164,175
-2222,933,181,189
-2170,930,193,199
-2116,928,200,209
-2110,943,205,220
-2102,959,207,234
-2060,963,206,246
-2010,968,206,261
-1977,981,206,278
-1948,997,207,297
-1908,1006,205,316
-1871,1016,201,336
-1844,1027,193,359
-1811,1038,180,384
-1768,1046,163,410
-1721,1057,144,439
-1684,1071,124,468
-1646,1087,103,498
-1618,1103,82,528
-1593,1123,61,558
-1568,1141,42,589
-1532,1162,26,621
-1478,1179,13,654
-1406,1198,4,689
-1317,1214,0,722
-1216,1233,-1,757
-1107,1253,-1,789
-992,1284,0,823
-872,1327,0,855
-749,1390,0,888
-618,1469,-1,918
-486,1568,-1,951
-349,1680,-1,979
-216,1805,1,1011
-79,1932,1,1039
50,2060,-2,1070
178,2176,-10,1097
296,2277,-25,1125
410,2346,-46,1149
508,2384,-69,1173
597,2377,-86,1194
664,2327,-98,1216
716,2228,-104,1233
740,2088,-105,1248
741,1911,-103,1254
708,1710,-102,1256
651,1494,-101,1248
564,1278,-103,1235
459,1071,-106,1216
337,884,-112,1192
214,721,-121,1161
97,588,-132,1125
3,479,-142,1078
-65,395,-150,1025
-98,326,-154,964
-100,266,-156,898
-76,204,-155,827
-41,133,-155,752
-4,48,-154,673
28,-48,-154,589
57,-149,-154,502
85,-241,-154,412
114,-314,-155,321
139,-361,-155,229
150,-384,-156,140
137,-384,-155,51
91,-372,-151,-36
21,-354,-143,-122
-62,-339,-130,-205
-140,-327,-113,-286
-203,-320,-93,-363
-246,-317,-72,-436
-269,-315,-51,-503
-279,-318,-33,-565
-283,-316,-18,-621
-281,-323,-8,-671
-278,-321,-2,-714
-270,-333,0,-750
-266,-331,1,-782
-261,-344,0,-809
-256,-341,0,-830
-251,-350,0,-847
-242,-350,0,-859
-231,-357,0,-867
-215,-357,0,-872
-199,-357,0,-875
-189,-348,0,-875
-186,-329,0,-872
-189,-301,0,-863
-190,-283,0,-851
-175,-306,0,-833
-124,-416,0,-812
-15,-651,1,-787
161,-1038,1,-760
391,-1565,2,-731
631,-2188,0,-701
809,-2824,-3,-669
853,-3381,-11,-637
724,-3762,-24,-602
442,-3895,-41,-566
84,-3749,-60,-528
-243,-3347,-80,-490
-453,-2764,-102,-451
-510,-2108,-126,-412
-444,-1486,-153,-374
-316,-982,-181,-336
-191,-626,-209,-300
-105,-409,-232,-265
-66,-293,-249,-231
-57,-239,-260,-198
-60,-214,-269,-164
-62,-204,-277,-130
-63,-201,-284,-95
-59,-204,-289,-60
-51,-208,-292,-26
-36,-217,-288,5
-17,-225,-280,33
11,-239,-270,58
37,-246,-260,81
69,-263,-249,99
95,-269,-237,115
123,-286,-224,127
145,-288,-211,137
165,-298,-198,146
182,-299,-185,155
200,-303,-174,163
220,-302,-161,171
247,-302,-148,177
277,-302,-131,183
315,-303,-113,186
352,-303,-92,189
391,-300,-72,190
426,-295,-52,191
462,-285,-34,190
497,-270,-19,189
536,-253,-8,185
578,-233,-2,180
626,-211,0,171
675,-182,1,161
729,-144,0,150
785,-94,0,140
847,-30,1,131
915,50,0,123
991,144,-5,115
1079,251,-17,105
1180,364,-37,94
1293,475,-62,81
1413,576,-91,68
1531,660,-116,55
1642,721,-136,43
1737,759,-147,32
1819,768,-153,24
1882,748,-154,17
1929,694,-157,12
1952,611,-162,7
1948,501,-172,4
1909,378,-187,1
1839,249,-206,1
1740,127,-226,1
1627,10,-247,4
1502,-94,-267,8
1381,-192,-286,16
1262,-279,-302,24
1157,-359,-316,36
1056,-426,-328,48
971,-484,-340,64
892,-531,-352,81
833,-569,-367,103
783,-601,-381,127
757,-628,-394,155
738,-653,-403,183
734,-676,-410,213
725,-698,-412,243
719,-717,-412,273
704,-734,-412,302
694,-745,-412,332
682,-753,-412,361
681,-760,-412,393
684,-768,-409,424
696,-777,-403,458
706,-787,-392,492
718,-795,-377,527
725,-801,-359,560
732,-804,-339,593
735,-805,-318,625
737,-805,-298,657
735,-803,-277,688
732,-800,-257,720
724,-795,-237,752
717,-791,-219,784
709,-785,-205,814
704,-781,-193,847
697,-777,-181,877
694,-777,-163,908
688,-775,-139,934
688,-776,-106,962
690,-776,-70,985
701,-778,-38,1012
713,-777,-14,1034
733,-780,-2,1061
751,-780,3,1085
773,-785,3,1115
786,-786,1,1137
802,-794,-1,1165
807,-799,-1,1186
813,-808,1,1214
809,-809,4,1235
808,-811,12,1263
806,-806,25,1285
813,-805,42,1313
822,-799,60,1334
839,-796,77,1362
852,-789,90,1385
862,-783,100,1415
859,-771,107,1438
855,-760,113,1466
856,-748,120,1488
884,-740,128,1512
946,-732,136,1532
1048,-728,144,1556
1170,-726,151,1578
1289,-728,158,1603
1370,-730,167,1625
1396,-734,177,1651
1361,-735,188,1673
1283,-738,197,1697
1178,-738,203,1719
1074,-748,205,1742
979,-754,205,1762
903,-774,205,1785
843,-783,205,1805
803,-805,210,1829
780,-813,218,1849
772,-829,229,1873
774,-834,240,1891
780,-844,249,1913
785,-850,254,1928
790,-855,257,1949
787,-853,260,1963
783,-837,265,1985
769,-805,274,1999
761,-765,285,2022
763,-738,296,2034
802,-777,304,2057
887,-939,308,2069
1033,-1285,310,2094
1219,-1840,309,2106
1422,-2591,309,2132
1583,-3459,308,2146
1660,-4333,309,2174
1605,-5070,308,2188
1423,-5553,309,2215
1142,-5693,308,2230
840,-5472,309,2255
593,-4931,308,2269
464,-4173,309,2290
461,-3322,308,2302
557,-2507,309,2322
688,-1814,308,2335
804,-1289,309,2356
867,-925,309,2372
876,-693,309,2392
844,-549,308,2406
798,-462,305,2422
752,-411,299,2433
719,-380,290,2446
703,-366,279,2455
702,-356,269,2465
713,-352,262,2471
733,-341,258,2478
752,-329,255,2478
770,-311,251,2481
778,-288,244,2480
787,-267,234,2483
795,-242,222,2480
810,-225,214,2481
826,-206,208,2477
846,-192,206,2477
863,-176,203,2468
880,-156,197,2467
890,-138,188,2458
907,-114,178,2458
920,-94,166,2448
937,-65,159,2448
942,-40,154,2438
949,-4,153,2438
946,30,153,2424
957,74,154,2422
968,115,154,2405
998,164,155,2399
1027,214,154,2378
1068,274,154,2370
1100,338,154,2350
1140,413,154,2343
1175,498,154,2323
1222,597,154,2314
1271,713,154,2293
1332,848,154,2279
1395,1001,154,2254
1468,1167,154,2237
1546,1339,154,2213
1634,1508,154,2195
1725,1665,154,2171
1825,1799,154,2153
1925,1903,154,2131
2024,1967,154,2114
2110,1986,152,2094
2178,1955,148,2077
2223,1873,141,2058
2244,1742,133,2042
2239,1566,124,2024
2209,1355,117,2010
2154,1125,110,1995
2071,894,103,1983
1960,679,95,1968
1830,494,86,1956
1699,347,74,1940
1583,234,64,1928
1492,147,56,1912
1429,75,52,1901
1380,6,50,1886
1332,-68,50,1878
1272,-150,51,1864
1206,-233,55,1858
1139,-311,61,1844
1091,-370,70,1840
1053,-412,80,1826
1026,-428,91,1823
979,-433,97,1810
912,-425,102,1808
809,-419,103,1795
696,-410,109,1793
575,-408,115,1779
476,-404,128,1775
390,-404,141,1761
327,-399,155,1757
268,-393,167,1742
218,-384,180,1735
168,-373,193,1719
132,-368,212,1708
103,-364,236,1688
94,-371,264,1672
95,-375,294,1649
109,-382,325,1631
128,-384,356,1609
150,-382,388,1592
169,-379,421,1572
181,-372,456,1555
180,-367,491,1535
162,-355,524,1516
120,-329,555,1494
57,-284,585,1473
-23,-235,610,1449
-106,-217,635,1428
-170,-289,657,1405
-195,-515,679,1382
-158,-937,699,1357
-58,-1546,720,1333
87,-2278,740,1305
220,-3023,762,1279
279,-3652,781,1250
205,-4046,803,1223
-8,-4130,822,1194
-322,-3885,843,1168
-649,-3359,862,1139
-909,-2646,885,1113
-1050,-1871,903,1084
-1086,-1151,926,1058
-1059,-568,945,1027
-1030,-151,968,1002
-1029,112,986,974
-1068,261,1009,952
-1128,339,1027,925
-1195,381,1051,903
-1249,405,1069,874
-1293,425,1090,850
-1320,436,1105,820
-1338,447,1120,795
-1342,454,1126,768
-1340,457,1135,747
-1333,459,1140,722
-1325,456,1149,700
-1319,463,1155,674
-1311,462,1165,651
-1305,474,1171,624
-1297,476,1178,601
-1289,492,1180,578
-1282,501,1181,559
-1274,518,1180,538
-1269,531,1181,518
-1262,545,1181,497
-1254,556,1186,475
-1241,565,1193,451
-1219,579,1206,428
-1187,597,1222,405
-1147,624,1242,384
-1108,654,1262,363
-1077,690,1284,345
-1055,727,1303,326
-1043,766,1322,308
-1029,807,1336,289
-1008,855,1351,270
-967,910,1361,249
-910,980,1375,230
-834,1068,1386,210
-750,1176,1402,194
-653,1296,1412,177
-555,1424,1427,163
-444,1547,1435,147
-336,1660,1448,135
-222,1752,1455,123
-124,1827,1470,115
-32,1875,1475,108
31,1898,1486,103
79,1883,1487,97
97,1833,1494,93
103,1743,1494,87
83,1625,1505,86
49,1484,1512,87
-15,1338,1526,93
-98,1193,1531,98
-213,1062,1535,107
-346,944,1528,115
-497,847,1520,127
-645,768,1507,139
-787,710,1499,154
-909,665,1491,168
-1011,634,1491,183
-1089,609,1488,197
-1151,590,1490,213
-1195,574,1489,231
-1232,564,1490,254
-1263,556,1489,279
-1294,552,1490,309
-1322,548,1489,339
-1349,546,1490,371
-1370,542,1488,403
-1381,539,1489,437
-1378,533,1489,471
-1360,524,1493,510
-1325,509,1497,550
-1279,492,1506,595
-1226,471,1513,639
-1175,450,1527,685
-1130,429,1537,728
-1096,409,1557,772
-1070,390,1576,811
-1055,372,1607,853
-1043,357,1637,890
-1039,347,1679,931
-1035,339,1713,969
-1037,336,1753,1011
-1037,333,1777,1049
-1040,330,1804,1089
-1036,321,1815,1124
-1030,308,1834,1162
-1014,289,1840,1193
