II,V,PLETH
-1326,13863,10774
-1534,15524,12343
-1326,13608,11128
-1117,12872,10574
-1092,14244,11481
-1100,15089,12085
-1014,14498,11834
-862,14024,11752
-702,14498,12276
-551,14949,12678
-468,14753,12717
-512,14346,12803
-624,14244,13159
-611,14350,13481
-312,14498,13689
236,14530,13879
780,14371,14130
1046,14030,14345
936,13735,14572
547,13523,14821
78,13354,15102
-292,13267,15328
-468,13481,15543
-531,13883,15705
-624,14244,15897
-728,14369,16063
-702,14498,16250
-567,14789,16403
-546,15134,16603
-666,15051,16782
-702,14498,16956
-610,13985,17042
-702,14244,17133
-1095,15175,17204
-1403,16152,17310
-1240,16674,17355
-702,16915,17398
-23,16811,17391
858,16025,17398
2002,14502,17347
3041,13099,17310
3462,12408,17245
3119,12209,17221
2203,11950,17165
936,11828,17133
-385,12085,17071
-1326,12464,17045
-1624,12396,16988
-1481,12082,16956
-1282,12026,16893
-1170,12464,16868
-1023,13055,16816
-780,13608,16780
-532,13971,16687
-390,14117,16603
-330,14025,16469
-312,13990,16338
-385,14090,16152
-624,14244,15985
-910,14244,15770
-1014,14244,15543
-915,14299,15255
-858,14371,15013
-994,14310,14780
-1170,14244,14572
-1242,14199,14298
-1326,14117,14042
-1530,13854,13768
-1715,13608,13512
-1714,13529,13213
-1637,13608,12982
-1654,13563,12785
-1715,13354,12629
-1689,13056,12423
-1637,12845,12276
-1671,12647,12167
-1715,12464,12099
-1618,12269,11955
-1403,12209,11834
-1224,12251,11750
-1170,12336,11746
-1234,12252,11701
-1403,12082,11657
-1607,12031,11593
-1715,12336,11569
-1645,12698,11512
-1481,12718,11481
-1363,12262,11452
-1326,11828,11481
-1280,11744,11483
-1170,11955,11481
-1032,12092,11424
-936,12209,11393
-866,12476,11365
-780,12972,11393
-696,13361,11396
-702,13481,11393
-791,13379,11335
-858,13354,11304
-841,13418,11280
-858,13481,11304
-1019,13376,11301
-1248,13227,11304
-1324,13104,11284
-1170,13099,11304
-941,13162,11306
-858,13354,11304
-942,13532,11247
-1014,13608,11216
-899,13603,11196
-624,13863,11216
-372,14401,11182
-312,14880,11128
-460,14837,11049
-702,14371,11039
-906,13780,11039
-1014,13354,11039
-1047,13096,10980
-1092,13099,10951
-1222,13300,10938
-1403,13608,10951
-1440,13820,10904
-1170,13990,10863
-692,14098,10832
-312,14117,10863
-158,13869,10868
-78,13481,10863
81,13180,10807
234,13227,10774
301,13442,10746
390,13608,10774
606,13591,10783
780,13608,10774
652,13657,10710
234,13608,10686
-211,13325,10678
-468,13099,10686
-556,13120,10634
-624,13354,10598
-771,13578,10577
-1014,13863,10598
-1260,14187,10563
-1403,14371,10509
-1390,14117,10436
-1326,13608,10421
-1384,13220,10413
-1637,13354,10421
-1905,13989,10379
-1871,14880,10333
-1351,15405,10265
-468,15134,10244
486,14100,10232
1326,12972,10244
2048,12159,10206
2573,11573,10156
2553,10827,10083
1637,10047,10068
-17,9584,10062
-1715,9666,10068
-2791,9990,10018
-3119,10302,9979
-2979,10522,9951
-2651,10937,9979
-2269,11664,9983
-1949,12591,9979
-1780,13193,9950
-1715,13227,9979
-1603,12905,10020
-1403,12845,10068
-1243,13157,10058
-1248,13481,10068
-1353,13360,10090
-1403,12972,10156
-1378,12624,10193
-1403,12464,10244
-1523,12302,10278
-1559,12209,10333
-1362,12360,10361
-1014,12845,10421
-718,13312,10468
-546,13481,10509
-419,13369,10495
-312,13354,10509
-245,13512,10541
-234,13608,10598
-260,13287,10598
-312,12718,10598
-308,12297,10585
-156,12336,10598
100,12591,10581
234,12718,10598
113,12478,10627
-156,12082,10686
-387,11792,10691
-546,11828,10686
-676,11999,10665
-780,12082,10686
-844,11917,10684
-936,11700,10686
-1072,11559,10663
-1170,11573,10686
-1172,11616,10717
-1170,11700,10774
-1258,11730,10780
-1403,11700,10774
-1528,11581,10746
-1637,11573,10774
-1748,11709,10811
-1793,11955,10863
-1709,12143,10861
-1559,12336,10863
-1456,12518,10846
-1403,12718,10863
-1315,12908,10855
-1170,13227,10863
-1066,13524,10848
-1092,13608,10863
-1179,13449,10855
