II,III,PLETH
3410,4101,4079
3849,4651,4667
3359,4101,4186
3078,3794,3948
3307,4053,4267
3477,4218,4484
3359,4053,4374
3247,3944,4310
3307,4053,4455
3354,4122,4550
3307,4053,4508
3274,4005,4487
3307,4053,4562
3325,4092,4624
3307,4101,4643
3290,4142,4659
3307,4242,4696
3369,4318,4715
3514,4289,4723
3730,4089,4731
3979,3724,4750
4218,3247,4761
4444,2781,4777
4582,2414,4775
4547,2262,4777
4280,2381,4770
3875,2781,4777
3464,3328,4776
3152,3865,4777
2929,4263,4760
2790,4525,4750
2733,4642,4732
2790,4619,4723
2915,4463,4704
3049,4289,4696
3135,4177,4680
3204,4148,4669
3261,4126,4640
3307,4101,4616
3311,4067,4583
3307,4053,4562
3317,4042,4531
3359,4053,4508
3389,4075,4477
3410,4101,4455
3411,4090,4423
3410,4053,4401
3386,3998,4371
3359,3959,4347
3338,3938,4313
3359,3959,4294
3403,4000,4275
3462,4053,4267
3497,4082,4241
3514,4101,4213
3512,4101,4177
3514,4101,4160
3497,4080,4142
3462,4053,4133
3403,4007,4106
3359,3959,4079
3325,3901,4044
3307,3865,4025
3290,3849,4007
3307,3865,3999
3338,3872,3973
3359,3865,3945
3332,3833,3908
3307,3818,3891
3313,3826,3876
3359,3865,3864
3392,3883,3835
3410,3865,3811
3409,3810,3781
3410,3771,3757
3402,3744,3722
3410,3724,3703
3428,3687,3687
3462,3676,3676
3486,3682,3646
3514,3676,3623
3522,3613,3603
3514,3535,3596
3492,3471,3579
3514,3441,3569
3581,3409,3556
3669,3394,3542
3712,3389,3510
3720,3394,3489
3712,3358,3472
3720,3299,3462
3721,3234,3432
3720,3205,3408
3712,3193,3389
3720,3205,3381
3724,3231,3355
3720,3299,3328
3693,3375,3296
3669,3441,3274
3643,3478,3244
3617,3535,3220
3566,3606,3192
3514,3676,3167
3472,3715,3132
3462,3771,3113
3445,3858,3098
3410,3959,3086
3349,4003,3057
3307,4006,3032
3291,4007,3014
