II,V,ABP,RESP
12588,16178,5853,1157
14166,18288,6722,1331
12367,16066,6061,1209
11379,14841,5726,1157
12146,15843,6144,1261
12578,16398,6381,1333
11999,15620,6144,1312
11630,15100,6000,1307
11925,15508,6185,1364
12017,15756,6321,1409
11631,15397,6268,1416
11324,15051,6247,1429
11336,15062,6352,1468
11304,15038,6416,1500
11116,14839,6393,1520
10933,14628,6359,1541
10821,14504,6352,1572
10653,14343,6321,1598
10453,14169,6268,1623
10278,14023,6195,1648
10159,13946,6102,1675
10055,13877,5987,1694
10011,13835,5895,1710
9965,13718,5810,1722
9938,13611,5729,1744
9884,13512,5620,1770
9864,13500,5521,1796
9829,13486,5430,1812
9791,13500,5355,1831
9699,13481,5255,1853
9643,13500,5148,1882
9616,13490,5021,1901
9643,13500,4899,1917
9640,13477,4764,1930
9643,13500,4649,1951
9629,13497,4540,1969
9643,13500,4442,1986
9634,13464,4328,1998
9643,13500,4234,2021
9634,13554,4157,2046
9643,13611,4110,2072
9629,13559,4048,2082
9643,13500,3985,2090
9642,13459,3925,2100
9643,13500,3902,2124
9598,13504,3884,2144
9570,13500,3861,2159
9547,13466,3811,2163
9570,13500,3778,2176
9587,13543,3754,2192
9643,13611,3736,2211
9703,13615,3691,2217
9791,13611,3653,2228
9834,13583,3625,2241
9864,13611,3612,2262
9855,13615,3572,2273
9864,13611,3529,2280
9855,13567,3493,2282
9864,13611,3487,2297
9850,13707,3473,2313
9864,13835,3446,2331
9883,13854,3398,2339
9938,13835,3363,2349
9934,13797,3334,2355
9864,13835,3321,2366
9718,13842,3299,2371
9643,13835,3280,2383
9668,13791,3254,2397
9791,13835,3238,2418
9880,13896,3214,2428
9938,13946,3197,2435
9937,13887,3172,2437
9938,13835,3155,2452
9919,13802,3131,2469
9938,13835,3113,2487
9940,13824,3090,2493
9938,13835,3072,2504
9920,13881,3046,2517
10011,14058,3030,2539
10204,14268,3010,2549
10453,14504,2989,2556
10604,14677,2959,2558
10674,14839,2947,2573
10674,14917,2946,2589
10674,14950,2947,2608
10615,14893,2927,2615
10527,14839,2906,2625
10402,14739,2883,2630
10306,14616,2864,2642
10175,14392,2836,2649
10011,14169,2823,2660
9796,13958,2820,2665
9643,13835,2823,2677
9547,13707,2804,2683
9496,13611,2781,2694
9388,13513,2757,2700
9275,13500,2740,2711
9167,13491,2714,2717
9128,13500,2698,2729
9102,13466,2693,2735
9128,13500,2698,2746
9156,13550,2683,2751
9202,13611,2657,2763
9198,13566,2625,2770
9202,13500,2615,2780
9188,13410,2613,2784
9202,13388,2615,2798
9182,13384,2598,2811
9202,13500,2574,2832
9239,13651,2544,2841
9349,13835,2532,2849
9446,13929,2529,2852
9570,14058,2532,2867
9726,14229,2517,2882
10011,14504,2491,2901
10384,14798,2459,2908
10821,15173,2449,2919
11197,15539,2450,2924
11484,15843,2449,2936
11615,15958,2427,2941
11631,15954,2408,2953
11478,15754,2400,2960
11263,15397,2408,2970
11190,15038,2395,2974
11557,15173,2366,2988
12284,15994,2332,3002
13177,17405,2325,3022
14159,19035,2328,3030
15312,20640,2325,3039
16100,21670,2300,3044
15680,21533,2283,3057
13839,19980,2280,3062
11631,17739,2283,3074
10142,15756,2264,3080
9570,14616,2242,3091
9406,14167,2230,3096
9496,14169,2242,3109
9847,14322,2247,3117
10306,14504,2242,3126
10528,14561,2219,3122
10600,14616,2200,3126
10691,14696,2190,3131
10821,14839,2200,3143
10784,14878,2208,3143
10674,14839,2200,3143
10619,14709,2172,3139
10674,14616,2159,3143
10682,14523,2159,3141
10674,14504,2159,3143
10655,14480,2136,3140
10674,14504,2117,3143
10649,14487,2113,3135
10674,14504,2117,3126
10731,14486,2099,3111
10821,14504,2076,3109
10833,14489,2063,3101
10821,14504,2076,3091
10799,14489,2082,3069
10821,14504,2076,3057
10814,14487,2051,3047
10821,14504,2034,3039
10829,14488,2024,3018
10895,14504,2034,3005
10937,14515,2038,2994
10968,14616,2034,2988
10947,14722,2008,2962
10968,14839,1993,2936
11016,14881,1984,2912
11116,14950,1993,2901
11163,15000,2000,2882
11189,15062,2034,2867
11208,15075,2084,2847
11336,15173,2159,2832
11496,15325,2241,2805
11631,15508,2366,2780
11657,15575,2530,2752
11704,15620,2740,2729
11812,15681,2969,2697
11999,15843,3238,2677
12129,15973,3525,2658
12220,16066,3819,2642
12272,16063,4086,2613
12367,16066,4359,2590
12443,16043,4642,2570
12514,16066,4940,2556
12523,16092,5204,2529
12514,16178,5438,2504
12444,16207,5633,2481
12367,16178,5812,2470
12269,16044,5952,2446
12220,15954,6061,2418
12176,15886,6118,2384
12146,15843,6144,2366
12047,15718,6139,2349
11925,15620,6144,2331
11785,15545,6157,2302
11704,15508,6185,2280
11608,15361,6202,2260
11484,15173,6227,2245
11303,14994,6256,2218
11189,14950,6310,2193
11135,14917,6356,2171
11116,14839,6393,2159
10995,14620,6396,2141
10821,14392,6393,2124
10632,14181,6373,2104
10527,14058,6352,2090
10423,13924,6297,2071
10306,13835,6227,2055
10133,13778,6125,2035
10011,13835,6019,2021
9938,13865,5904,2002
9938,13835,5812,1986
9910,13693,5724,1966
9864,13611,5646,1951
9753,13586,5542,1933
9643,13611,5438,1917
9531,13552,5326,1896
9496,13500,5231,1882
9488,13464,5125,1866
9496,13500,5023,1848
9428,13495,4900,1820
9349,13500,4774,1796
9294,13481,4636,1776
9349,13500,4525,1761
9428,13484,4419,1742
9496,13500,4317,1727
9489,13492,4199,1710
9496,13500,4110,1692
9517,13469,4041,1665
9570,13500,3985,1641
9573,13546,3910,1621
9570,13611,3861,1606
9552,13603,3834,1582
9570,13611,3819,1554
9564,13605,3774,1525
9570,13611,3736,1502
9556,13572,3710,1477
9570,13611,3695,1451
9563,13706,3650,1422
9570,13835,3612,1399
9557,13851,3585,1374
9570,13835,3570,1347
9564,13806,3527,1316
9570,13835,3487,1295
9554,13827,3458,1278
9570,13835,3446,1261
9568,13820,3407,1233
9570,13835,3363,1209
9545,13815,3327,1190
9570,13835,3321,1174
9604,13833,3307,1149
9643,13835,3280,1123
9628,13795,3232,1100
9643,13835,3197,1088
9692,13893,3169,1072
9791,13946,3155,1053
9839,13915,3133,1033
9864,13946,3113,1019
9852,14008,3088,1003
9864,14058,3072,984
9854,13979,3048,962
9864,13946,3030,950
9876,14015,3006,942
9938,14169,2989,933
9981,14202,2965,913
10011,14169,2947,898
9996,14125,2925,889
10011,14169,2906,881
10015,14179,2880,863
10011,14169,2864,846
9972,14124,2844,836
10011,14169,2823,829
10128,14285,2793,813
10306,14504,2781,794
10448,14694,2780,782
10600,14839,2781,777
10732,14887,2761,770
10821,14950,2740,760
10773,14976,2717,749
10674,14950,2698,743
10574,14784,2670,734
10527,14616,2657,725
10434,14501,2654,715
