II,V,ABP,RESP
4202,1501,5665,3881
4761,1617,6315,4387
4202,1421,5415,3849
3869,1416,4887,3548
4066,1555,5164,3787
4156,1528,5280,3929
3998,1421,4913,3756
3992,1471,4630,3635
4202,1581,4662,3724
4303,1530,4636,3773
4269,1421,4412,3693
4306,1444,4221,3633
4405,1501,4161,3662
4378,1427,4086,3671
4269,1340,3961,3630
4248,1386,3864,3596
4337,1447,3810,3599
4419,1388,3739,3603
4473,1340,3660,3599
4518,1426,3600,3584
4541,1501,3560,3568
4507,1431,3507,3546
4473,1367,3459,3536
4447,1437,3403,3519
4405,1501,3359,3505
4299,1417,3318,3484
4202,1340,3309,3474
4168,1405,3309,3458
4202,1474,3309,3443
4216,1403,3281,3418
4202,1340,3259,3411
4162,1419,3248,3409
4134,1501,3259,3411
4096,1429,3258,3395
4066,1340,3259,3380
4028,1390,3254,3361
3998,1474,3259,3349
3974,1424,3254,3327
3998,1340,3259,3317
4074,1379,3258,3313
4134,1501,3259,3317
4144,1507,3248,3304
4269,1340,3259,3286
4446,1211,3282,3263
4405,1340,3309,3255
4212,1529,3309,3239
4337,1421,3309,3223
4594,1186,3307,3199
4337,1340,3309,3192
3942,1667,3299,3190
4473,1447,3309,3192
5229,993,3333,3177
4541,1340,3359,3161
3421,2024,3356,3140
4608,1474,3359,3130
6662,346,3377,3112
4541,1340,3409,3098
-1612,4309,3415,3079
-4269,5146,3409,3067
748,1881,3401,3048
7387,-1689,3409,3036
8134,-1421,3409,3018
4473,1287,3409,3004
2728,2411,3404,2984
4134,1367,3409,2973
5004,520,3407,2958
3998,670,3409,2942
3207,502,3404,2908
3660,-456,3409,2879
4065,-1280,3407,2856
3660,-1501,3409,2848
3007,-1562,3404,2833
2507,-1689,3409,2817
1934,-1726,3409,2786
1423,-1689,3409,2754
1388,-1709,3401,2715
1762,-1689,3409,2691
1871,-1618,3415,2674
1355,-1689,3409,2660
724,-1843,3377,2630
949,-1608,3359,2598
2286,-823,3356,2563
3863,80,3359,2535
4636,675,3334,2501
4608,1072,3309,2472
4434,1520,3298,2440
4473,1930,3309,2410
4528,2084,3295,2372
4473,2091,3259,2347
4397,2167,3215,2330
4405,2278,3209,2316
4434,2267,3213,2285
4473,2198,3209,2253
4530,2233,3176,2219
4608,2332,3158,2191
4636,2333,3157,2154
4608,2252,3158,2128
4541,2247,3131,2109
4473,2359,3108,2097
4397,2433,3102,2068
4337,2359,3108,2034
4290,2232,3087,1997
4269,2225,3058,1972
4258,2323,3042,1950
4269,2359,3058,1940
4285,2278,3066,1929
4337,2252,3058,1909
4397,2352,3028,1873
4473,2439,3008,1846
4550,2394,2998,1829
4676,2359,3008,1815
4820,2431,3012,1784
4947,2493,3008,1753
4996,2427,2981,1731
5015,2386,2958,1721
5052,2478,2946,1697
5150,2573,2958,1659
5257,2535,2964,1617
5354,2520,2958,1596
5436,2642,2928,1583
5557,2761,2908,1565
5696,2728,2899,1531
5828,2707,2908,1502
5908,2836,2907,1484
5964,2975,2908,1471
5982,2958,2903,1443
5964,2922,2908,1408
5891,3010,2904,1372
5828,3109,2908,1346
5790,3064,2905,1324
5760,3002,2908,1314
5655,3060,2902,1304
5489,3136,2908,1283
5316,3074,2906,1248
5218,2975,2908,1221
5155,2968,2898,1205
5083,2975,2908,1189
4969,2868,2926,1157
4879,2734,2958,1127
4810,2676,2974,1108
4744,2627,3008,1095
4652,2474,3063,1067
4608,2305,3158,1033
4609,2230,3255,1008
4608,2198,3359,1001
4536,2083,3464,992
4473,1930,3610,970
4474,1850,3775,936
4541,1849,3961,908
4584,1805,4130,887
4608,1689,4312,876
4614,1592,4499,863
4608,1608,4713,845
4547,1662,4914,825
4473,1635,5114,814
4415,1532,5289,802
4405,1501,5465,782
4396,1568,5631,749
4405,1608,5816,720
4445,1544,5993,701
4541,1501,6167,689
4614,1556,6314,672
4608,1608,6467,657
4506,1555,6602,643
4405,1501,6718,626
4349,1530,6791,596
4337,1555,6868,563
4302,1480,6945,541
4269,1421,7019,532
4273,1470,7048,521
4337,1528,7069,501
4392,1484,7089,479
4405,1447,7119,469
4364,1513,7108,470
4337,1581,7069,469
4347,1542,7008,456
4405,1501,6969,438
4433,1548,6924,421
4405,1581,6868,407
4341,1506,6771,390
4337,1447,6668,376
4379,1502,6558,362
4405,1555,6467,344
4364,1486,6365,322
4337,1421,6267,313
4344,1468,6145,316
4337,1528,6016,313
4242,1476,5861,295
4134,1421,5715,282
4091,1469,5562,282
4134,1528,5415,282
4174,1470,5252,265
4202,1394,5114,250
4225,1431,4984,250
4269,1528,4863,250
4284,1527,4710,235
4269,1447,4562,219
4227,1420,4421,217
4202,1474,4312,219
4187,1485,4201,207
4202,1394,4111,188
4225,1302,4027,181
4269,1340,3961,188
4306,1443,3881,191
4337,1447,3810,188
4338,1336,3730,185
4337,1287,3660,188
4331,1363,3590,189
4337,1421,3560,188
4333,1357,3538,187
4337,1313,3509,188
4332,1386,3447,188
4337,1447,3409,188
4370,1370,3401,187
4473,1287,3409,188
4578,1320,3384,188
4608,1367,3359,188
4536,1307,3348,188
4473,1260,3359,188
4464,1329,3354,188
4473,1394,3359,188
4412,1334,3376,188
4337,1287,3409,188
4309,1367,3414,188
4337,1447,3409,188
4326,1396,3399,188
4269,1340,3409,188
4227,1387,3424,188
4202,1447,3459,188
4140,1395,3490,188
4134,1287,3509,188
4118,1284,3501,188
3931,1421,3509,188
3745,1465,3532,187
