II,V,PLETH
772,1543,1887
882,1749,2135
788,1543,1887
736,1435,1760
788,1543,1887
819,1610,1951
788,1543,1857
766,1491,1801
788,1526,1857
806,1552,1892
804,1526,1857
806,1502,1833
820,1509,1857
825,1510,1872
820,1492,1857
817,1469,1835
820,1457,1827
821,1448,1824
820,1440,1827
820,1431,1831
820,1423,1827
818,1412,1810
820,1406,1797
822,1396,1791
820,1389,1797
806,1379,1800
788,1372,1797
769,1360,1782
756,1355,1767
740,1352,1758
723,1355,1767
705,1353,1782
691,1355,1797
680,1359,1798
675,1372,1797
674,1381,1794
675,1389,1797
675,1393,1796
675,1406,1797
674,1422,1795
675,1440,1797
674,1449,1796
675,1457,1797
674,1463,1795
675,1475,1797
674,1482,1796
675,1492,1797
675,1498,1795
675,1509,1797
674,1517,1796
675,1526,1797
680,1527,1795
691,1526,1797
702,1521,1796
707,1526,1797
706,1534,1795
707,1543,1797
709,1542,1796
707,1543,1797
702,1549,1794
707,1560,1797
723,1562,1797
740,1560,1797
742,1555,1792
740,1560,1797
738,1568,1800
740,1577,1797
737,1579,1778
740,1577,1767
748,1573,1763
756,1577,1767
754,1585,1762
756,1595,1767
763,1595,1779
772,1595,1797
771,1592,1804
772,1595,1827
779,1594,1873
788,1595,1947
783,1592,2010
772,1595,2067
766,1594,2124
772,1595,2217
775,1592,2328
772,1595,2456
766,1594,2581
772,1595,2726
782,1591,2882
788,1595,3055
781,1596,3219
772,1595,3385
768,1583,3546
772,1577,3714
773,1577,3867
772,1577,4014
768,1566,4147
772,1560,4284
778,1564,4407
788,1577,4523
791,1580,4616
788,1577,4703
778,1573,4776
772,1577,4853
770,1578,4915
772,1577,4973
771,1574,5014
772,1577,5062
772,1579,5097
772,1577,5122
769,1567,5128
772,1560,5152
779,1557,5182
788,1560,5212
788,1560,5211
788,1560,5212
788,1558,5219
788,1560,5242
780,1559,5244
772,1560,5242
768,1558,5233
772,1560,5242
773,1559,5242
772,1560,5242
769,1558,5225
772,1560,5212
773,1560,5190
772,1560,5182
767,1556,5166
772,1560,5152
781,1567,5119
788,1577,5092
785,1583,5058
788,1595,5032
801,1610,4997
820,1629,4973
834,1633,4941
852,1629,4913
872,1619,4865
884,1612,4823
874,1597,4774
852,1577,4733
833,1549,4674
820,1526,4613
804,1510,4544
788,1509,4493
776,1509,4435
772,1509,4373
769,1504,4292
772,1509,4224
779,1517,4159
788,1526,4104
785,1525,4029
772,1526,3954
753,1526,3874
740,1526,3804
730,1516,3725
723,1509,3654
714,1504,3586
707,1509,3535
703,1509,3474
707,1509,3415
714,1506,3347
723,1509,3295
726,1508,3244
723,1509,3205
713,1506,3157
707,1509,3115
705,1509,3066
707,1509,3025
707,1506,2977
707,1509,2936
708,1510,2895
707,1509,2876
705,1503,2859
707,1509,2846
715,1527,2816
723,1560,2786
727,1592,2751
740,1629,2726
777,1672,2703
852,1732,2696
961,1786,2685
1109,1817,2666
1304,1796,2630
1527,1715,2606
1687,1554,2590
1672,1320,2576
1439,1044,2543
1077,806,2516
730,674,2498
498,686,2486
397,805,2455
402,977,2426
471,1144,2407
563,1286,2396
635,1392,2368
675,1475,2336
692,1529,2312
707,1560,2307
724,1570,2295
740,1577,2277
743,1585,2253
740,1595,2247
735,1595,2246
740,1595,2247
748,1592,2231
756,1595,2217
755,1593,2200
756,1595,2187
755,1594,2167
756,1595,2157
749,1593,2154
740,1595,2157
734,1595,2144
740,1595,2127
749,1585,2106
756,1577,2097
755,1573,2082
756,1577,2067
756,1578,2047
756,1577,2037
752,1574,2023
756,1577,2007
764,1579,1984
772,1577,1977
771,1566,1977
772,1560,1977
778,1559,1960
788,1560,1947
790,1552,1943
788,1543,1947
785,1538,1934
788,1543,1917
788,1544,1907
788,1543,1917
786,1539,1923
788,1543,1917
788,1545,1897
788,1543,1887
785,1533,1886
788,1526,1887
794,1522,1873
804,1526,1857
812,1525,1848
820,1526,1857
821,1524,1862
820,1526,1857
816,1520,1839
820,1509,1827
828,1490,1822
836,1475,1827
836,1462,1827
836,1457,1827
840,1449,1824
852,1440,1827
858,1428,1826
852,1423,1827
834,1417,1824
820,1406,1827
811,1384,1826
804,1372,1827
789,1369,1824
772,1372,1827
754,1363,1835
740,1355,1857
722,1350,1884
707,1355,1917
697,1354,1938
691,1355,1947
684,1358,1943
675,1372,1947
666,1382,1958
659,1389,1977
655,1392,1981
659,1406,1977
667,1423,1969
675,1440,1977
676,1449,1992
675,1457,2007
674,1464,2008
675,1475,2007
674,1481,2004
675,1492,2007
675,1501,2005
675,1509,2007
673,1507,2006
675,1509,2007
682,1515,2003
691,1526,2007
694,1527,2009
691,1526,2007
688,1523,1990
691,1526,1977
693,1524,1971
691,1526,1977
687,1530,1976
691,1543,1977
701,1553,1975
707,1560,1977
705,1560,1963
707,1560,1947
721,1558,1934
740,1560,1947
744,1560,1963
740,1560,1977
735,1557,1972
740,1560,1977
748,1566,1995
756,1577,2037
757,1580,2075
756,1577,2127
752,1571,2207
756,1577,2336
765,1587,2458
772,1595,2546
766,1586,2628
756,1577,2816
749,1572,3110
756,1577,3415
765,1578,3605
772,1577,3714
771,1574,3830
772,1577,4014
772,1577,4200
772,1577,4343
764,1574,4432
756,1577,4523
752,1578,4624
756,1577,4733
757,1567,4813
756,1560,4883
752,1556,4940
756,1560,5002
764,1560,5047
772,1560,5092
772,1558,5133
772,1560,5182
771,1559,5214
772,1560,5242
770,1558,5254
772,1560,5272
772,1559,5280
772,1560,5302
768,1559,5317
772,1560,5332
781,1559,5327
788,1560,5332
782,1559,5331
772,1560,5332
767,1559,5310
772,1560,5302
774,1559,5297
772,1560,5302
768,1559,5284
772,1560,5272
779,1558,5254
788,1560,5242
790,1559,5207
788,1560,5182
785,1558,5160
788,1560,5152
790,1559,5122
788,1560,5092
782,1557,5056
788,1560,5032
804,1566,4990
820,1577,4943
822,1585,4887
820,1595,4853
823,1601,4811
836,1612,4763
851,1619,4694
868,1629,4643
884,1632,4597
900,1629,4553
906,1612,4477
900,1595,4403
885,1575,4335
868,1560,4284
846,1541,4211
820,1526,4134
796,1514,4050
788,1509,3984
788,1504,3909
788,1509,3834
782,1516,3751
788,1526,3684
806,1527,3620
820,1526,3565
809,1523,3499
788,1526,3445
773,1525,3392
772,1526,3355
767,1524,3308
756,1526,3265
743,1525,3214
740,1526,3175
738,1524,3138
740,1526,3115
738,1524,3086
740,1526,3055
738,1524,3016
740,1526,2995
738,1525,2981
740,1526,2966
739,1525,2930
740,1526,2906
739,1525,2888
740,1526,2876
739,1525,2843
740,1526,2816
743,1528,2796
756,1543,2786
771,1570,2756
788,1612,2726
804,1654,2702
836,1697,2696
899,1742,2681
1013,1800,2666
1182,1844,2646
1399,1835,2636
1607,1727,2620
1720,1526,2606
1658,1261,2588
1415,994,2576
1067,782,2559
740,686,2546
525,719,2528
450,857,2516
471,1032,2499
531,1200,2486
589,1334,2468
643,1440,2456
690,1513,2439
723,1560,2426
736,1582,2408
740,1595,2396
744,1596,2380
756,1595,2366
760,1588,2347
756,1595,2336
749,1610,2322
756,1629,2307
771,1632,2284
788,1629,2277
790,1625,2275
788,1629,2277
785,1630,2260
788,1629,2247
788,1621,2240
788,1612,2247
786,1600,2238
788,1595,2217
788,1592,2191
