II,V,PLETH
6063,2797,6363
6722,3227,7157
5784,2913,6223
5227,2765,5683
5366,3030,6036
5303,3228,6229
5087,3108,5896
5433,2901,5638
6133,2836,5708
6267,2865,5713
5715,2913,5521
5145,2973,5382
4948,3030,5381
4934,3030,5342
4948,2991,5240
4974,2958,5170
4948,2952,5147
4808,2939,5100
4669,2913,5053
4586,2903,5028
4460,2952,5007
4263,3019,4950
4181,3030,4913
4234,2960,4900
4251,2913,4913
4150,2930,4892
4181,2952,4866
4451,2902,4848
4739,2836,4866
4807,2795,4870
4809,2758,4866
4894,2682,4850
4948,2641,4866
4779,2681,4889
4530,2758,4913
4365,2786,4908
4251,2797,4913
4103,2822,4927
4112,2836,4960
4387,2772,4966
4739,2680,4960
4868,2630,4944
4809,2641,4960
4715,2658,4981
4600,2680,5007
4346,2724,5006
4042,2797,5007
3868,2841,5000
3903,2836,5007
4010,2790,5002
4112,2758,5007
4216,2738,5001
4391,2719,5007
4574,2676,5001
4669,2641,5007
4581,2638,5004
4391,2680,5007
4242,2726,4985
4251,2758,4960
4324,2760,4924
4321,2758,4913
4167,2761,4906
3972,2797,4913
3837,2842,4906
3833,2875,4913
3947,2853,4910
4181,2797,4913
4427,2735,4900
4530,2719,4913
4336,2756,4931
3972,2836,4960
3747,2887,4970
3903,2875,5007
4236,2804,5063
4391,2758,5147
4281,2763,5213
4251,2797,5287
4474,2802,5353
4739,2797,5428
4763,2803,5484
4669,2836,5568
4679,2870,5673
4809,2913,5802
4926,2945,5900
5087,2952,5989
5336,2923,6070
5575,2913,6176
5685,2942,6271
5784,2991,6363
5948,3004,6432
6063,2991,6504
5985,2968,6553
5854,2952,6597
5828,2918,6617
5854,2875,6644
5739,2818,6663
5506,2758,6691
5288,2687,6694
5157,2641,6691
5012,2638,6664
4809,2680,6644
4572,2715,6616
4391,2719,6597
4280,2680,6555
4251,2641,6504
4233,2622,6426
4181,2641,6363
4068,2665,6307
3972,2680,6270
3909,2677,6206
3903,2680,6129
3957,2671,6027
4112,2641,5942
4239,2614,5861
4181,2641,5802
3959,2712,5730
3833,2758,5662
3880,2741,5581
3903,2719,5521
3752,2753,5451
3624,2836,5381
3682,2896,5295
3833,2952,5240
3938,3093,5192
4112,3379,5147
4399,3679,5068
4669,3807,5007
4880,3677,4967
5227,3341,4960
5571,2739,4935
5366,1748,4913
4327,427,4882
2997,-816,4866
2050,-1599,4835
1533,-1865,4819
1010,-1826,4808
418,-1593,4819
131,-1164,4817
418,-544,4819
1033,146,4812
1603,816,4819
2009,1405,4814
2439,1903,4819
2958,2291,4828
3415,2603,4866
3623,2836,4895
3694,2991,4913
3839,3057,4902
4112,3108,4913
4288,3186,4933
4251,3302,4960
4092,3397,4955
4042,3457,4960
4135,3481,4975
4251,3496,5007
4194,3523,5010
3972,3574,5007
3804,3616,4997
3903,3613,5007
4126,3575,5004
4181,3574,5007
4051,3616,5002
4042,3651,5007
4182,3643,4988
4181,3651,4960
3996,3688,4922
4112,3690,4913
4768,3577,4912
5575,3418,4913
6045,3309,4888
6272,3302,4866
6431,3353,4840
6342,3457,4819
5791,3580,4785
5157,3690,4773
4941,3741,4772
5157,3768,4773
5391,3778,4720
5506,3768,4632
5654,3716,4526
5924,3690,4445
6095,3723,4368
5993,3807,4305
5634,3872,4242
5227,3923,4211
4933,3967,4187
4878,4001,4164
5079,3959,4114
5506,3846,4071
5980,3710,4036
6272,3651,4024
6171,3684,4000
5784,3768,3977
5443,3802,3947
5436,3768,3930
5590,3704,3905
5575,3690,3884
5322,3703,3853
5157,3690,3837
5220,3623,3825
5297,3574,3837
5156,3559,3841
5018,3535,3837
5145,3430,3807
5436,3302,3790
5466,3224,3782
5157,3224,3790
4841,3213,3785
4878,3146,3790
5145,3035,3791
5297,2952,3790
5151,2915,3763
4948,2913,3743
4925,2888,3733
5087,2836,3743
5191,2775,3742
5157,2758,3743
5073,2763,3739
5087,2758,3743
5154,2715,3738
5227,2680,3743
5301,2657,3742
5436,2641,3743
5520,2619,3732
5436,2641,3743
5213,2695,3765
5157,2719,3790
5456,2643,3787
5993,2525,3790
