II,V,PLETH
3696,12146,3403
4464,13819,3834
4004,12310,3369
3487,11529,3134
3696,12310,3369
4163,12648,3495
4158,11982,3335
3812,11598,3238
3850,11982,3335
4304,12185,3384
4466,11818,3302
4117,11494,3239
4004,11654,3268
4503,11887,3290
4927,11818,3268
4723,11600,3241
4466,11654,3234
4696,11914,3220
4927,11982,3201
4663,11694,3181
4466,11489,3167
4844,11623,3147
5235,11818,3133
5067,11673,3113
4927,11489,3099
5378,11532,3081
5851,11654,3066
5650,11543,3043
5235,11489,3032
5250,11702,3017
5389,11982,2998
5111,11981,2961
4774,11982,2931
4869,12244,2907
5081,12638,2897
4860,12776,2879
4466,12802,2864
4386,12920,2844
4466,13131,2830
4197,13210,2807
3696,13295,2796
3479,13460,2791
3696,13623,2796
3915,13563,2784
3850,13459,2763
3667,13471,2736
3696,13623,2729
3853,13709,2728
3850,13787,2729
3676,13910,2712
3696,14116,2695
3936,14270,2675
4004,14444,2661
3763,14665,2641
3696,14936,2628
3989,15034,2610
4158,14936,2594
3892,14757,2570
3696,14772,2560
3891,14900,2557
4004,14936,2560
3659,14708,2545
3388,14444,2527
3574,14255,2503
3696,14116,2493
3295,13864,2484
2926,13623,2493
3072,13394,2506
3234,13131,2527
2867,12787,2536
2464,12638,2560
2564,12671,2597
2772,12638,2661
2554,12339,2724
2310,12146,2796
2505,12255,2868
2772,12474,2965
2634,12433,3072
2464,12310,3201
2637,12278,3330
2772,12310,3470
2500,12245,3602
2310,12310,3740
2603,12512,3869
2926,12638,4009
2794,12546,4142
2618,12638,4279
2833,12966,4397
3080,13131,4514
2888,12845,4617
2618,12638,4717
2767,12841,4789
3080,13131,4851
2980,13014,4897
2618,12802,4952
2615,12877,5003
3080,13131,5053
3375,13115,5077
3080,12967,5087
2602,12968,5081
2618,13131,5087
3012,13109,5088
3080,12967,5087
2664,12930,5066
2464,13131,5053
2807,13293,5035
3080,13295,5020
2789,13167,4983
2464,13131,4952
2641,13141,4916
2926,13131,4885
2756,13013,4841
2464,12967,4818
2553,13020,4799
2772,13131,4784
2656,13135,4744
2464,13131,4717
2584,13127,4696
2772,13131,4683
2642,13076,4645
2464,13131,4615
2583,13248,4593
2772,13295,4582
2704,13164,4546
2618,13131,4514
2730,13232,4489
2772,13295,4481
2552,13161,4450
2464,13131,4413
2684,13252,4371
2772,13295,4346
2514,13112,4312
2464,13131,4279
