II,V,PLETH
-749,20,2007
-786,21,2213
-679,19,2052
-710,20,2213
-706,21,2283
-691,21,2309
-677,21,2335
-678,21,2400
-680,22,2464
-673,23,2495
-664,25,2517
-660,26,2546
-655,26,2571
-646,27,2575
-637,27,2576
-630,27,2582
-622,27,2585
-614,27,2580
-605,27,2571
-601,29,2564
-593,32,2547
-587,36,2527
-572,41,2501
-548,45,2469
-512,50,2431
-466,54,2385
-407,56,2334
-341,59,2276
-263,60,2216
-173,60,2152
-73,60,2090
33,59,2025
143,57,1958
258,55,1876
379,51,1783
508,46,1670
646,41,1548
799,37,1418
962,33,1300
1133,30,1188
1304,27,1096
1473,24,1005
1622,19,926
1740,12,845
1816,4,775
1853,-5,700
1844,-15,635
1796,-24,567
1709,-32,507
1590,-40,441
1434,-46,385
1251,-50,328
1050,-52,282
848,-53,235
657,-53,195
485,-53,154
336,-52,117
212,-52,77
106,-52,39
18,-52,-1
-55,-51,-39
-114,-51,-78
-164,-50,-116
-207,-50,-155
-243,-49,-194
-271,-50,-233
-289,-51,-271
-300,-52,-310
-306,-53,-350
-310,-54,-389
-313,-55,-428
-317,-55,-460
-321,-55,-489
-331,-55,-509
-352,-54,-529
-385,-54,-546
-429,-54,-572
-474,-53,-601
-512,-54,-638
-531,-54,-675
-536,-54,-716
-530,-54,-750
-521,-54,-784
-510,-52,-812
-503,-51,-841
-495,-49,-866
-491,-48,-894
-487,-47,-917
-492,-46,-945
-504,-46,-969
-524,-46,-997
-543,-46,-1020
-561,-46,-1046
-570,-45,-1066
-571,-44,-1087
-560,-43,-1103
-545,-42,-1118
-528,-43,-1131
-513,-43,-1145
-500,-44,-1157
-493,-45,-1170
-490,-45,-1182
-490,-45,-1196
-487,-46,-1208
-484,-47,-1222
-478,-48,-1234
-472,-49,-1248
-462,-49,-1260
-452,-48,-1274
-441,-47,-1286
-427,-45,-1300
-411,-44,-1311
-396,-44,-1326
-384,-44,-1337
-377,-44,-1353
-371,-44,-1363
-369,-44,-1379
-363,-43,-1389
-356,-43,-1405
-345,-42,-1415
-341,-41,-1431
-346,-40,-1440
-365,-39,-1457
-386,-38,-1466
-408,-37,-1483
-417,-36,-1492
-414,-36,-1509
-396,-36,-1518
-376,-38,-1535
-356,-40,-1544
-345,-43,-1560
-338,-47,-1569
-340,-50,-1583
-346,-51,-1590
-357,-51,-1599
-369,-49,-1600
-380,-47,-1604
-385,-45,-1603
-387,-43,-1605
-384,-41,-1603
-383,-39,-1604
-387,-36,-1601
-397,-34,-1599
-412,-32,-1593
-426,-31,-1586
-438,-31,-1575
-444,-32,-1564
-443,-32,-1551
-437,-33,-1539
-428,-32,-1526
-420,-32,-1518
-413,-30,-1509
-411,-29,-1505
-412,-29,-1499
-414,-29,-1496
-412,-31,-1489
-408,-32,-1484
-401,-33,-1473
-388,-34,-1467
-360,-33,-1457
-313,-32,-1455
-236,-31,-1448
-127,-32,-1451
10,-35,-1446
148,-41,-1451
266,-48,-1446
332,-55,-1451
345,-62,-1446
298,-68,-1451
219,-72,-1446
122,-75,-1451
36,-76,-1447
-36,-76,-1450
-82,-74,-1447
-109,-72,-1450
-114,-70,-1447
-111,-69,-1452
-106,-69,-1453
-116,-71,-1462
-144,-73,-1468
-196,-76,-1479
-261,-78,-1485
-337,-77,-1494
-414,-74,-1498
-495,-68,-1505
-575,-62,-1512
-650,-58,-1525
-708,-55,-1541
-739,-54,-1563
-740,-56,-1582
-724,-57,-1603
-710,-59,-1620
-718,-59,-1638
-747,-58,-1654
-791,-56,-1675
-836,-54,-1695
-869,-52,-1721
-902,-50,-1745
-930,-49,-1773
-987,-47,-1795
-1030,-47,-1818
-1094,-45,-1833
-1104,-47,-1849
-1114,-48,-1854
-1089,-50,-1862
-1080,-50,-1861
-1095,-51,-1865
-1133,-49,-1860
-1206,-47,-1858
-1286,-43,-1843
-1386,-38,-1828
-1475,-31,-1797
-1547,-22,-1765
-1543,-15,-1721
-1405,-15,-1679
-1032,-30,-1627
-346,-70,-1577
722,-137,-1517
2152,-232,-1455
3828,-344,-1382
5487,-456,-1308
6784,-547,-1230
7371,-602,-1153
7045,-608,-1073
5836,-566,-996
4035,-488,-918
2067,-390,-842
352,-290,-762
-864,-203,-682
-1543,-136,-600
-1818,-91,-517
-1868,-63,-434
-1844,-48,-347
-1811,-40,-257
-1786,-37,-156
-1758,-36,-45
-1741,-35,75
-1731,-35,194
-1744,-35,308
-1755,-35,406
-1760,-36,495
-1747,-37,573
-1720,-38,650
-1701,-39,724
-1681,-41,803
-1688,-40,879
-1692,-41,959
-1698,-41,1034
-1703,-42,1113
-1690,-42,1187
-1684,-44,1265
-1664,-45,1335
-1662,-46,1406
-1659,-48,1471
-1679,-49,1536
-1701,-50,1593
-1737,-50,1652
-1766,-49,1705
-1795,-47,1760
-1807,-46,1810
-1809,-45,1863
-1788,-44,1912
-1756,-45,1962
-1711,-46,2007
-1676,-46,2052
-1661,-46,2093
-1674,-46,2134
-1703,-44,2172
-1737,-43,2211
-1761,-42,2246
-1772,-41,2279
-1769,-40,2305
-1759,-39,2325
-1745,-38,2338
-1725,-38,2349
-1694,-38,2356
-1656,-38,2364
-1622,-37,2370
-1600,-36,2377
-1597,-34,2377
-1606,-32,2378
-1613,-31,2372
-1593,-30,2368
-1533,-29,2355
-1438,-29,2345
-1323,-27,2322
-1215,-24,2300
-1121,-21,2264
-1048,-18,2233
-974,-15,2190
-889,-15,2157
-769,-15,2112
-630,-17,2079
-466,-19,2034
-306,-23,2001
-139,-27,1957
10,-33,1923
157,-40,1879
284,-48,1845
407,-57,1803
511,-66,1770
601,-75,1731
651,-84,1702
657,-91,1670
598,-98,1647
484,-104,1621
318,-109,1604
126,-113,1584
-80,-115,1569
-281,-116,1550
-473,-116,1532
-640,-115,1510
-784,-113,1489
-903,-113,1467
-1016,-111,1448
-1132,-109,1429
-1262,-107,1414
-1391,-104,1395
-1505,-102,1377
-1583,-101,1354
-1621,-102,1332
-1625,-104,1305
-1619,-106,1281
-1611,-108,1254
-1617,-109,1232
-1629,-110,1208
-1647,-110,1191
-1660,-109,1171
-1670,-107,1157
-1667,-104,1137
-1665,-99,1121
-1664,-93,1097
-1688,-87,1079
-1726,-82,1053
-1786,-81,1035
-1830,-82,1009
-1853,-87,991
-1830,-92,968
-1789,-97,952
-1743,-99,932
-1735,-100,920
-1760,-100,903
-1823,-100,889
-1883,-100,869
-1925,-102,850
-1926,-105,827
-1903,-109,807
-1863,-112,785
-1829,-115,768
-1805,-118,751
-1798,-120,737
-1801,-120,723
-1818,-120,711
-1839,-119,698
-1858,-118,685
-1864,-116,672
-1855,-115,659
-1834,-113,645
-1817,-112,629
-1810,-110,611
-1823,-109,591
-1843,-108,569
-1865,-108,548
-1871,-107,527
-1868,-107,509
-1849,-106,491
-1833,-107,475
-1812,-107,455
-1809,-108,436
-1812,-108,413
-1836,-110,393
-1858,-112,374
-1884,-116,361
-1884,-120,349
-1874,-124,343
-1836,-128,335
-1803,-131,326
-1764,-132,311
-1744,-133,293
-1725,-133,272
-1720,-134,253
-1710,-135,235
-1707,-136,223
-1694,-135,213
-1688,-135,207
-1676,-133,201
-1671,-132,194
-1663,-132,185
-1663,-132,177
-1660,-132,168
-1660,-132,162
-1654,-132,157
-1647,-131,153
-1632,-129,148
-1616,-126,142
-1598,-123,133
-1580,-119,122
-1560,-115,110
-1542,-110,97
-1525,-106,84
-1511,-102,71
-1493,-99,58
-1476,-98,45
-1456,-97,32
-1436,-96,19
-1413,-96,7
-1392,-95,-7
-1368,-92,-19
-1345,-89,-33
-1309,-83,-45
-1264,-77,-59
-1190,-70,-71
-1089,-64,-85
-949,-60,-96
-793,-61,-110
-632,-64,-122
-508,-71,-136
-430,-78,-148
-424,-84,-162
-464,-88,-174
-543,-90,-191
-618,-90,-206
-685,-89,-226
-720,-89,-248
-738,-91,-275
-729,-92,-302
-713,-94,-336
-690,-97,-370
-674,-100,-410
-666,-105,-451
-678,-112,-496
-705,-120,-543
-751,-127,-597
-802,-131,-661
-864,-130,-741
-931,-126,-834
-1005,-120,-940
-1076,-114,-1048
-1140,-110,-1152
-1188,-108,-1242
-1217,-105,-1326
-1225,-102,-1401
-1222,-96,-1477
-1212,-89,-1550
-1202,-81,-1629
-1191,-74,-1704
-1183,-71,-1782
-1183,-69,-1852
-1180,-69,-1924
-1189,-69,-1989
-1180,-70,-2059
-1192,-68,-2120
-1172,-68,-2189
-1178,-66,-2248
-1159,-66,-2316
-1157,-64,-2371
-1150,-62,-2433
-1146,-56,-2481
-1159,-51,-2536
-1182,-43,-2576
-1241,-38,-2625
-1313,-35,-2659
-1394,-37,-2702
-1430,-46,-2731
-1375,-63,-2766
-1146,-90,-2787
-672,-132,-2810
131,-193,-2818
1296,-275,-2823
2795,-375,-2814
4468,-484,-2804
6042,-585,-2786
7154,-661,-2775
7493,-695,-2761
6906,-683,-2753
5507,-625,-2739
3629,-535,-2722
1720,-431,-2693
154,-329,-2657
-875,-244,-2610
-1388,-181,-2559
-1535,-140,-2502
-1503,-116,-2444
-1422,-104,-2383
-1354,-98,-2320
-1302,-95,-2256
-1270,-94,-2192
-1249,-93,-2127
-1244,-92,-2063
-1238,-92,-1997
-1231,-92,-1934
-1215,-93,-1867
-1191,-94,-1802
-1176,-93,-1732
-1156,-94,-1663
-1162,-92,-1588
-1156,-91,-1514
-1159,-89,-1435
-1156,-89,-1359
-1149,-89,-1277
-1150,-90,-1198
-1139,-91,-1109
-1137,-92,-1021
-1126,-93,-923
-1121,-94,-827
-1105,-93,-723
-1091,-93,-622
-1068,-93,-517
-1050,-92,-415
-1032,-91,-310
-1027,-90,-208
-1025,-89,-103
-1030,-88,-1
-1027,-86,104
-1019,-85,206
-1003,-83,310
-988,-82,411
-980,-81,511
-981,-80,608
-987,-78,703
-992,-76,795
-990,-75,887
-979,-73,978
-961,-72,1068
-939,-71,1155
-919,-69,1238
-900,-67,1315
-885,-64,1385
-869,-61,1450
-855,-58,1507
-833,-54,1560
-804,-49,1604
-760,-44,1648
-704,-39,1688
-629,-35,1733
-543,-30,1774
-444,-27,1818
-341,-24,1853
-233,-22,1885
-120,-20,1900
0,-19,1912
130,-18,1911
269,-18,1913
422,-19,1903
581,-22,1899
750,-26,1884
921,-32,1873
1095,-40,1852
1258,-49,1834
1409,-58,1810
1535,-67,1791
1635,-76,1768
1699,-86,1752
1730,-96,1732
1718,-105,1717
1663,-113,1696
1558,-120,1677
1413,-124,1654
1232,-128,1634
1031,-130,1612
823,-131,1595
624,-131,1576
438,-131,1560
273,-131,1541
127,-129,1521
1,-127,1497
-107,-125,1474
-197,-122,1447
-269,-120,1423
-322,-117,1397
-360,-115,1376
-388,-113,1356
-414,-111,1344
-443,-110,1332
-477,-110,1327
-511,-111,1317
-538,-112,1310
-553,-112,1293
-557,-113,1277
-556,-112,1252
-558,-111,1230
-568,-110,1201
-584,-109,1179
-599,-108,1150
-612,-108,1130
-620,-108,1104
-629,-108,1088
