II,V,PLETH,ABP
265,3,0,-2666
200,6,0,-2837
75,5,0,-2463
30,8,0,-2572
-20,4,0,-2534
-69,4,0,-2427
-124,-1,0,-2309
-172,-3,0,-2255
-224,-5,0,-2200
-258,-2,0,-2102
-257,4,0,-1993
-188,17,0,-1902
-40,38,0,-1803
203,71,0,-1668
552,111,0,-1525
1016,145,0,-1390
1589,147,0,-1251
2231,81,0,-1104
2862,-86,0,-969
3353,-368,0,-864
3562,-747,0,-778
3376,-1173,0,-715
2761,-1574,0,-680
1784,-1881,0,-668
599,-2046,0,-683
-599,-2057,0,-716
-1638,-1932,0,-772
-2407,-1713,0,-844
-2869,-1447,0,-937
-3046,-1172,0,-1037
-2995,-915,0,-1157
-2776,-686,0,-1278
-2455,-487,0,-1407
-2082,-315,0,-1518
-1704,-168,0,-1623
-1356,-44,0,-1694
-1060,55,0,-1752
-830,129,0,-1774
-663,179,0,-1791
-560,207,0,-1790
-494,221,0,-1802
-468,226,0,-1806
-441,224,0,-1831
-429,225,0,-1853
-404,219,0,-1889
-385,219,0,-1916
-366,213,0,-1961
-355,217,0,-2015
-362,217,0,-2097
-376,224,0,-2190
-409,226,0,-2306
-437,230,0,-2429
-465,227,0,-2564
-467,225,0,-2689
-456,220,0,-2810
-424,218,0,-2911
-389,217,0,-2991
-350,218,0,-3038
-316,219,0,-3069
-289,222,0,-3090
-273,224,0,-3114
-269,226,0,-3134
-275,229,0,-3159
-281,232,0,-3181
-278,235,0,-3202
-255,239,0,-3216
-212,242,0,-3236
-155,245,0,-3260
-91,248,0,-3299
-23,252,0,-3342
53,259,0,-3405
136,268,0,-3471
226,282,0,-3550
311,296,0,-3612
375,311,0,-3674
411,321,0,-3711
416,327,0,-3752
402,326,0,-3774
380,322,0,-3813
361,315,0,-3837
350,309,0,-3880
347,303,0,-3901
352,298,0,-3938
367,288,0,-3947
392,276,0,-3975
425,257,0,-3982
459,236,0,-4013
485,211,0,-4030
494,188,0,-4065
485,166,0,-4076
463,147,0,-4096
435,131,0,-4095
406,119,0,-4105
378,108,0,-4095
