II,V,PLETH
2945,4898,4926
3374,5548,5583
3031,4898,4926
2861,4558,4567
3088,4898,4885
3238,5102,5069
3145,4898,4843
3078,4753,4676
3145,4860,4761
3160,4896,4785
3059,4748,4638
2968,4627,4519
2945,4636,4515
2916,4635,4488
2859,4561,4392
2810,4471,4291
2773,4412,4228
2701,4358,4165
2573,4299,4105
2410,4219,4054
2259,4112,4023
2149,3987,3993
2087,3888,3982
2032,3804,3969
1973,3739,3982
1907,3670,3999
1858,3626,4023
1816,3599,4021
1773,3589,4023
1708,3559,4029
1630,3514,4064
1540,3441,4088
1458,3365,4105
1387,3288,4098
1344,3253,4105
1321,3244,4116
1315,3253,4146
1297,3247,4164
1258,3253,4187
1197,3257,4200
1144,3253,4228
1107,3224,4257
1086,3215,4310
1052,3210,4367
1001,3178,4433
951,3102,4476
943,3066,4515
971,3093,4547
1001,3140,4597
994,3132,4642
972,3103,4679
968,3091,4684
1001,3103,4679
1029,3098,4658
1029,3103,4638
1013,3112,4599
1029,3103,4556
1076,3052,4494
1115,3028,4433
1125,3059,4364
1144,3103,4310
1179,3083,4248
1201,3028,4187
1190,2981,4113
1201,2953,4064
1265,2901,4031
1344,2841,4023
1374,2792,4012
1372,2767,4023
1387,2729,4038
1430,2692,4064
1465,2670,4065
1487,2692,4064
1503,2729,4057
1515,2767,4064
1500,2774,4049
1458,2767,4023
1400,2753,3986
1344,2767,3982
1293,2795,3994
1258,2841,4023
1232,2888,4037
1201,2953,4064
1149,3016,4097
1086,3066,4146
1023,3074,4183
972,3066,4228
941,3055,4268
943,3066,4310
954,3068,4320
943,3066,4310
915,3066,4271
915,3103,4228
941,3142,4164
943,3140,4105
887,3079,4037
829,3028,3982
822,3025,3915
858,3066,3858
889,3092,3813
915,3103,3817
940,3094,3848
943,3066,3899
886,2992,3945
801,2916,4023
750,2890,4117
772,2953,4228
831,3046,4320
886,3103,4433
917,3091,4565
943,3066,4720
972,3044,4849
1001,3028,4967
1009,3009,5066
1001,3028,5172
994,3078,5256
1001,3103,5336
1000,3068,5397
972,3028,5459
937,3033,5499
943,3066,5541
1015,3083,5574
1115,3103,5623
1185,3135,5662
1201,3140,5705
1191,3096,5738
1201,3103,5788
1260,3277,5827
1372,3589,5870
1518,3798,5898
1630,3664,5952
1588,3124,6010
1315,2355,6075
874,1572,6112
429,897,6157
53,304,6208
-314,-224,6280
-719,-653,6327
-1058,-897,6362
-1202,-967,6376
-1144,-935,6403
-991,-890,6410
-829,-822,6403
-718,-702,6361
-715,-486,6321
-839,-186,6262
-1001,187,6198
-1091,555,6107
-1058,860,6034
-924,1084,5965
-715,1309,5911
-479,1548,5838
-257,1757,5788
-58,1860,5753
172,1907,5747
425,1969,5721
629,2094,5705
734,2248,5703
801,2430,5747
902,2651,5788
1029,2916,5829
1122,3166,5843
1172,3365,5870
1220,3526,5888
1287,3701,5911
1341,3846,5908
1372,3888,5911
1401,3841,5895
1458,3851,5870
1524,3971,5806
1572,4112,5747
1618,4164,5682
1715,4187,5623
1855,4263,5537
1973,4374,5459
2023,4411,5387
2059,4374,5336
2117,4319,5269
2173,4299,5213
2178,4289,5170
2173,4299,5172
2207,4328,5184
2287,4374,5213
2377,4385,5240
2487,4374,5295
2609,4357,5352
2716,4374,5418
2789,4393,5459
2888,4412,5500
3032,4437,5523
3174,4524,5541
3234,4636,5513
3231,4711,5459
3209,4690,5384
3202,4636,5336
3204,4601,5281
3231,4598,5213
3261,4559,5114
3259,4486,5049
3209,4418,5016
3174,4412,5008
3177,4425,4978
3174,4412,4967
3087,4339,4975
2945,4262,5008
2823,4188,5022
2773,4112,5049
2744,4010,5084
2688,3926,5131
2602,3854,5137
2545,3776,5131
2510,3656,5120
2459,3552,5131
2351,3484,5118
2230,3439,5090
2122,3363,5039
2030,3290,5008
1939,3240,4981
1887,3215,4967
1874,3172,4929
1858,3140,4885
1791,3132,4831
1715,3140,4802
1673,3102,4768
