II,V,PLETH
864,1318,7084
913,1302,8002
711,917,7037
583,736,6538
610,860,7037
623,986,7339
559,1032,7037
489,1157,6820
457,1375,6991
411,1480,7092
356,1375,6945
341,1177,6819
407,1032,6852
543,956,6865
762,917,6806
1039,898,6758
1321,917,6759
1547,969,6743
1728,1032,6713
1883,1082,6683
2033,1146,6667
2174,1247,6638
2337,1375,6621
2528,1493,6586
2744,1605,6574
2952,1719,6565
3150,1834,6574
3320,1926,6554
3455,2006,6528
3542,2074,6489
3608,2120,6482
3660,2126,6477
3709,2120,6482
3738,2119,6457
3760,2120,6435
3767,2098,6404
3760,2063,6389
3728,2029,6360
3709,2006,6343
3716,1977,6313
3760,1948,6296
3808,1918,6266
3862,1891,6250
3909,1857,6222
3963,1834,6204
4009,1824,6171
4065,1834,6158
4114,1837,6135
4167,1834,6111
4209,1824,6058
4268,1834,6019
4323,1856,5984
4370,1891,5972
4388,1918,5945
4421,1948,5926
4466,1990,5897
4522,2063,5880
4550,2147,5847
4573,2235,5833
4595,2315,5825
4624,2407,5833
4628,2500,5814
4624,2579,5787
4615,2617,5748
4624,2636,5741
4626,2655,5737
4624,2693,5741
4601,2728,5717
4573,2751,5695
4537,2754,5663
4522,2751,5648
4519,2731,5621
4522,2693,5602
4489,2635,5572
4421,2579,5556
4317,2523,5528
4217,2464,5509
4116,2381,5480
4014,2292,5463
3888,2218,5435
3760,2178,5417
3628,2133,5388
3506,2063,5371
3374,1982,5343
3252,1948,5324
3138,1952,5295
3049,1948,5278
2964,1909,5251
2896,1891,5232
2821,1917,5201
2744,1948,5185
2655,1928,5164
2591,1891,5139
2552,1880,5054
2541,1891,4908
2532,1871,4708
2541,1834,4537
2546,1815,4415
2541,1834,4352
2507,1846,4296
2490,1834,4259
2503,1799,4225
2541,1777,4213
2551,1768,4200
2541,1777,4213
2525,1779,4232
2541,1777,4259
2567,1770,4257
2591,1777,4259
2593,1781,4268
2591,1777,4306
2587,1764,4331
2591,1777,4352
2590,1808,4361
2591,1834,4398
2589,1831,4441
2591,1834,4491
2588,1857,4514
2591,1891,4537
2590,1898,4553
2591,1891,4583
2587,1885,4604
2591,1891,4630
2593,1888,4646
2591,1891,4676
2581,1909,4696
2591,1948,4722
2616,1983,4739
2642,2006,4769
2642,2008,4790
2642,2006,4815
2657,2000,4829
2693,2006,4861
2708,2008,4887
2693,2006,4908
2656,1996,4900
2642,2006,4908
2657,2033,4925
2693,2063,4954
2707,2068,4954
2693,2063,4954
2658,2056,4948
2642,2063,4954
2653,2080,4945
2693,2120,4954
2727,2161,4970
2744,2178,5000
2728,2151,5002
2693,2120,5000
2639,2109,4988
2591,2120,5000
2568,2122,5013
2591,2120,5046
2614,2117,5069
2591,2120,5093
2510,2117,5100
2439,2120,5139
2406,2123,5198
2388,2120,5278
2338,2093,5327
2287,2063,5371
2279,2047,5417
2337,2063,5509
2416,2091,5604
2490,2120,5695
2534,2128,5754
2541,2120,5833
2493,2092,5920
2439,2063,6019
2417,2046,6087
2439,2063,6158
2469,2079,6222
2490,2063,6296
2449,2018,6343
2337,2006,6389
2246,2018,6426
2287,2006,6482
2343,1958,6523
2236,1948,6574
2079,1969,6615
2185,1948,6667
2439,1894,6692
2337,1948,6713
1813,2126,6722
1524,2235,6759
1893,2127,6800
2439,1948,6852
2489,1908,6876
2134,2006,6898
1894,2074,6897
1880,2063,6898
1787,2042,6885
1524,2063,6898
1285,2078,6904
1169,2063,6898
1062,2034,6847
915,2006,6806
770,1931,6773
661,1777,6759
552,1551,6714
457,1318,6667
393,1119,6611
356,974,6574
306,892,6520
254,917,6482
201,1056,6447
152,1261,6435
95,1410,6408
51,1433,6389
28,1321,6359
51,1146,6343
106,973,6311
203,860,6296
346,806,6270
559,802,6250
812,819,6212
1067,860,6204
1282,911,6200
1474,974,6204
1653,1045,6174
1829,1146,6158
1984,1278,6149
2134,1433,6158
2296,1580,6134
2490,1719,6111
2694,1841,6093
2896,1948,6111
3082,2036,6115
3252,2120,6111
3367,2190,6079
3404,2235,6065
3375,2241,6053
3354,2235,6065
3379,2232,6062
3455,2235,6065
3549,2231,6055
3659,2235,6065
3746,2242,6064
3760,2235,6065
3655,2186,6050
3506,2120,6065
3415,2069,6085
3455,2063,6111
3576,2085,6106
3709,2120,6111
3786,2134,6124
3811,2120,6158
3788,2084,6162
3760,2063,6158
3738,2059,6143
3760,2063,6158
3821,2056,6162
3913,2063,6158
3967,2086,6124
3963,2120,6111
3916,2142,6105
3913,2178,6111
3984,2244,6087
4116,2350,6065
4234,2464,6034
4319,2579,6019
4358,2676,5987
4370,2751,5972
4347,2786,5961
4319,2808,5972
4301,2845,5968
4319,2923,5972
4334,3000,5966
4319,3037,5972
4250,3015,5964
4167,2980,5972
4084,2953,5972
4014,2923,5972
3923,2850,5944
3811,2751,5926
3676,2651,5915
3557,2579,5926
3462,2519,5911
3404,2464,5880
3328,2389,5824
3201,2292,5787
3027,2187,5756
2896,2120,5741
2845,2089,5699
2846,2063,5648
2814,2006,5585
2744,1948,5556
2655,1910,5533
2591,1891,5509
2549,1860,5455
2541,1834,5417
2543,1823,5387
2541,1834,5371
2498,1836,5323
2439,1834,5278
2377,1828,5240
2337,1834,5232
2305,1835,5209
2287,1834,5185
2275,1828,5152
2287,1834,5139
2305,1836,5115
2337,1834,5093
2365,1826,5057
2388,1834,5046
2378,1842,5042
2337,1834,5046
2274,1798,5024
2236,1777,5000
2240,1790,4969
2287,1834,4954
2338,1867,4927
2388,1891,4908
2422,1915,4878
2439,1948,4861
2408,1960,4834
2337,1948,4815
2257,1931,4786
2236,1948,4769
2289,1983,4741
2388,2006,4722
2449,2000,4693
2439,2006,4676
2380,2035,4650
2337,2063,4630
2314,2046,4597
2287,2006,4583
2241,1983,4574
2236,2006,4583
2295,2039,4580
2388,2063,4583
2440,2066,4577
2439,2063,4583
2395,2042,4579
2337,2006,4583
2271,1962,4578
2236,1948,4583
2243,1969,4578
2287,2006,4583
2321,2016,4578
2337,2006,4583
2335,1992,4578
2337,2006,4583
2336,2033,4579
2337,2063,4583
2334,2070,4576
2337,2063,4583
2337,2052,4593
2337,2063,4630
2332,2089,4669
2337,2120,4722
2339,2128,4763
2337,2120,4815
2327,2109,4856
2337,2120,4908
2363,2145,4946
2388,2178,5000
2388,2205,5056
2388,2235,5139
2390,2248,5209
2388,2235,5278
2360,2197,5331
2337,2178,5417
2332,2177,5508
2337,2178,5602
2328,2150,5663
2337,2120,5741
2353,2109,5827
2337,2120,5926
2287,2108,5993
2287,2063,6065
2331,2029,6144
2337,2063,6250
2301,2102,6340
2337,2063,6435
2400,1987,6522
2337,2006,6621
2239,2065,6691
2388,2006,6759
2646,1901,6816
2490,2063,6898
1871,2481,6968
1524,2693,7037
1931,2405,7078
2591,1948,7130
2762,1785,7172
2490,1891,7222
2304,1931,7244
2337,1834,7269
2295,1766,7284
2083,1777,7315
1884,1749,7319
1778,1662,7315
1654,1590,7296
1474,1547,7315
1300,1462,7338
1169,1318,7361
1036,1135,7337
915,917,7315
824,656,7297
762,401,7315
689,212,7317
610,115,7315
527,81,7285
457,115,7269
394,224,7240
356,401,7222
326,536,7190
305,516,7176
284,330,7149
305,115,7130
390,-19,7092
559,-57,7084
789,-53,7077
1067,0,7084
1341,105,7057
1575,229,7037
1742,320,7007
1880,401,6991
2020,519,6957
2185,688,6945
2358,864,6936
2541,1032,6945
2720,1183,6922
