II,V,PLETH,ABP
-675,-1278,2861,6349
-597,-1407,3915,8571
-85,-968,4178,8763
549,-413,4155,8084
1019,-109,4327,7809
1272,-42,4651,8025
1406,-25,4913,8172
1489,19,5066,8003
1537,41,5246,7812
1554,12,5487,7824
1574,-25,5716,7926
1610,-19,5857,7884
1640,16,5982,7761
1615,36,6144,7724
1545,31,6314,7789
1493,26,6404,7784
1518,35,6445,7709
1585,49,6503,7657
1623,70,6586,7678
1604,98,6612,7662
1590,113,6577,7612
1635,95,6531,7565
1729,64,6519,7572
1800,55,6484,7556
1808,74,6410,7549
1768,104,6303,7535
1729,134,6232,7563
1712,163,6174,7594
1722,184,6098,7682
1756,191,5974,7808
1826,190,5876,8017
1917,195,5809,8277
2012,209,5747,8628
2081,230,5634,9022
2120,252,5538,9470
2123,271,5479,9909
2095,283,5439,10359
2035,282,5355,10768
1966,272,5281,11141
1895,266,5237,11418
1820,273,5215,11622
1719,286,5149,11722
1606,292,5089,11753
1523,292,5049,11681
1514,304,5029,11547
1556,341,4971,11337
1605,381,4920,11108
1643,381,4887,10846
1712,312,4870,10600
1816,197,4818,10346
1904,89,4772,10129
1911,35,4738,9925
1859,32,4718,9777
1805,34,4667,9651
1773,-1,4616,9577
1713,-66,4574,9509
1591,-118,4544,9477
1423,-129,4489,9437
1293,-111,4436,9426
1247,-87,4393,9395
1288,-71,4364,9377
1336,-60,4308,9321
1324,-76,4243,9268
1213,-109,4181,9182
1038,-142,4141,9119
880,-152,4077,9038
805,-155,3988,8982
822,-165,3888,8909
877,-182,3824,8871
914,-186,3742,8836
918,-179,3579,8843
895,-164,3311,8846
845,-138,3048,8883
760,-101,2850,8919
675,-76,2713,8989
669,-116,2567,9044
834,-303,2442,9111
1194,-734,2368,9154
1689,-1487,2357,9216
2166,-2520,2322,9257
2434,-3595,2255,9303
2302,-4340,2201,9311
1683,-4481,2247,9326
674,-4066,2334,9314
-447,-3427,2392,9303
-1369,-2884,2413,9247
-1883,-2500,2522,9188
-1947,-2130,2720,9107
-1624,-1654,2910,9045
-1046,-1109,3016,8960
-386,-621,3161,8887
166,-282,3404,8796
504,-99,3672,8728
649,-19,3841,8647
719,16,3990,8584
782,36,4208,8508
835,43,4471,8460
859,40,4656,8407
900,38,4782,8377
982,46,4924,8326
1065,54,5107,8291
1072,57,5247,8238
1009,54,5325,8212
924,63,5370,8173
866,74,5431,8163
828,88,5477,8135
808,93,5491,8126
821,99,5458,8087
874,105,5417,8067
951,110,5373,8028
1020,101,5332,8016
1056,82,5254,7985
1057,61,5148,7973
1038,54,5027,7944
1023,67,4931,7957
1027,93,4831,7986
1058,118,4714,8081
1096,140,4573,8210
1129,160,4463,8422
1151,180,4374,8684
1186,202,4287,9031
1233,228,4168,9412
1262,258,4075,9847
1218,287,4014,10276
