II,V,PLETH
-3357,1931,365
-3622,2098,346
-3252,1897,244
-3478,2006,228
-3555,2010,199
-3562,1965,167
-3559,1910,143
-3607,1893,135
-3636,1874,131
-3601,1830,125
-3553,1783,121
-3534,1756,123
-3525,1727,129
-3502,1679,136
-3491,1624,147
-3503,1571,166
-3515,1512,190
-3510,1443,216
-3486,1366,245
-3447,1283,276
-3388,1182,306
-3324,1064,337
-3275,939,368
-3236,809,398
-3216,688,429
-3202,576,460
-3193,482,492
-3171,401,522
-3144,337,551
-3097,283,575
-3049,245,594
-2989,217,604
-2946,209,607
-2907,217,601
-2896,254,588
-2886,312,569
-2901,401,548
-2910,502,527
-2943,619,511
-2967,728,499
-3015,834,492
-3049,915,482
-3100,985,471
-3124,1031,456
-3156,1070,440
-3159,1094,424
-3170,1116,414
-3160,1128,409
-3162,1138,413
-3150,1140,419
-3148,1139,432
-3131,1131,447
-3120,1123,463
-3095,1111,475
-3073,1101,484
-3042,1091,489
-3012,1084,492
-2975,1080,491
-2939,1077,489
-2902,1074,485
-2867,1068,476
-2829,1062,460
-2791,1054,439
-2746,1045,412
-2697,1037,384
-2639,1033,352
-2574,1033,322
-2495,1041,291
-2399,1061,260
-2280,1099,229
-2144,1157,201
-1994,1235,173
-1844,1328,153
-1692,1421,137
-1538,1491,129
-1365,1508,123
-1173,1455,122
-958,1330,121
-739,1157,125
-529,971,133
-356,814,153
-219,704,183
-130,640,227
-67,596,273
-34,553,323
-13,491,367
-11,416,409
-11,339,443
-22,279,476
-28,237,506
-35,213,538
-29,193,568
-15,170,598
17,136,628
59,99,655
116,57,674
174,22,684
234,-14,683
286,-42,672
335,-71,652
381,-94,625
427,-112,592
483,-131,549
538,-138,495
609,-151,428
680,-156,354
759,-161,276
836,-161,200
903,-159,128
958,-157,63
991,-160,0
1007,-160,-59
999,-156,-118
967,-130,-170
906,-76,-220
825,21,-262
760,139,-304
769,233,-343
936,220,-389
1330,0,-437
1992,-499,-492
2870,-1271,-544
3839,-2200,-594
4697,-3085,-638
5259,-3716,-680
5395,-3969,-719
5103,-3850,-763
4476,-3495,-811
3694,-3087,-865
2909,-2773,-922
2239,-2606,-982
1713,-2554,-1041
1338,-2541,-1100
1085,-2494,-1155
941,-2367,-1206
880,-2141,-1249
879,-1819,-1283
897,-1429,-1302
905,-1012,-1308
888,-626,-1300
850,-313,-1283
819,-103,-1259
803,28,-1230
814,99,-1197
840,150,-1162
862,193,-1124
884,227,-1089
888,259,-1056
897,275,-1030
897,290,-1003
906,306,-974
909,333,-937
910,365,-897
893,402,-854
865,432,-820
821,457,-791
776,463,-780
733,458,-777
712,436,-794
706,414,-816
727,385,-857
755,353,-899
798,310,-959
835,261,-1017
882,201,-1092
924,143,-1163
982,88,-1249
1038,45,-1328
1109,1,-1414
1173,-46,-1486
1246,-106,-1560
1311,-176,-1623
1383,-257,-1689
1447,-348,-1748
1514,-450,-1810
1568,-561,-1865
1621,-678,-1919
1669,-793,-1964
1723,-896,-2003
1776,-983,-2033
1833,-1051,-2057
1885,-1106,-2071
1934,-1152,-2080
1976,-1188,-2082
2018,-1207,-2076
2054,-1204,-2060
2082,-1173,-2034
2091,-1116,-1997
2078,-1038,-1948
2041,-946,-1887
1993,-848,-1812
1940,-750,-1722
1899,-657,-1617
1868,-574,-1499
1849,-506,-1367
1828,-454,-1216
1808,-421,-1042
1777,-403,-843
1755,-396,-621
1738,-390,-387
1746,-384,-159
1759,-373,44
1788,-367,216
1799,-367,361
1811,-380,481
1802,-400,582
1807,-424,665
1807,-439,734
1836,-449,785
1857,-450,819
1901,-452,839
1931,-448,853
1977,-452,858
2011,-456,860
2058,-469,858
2088,-483,859
2121,-500,861
2141,-510,867
2175,-506,877
2218,-472,897
2290,-409,923
2377,-316,958
2476,-203,1000
2568,-80,1050
2662,32,1106
2759,111,1165
2874,131,1225
2999,79,1287
3129,-43,1350
3242,-208,1411
3325,-375,1471
3367,-504,1530
3375,-579,1585
3349,-609,1632
3296,-623,1671
3210,-644,1695
3106,-686,1707
2987,-737,1699
2878,-776,1677
2772,-785,1637
2681,-768,1590
2584,-736,1532
2490,-711,1473
2385,-702,1408
2300,-714,1346
2232,-735,1285
2208,-755,1236
2205,-762,1190
2233,-755,1159
2250,-743,1126
2274,-728,1101
