II,V,ABP,RESP
7471,18995,5872,1992
8451,21546,6663,2237
7471,19229,5872,1954
7000,18224,5427,1811
7597,19698,5807,1954
7985,20319,6052,2039
7724,19229,5807,1954
7526,18648,5615,1898
7724,19464,5743,1954
7878,20081,5837,1988
7850,19698,5743,1954
7904,19215,5651,1931
8104,19464,5678,1954
8213,19985,5697,1966
8230,20167,5678,1954
8310,19989,5664,1946
8484,19933,5678,1954
8596,20148,5672,1955
8610,20402,5678,1954
8584,20354,5701,1953
8610,20167,5743,1954
8673,20088,5763,1950
8737,20167,5807,1954
8702,20146,5870,1954
8610,20167,6001,1954
8511,20216,6150,1947
8484,20167,6324,1954
8447,19856,6491,1971
8357,19698,6711,1992
8199,19870,6955,1995
8104,20167,7227,1992
8084,20133,7473,1987
8104,19933,7743,1992
8052,19761,8023,1992
7977,19698,8324,1992
7898,19545,8586,1989
7850,19464,8840,1992
7777,19458,9068,1991
7724,19464,9292,1992
7696,19299,9463,1990
7724,19229,9614,1992
7729,19321,9738,1990
7724,19464,9873,1992
7702,19367,9979,1991
7724,19229,10066,1992
7732,19174,10087,1989
7724,19229,10066,1992
7692,19188,9996,1991
7724,19229,9937,1992
7754,19411,9872,1988
7724,19698,9808,1992
7617,19782,9690,1995
7597,19698,9550,1992
7668,19458,9380,1972
7724,19229,9227,1954
7651,19070,9060,1946
7597,19229,8905,1954
7641,19534,8733,1956
7724,19698,8582,1954
7682,19479,8416,1947
7597,19229,8259,1954
7564,19148,8083,1958
7597,19229,7937,1954
7555,19212,7795,1932
7471,19229,7679,1915
7416,19256,7542,1909
7471,19229,7421,1915
7545,19027,7285,1916
7597,18995,7162,1915
7553,19204,7019,1912
7471,19464,6904,1915
7407,19400,6795,1914
7471,19229,6711,1915
7568,19151,6604,1913
7597,19229,6517,1915
7506,19217,6436,1914
7471,19229,6388,1915
7563,19304,6321,1913
7724,19464,6259,1915
7761,19542,6181,1915
7724,19698,6130,1915
7792,19920,6080,1912
8104,20167,6065,1915
8419,20269,6054,1916
8484,20402,6065,1915
8335,20548,6060,1908
8357,20636,6065,1915
8622,20499,6056,1932
8863,20402,6065,1954
8862,20457,6076,1957
8863,20636,6130,1954
9013,20663,6191,1948
9117,20636,6259,1954
8910,20613,6289,1954
8610,20636,6324,1954
8480,20466,6367,1949
8484,20167,6453,1954
8346,19834,6525,1955
8104,19698,6582,1954
7888,19675,6602,1947
7724,19698,6646,1954
7474,19531,6702,1970
7217,19229,6775,1992
7041,18873,6812,1996
6964,18760,6840,1992
6872,18841,6858,1986
6837,18995,6904,1992
6878,18935,6939,1994
6964,18760,6969,1992
6927,18613,6965,1984
6837,18760,6969,1992
6769,18951,6962,2010
6837,18995,6969,2030
6972,18811,6960,2032
7091,18760,6969,2030
7039,18806,6967,2027
6837,18760,6969,2030
6616,18519,6936,2027
6584,18526,6904,2030
6734,18846,6862,2031
6964,19229,6840,2030
7153,19423,6803,2022
7471,19698,6775,2030
8181,19821,6734,2050
9370,19229,6711,2069
10642,17951,6674,2066
11776,17588,6646,2069
13166,19552,6605,2084
15194,23450,6582,2107
16817,26962,6546,2109
16207,28140,6517,2107
13004,26566,6472,2105
9243,23450,6453,2107
