II,V,ABP,RESP
8250,15146,4304,2548
9374,17410,4823,2893
8250,15461,4183,2573
7598,14167,3824,2416
8141,15040,4062,2599
8515,15838,4176,2701
8141,15461,3942,2599
7755,15018,3786,2544
7815,15251,3861,2624
7887,15522,3874,2666
7707,15461,3740,2624
7500,15317,3649,2608
7490,15251,3660,2650
7589,15139,3642,2666
7707,15146,3580,2650
7762,15330,3543,2650
7707,15461,3539,2675
7591,15341,3506,2682
7598,15251,3459,2675
7751,15349,3429,2679
7924,15461,3419,2701
8048,15362,3395,2717
8250,15251,3378,2726
8501,15168,3370,2722
8684,15040,3378,2726
8719,14782,3366,2733
8792,14725,3338,2752
8939,14870,3303,2764
9009,14935,3298,2777
8858,14727,3301,2784
8684,14725,3298,2803
8597,15096,3271,2817
8467,15461,3258,2828
8081,15355,3256,2824
7598,15146,3258,2828
7212,15210,3234,2836
6947,15461,3218,2854
6684,15491,3213,2864
6513,15461,3218,2879
6450,15546,3197,2891
6404,15671,3177,2905
6285,15564,3169,2903
6296,15461,3177,2905
6463,15531,3174,2909
6621,15671,3177,2930
6562,15590,3179,2945
6513,15461,3177,2956
6595,15463,3152,2953
6730,15566,3137,2956
6726,15526,3134,2961
6730,15461,3137,2981
6865,15477,3116,2996
7056,15566,3097,3007
7093,15524,3088,3002
7056,15461,3097,3007
7076,15463,3095,3015
7164,15566,3097,3032
7178,15560,3096,3034
7273,15461,3097,3032
7827,15263,3076,3025
9118,15040,3057,3032
10905,14638,3046,3035
12808,13989,3057,3032
14647,12921,3058,3014
16391,11569,3057,3007
17473,10231,3049,3004
16933,9466,3057,3007
14315,9443,3059,2992
10529,9992,3057,2981
7149,10602,3034,2975
5210,11149,3017,2981
4561,11764,3007,2972
4559,12726,3017,2956
4723,13796,3020,2934
4993,14620,3017,2930
5332,14999,2994,2929
5644,15251,2976,2930
5767,15469,2965,2916
5753,15566,2976,2905
5742,15441,2983,2889
5862,15461,2976,2879
5977,15720,2949,2862
5970,15987,2936,2854
5856,15949,2935,2842
5862,15882,2936,2828
5972,15969,2914,2799
6079,16092,2896,2777
6083,15982,2888,2761
6187,15882,2896,2752
6384,15962,2894,2727
6513,16092,2896,2701
6445,15989,2896,2679
6404,15882,2896,2675
6512,15945,2875,2666
6621,16092,2856,2650
6558,16046,2846,2620
6513,15987,2856,2599
6615,16021,2857,2583
6730,16092,2856,2573
6668,16008,2849,2550
6621,15987,2856,2522
6754,16061,2858,2490
6947,16092,2856,2472
6942,15922,2833,2456
6838,15882,2815,2446
6828,16022,2804,2422
6947,16092,2815,2395
7023,15841,2820,2363
7056,15671,2815,2344
7094,15792,2789,2329
7164,15987,2775,2319
7169,15857,2768,2294
7164,15671,2775,2268
7224,15720,2770,2237
7381,15987,2775,2217
7458,16091,2784,2198
7381,16092,2815,2191
7242,16109,2844,2180
7273,16197,2896,2166
7423,16145,2968,2137
7490,16092,3097,2115
7360,16191,3257,2097
7273,16513,3459,2089
7358,16699,3679,2075
7490,16618,3942,2064
7424,16384,4218,2049
7273,16408,4505,2038
7239,16665,4766,2022
7381,16934,5028,2013
7490,16979,5284,2000
7490,17039,5550,1987
7412,17192,5795,1968
7381,17354,6033,1962
7400,17329,6254,1962
7490,17354,6475,1962
7566,17508,6669,1946
7598,17670,6837,1936
7570,17579,6956,1935
7598,17459,7039,1936
7663,17464,7071,1922
7707,17565,7079,1911
7673,17519,7048,1908
7707,17459,6998,1911
7848,17419,6918,1898
8032,17354,6837,1885
8111,17142,6751,1880
8141,17039,6677,1885
8176,17062,6592,1877
8250,17039,6516,1860
8293,16756,6430,1840
8358,16513,6355,1835
8420,16436,6268,1833
8467,16408,6194,1835
8476,16177,6110,1825
8575,15987,6033,1809
8723,15961,5944,1789
8792,15987,5872,1784
8680,15750,5792,1784
8575,15461,5711,1784
8592,15378,5604,1769
8684,15566,5510,1758
8665,15628,5420,1754
8575,15461,5349,1758
8495,15220,5264,1749
8467,15251,5188,1733
8374,15409,5105,1713
8250,15461,5028,1707
8178,15295,4925,1706
8250,15251,4826,1707
8309,15367,4730,1696
8250,15461,4666,1682
8118,15321,4603,1663
8141,15251,4545,1656
8260,15353,4464,1654
8250,15461,4384,1656
8002,15327,4295,1646
7815,15251,4223,1631
7841,15357,4153,1612
7924,15461,4102,1605
7824,15282,4042,1604
7707,15146,3982,1605
7727,15259,3910,1594
7815,15461,3861,1580
7772,15384,3819,1562
7707,15251,3781,1554
7678,15287,3716,1550
7598,15461,3660,1554
7381,15479,3611,1556
7273,15461,3580,1554
7341,15471,3535,1541
7381,15461,3499,1529
7226,15296,3470,1522
7164,15251,3459,1529
7331,15368,3437,1532
7490,15461,3419,1529
7382,15315,3394,1514
7273,15251,3378,1503
7390,15369,3355,1498
7598,15461,3338,1503
7643,15274,3315,1504
7707,15146,3298,1503
7959,15214,3271,1500
8250,15251,3258,1503
8324,14964,3252,1504
8358,14725,3258,1503
8547,14770,3244,1498
8792,14935,3218,1503
8817,14896,3184,1515
8684,14935,3177,1529
8530,15201,3179,1530
8358,15461,3177,1529
8048,15344,3152,1527
7707,15146,3137,1529
7393,15135,3133,1525
7056,15251,3137,1529
6623,15187,3118,1538
6296,15146,3097,1554
6182,15274,3084,1558
6187,15461,3097,1554
6118,15389,3102,1547
6079,15251,3097,1554
6177,15267,3073,1567
6404,15461,3057,1580
6520,15525,3047,1581
6513,15461,3057,1580
6432,15395,3060,1577
6404,15461,3057,1580
6356,15496,3033,1579
6296,15461,3017,1580
6276,15391,3008,1578
6404,15461,3017,1580
6568,15553,3016,1578
6621,15566,3017,1580
6531,15453,3011,1579
6513,15461,3017,1580
6639,15550,3016,1577
6838,15566,3017,1580
7084,15371,3010,1580
7707,15251,3017,1580
9005,15210,3019,1576
10963,14935,3017,1580
13173,13995,2994,1583
15197,12621,2976,1580
16510,11229,2967,1564
16608,10202,2976,1554
15164,9625,2977,1553
12483,9676,2976,1554
9329,10179,2969,1542
6621,10833,2976,1529
4923,11407,2979,1524
4342,12201,2976,1529
4460,13263,2954,1522
4776,14304,2936,1503
5026,14909,2926,1482
5319,15251,2936,1478
5650,15500,2940,1480
5862,15671,2936,1478
5853,15634,2913,1462
5862,15671,2896,1452
6012,15878,2885,1451
6187,16092,2896,1452
6195,16015,2901,1441
6187,15882,2896,1427
6272,15908,2870,1413
6404,16092,2856,1401
6401,16140,2850,1385
6404,16092,2856,1376
6492,16053,2852,1374
6621,16092,2856,1376
6626,16050,2857,1364
6621,15987,2856,1350
6737,15977,2833,1336
6947,16092,2815,1325
7054,16082,2807,1308
7056,15882,2815,1299
7060,15623,2815,1299
7164,15671,2815,1299
7253,15899,2812,1286
7273,15987,2815,1274
7266,15773,2811,1269
7381,15671,2815,1274
7541,15790,2817,1273
7598,15882,2815,1274
7508,15679,2792,1275
7490,15566,2775,1274
